outer_fold,count,training_gain,positive_gain_rate,negative_transfer_rate
1,20538,0.005106023045157581,0.17908267601519134,0.1672022592267991
2,20496,0.004500794453603292,0.19691647150663544,0.18857338017174083
3,20514,0.008726217242793599,0.2038607780052647,0.17592863410353904
4,20502,0.004538972713839441,0.1890547263681592,0.19705394595649206
5,20574,0.002382670250282949,0.19233012540099154,0.18280353844658306
