dataset,pair_id,representation,delta_alpha,count,mae,smooth_l1,spearman,positive_prevalence,positive_auprc,positive_auprc_lift,positive_auroc,harmful_prevalence,harmful_auprc,harmful_auprc_lift,harmful_auroc,positive_vs_harmful_auroc,positive_vs_harmful_auroc_lift,nonzero_activity_auprc,nonzero_activity_prevalence,nonzero_activity_auprc_lift,highest_10pct_actual_mean_advantage,highest_10pct_positive_rate,highest_10pct_harmful_rate,h1_style_pass,n_rows,n_queries
db15k,db15k_native_adamf,C1,-0.2,47532,0.04334794303084003,0.038618558241842134,0.12823605175433564,0.41584616679289743,0.5084690923495758,0.09262292555667839,0.6030528743236004,0.23369519481612389,0.23268076861993117,-0.0010144261961927137,0.49959260652613746,0.5617699104185881,0.06176991041858815,0.6245061312212777,0.6495413616090213,-0.02503523038774358,0.01516693767691392,0.568693456764149,0.1838838628234799,False,47532,47532
db15k,db15k_native_adamf,C1,-0.1,47532,0.024846235925387393,0.021329100304670775,0.11587219341054687,0.39506016999074306,0.47634744912832994,0.08128727913758688,0.5936665459921137,0.19029285533956072,0.18341785804456148,-0.006874997294999241,0.4910436414366216,0.5517929606179114,0.05179296061791139,0.565402869110556,0.5853530253303038,-0.019950156219747717,0.005416436255203931,0.5251420155691142,0.1601094045865769,False,47532,47532
db15k,db15k_native_adamf,C1,-0.05,47532,0.013834621469139843,0.01121180066526318,0.0937036144747397,0.36949844315408564,0.42864880208576,0.05915035893167436,0.572061311653882,0.1541908608937137,0.14724571061592343,-0.006945150277790274,0.4944885433672034,0.5429699092273138,0.04296990922731381,0.5074655658863355,0.5236893040477993,-0.01622373816146383,0.0007842274985661732,0.46307595203029667,0.14012202819272038,False,47532,47532
db15k,db15k_native_adamf,C2,-0.3,47532,0.058410977378005234,0.05259691365784356,0.11396256191021559,0.4239038963224775,0.5143747464634029,0.09047085014092537,0.6110381956364246,0.2642009593536986,0.2671805714927354,0.0029796121390368024,0.49319537627902105,0.559413878391301,0.05941387839130097,0.627956348645898,0.6881048556761761,-0.060148507030278076,0.01138342532605686,0.5554386703134863,0.23606143488323164,True,47532,47532
db15k,db15k_native_adamf,C2,-0.2,47532,0.04381902009268191,0.03886432082620336,0.10979558430601385,0.41584616679289743,0.5052513637310838,0.08940519693818638,0.6095161294660311,0.23369519481612389,0.2272175145679703,-0.0064776802481535944,0.4819942937305995,0.5513977117073505,0.051397711707350524,0.5889730572146923,0.6495413616090213,-0.06056830439432903,0.005027996942454282,0.5396591626341258,0.20765832106038293,False,47532,47532
db15k,db15k_native_adamf,C2,-0.1,47532,0.02496824257059974,0.021377293640061877,0.10650331105127459,0.39506016999074306,0.47470165560360533,0.07964148561286227,0.5996674568815102,0.19029285533956072,0.17979501741280107,-0.010497837926759651,0.4775037619402202,0.5443865335044756,0.044386533504475634,0.5335124379782403,0.5853530253303038,-0.05184058735206343,0.001241960545786145,0.508100147275405,0.1609509783294761,False,47532,47532
db15k,db15k_native_adamf,C2,-0.05,47532,0.013834731393555061,0.011220602847172733,0.08517606265564369,0.36949844315408564,0.42555241883729755,0.05605397568321191,0.5756782359555138,0.1541908608937137,0.14216565811072282,-0.01202520278299088,0.4775271076446266,0.5308884584895774,0.03088845848957744,0.4824322767928676,0.5236893040477993,-0.041257027254931744,-0.0009856592885476526,0.445402903429413,0.14012202819272038,False,47532,47532
db15k,db15k_native_adamf,C3,-0.3,47532,0.05952601457237577,0.05330655999483927,0.09038395587078939,0.4239038963224775,0.49195098523656633,0.06804708891408884,0.5840784733148626,0.2642009593536986,0.26856078197177924,0.004359822618080655,0.4982976296554582,0.5476948999423953,0.047694899942395286,0.6424765691979558,0.6881048556761761,-0.04562828647822026,0.00790571061268131,0.5255628024405639,0.23164317273301074,True,47532,47532
db15k,db15k_native_adamf,C3,-0.2,47532,0.04497989160791788,0.03946665414767355,0.08294881610142846,0.41584616679289743,0.47722561532118984,0.06137944852829241,0.5757064963975363,0.23369519481612389,0.2327122780806591,-0.0009829167354647728,0.4956021238000231,0.5418077772086819,0.041807777208681896,0.6043014019125663,0.6495413616090213,-0.045239959696455,0.005361572127962786,0.5102040816326531,0.19356196086682095,False,47532,47532
db15k,db15k_native_adamf,C3,-0.1,47532,0.026288935718072618,0.02185128045014208,0.07282195605144441,0.39506016999074306,0.4397736887860633,0.04471351879532026,0.563344041088574,0.19029285533956072,0.18618744467086115,-0.004105410668699572,0.49347151643875986,0.5343898606163276,0.03438986061632765,0.5378438559228792,0.5853530253303038,-0.047509169407424556,0.0009406269749372294,0.4498211655796339,0.15758468335787923,False,47532,47532
db15k,db15k_native_adamf,C3,-0.05,47532,0.015400773981907017,0.0116925520262731,0.05336257216054913,0.36949844315408564,0.39706414505333987,0.027565701899254225,0.5475567859226137,0.1541908608937137,0.14491164762713368,-0.009279213266580016,0.48851880228104344,0.5215778292391392,0.0215778292391392,0.4747169845743607,0.5236893040477993,-0.048972319473438664,-0.0014381105565077306,0.3974332000841574,0.1327582579423522,False,47532,47532
db15k,db15k_native_adamf,C4,-0.3,47532,0.05957441516590477,0.053276984704943076,0.09609847313594767,0.4239038963224775,0.4912391868332995,0.06733529051082199,0.5808186846796465,0.2642009593536986,0.2713400091158852,0.0071390497621866,0.504169683377654,0.5503370826188659,0.050337082618865936,0.6505517445758878,0.6881048556761761,-0.03755311110028825,0.010192396095716219,0.5270355564906375,0.2268041237113402,True,47532,47532
db15k,db15k_native_adamf,C4,-0.2,47532,0.045088932502617814,0.03949747014867096,0.08910523834245243,0.41584616679289743,0.47479955947359814,0.05895339268070071,0.5728990381003808,0.23369519481612389,0.23506387359159442,0.0013686787754705332,0.5009060096403096,0.5444304342987968,0.044430434298796784,0.610529868395868,0.6495413616090213,-0.039011493213153337,0.006072297230418342,0.5034714916894593,0.19650746896696822,True,47532,47532
db15k,db15k_native_adamf,C4,-0.1,47532,0.0265389880408971,0.021959506127032326,0.06922997774959869,0.39506016999074306,0.4349410584356276,0.03988088844488452,0.5560386536041723,0.19029285533956072,0.18728712362907124,-0.0030057317104894843,0.49452588522384916,0.5303415879973394,0.030341587997339436,0.5450108379137489,0.5853530253303038,-0.04034218741655482,0.002720799846905281,0.4456132968651378,0.1638964864296234,False,47532,47532
db15k,db15k_native_adamf,C4,-0.05,47532,0.015632297663645902,0.011750937982343805,0.04972124882272253,0.36949844315408564,0.39444918748445956,0.02495074433037392,0.5414346518637879,0.1541908608937137,0.14649832371626864,-0.007692537177445058,0.489121684799893,0.517708570453115,0.017708570453115025,0.48124804328530646,0.5236893040477993,-0.04244126076249288,0.0005132234499296893,0.38880706921944036,0.12476330738480959,False,47532,47532
mkg_w,mkgw_mhyper_adamf,C0,-0.3,25656,0.04011796277141021,0.034313783618272524,0.22088060654461153,0.4446913002806361,0.619229995018185,0.1745386947375489,0.6908924513330151,0.21145151231680698,0.21477398128985378,0.003322468973046805,0.5033058906951895,0.6106810493615478,0.11068104936154777,0.550431363498236,0.6561428125974431,-0.10571144909920716,0.010647623531454826,0.7022603273577552,0.18277474668745128,True,25656,25656
mkg_w,mkgw_mhyper_adamf,C0,-0.2,25656,0.027995325925856594,0.02316860662043556,0.19129578071595063,0.43740255690676644,0.5911623944672109,0.15375983756044442,0.6711006985946047,0.18065949485500468,0.175336447071786,-0.005323047783218682,0.4835039927966419,0.5837930079169116,0.08379300791691158,0.522722815828917,0.6180620517617711,-0.0953392359328541,0.006139711598052648,0.6718628215120811,0.17459080280592362,False,25656,25656
mkg_w,mkgw_mhyper_adamf,C0,-0.1,25656,0.015230026255668251,0.011817930827542672,0.14960227048040722,0.41456189585282194,0.5281344111713924,0.11357251531857043,0.6290218595339097,0.1402790770190209,0.13258662563589196,-0.007692451383128934,0.4776362029404656,0.5576107153788175,0.057610715378817456,0.49624244830141245,0.5548409728718429,-0.05859852457043041,0.004261266548441908,0.5896336710833983,0.1367887763055339,False,25656,25656
