dataset,pair_id,representation,delta_alpha,count,mae,smooth_l1,spearman,positive_prevalence,positive_auprc,positive_auprc_lift,positive_auroc,harmful_prevalence,harmful_auprc,harmful_auprc_lift,harmful_auroc,positive_vs_harmful_auroc,positive_vs_harmful_auroc_lift,nonzero_activity_auprc,nonzero_activity_prevalence,nonzero_activity_auprc_lift,highest_10pct_actual_mean_advantage,highest_10pct_positive_rate,highest_10pct_harmful_rate,h1_style_pass,n_rows,n_queries
mkg_w,mkgw_mhyper_adamf,C0,-0.05,25656,0.008981641136841955,0.006297154201642129,0.1218246898828945,0.387784533832242,0.4708655185991774,0.08308098476693543,0.6012330901860646,0.11217648893046461,0.10281040866619544,-0.009366080264269175,0.4700428345115079,0.5362664390336512,0.03626643903365123,0.46067096822163306,0.4999610227627066,-0.03929005454107354,0.00024226101150991383,0.5253312548713952,0.11808261886204209,False,25656,25656
mkg_w,mkgw_mhyper_adamf,C1,-0.3,25656,0.040158425920656285,0.034385037904567796,0.2153214861245713,0.4446913002806361,0.6100914762838957,0.16540017600325962,0.6785332826418354,0.21145151231680698,0.21772050211013963,0.006268989793332652,0.5093809404602646,0.6074617863736811,0.10746178637368109,0.5700443912783103,0.6561428125974431,-0.08609842131913281,0.01578143861853855,0.6932969602494155,0.18667186282151207,True,25656,25656
mkg_w,mkgw_mhyper_adamf,C1,-0.2,25656,0.028015860197434118,0.02319781045859949,0.19312458166638333,0.43740255690676644,0.5892427319370835,0.1518401750303171,0.6642063357751988,0.18065949485500468,0.17976007392655627,-0.0008994209284484134,0.494387135441227,0.5887569147288699,0.08875691472886993,0.5411487091476,0.6180620517617711,-0.07691334261417104,0.009025045728168741,0.6671862821512081,0.16874512860483243,False,25656,25656
mkg_w,mkgw_mhyper_adamf,C1,-0.1,25656,0.01530660230587589,0.011819572010967736,0.14351188435810214,0.41456189585282194,0.5212868377623668,0.1067249419095449,0.6196038133184837,0.1402790770190209,0.13573943566012173,-0.004539641358899171,0.4845238742940677,0.5575181188289213,0.05751811882892133,0.5080296316790707,0.5548409728718429,-0.04681134119277219,0.004662057357409368,0.5791114575214341,0.142244738893219,False,25656,25656
mkg_w,mkgw_mhyper_adamf,C1,-0.05,25656,0.008969315951296157,0.006269788780460191,0.11853821270044984,0.387784533832242,0.46116512202586923,0.07338058819362725,0.5896388286186847,0.11217648893046461,0.10890455099688875,-0.003271937933575858,0.4877155828219212,0.5448106573545932,0.04481065735459322,0.4750796829458794,0.4999610227627066,-0.02488133981682722,0.00400332798275491,0.5070148090413095,0.11340607950116914,False,25656,25656
mkg_w,mkgw_mhyper_adamf,C2,-0.3,25656,0.040543810148959365,0.03460586823168133,0.19236866511759418,0.4446913002806361,0.5902691927480027,0.14557789246736663,0.6555824356580617,0.21145151231680698,0.21590248155468086,0.004450969237873886,0.50604470440149,0.5913626924818429,0.09136269248184292,0.5759706961301061,0.6561428125974431,-0.08017211646733702,0.010804287746819847,0.6687451286048324,0.19875292283710055,True,25656,25656
mkg_w,mkgw_mhyper_adamf,C2,-0.2,25656,0.02828864352636018,0.023327715602705554,0.1722874873456468,0.43740255690676644,0.5659273848632644,0.128524827956498,0.6410213481125268,0.18065949485500468,0.17779402983088552,-0.0028654650241191626,0.4913428124246432,0.5723182637279947,0.07231826372799466,0.5493263139743203,0.6180620517617711,-0.06873573778745079,0.008383113478760718,0.6395167575993764,0.18511301636788777,False,25656,25656
mkg_w,mkgw_mhyper_adamf,C2,-0.1,25656,0.015650169216619204,0.011953853564030273,0.1165269759300292,0.41456189585282194,0.4915481760228474,0.07698628017002546,0.5916584612769035,0.1402790770190209,0.13482656299482237,-0.005452514024198524,0.4828054112193567,0.538671448892922,0.038671448892921956,0.5143741741755357,0.5548409728718429,-0.040466798696307205,0.0013026887085195499,0.534294621979735,0.1558846453624318,False,25656,25656
mkg_w,mkgw_mhyper_adamf,C2,-0.05,25656,0.009478450123815561,0.006438239701408061,0.08792580900904667,0.387784533832242,0.4420405249739206,0.05425599114167862,0.5665635301571087,0.11217648893046461,0.10766147354563517,-0.004515015384829443,0.48228990904809155,0.5250814246472157,0.025081424647215744,0.480154298341075,0.4999610227627066,-0.019806724421631616,4.820338544873223e-05,0.4812938425565082,0.12159002338269681,False,25656,25656
mkg_w,mkgw_mhyper_adamf,C3,-0.3,25656,0.039978355871950526,0.034409995757015616,0.17826035581480013,0.4446913002806361,0.5729610052299422,0.12826970494930612,0.6434560531333717,0.21145151231680698,0.21932602563669523,0.007874513319888254,0.5165563046353784,0.5938521007548007,0.09385210075480066,0.5762016140120857,0.6561428125974431,-0.07994119858535742,0.014943425752638522,0.6379579111457522,0.17342166796570538,True,25656,25656
mkg_w,mkgw_mhyper_adamf,C3,-0.2,25656,0.02800741812523096,0.023292498039092988,0.1507634738147103,0.43740255690676644,0.5515297973287552,0.11412724042198874,0.6288502553440044,0.18065949485500468,0.1746911074847012,-0.005968387370303474,0.49189807983150563,0.5675286177924892,0.0675286177924892,0.5405037479230369,0.6180620517617711,-0.07755830383873419,0.008983051307901236,0.6141855027279813,0.1691348402182385,False,25656,25656
mkg_w,mkgw_mhyper_adamf,C3,-0.1,25656,0.015618416691849074,0.011970307660296392,0.11540252614903833,0.41456189585282194,0.4906087429592016,0.07604684710637966,0.5945837635816154,0.1402790770190209,0.13170976772101106,-0.008569309298009836,0.4814717464638557,0.540470792260731,0.040470792260731026,0.49475855000160135,0.5548409728718429,-0.060082422870241514,0.006973986260124209,0.5202650038971162,0.13172252533125486,False,25656,25656
mkg_w,mkgw_mhyper_adamf,C3,-0.05,25656,0.00957211400147647,0.006464693257002144,0.09157195758814855,0.387784533832242,0.438270491212712,0.050485957380470015,0.5717710524221054,0.11217648893046461,0.10386604845321382,-0.008310440477250797,0.4812969197019105,0.5283891557855417,0.028389155785541687,0.45075767422396895,0.4999610227627066,-0.049203348538737646,0.0026896174006617716,0.45713172252533124,0.10522213561964147,False,25656,25656
mkg_w,mkgw_mhyper_adamf,C4,-0.3,25656,0.03966919575049878,0.03424260005551461,0.1322670076260392,0.4446913002806361,0.5213831498992179,0.07669184961858178,0.6093095345622151,0.21145151231680698,0.2130535462745426,0.0016020339577356157,0.5041957419455063,0.5647257864576959,0.06472578645769589,0.595452398759288,0.6561428125974431,-0.0606904138381551,0.0011936912246159248,0.5249415432579891,0.1979734996102884,True,25656,25656
mkg_w,mkgw_mhyper_adamf,C4,-0.2,25656,0.02793449376712675,0.023277834778886557,0.10983541924608609,0.43740255690676644,0.5010552444675714,0.063652687560805,0.5953341615757187,0.18065949485500468,0.17453484314029621,-0.006124651714708468,0.48798818687861684,0.5443110187513085,0.044311018751308495,0.5616563078843737,0.6180620517617711,-0.056405743877397385,0.001296362093845262,0.49883086515978176,0.17809820732657833,False,25656,25656
mkg_w,mkgw_mhyper_adamf,C4,-0.1,25656,0.01583487994842912,0.012099244100706839,0.08327773164549582,0.41456189585282194,0.4541439662806507,0.03958207042782874,0.5676164825237404,0.1402790770190209,0.13611991355321185,-0.0041591634658090515,0.4894806319271083,0.5306082996394573,0.030608299639457326,0.5131720339376975,0.5548409728718429,-0.04166893893414536,0.0002279029930615957,0.4356975837879969,0.1313328137178488,False,25656,25656
mkg_w,mkgw_mhyper_adamf,C4,-0.05,25656,0.009941005030076715,0.006667001932034804,0.05704246525800765,0.387784533832242,0.4061100601673958,0.01832552633515383,0.5429682403367891,0.11217648893046461,0.10880793303171413,-0.003368555898750486,0.49259456368021737,0.519891614013959,0.019891614013959003,0.46534048329976024,0.4999610227627066,-0.034620539462946354,0.0010711334623406418,0.3803585346843336,0.10132501948558068,False,25656,25656
mkg_w,mkgw_mhyper_native,C0,-0.3,25656,0.03628315943432852,0.03262618906936258,0.12017222609332669,0.435414717804802,0.523692494548723,0.08827777674392101,0.6105270139684073,0.2086451512316807,0.19224045803497578,-0.016404693196704928,0.4541626821430409,0.5253206429747918,0.02532064297479175,0.7301903939952346,0.6440598690364827,0.08613052495875184,0.014523155314183188,0.568978955572876,0.25526110678098207,False,25656,25656
mkg_w,mkgw_mhyper_native,C0,-0.2,25656,0.02765364228519138,0.024623880273965698,0.12116701152554268,0.4321016526348612,0.5178756926431853,0.08577404000832412,0.6036240933335694,0.18401153726223884,0.16776610917805013,-0.016245428084188718,0.45814147106159225,0.5242763218056455,0.02427632180564554,0.6918700911271528,0.6161131898971001,0.07575690123005274,0.01430960376128282,0.5705378020265004,0.2244738893219018,False,25656,25656
mkg_w,mkgw_mhyper_native,C0,-0.1,25656,0.01890892284300872,0.016733637518876816,0.06840615045861041,0.4092999688182102,0.46107589699314727,0.05177592817493709,0.5575499510172178,0.15668849391955098,0.14817082706301815,-0.008517666856532824,0.4696050391415082,0.5077979661733235,0.007797966173323512,0.612824125638117,0.5659884627377612,0.04683566290035579,0.007511417669022652,0.5042868277474669,0.19290724863600936,False,25656,25656
mkg_w,mkgw_mhyper_native,C0,-0.05,25656,0.014362520987272403,0.012669261845477882,0.020875486362626924,0.3816651075771749,0.3980131614444785,0.01634805386730359,0.5170494276410766,0.13809635173058935,0.13856363924005724,0.0004672875094678952,0.4882812741814843,0.50016980343271,0.00016980343271000287,0.5424788505178492,0.5197614593077643,0.02271739121008487,-0.0010568215807707582,0.3959469992205768,0.1691348402182385,False,25656,25656
mkg_w,mkgw_mhyper_native,C0,0.05,25656,0.01349588937786666,0.011882686614365949,0.04199405751838942,0.12574056750857499,0.12240544358619568,-0.003335123922379307,0.4826947320298544,0.3893436233239788,0.41629986235386096,0.026956239029882145,0.5353062013456392,0.5059930461635511,0.005993046163551119,0.5169175357178006,0.5150841908325537,0.0018333448852468903,-0.0003560926034124119,0.12003117692907249,0.3113795791114575,False,25656,25656
mkg_w,mkgw_mhyper_native,C0,0.1,25656,0.016644773433359315,0.014695311751217494,0.06765158755623189,0.13770657935765512,0.12668719219174757,-0.011019387165907557,0.47117892926021676,0.4216557530402245,0.4638272090003291,0.042171455960104576,0.5514561890342113,0.5047467302061848,0.004746730206184768,0.5619313142001452,0.5593623323978797,0.002568981802265502,-1.3732902917709982e-05,0.10405300077942323,0.2954014029618083,False,25656,25656
mkg_w,mkgw_mhyper_native,C0,0.2,25656,0.02036132876133744,0.01783614382830119,0.12713861222376963,0.14394293732460242,0.12557413755587463,-0.018368799768727795,0.44398921954246984,0.45404583723105707,0.5345979575590387,0.08055212032798165,0.5928456586491592,0.5019179675980039,0.001917967598003889,0.6466539535271129,0.5979887745556595,0.04866517897145339,0.005631499400036129,0.09859703819173811,0.24006235385814498,False,25656,25656
mkg_w,mkgw_mhyper_native,C0,0.3,25656,0.025480724215305915,0.022417338187912438,0.18060804622200885,0.14433270969753664,0.12446688569623682,-0.019865824001299826,0.44259600755838596,0.47563922669161207,0.5874798925808442,0.11184066588923214,0.627057046844609,0.5173388630966,0.017338863096600043,0.7029115212057232,0.6199719363891487,0.08293958481657449,0.008597539899429796,0.09469992205767731,0.2240841777084957,False,25656,25656
mkg_w,mkgw_mhyper_native,C1,-0.3,25656,0.03631899130739002,0.032625893360393635,0.1180906949021472,0.435414717804802,0.5151079100095153,0.07969319220471327,0.6004904520794464,0.2086451512316807,0.19890921492359034,-0.00973593630809036,0.4702213501690745,0.5321348261657263,0.03213482616572627,0.7084458129770707,0.6440598690364827,0.06438594394058794,0.014391941001724804,0.5510522213561965,0.25175370226032734,False,25656,25656
mkg_w,mkgw_mhyper_native,C1,-0.2,25656,0.027759595673428002,0.024647201608290353,0.10656078026205655,0.4321016526348612,0.4981878375588349,0.06608618492397367,0.5857201159314629,0.18401153726223884,0.17647467954125753,-0.00753685772098131,0.47575848162175954,0.5279674863327107,0.027967486332710734,0.6677492727863958,0.6161131898971001,0.051636082889295776,0.01096378913177047,0.5331254871395168,0.2190179267342167,False,25656,25656
mkg_w,mkgw_mhyper_native,C1,-0.1,25656,0.019092030275192726,0.01677116168285873,0.05904896778842061,0.4092999688182102,0.4458102518823258,0.036510283064115634,0.546168323005545,0.15668849391955098,0.1511966413999347,-0.005491852519616286,0.4808184477409587,0.5106404815272272,0.010640481527227186,0.5952836511007106,0.5659884627377612,0.02929518836294942,0.005892009537683801,0.4820732657833203,0.18862042088854247,False,25656,25656
mkg_w,mkgw_mhyper_native,C1,-0.05,25656,0.014565301484726694,0.012714812075686258,0.021663289376195133,0.3816651075771749,0.39033313645089973,0.008668028873724809,0.5140246649986898,0.13809635173058935,0.13811794436811514,2.1592637525796876e-05,0.49347748885177933,0.5030226942244581,0.003022694224458111,0.5253359191669017,0.5197614593077643,0.005574459859137404,9.267722369870064e-05,0.4029618082618862,0.16991426344505067,True,25656,25656
mkg_w,mkgw_mhyper_native,C1,0.05,25656,0.013653486186745983,0.011888128244339933,0.019875155652864285,0.12574056750857499,0.12405124203397398,-0.0016893254746010028,0.4890086302802215,0.3893436233239788,0.4044333170153993,0.015089693691420492,0.5155585901624614,0.49973683078664893,-0.0002631692133510666,0.5142449383867851,0.5150841908325537,-0.0008392524457686568,-0.0017479338773774174,0.12587685113016367,0.3441153546375682,False,25656,25656
mkg_w,mkgw_mhyper_native,C1,0.1,25656,0.01679004661625348,0.014674892724612074,0.05578694370979337,0.13770657935765512,0.13037039035231957,-0.007336189005335558,0.4761108796573474,0.4216557530402245,0.46154287530728705,0.039887122267062536,0.5403353911278599,0.5026970831026295,0.002697083102629505,0.5637215188556273,0.5593623323978797,0.004359186457747577,0.0002315646930324006,0.12120031176929072,0.31098986749805146,False,25656,25656
mkg_w,mkgw_mhyper_native,C1,0.2,25656,0.02059225213666852,0.017849065850539213,0.11932730150034279,0.14394293732460242,0.12683207774497982,-0.017110859579622606,0.44840494301033745,0.45404583723105707,0.5290202654340713,0.07497442820301425,0.5826737796744295,0.50055063072532,0.0005506307253200227,0.6457267650497064,0.5979887745556595,0.04773799049404692,0.0032388258254778895,0.11340607950116914,0.2977396726422447,False,25656,25656
mkg_w,mkgw_mhyper_native,C1,0.3,25656,0.02571061573683459,0.02243221359011085,0.1659549899891148,0.14433270969753664,0.12534686488563998,-0.018985844811896663,0.445536685860898,0.47563922669161207,0.5688797438564198,0.09324051716480775,0.606098060816245,0.509001463207617,0.009001463207616966,0.6828209308693655,0.6199719363891487,0.06284899448021675,0.007118843129277714,0.10366328916601715,0.27786438035853467,False,25656,25656
mkg_w,mkgw_mhyper_native,C2,-0.3,25656,0.03611726243733353,0.03258118064751601,0.15597192140011443,0.435414717804802,0.5453216618809894,0.1099069440761874,0.6382611517500238,0.2086451512316807,0.18971752122947239,-0.018927630002208318,0.45125399791514614,0.5386158062554322,0.03861580625543215,0.7402695670722523,0.6440598690364827,0.09620969803576962,0.022205557597827948,0.5884645362431801,0.2572096648480125,False,25656,25656
mkg_w,mkgw_mhyper_native,C2,-0.2,25656,0.02748503703457907,0.024600296885067964,0.14976046583380187,0.4321016526348612,0.5353346532098,0.10323300057493878,0.6248909969613,0.18401153726223884,0.16832652180311958,-0.015685015459119267,0.4553513065096386,0.5336862697113396,0.03368626971133959,0.7052536470979436,0.6161131898971001,0.08914045720084351,0.01790056918554118,0.5908028059236166,0.22291504286827749,False,25656,25656
mkg_w,mkgw_mhyper_native,C2,-0.1,25656,0.01872617771017768,0.01672908332633884,0.11200243605538933,0.4092999688182102,0.4869622405187738,0.07766227170056361,0.5919478564687763,0.15668849391955098,0.14524333292229707,-0.0114451609972539,0.4654192351700547,0.5244645617735529,0.02446456177355294,0.625848689818675,0.5659884627377612,0.059860227080913875,0.010544234944104135,0.5319563522992985,0.18511301636788777,False,25656,25656
mkg_w,mkgw_mhyper_native,C2,-0.05,25656,0.014176831728370705,0.012668065637578246,0.05108171437592546,0.3816651075771749,0.42296838841349993,0.04130328083632501,0.5433547831455031,0.13809635173058935,0.13288405688123311,-0.0052122948493562304,0.4786588168060241,0.5081234411866167,0.008123441186616676,0.5575354871046192,0.5197614593077643,0.0377740277968549,0.003924367040204301,0.45479345284489475,0.17030397505845674,False,25656,25656
mkg_w,mkgw_mhyper_native,C2,0.05,25656,0.013321266443302067,0.011873997172382517,0.031622277690300814,0.12574056750857499,0.1227125468375916,-0.0030280206709833862,0.48237149729999707,0.3893436233239788,0.4204912864945427,0.03114766317056389,0.5262791783670278,0.5005315673651431,0.0005315673651431485,0.5433318191671415,0.5150841908325537,0.028247628334587715,-0.0024203772368871198,0.12314886983632112,0.3636009353078722,False,25656,25656
mkg_w,mkgw_mhyper_native,C2,0.1,25656,0.01650963997431784,0.014680207766687933,0.07949522410469465,0.13770657935765512,0.12845364977909446,-0.009252929578560665,0.46625675361405744,0.4216557530402245,0.4865042658692064,0.06484851282898191,0.5612797886864461,0.5067501449633928,0.006750144963392768,0.6143056379853654,0.5593623323978797,0.054943305587485725,-0.0018880313721863432,0.12159002338269681,0.36087295401402963,False,25656,25656
mkg_w,mkgw_mhyper_native,C2,0.2,25656,0.020282867829386583,0.01781839915568626,0.14160666619465995,0.14394293732460242,0.12568787361160533,-0.018255063712997094,0.4453368507079436,0.45404583723105707,0.5471181980866464,0.09307236085558934,0.6016985590081478,0.508655488221377,0.008655488221376961,0.6832589042424712,0.5979887745556595,0.08527012968681169,0.003105795982910969,0.10210444271239283,0.2965705378020265,False,25656,25656
mkg_w,mkgw_mhyper_native,C2,0.3,25656,0.025400360690886498,0.02239516297187269,0.17304914289250412,0.14433270969753664,0.12389073523038234,-0.020441974467154303,0.44424300317329046,0.47563922669161207,0.5791853073116805,0.10354608062006843,0.6182502077047063,0.5141334892636402,0.01413348926364022,0.7129554781780425,0.6199719363891487,0.09298354178889379,0.008742925859752471,0.09041309431021044,0.21356196414653156,False,25656,25656
mkg_w,mkgw_mhyper_native,C3,-0.3,25656,0.03642166585909453,0.03265104636245107,0.09170780698046105,0.435414717804802,0.503729677862733,0.06831496005793103,0.5826189798669672,0.2086451512316807,0.19915208020885275,-0.009493071022827954,0.4683165492075828,0.5209478727703633,0.02094787277036325,0.6983829985916811,0.6440598690364827,0.05432312955519836,0.013323738672357588,0.549103663289166,0.24318004676539362,False,25656,25656
mkg_w,mkgw_mhyper_native,C3,-0.2,25656,0.027868905310529036,0.024669179101268163,0.07875199657813042,0.4321016526348612,0.48660423063803254,0.05450257800317132,0.5655147885422153,0.18401153726223884,0.17395010447887033,-0.010061432783368518,0.46986819381785455,0.5121236014150293,0.012123601415029328,0.6565860312401129,0.6161131898971001,0.04047284134301288,0.004093875525994012,0.5303975058456742,0.2201870615744349,False,25656,25656
mkg_w,mkgw_mhyper_native,C3,-0.1,25656,0.01919641928266436,0.016781351016740473,0.04117821243578583,0.4092999688182102,0.4308279845616732,0.021528015743463025,0.5315909961411666,0.15668849391955098,0.15143901784229777,-0.005249476077253207,0.485411349151819,0.5061553839222135,0.0061553839222134865,0.5653960731882918,0.5659884627377612,-0.0005923895494693854,0.0016061947201456267,0.441153546375682,0.1843335931410756,False,25656,25656
mkg_w,mkgw_mhyper_native,C3,-0.05,25656,0.014683543740919186,0.012712211925385094,0.015962006633075777,0.3816651075771749,0.386513305740941,0.004848198163766082,0.5132112958358878,0.13809635173058935,0.13438681670196134,-0.0037095350286280027,0.4878974848084517,0.49754782340304643,-0.0024521765969535703,0.5038699006066246,0.5197614593077643,-0.015891558701139674,0.003985669548917081,0.38308651597817617,0.1430241621200312,False,25656,25656
mkg_w,mkgw_mhyper_native,C3,0.05,25656,0.01377314031407139,0.011915297658168489,0.010600747733518654,0.12574056750857499,0.12176958773854327,-0.003970979770031718,0.491511298220903,0.3893436233239788,0.38516829256629515,-0.004175330757683671,0.508261803883934,0.4974919094202631,-0.002508090579736888,0.48754334411654243,0.5150841908325537,-0.027540846716011314,-0.0007226242655951833,0.11574434918160562,0.333203429462198,False,25656,25656
mkg_w,mkgw_mhyper_native,C3,0.1,25656,0.01689570121309932,0.014727951992500593,0.029355147492477293,0.13770657935765512,0.12772196811175815,-0.009984611245896974,0.4764338558530524,0.4216557530402245,0.4321866153488413,0.010530862308616773,0.522493621317912,0.4923062128162553,-0.007693787183744694,0.5400686074299152,0.5593623323978797,-0.019293724967964443,0.0015041622241798774,0.11379579111457522,0.3441153546375682,False,25656,25656
mkg_w,mkgw_mhyper_native,C3,0.2,25656,0.020510278251679295,0.017861324235936754,0.08476396985454883,0.14394293732460242,0.1294432986834278,-0.014499638641174623,0.4604695371837423,0.45404583723105707,0.4983516495681694,0.04430581233711234,0.5567843875665885,0.4965435881006952,-0.00345641189930479,0.6104125103863357,0.5979887745556595,0.012423735830676241,0.003602169526082514,0.10717069368667187,0.29890880748246296,False,25656,25656
mkg_w,mkgw_mhyper_native,C3,0.3,25656,0.025570361377494,0.022442221466390095,0.13105176379965147,0.14433270969753664,0.13276363376936504,-0.011569075928171607,0.46073676856526485,0.47563922669161207,0.547716702952094,0.07207747626048189,0.5829424360598652,0.5090610369293119,0.009061036929311928,0.6684816584019173,0.6199719363891487,0.0485097220127686,0.008420982852367061,0.11886204208885424,0.2876071706936867,False,25656,25656
mkg_w,mkgw_mhyper_native,C4,-0.3,25656,0.03619296908333704,0.032636411143097774,0.1168771029188236,0.435414717804802,0.5146126769449683,0.07919795914016625,0.6070675287332792,0.2086451512316807,0.19534361246197543,-0.013301538769705273,0.4662397325760387,0.5331584076975485,0.03315840769754852,0.6988046786055448,0.6440598690364827,0.054744809569062136,0.012847948794650565,0.5401402961808262,0.24395946999220577,False,25656,25656
mkg_w,mkgw_mhyper_native,C4,-0.2,25656,0.027566094181600945,0.024637825728070828,0.10193561139307736,0.4321016526348612,0.4927498403746464,0.0606481877397852,0.5819692511940403,0.18401153726223884,0.17571212570067857,-0.008299411561560277,0.4782137315209973,0.5285539356225306,0.028553935622530613,0.64598685917009,0.6161131898971001,0.029873669272989956,0.008709693495013486,0.5179267342166797,0.19290724863600936,False,25656,25656
mkg_w,mkgw_mhyper_native,C4,-0.1,25656,0.01887096354392038,0.016749131256421763,0.0580011382231885,0.4092999688182102,0.4384040009112979,0.029104032093087706,0.5455617068849329,0.15668849391955098,0.1500355504174517,-0.006652943502099273,0.4845639959750149,0.5135418162022949,0.013541816202294887,0.5628636927124121,0.5659884627377612,-0.003124770025349055,0.005552704078286434,0.4353078721745908,0.1691348402182385,False,25656,25656
mkg_w,mkgw_mhyper_native,C4,-0.05,25656,0.014344338107608313,0.012678088469198786,0.032173610527420335,0.3816651075771749,0.3919379580599634,0.010272850482788476,0.5251899880602771,0.13809635173058935,0.13419945570852387,-0.0038968960220654714,0.49128363450814605,0.5080191263635006,0.00801912636350055,0.4993782983750025,0.5197614593077643,-0.020383160932761768,0.0025392789091011956,0.37957911145752143,0.1504286827747467,False,25656,25656
mkg_w,mkgw_mhyper_native,C4,0.05,25656,0.013516511622371009,0.011888010569215584,0.029314587982389208,0.12574056750857499,0.1249821984190269,-0.000758369089548086,0.4949989897619072,0.3893436233239788,0.3960731597349648,0.006729536410986003,0.5200923096212625,0.5077031262597165,0.007703126259716475,0.5024500859821895,0.5150841908325537,-0.012634104850364203,0.0020668125551333728,0.12314886983632112,0.32229150428682773,False,25656,25656
mkg_w,mkgw_mhyper_native,C4,0.1,25656,0.01667209470090408,0.01469285669988869,0.058755358238188386,0.13770657935765512,0.13053668919871272,-0.007169890158942399,0.476284624576444,0.4216557530402245,0.45147943508277755,0.029823682042553035,0.5420119436958033,0.5033413793837853,0.0033413793837853145,0.5682897214458582,0.5593623323978797,0.008927389047978518,0.0029963632506389702,0.12509742790335152,0.33359314107560406,False,25656,25656
mkg_w,mkgw_mhyper_native,C4,0.2,25656,0.020356987401147636,0.01781945793416473,0.10548439806960756,0.14394293732460242,0.13077939953380965,-0.013163537790792768,0.4593319002804596,0.45404583723105707,0.5164363125621068,0.06239047533104969,0.5719817175895086,0.5042332293973674,0.004233229397367366,0.6442797754575403,0.5979887745556595,0.046291000901880874,0.00523141976843,0.11652377240841777,0.3102104442712393,False,25656,25656
mkg_w,mkgw_mhyper_native,C4,0.3,25656,0.02549350656722929,0.02239797167422967,0.1447173538259081,0.14433270969753664,0.12793100863105963,-0.01640170106647701,0.4479518263300802,0.47563922669161207,0.5637947630910083,0.08815553639939622,0.5970134891759796,0.5059064733731025,0.005906473373102461,0.7009510649356445,0.6199719363891487,0.0809791285464958,0.008599961943979637,0.10795011691348402,0.2626656274356976,False,25656,25656
mkg_w,mkgw_native_adamf,C0,-0.3,25656,0.05215088123463277,0.04749836054631233,0.05673626441166559,0.3178203928905519,0.3385760123204372,0.020755619429885297,0.5265740259349315,0.3681789834736514,0.3910992066766803,0.02292022320302889,0.5272968931618579,0.5354414681264548,0.03544146812645477,0.6885328094030171,0.6859993763642033,0.002533433038813815,-0.0036267896778359636,0.3417770849571317,0.3293063133281372,False,25656,25656
mkg_w,mkgw_native_adamf,C0,-0.2,25656,0.041046786229913965,0.037103868770370786,0.04590214342231428,0.3124805113813533,0.32755349490282903,0.015072983521475736,0.5166690117080206,0.33999844091050824,0.36120900470192513,0.021210563791416892,0.5278690162973738,0.5300027279243575,0.030002727924357542,0.654855346596969,0.6524789522918616,0.0023763943051073877,-0.00536837436722102,0.3324240062353858,0.30748246297739673,False,25656,25656
mkg_w,mkgw_native_adamf,C0,-0.1,25656,0.02735680177815364,0.024436922682491136,0.03497925866870367,0.29825381976925475,0.3085252568662561,0.010271437097001346,0.5139651003093579,0.2960710944808232,0.3059911478462837,0.00992005336546048,0.5219323701289423,0.5254470001268998,0.02544700012689982,0.5847172347523639,0.5943249142500779,-0.009607679497714017,-0.0023507993771230513,0.31060015588464535,0.2529228371005456,False,25656,25656
mkg_w,mkgw_native_adamf,C0,-0.05,25656,0.02097762143661006,0.018682313478487807,0.024130774293338736,0.28219519800436543,0.29026681308636315,0.008071615081997718,0.514835867411715,0.26387589647645776,0.26427981483604607,0.0004039183595883067,0.5106857267370061,0.5188472665399022,0.018847266539902208,0.5308789904496014,0.5460710944808232,-0.015192104031221842,-0.0015825633202320253,0.2922837100545596,0.23928293063133282,False,25656,25656
mkg_w,mkgw_native_adamf,C0,0.05,25656,0.01952594327065679,0.017239796587811877,0.012664977745131976,0.24154193950732772,0.25476745983321647,0.013225520325888751,0.5357467212812069,0.29556439039600874,0.2825781681700341,-0.01298622222597462,0.47843911251275917,0.5116693424142837,0.011669342414283745,0.5129142254875152,0.5371063299033364,-0.024192104415821203,-0.0015594819340502923,0.24473889321901793,0.29968823070927514,False,25656,25656
mkg_w,mkgw_native_adamf,C1,-0.3,25656,0.05209535036781368,0.04737956189476985,0.06820088645006307,0.3178203928905519,0.35194762077778285,0.03412722788723094,0.5458541834680682,0.3681789834736514,0.3814445967427788,0.013265613269127396,0.5208767247785163,0.5452314931014349,0.04523149310143493,0.664528776849564,0.6859993763642033,-0.021470599514639255,0.00010970482835665082,0.3721745908028059,0.3055339049103663,True,25656,25656
mkg_w,mkgw_native_adamf,C1,-0.2,25656,0.04106117250619632,0.0370293887424618,0.06788948964201459,0.3124805113813533,0.34639756630282004,0.03391705492146674,0.5460147215513312,0.33999844091050824,0.351664271923255,0.011665831012746763,0.5204771306059605,0.5457844288270207,0.04578442882702072,0.6320129137168452,0.6524789522918616,-0.020466038575016388,0.0012082417440789606,0.3620420888542479,0.2946219797349961,True,25656,25656
mkg_w,mkgw_native_adamf,C1,-0.1,25656,0.027416108394788377,0.024417153389847936,0.03968280604621792,0.29825381976925475,0.3209175840429073,0.022663764273652576,0.5325530842713352,0.2960710944808232,0.2964164241725887,0.00034532969176548356,0.5071738520652882,0.5283479065108965,0.02834790651089647,0.5681478668834188,0.5943249142500779,-0.026177047366659156,-0.0003478636672105743,0.3363211223694466,0.24980514419329697,False,25656,25656
