dataset,pair_id,representation,direction,count,mae,smooth_l1,spearman,positive_prevalence,positive_auprc,positive_auprc_lift,positive_auroc,harmful_prevalence,harmful_auprc,harmful_auprc_lift,harmful_auroc,positive_vs_harmful_auroc,positive_vs_harmful_auroc_lift,nonzero_activity_auprc,nonzero_activity_prevalence,nonzero_activity_auprc_lift,highest_10pct_actual_mean_advantage,highest_10pct_positive_rate,highest_10pct_harmful_rate,h1_style_pass,n_rows,n_queries
mkg_w,mkgw_mhyper_native,C4,tail,102624,0.029080673561286234,0.026343884922771163,0.1905262116016478,0.19482772061116307,0.29901317705631614,0.10418545644515306,0.6219031060885493,0.21803866541939507,0.3170511280961355,0.09901246267674044,0.5991206838484289,0.6634960981233233,0.16349609812332333,0.5039289570591039,0.41286638603055814,0.09106257102854576,0.00757179819871176,0.3659130773728318,0.1827129214578055,True,102624,12828
mkg_w,mkgw_native_adamf,C0,head,64140,0.02191694735314224,0.018994300328162145,0.032164769250030284,0.3556439039600873,0.3704720629435352,0.014828158983447859,0.5216824177459678,0.40519176800748363,0.41014827523789654,0.00495650723041291,0.5060307930114,0.5175684661197317,0.01756846611973173,0.7567343481424175,0.760835671967571,-0.004101323825153491,-0.0037629016997201025,0.3726223885251013,0.4045837231057063,False,64140,12828
mkg_w,mkgw_native_adamf,C0,tail,64140,0.04250626622684464,0.03899020449802743,0.04523954295665931,0.22527284066105394,0.2562663729167152,0.030993532255661288,0.5433993450553558,0.2202837542874961,0.23896119635663052,0.01867744206913441,0.5053117077778878,0.5368012706700974,0.03680127067009742,0.4756325805424402,0.44555659494855004,0.03007598559389013,-0.0020218510857162005,0.2675397567820393,0.22372934206423448,False,64140,12828
mkg_w,mkgw_native_adamf,C1,head,64140,0.021903180688323694,0.0189418364567085,0.05451037497389622,0.3556439039600873,0.3859915284437225,0.03034762448363515,0.5502187831099454,0.40519176800748363,0.40372257794081085,-0.0014691900666727875,0.5011370451762689,0.5332908344986785,0.033290834498678534,0.7244923428583371,0.760835671967571,-0.03634332910923388,-0.0034689329586518438,0.3995946367321484,0.39398191456189585,False,64140,12828
mkg_w,mkgw_native_adamf,C1,tail,64140,0.04258776350695118,0.03895691530809249,0.05340909612614936,0.22527284066105394,0.25525289889192426,0.029980058230870327,0.5256359149011443,0.2202837542874961,0.25084216689690736,0.03055841260941125,0.5303397722739513,0.5426912239657443,0.04269122396574432,0.4801193169798694,0.44555659494855004,0.03456272203131938,0.0028032262096651223,0.28921110071718115,0.19722482070470845,True,64140,12828
mkg_w,mkgw_native_adamf,C2,head,64140,0.021974079121231893,0.01901620555659611,0.03126749220598362,0.3556439039600873,0.37213757801597286,0.016493674055885532,0.5268104948180649,0.40519176800748363,0.40191844889750367,-0.0032733191099799663,0.49834643417241936,0.5162877684571023,0.016287768457102336,0.7533343187162904,0.760835671967571,-0.00750135325128054,-0.0033163326781926344,0.37277829747427504,0.4105082631743062,False,64140,12828
mkg_w,mkgw_native_adamf,C2,tail,64140,0.04252437499688675,0.03898412686973415,0.04352747480788775,0.22527284066105394,0.25963622196145925,0.03436338130040531,0.5391395709699383,0.2202837542874961,0.23768751085038137,0.01740375656288526,0.5068685434182892,0.535078196283015,0.035078196283015006,0.4856798048255971,0.44555659494855004,0.04012320987704704,-0.00044675603453853124,0.2923292797006548,0.21577798565637668,False,64140,12828
mkg_w,mkgw_native_adamf,C3,head,64140,0.02249738486326653,0.01911914894513367,0.03214234579219253,0.3556439039600873,0.38291134240580793,0.027267438445720604,0.5355760413503213,0.40519176800748363,0.3994249310067309,-0.005766837000752756,0.49268463527190826,0.5185196758574403,0.0185196758574403,0.7556441441575983,0.760835671967571,-0.005191527809972674,-0.0035098906701635135,0.3914873713751169,0.4287496102276271,False,64140,12828
mkg_w,mkgw_native_adamf,C3,tail,64140,0.043097354094866897,0.03909537875692703,0.032012626705627815,0.22527284066105394,0.24917228583380263,0.023899445172748696,0.5236703822076659,0.2202837542874961,0.23396858236832407,0.013684828080827965,0.5095452020585197,0.5253379990286648,0.025337999028664848,0.4737175307968237,0.44555659494855004,0.02816093584827367,-0.00419901114369292,0.27268475210477083,0.2307452447770502,False,64140,12828
mkg_w,mkgw_native_adamf,C4,head,64140,0.02205195359763164,0.018984407946700293,0.04743946852563093,0.3556439039600873,0.37655082689406993,0.020906922933982608,0.5388819344959143,0.40519176800748363,0.40199626074280265,-0.0031955072646809857,0.502153063894834,0.5266142963851166,0.026614296385116587,0.7259742348573076,0.760835671967571,-0.03486143711026335,-0.0032787914881733673,0.37589647645774865,0.37979420018709076,False,64140,12828
