dataset,pair_id,representation,seed,count,mae,smooth_l1,spearman,positive_prevalence,positive_auprc,positive_auprc_lift,positive_auroc,harmful_prevalence,harmful_auprc,harmful_auprc_lift,harmful_auroc,positive_vs_harmful_auroc,positive_vs_harmful_auroc_lift,nonzero_activity_auprc,nonzero_activity_prevalence,nonzero_activity_auprc_lift,highest_10pct_actual_mean_advantage,highest_10pct_positive_rate,highest_10pct_harmful_rate,h1_style_pass,n_rows,n_queries
mkg_w,mkgw_mhyper_adamf,C2,3,34208,0.02402330452503491,0.019624672702443207,0.13305849261709798,0.421421889616464,0.5157245856950108,0.0943026960785468,0.6018824496321118,0.16157039289055192,0.17638305301448481,0.014812660123932897,0.5225792332289513,0.5768354440324935,0.07683544403249354,0.5481946473898334,0.582992282507016,-0.03479763511718259,0.005341205462936579,0.5817012569424145,0.15229465068693365,True,34208,8552
mkg_w,mkgw_mhyper_adamf,C3,1,34208,0.024117126780751688,0.019850392885871693,0.1262704311844396,0.4186739943872778,0.5018522735228079,0.08317827913553011,0.6014462561583571,0.16569223573433114,0.17210786889580013,0.006415633161468981,0.5131965177573948,0.5707900107685547,0.07079001076855473,0.5282924766072296,0.5843662301216089,-0.056073753514379376,0.004882396419844155,0.5475007307804736,0.15609470914937154,True,34208,8552
mkg_w,mkgw_mhyper_adamf,C3,2,34208,0.02202865124057874,0.017702928886339758,0.12327829362376484,0.42323433115060805,0.514331867079555,0.09109753592894698,0.6013301916667945,0.15616230121608982,0.16098344613688106,0.004821144920791248,0.5077085327955043,0.5650307216790121,0.06503072167901214,0.5283770954873586,0.5793966323666978,-0.051019536879339245,0.013869915270997558,0.5717626425021923,0.1382636655948553,True,34208,8552
mkg_w,mkgw_mhyper_adamf,C3,3,34208,0.023736450496549842,0.0195497992628439,0.13492838413216202,0.421421889616464,0.508799896977535,0.08737800736107104,0.6051782671302074,0.16157039289055192,0.17256809868531284,0.01099770579476092,0.5211795034903097,0.5789414095108123,0.0789414095108123,0.5272948651328251,0.582992282507016,-0.05569741737419087,0.00657617227071863,0.548962291727565,0.1411867874890383,True,34208,8552
mkg_w,mkgw_mhyper_adamf,C4,1,34208,0.024234593013507798,0.019889102239164715,0.09663987112489424,0.4186739943872778,0.4706959291642212,0.05202193477694339,0.58220422249582,0.16569223573433114,0.16707115744284723,0.0013789217085160843,0.49895142154605776,0.5466224857316896,0.04662248573168959,0.5387638764671745,0.5843662301216089,-0.045602353654434435,-0.003874164045958274,0.4644840689856767,0.1598947676118094,False,34208,8552
mkg_w,mkgw_mhyper_adamf,C4,2,34208,0.0220255349685174,0.017758689230059223,0.08314106011281285,0.42323433115060805,0.4664425676647944,0.04320823651418637,0.5659782075283911,0.15616230121608982,0.15789554244615564,0.001733241230065824,0.5052857459102457,0.5426634151641999,0.042663415164199914,0.543168929901272,0.5793966323666978,-0.03622770246542584,0.0071783746586472075,0.46185325928091203,0.1388482899736919,True,34208,8552
mkg_w,mkgw_mhyper_adamf,C4,3,34208,0.023774552890073325,0.01956721918113317,0.09801935643167724,0.421421889616464,0.4678391175578633,0.0464172279413993,0.5746754436343298,0.16157039289055192,0.17248020375707662,0.010909810866524705,0.5187098449041917,0.5591430497987179,0.05914304979871787,0.548486888086107,0.582992282507016,-0.03450539442090894,-0.0008618519771648272,0.4595147617655656,0.15931014323297282,False,34208,8552
mkg_w,mkgw_mhyper_native,C0,1,68416,0.021106982303455434,0.018660144747608277,0.2207241359178515,0.2746872076707203,0.37982029611819584,0.10513308844747554,0.6155454665291179,0.30234155753040226,0.4079585639958348,0.10561700646543254,0.6139660637536583,0.656522670863684,0.156522670863684,0.6406505024993542,0.5770287652011226,0.06362173729823162,0.006664644859887175,0.4656533177433499,0.22844197603040048,True,68416,8552
mkg_w,mkgw_mhyper_native,C0,2,68416,0.021604731408486167,0.019129155399165508,0.22683787353749177,0.2765727315247895,0.38889769537286384,0.11232496384807433,0.6256054715214643,0.3059810570626754,0.4229262301176291,0.11694517305495367,0.6162535147751675,0.6641927510570793,0.1641927510570793,0.6530590810350559,0.5825537885874649,0.07050529244759107,0.0061493316929137195,0.47047646886875183,0.23019584916691027,True,68416,8552
mkg_w,mkgw_mhyper_native,C0,3,68416,0.022234896789684787,0.019767368261781233,0.21408086988948377,0.2775666510757718,0.38408616930901196,0.10651951823324018,0.6162216676088148,0.302224625818522,0.40529760413858296,0.10307297832006096,0.6094672883180022,0.6537979990792455,0.15379799907924552,0.6436054353827328,0.5797912768942938,0.06381415848843908,0.006505168500569674,0.4693072201110786,0.2266881028938907,True,68416,8552
mkg_w,mkgw_mhyper_native,C1,1,68416,0.02129602023084187,0.018695861555057106,0.1939373638183199,0.2746872076707203,0.3603877041587618,0.08570049648804151,0.6026848884477644,0.30234155753040226,0.3976735623703112,0.09533200483990895,0.596522441729342,0.6376628181274095,0.13766281812740955,0.6260132582737661,0.5770287652011226,0.04898449307264352,0.00721768695033369,0.4194679918152587,0.23019584916691027,True,68416,8552
mkg_w,mkgw_mhyper_native,C1,2,68416,0.021815395663434673,0.019202786883119147,0.20141683910311434,0.2765727315247895,0.362846933308018,0.08627420178322848,0.6061880257377048,0.3059810570626754,0.40843402009721347,0.10245296303453805,0.6038352952741527,0.6443225976937277,0.14432259769372768,0.6328573184030206,0.5825537885874649,0.05030352981555575,0.005186151378019008,0.4212218649517685,0.22741888336743643,True,68416,8552
mkg_w,mkgw_mhyper_native,C1,3,68416,0.022319453887188468,0.019702614988135393,0.19361070985227755,0.2775666510757718,0.36190971260994365,0.08434306153417187,0.6024641286391151,0.302224625818522,0.4036560503269283,0.10143142450840631,0.5999744065263513,0.6397970802602572,0.13979708026025717,0.6290660171799253,0.5797912768942938,0.0492747402856315,0.004376562624275335,0.4216603332358959,0.21894182987430577,True,68416,8552
mkg_w,mkgw_mhyper_native,C2,1,68416,0.020982566586274953,0.018663374783986213,0.236616854557684,0.2746872076707203,0.4083341826882346,0.13364697501751432,0.6391587906181415,0.30234155753040226,0.41147868376264535,0.10913712623224309,0.609699614480468,0.6686651362854377,0.16866513628543767,0.6583340566982306,0.5770287652011226,0.08130529149710808,0.008907979389345243,0.5032154340836013,0.228003507746273,True,68416,8552
mkg_w,mkgw_mhyper_native,C2,2,68416,0.021468897760947448,0.01911759283781033,0.24673777694806615,0.2765727315247895,0.41320947901245036,0.13663674748766086,0.6461071905414536,0.3059810570626754,0.4294178681614814,0.123436811098806,0.6159724696849215,0.6756607672613786,0.17566076726137858,0.6743318755925753,0.5825537885874649,0.09177808700511048,0.008360124495743236,0.5073078047354574,0.24247296112247882,True,68416,8552
mkg_w,mkgw_mhyper_native,C2,3,68416,0.022055827095910332,0.019723929964377374,0.23663530645530734,0.2775666510757718,0.40625642066514683,0.12868976958937506,0.633732546633776,0.302224625818522,0.41940827235249584,0.11718364653397384,0.6144290758353418,0.6672335760469151,0.16723357604691513,0.6643500719140222,0.5797912768942938,0.0845587950197284,0.008385244260002766,0.5040923706518562,0.22698041508330896,True,68416,8552
mkg_w,mkgw_mhyper_native,C3,1,68416,0.02131848412096008,0.018703015801330804,0.1733296314372721,0.2746872076707203,0.3683086728584516,0.09362146518773129,0.6069804633754879,0.30234155753040226,0.3583511244177237,0.05600956688732145,0.5723381259592708,0.6266286719705357,0.12662867197053573,0.6033883148674527,0.5770287652011226,0.02635954966633014,0.00622288335611629,0.4523531131248173,0.2193802981584332,True,68416,8552
mkg_w,mkgw_mhyper_native,C3,2,68416,0.02183364121836173,0.01917012187102664,0.1867678608130824,0.2765727315247895,0.36912548661345373,0.09255275508866423,0.6115464582325699,0.3059810570626754,0.37584089644905794,0.06985983938638252,0.5856055846812538,0.6375547688207512,0.13755476882075124,0.6145740543705742,0.5825537885874649,0.03202026578310935,0.004429529451743425,0.43934522069570303,0.2220111078631979,True,68416,8552
mkg_w,mkgw_mhyper_native,C3,3,68416,0.022442880416759858,0.019787081237207828,0.16285004771467798,0.2775666510757718,0.3415098428309217,0.0639431917551499,0.5728153541785553,0.302224625818522,0.3850414599408204,0.0828168341222984,0.5963200573752203,0.6180009011954299,0.11800090119542994,0.6018080514481277,0.5797912768942938,0.022016774553833884,0.00412344121369606,0.39842151417714117,0.2034492838351359,True,68416,8552
mkg_w,mkgw_mhyper_native,C4,1,68416,0.021084930972868413,0.01866927063177141,0.20990724033357594,0.2746872076707203,0.3736204911198597,0.09893328344913938,0.6256783254770931,0.30234155753040226,0.3776408881658116,0.07529933063540933,0.5942887580941876,0.6544362103052144,0.15443621030521437,0.6021103982638475,0.5770287652011226,0.02508163306272493,0.006610924647305665,0.42195264542531424,0.2130955860859398,True,68416,8552
mkg_w,mkgw_mhyper_native,C4,2,68416,0.021629709463517836,0.01914875851287471,0.20879771782416173,0.2765727315247895,0.38586094687035016,0.10928821534556066,0.6290630443378397,0.3059810570626754,0.3911840923174697,0.08520303525479428,0.5958041530569979,0.6549009577435183,0.1549009577435183,0.6302260826209162,0.5825537885874649,0.0476722940334513,0.005633024860972246,0.4576147325343467,0.22990353697749197,True,68416,8552
mkg_w,mkgw_mhyper_native,C4,3,68416,0.022165409016658266,0.01974437840821181,0.2176012409368107,0.2775666510757718,0.36499554421435404,0.08742889313858226,0.6047436455714339,0.302224625818522,0.4162166805451189,0.1139920547265969,0.6232621683859096,0.6567129025305418,0.15671290253054182,0.6283828172948566,0.5797912768942938,0.048591540400562794,0.005098403606572008,0.4215141771411868,0.20476468868751826,True,68416,8552
mkg_w,mkgw_native_adamf,C0,1,42760,0.03307789493923921,0.02981486058000584,0.044103147838881696,0.30011693171188025,0.31828299828568857,0.018166066573808315,0.5218236866569871,0.30778765201122543,0.3263103843648636,0.01852273235363816,0.5193942400139869,0.5285900368236232,0.028590036823623155,0.6166009351958582,0.6079045837231057,0.008696351472752495,-0.0015846616554061152,0.32483629560336763,0.2876520112254443,False,42760,8552
mkg_w,mkgw_native_adamf,C0,2,42760,0.030067180789365638,0.02690479237800665,0.032698800018457506,0.27666043030869975,0.28317496028912376,0.006514529980424011,0.509872801972332,0.31934050514499535,0.3373407720187097,0.018000266873714366,0.5202399989784333,0.5209060401334293,0.020906040133429338,0.6034540186986417,0.596000935453695,0.0074530832449466455,-0.005596431746710827,0.2768942937324602,0.30519176800748365,False,42760,8552
mkg_w,mkgw_native_adamf,C0,3,42760,0.03348974464137548,0.03025710428127188,0.044151611748793236,0.2945977549111319,0.3147283221241276,0.02013056721299572,0.5227265955685916,0.31108512628624885,0.32865011315984805,0.017564986873599198,0.5207114251759337,0.5301565191655976,0.030156519165597584,0.6159115892688025,0.6056828811973808,0.010228708071421733,-0.0012560938967096805,0.3274087932647334,0.2963049579045837,False,42760,8552
mkg_w,mkgw_native_adamf,C1,1,42760,0.033118521404454856,0.02977678370862383,0.056779358398889396,0.30011693171188025,0.32760843025628544,0.02749149854440519,0.5407040245110214,0.30778765201122543,0.3199535347766287,0.012165882765403258,0.5144965450980016,0.5387901720992957,0.038790172099295694,0.5947641149200659,0.6079045837231057,-0.013140468803039873,0.002830750505767714,0.33489242282507015,0.27595884003741816,True,42760,8552
mkg_w,mkgw_native_adamf,C1,2,42760,0.030103849280618274,0.026866849484855307,0.04001938059368835,0.27666043030869975,0.2929662563295054,0.016305826020805658,0.5241684957088225,0.31934050514499535,0.32868191993273627,0.00934141478774092,0.5133653583588657,0.5268206215664177,0.026820621566417735,0.5868012130177119,0.596000935453695,-0.009199722435983104,-0.004996639032404933,0.29957904583723105,0.27712815715622074,False,42760,8552
mkg_w,mkgw_native_adamf,C1,3,42760,0.033514045607839174,0.03020449445372235,0.06442413735009983,0.2945977549111319,0.32181347034378166,0.02721571543264978,0.5384243177626168,0.31108512628624885,0.32748761460277837,0.016402488316529518,0.522658349725562,0.5430465093803971,0.04304650938039711,0.5954445226574225,0.6056828811973808,-0.010238358539958248,0.0002455098153035472,0.3391019644527596,0.2668381665107577,True,42760,8552
mkg_w,mkgw_native_adamf,C2,1,42760,0.03311596419980815,0.029825470572482988,0.04185317108631873,0.30011693171188025,0.32297075566411687,0.022853823952236618,0.5272786263608991,0.30778765201122543,0.31880350903313504,0.011015857021909603,0.5122004960672316,0.5275006032886221,0.02750060328862214,0.6165778406022677,0.6079045837231057,0.008673256879161984,-0.0017977206827193687,0.33115060804490176,0.28648269410664173,False,42760,8552
mkg_w,mkgw_native_adamf,C2,2,42760,0.030120006558395456,0.026914524195421816,0.02809972612781821,0.27666043030869975,0.28949487822849346,0.012834447919793712,0.5167022363097868,0.31934050514499535,0.32990935799955157,0.010568852854556221,0.506802314452445,0.5166036580100181,0.016603658010018063,0.6076234882150224,0.596000935453695,0.011622552761327398,-0.004356947407302417,0.2913938260056127,0.31127221702525726,False,42760,8552
mkg_w,mkgw_native_adamf,C2,3,42760,0.03351171041897436,0.030260503871590603,0.045136008777629945,0.2945977549111319,0.31577155214637054,0.021173797235238656,0.5255906668315141,0.31108512628624885,0.3252150541206238,0.014129927834374945,0.5172977772971861,0.5298572626859116,0.0298572626859116,0.6152682025902586,0.6056828811973808,0.009585321392877821,-0.0024941645407488867,0.3351262862488307,0.28741814780168384,False,42760,8552
mkg_w,mkgw_native_adamf,C3,1,42760,0.03364369675186676,0.02993131417680077,0.03837647757998558,0.30011693171188025,0.32821515862763273,0.028098226915752478,0.5342385164559146,0.30778765201122543,0.31106780754448027,0.003280155533254836,0.5029097956693835,0.5259351642696731,0.025935164269673128,0.616713193804555,0.6079045837231057,0.008808610081449286,-0.004334166731724422,0.33980355472404117,0.3115060804490178,False,42760,8552
mkg_w,mkgw_native_adamf,C3,2,42760,0.030621228758977853,0.027006487738950775,0.014737138036400149,0.27666043030869975,0.28885614924507685,0.012195718936377109,0.519532762743238,0.31934050514499535,0.31790527156165066,-0.001435233583344686,0.49446622479713503,0.5102443099530669,0.01024430995306691,0.5963559882930564,0.596000935453695,0.00035505283936132503,-0.0061293755552846475,0.2953695042095416,0.3463517305893358,False,42760,8552
mkg_w,mkgw_native_adamf,C3,3,42760,0.03412718292635553,0.030383989637339504,0.03914656846538092,0.2945977549111319,0.32051715663692576,0.025919401725793878,0.5288053772118014,0.31108512628624885,0.31607306348328534,0.004987937197036496,0.5066095595543681,0.5249225475055712,0.024922547505571213,0.6085474899364809,0.6056828811973808,0.002864608739100105,0.00048124570025482173,0.3376987839101964,0.2906922357343312,True,42760,8552
mkg_w,mkgw_native_adamf,C4,1,42760,0.033321680520350665,0.02985459307762989,0.045282084157718186,0.30011693171188025,0.32287563575110145,0.0227587040392212,0.5363617757312164,0.30778765201122543,0.31426279988762723,0.006475147876401799,0.5088555600084435,0.5317998839907226,0.031799883990722644,0.5904156988412793,0.6079045837231057,-0.017488884881826428,-0.007221902654497663,0.3302151543498597,0.27432179607109447,False,42760,8552
mkg_w,mkgw_native_adamf,C4,2,42760,0.030295213086419796,0.026923135640775527,0.028184554520625866,0.27666043030869975,0.2921873527118118,0.015526922403112042,0.5226200847822873,0.31934050514499535,0.3194053050885817,6.479994358637997e-05,0.502539826161304,0.5182956648455339,0.01829566484553391,0.5817819015112072,0.596000935453695,-0.014219033942487802,-0.0010753828700031333,0.29887745556594947,0.28203928905519177,False,42760,8552
mkg_w,mkgw_native_adamf,C4,3,42760,0.03383184071559856,0.03034577889908154,0.05576771870013596,0.2945977549111319,0.31640187588189184,0.021804120970759955,0.5379834107193576,0.31108512628624885,0.3169007657866784,0.00581563950042957,0.5122662386726262,0.5356376959539128,0.03563769595391275,0.5846057765011649,0.6056828811973808,-0.02107710469621593,0.003311104464050776,0.3131431244153414,0.27104770813844714,True,42760,8552
