pair,variant,base_seed,selector_seed,fit_triples,available_directional_rows,loss_rows_per_epoch,epochs,optimization_rows,model_sha256
db15k_mhyper_adamf,R3_softplus,2,23,7922,15844,7922,5,39610,eb0234ea2a438d200a5627b02d3533d67ae9c07cd0aea6de789e2c1c8d47678c
db15k_mhyper_adamf,R4_swap,2,23,7922,15844,7922,5,39610,8dafc412dcb6a8128c6336183f86db0621127c9df30f7c38f83333f45f260f88
db15k_mhyper_adamf,R1_source,2,37,7922,15844,7922,1,7922,18c009bbce4ed4606b0d34a76d4af919e5eb02ab07a8d802f543c4c8ef032b18
db15k_mhyper_adamf,R2_init,2,37,7922,15844,7922,1,7922,10d958b33653dfe73327b03e32e94261a3ac2e213c80dae0ea1e76c218712a2f
db15k_mhyper_adamf,R3_softplus_fixed,2,37,7922,15844,7922,1,7922,ce9fcb589360baeab9dac397a5b5cc60f2f4ef0fff56032e989630e155762e77
db15k_mhyper_adamf,R3_softplus,2,37,7922,15844,7922,5,39610,3654e328c4d6777293408dd69bd05e285b11c9d9baa6c56bf9787e72a87bc2c5
db15k_mhyper_adamf,R4_swap,2,37,7922,15844,7922,5,39610,9a57002ba3ac171365acd55d616851ca21616758a0b81814db89c66fd08eb635
db15k_mhyper_adamf,R1_source,3,11,7922,15844,7922,1,7922,189a6e38f0a5a55c35dee42f5fa7efb91ff7227c392dfccb37325e3b825bb0ba
db15k_mhyper_adamf,R2_init,3,11,7922,15844,7922,1,7922,957eef14079375b9d43eac9235072319a96dc580101779d8dcc7c940d2823394
db15k_mhyper_adamf,R3_softplus_fixed,3,11,7922,15844,7922,1,7922,7a2f1e1cee8bba81b47e9453c1ede65412578ac2d4be2adc96141a71b153d3d8
db15k_mhyper_adamf,R3_softplus,3,11,7922,15844,7922,5,39610,88efb51ede088f6cb3cd429eada1335ed55a3d93c32a95e67a0e777433f57a00
db15k_mhyper_adamf,R4_swap,3,11,7922,15844,7922,5,39610,a8e0b8dfa1e78a90dc23cfabf0c0f713ade4626392c801ed6853ef15aa0717fb
db15k_mhyper_adamf,R1_source,3,23,7922,15844,7922,1,7922,1daf72f0541c7e348bf3b971664f75f642811cd946c1c0bc2ecfc267381f1702
db15k_mhyper_adamf,R2_init,3,23,7922,15844,7922,1,7922,5ae027526f4f50027125fd6e3a5c1f6909a9031cd988bf91ed50dcc57e2d661b
db15k_mhyper_adamf,R3_softplus_fixed,3,23,7922,15844,7922,1,7922,78b4ea0c8ef46a8bfa054e4707c8e824b5d9872ef470c1fbe0ddd05f9f57befd
db15k_mhyper_adamf,R3_softplus,3,23,7922,15844,7922,5,39610,8d966d9c6756d4084d9e4d25326260eee10ce5ab4511cd5d463932ec278f3367
db15k_mhyper_adamf,R4_swap,3,23,7922,15844,7922,5,39610,f36005049fbf7c490a06e52d4da9f220c6fc8d037e98666cdac0469094208c45
db15k_mhyper_adamf,R1_source,3,37,7922,15844,7922,1,7922,40a45e3ddf4be93cd37de36fac7b0d21728a057f7e4225c32c11fcbc302ba4c0
db15k_mhyper_adamf,R2_init,3,37,7922,15844,7922,1,7922,9edf7b5fc3f2a70ec591aa85b56f7850b09ae4b2508fc234430b97c49a5ede34
db15k_mhyper_adamf,R3_softplus_fixed,3,37,7922,15844,7922,1,7922,0e363f329949c5f54dbbf44d95ad2d3bd4924ef675642231f34200026b0b553a
db15k_mhyper_adamf,R3_softplus,3,37,7922,15844,7922,5,39610,0cea07a6f1a7f8a0534582bf0a27c024dd72159d78c152d456c0fb8698a655ea
db15k_mhyper_adamf,R4_swap,3,37,7922,15844,7922,5,39610,71c076950242390f6039b6c76fe6fd2604881b7a6eca272b7765f9df4a8de73e
