outer_fold,count,training_gain,positive_gain_rate,negative_transfer_rate
1,20538,0.00047155294014382176,0.17031843412211511,0.14163988703866004
2,20496,0.0006742920295865056,0.17735167837626853,0.14319867291178767
3,20514,0.0006264365467921945,0.17851223554645607,0.1482889733840304
4,20502,0.00039407674274875176,0.16959321041849576,0.1453028972783143
5,20574,9.386944096253244e-05,0.17663069894041022,0.14518324098376592
