outer_fold,count,training_gain,positive_gain_rate,negative_transfer_rate
1,20538,0.012493702092036079,0.35631512318628883,0.20357386308306555
2,20496,0.01523867923281384,0.31362217017954724,0.15524980483996878
3,20514,0.014856518497200183,0.30033148093984596,0.1592083455201326
4,20502,0.009651670836656237,0.3273339186420837,0.18295776021851526
5,20574,0.005888259849577715,0.39316613201127637,0.22737435598327987
