dataset,pair_id,representation,learner,scope,value,count,oof_mrr,fold_specific_global_mrr,delta_mrr,clustered_ci95_low,clustered_ci95_high,headroom_recovery,negative_transfer_rate,positive_gain_rate,changed_rate,spearman_pred_u_actual_u,positive_ap,positive_prevalence,positive_ap_lift,harmful_ap,harmful_prevalence,harmful_ap_lift,positive_vs_harmful_auroc
db15k,db15k_native_adamf,X2,nested_selected,direction,head,23766,0.21426107179835416,0.2139189076083994,0.00034216418995477175,-6.400922024839132e-05,0.0007512675537000806,0.005946000548826532,0.09644029285533956,0.17764874190019356,0.3155347976100311,0.10739800794130586,0.5510108762665253,0.45613902213245816,0.09487185413406718,0.3589478161418739,0.3608516367920559,-0.0019038206501820198,0.5593119044960301
db15k,db15k_native_adamf,X2,nested_selected,direction,tail,23766,0.43033713836109044,0.42812492894987125,0.002212209411219203,0.001320557295872693,0.0031308100995668664,0.03844294277249558,0.03627030211226121,0.11234536733148195,0.23504165614743752,0.1538593687139501,0.4886637859213925,0.3631258941344778,0.12553789178691466,0.30021575053666094,0.2636560632836826,0.03655968725297837,0.6020821713598553
db15k,db15k_native_adamf,X2,nested_selected,seed,1,15844,0.320957961059498,0.3197309821223228,0.0012269789371752093,0.00042407270620612055,0.002017893289861146,0.021321978301723346,0.06614491290078263,0.1431456702852815,0.2672936127240596,0.13401007668785617,0.5326628851780305,0.41530863418328706,0.11735425099474345,0.31723220808900726,0.30562042413531937,0.011611783953687893,0.5769152122911597
db15k,db15k_native_adamf,X2,nested_selected,seed,2,15844,0.32713749854905644,0.32573483729034136,0.0014026612587150163,0.0005822604691532854,0.0022320932176900098,0.02437491958243683,0.06292602878061096,0.13708659429437012,0.25334511486998235,0.14995750491161672,0.5183779092764774,0.40758331229487504,0.11079459698160238,0.3591001717217538,0.3333564756374653,0.025743696084288503,0.5876778350840143
db15k,db15k_native_adamf,X2,nested_selected,seed,3,15844,0.3188018556306126,0.3175999354247419,0.0012019202058707367,0.00038508237757013523,0.0020257068139483154,0.020886517097823003,0.06999495077000757,0.15475889926786165,0.30522595304216105,0.11384474989208782,0.5234191960197511,0.40600542792224187,0.1174137680975092,0.28646654638095176,0.297784650340823,-0.011318103959871262,0.5669851710669002
db15k,db15k_native_adamf,X2,nested_selected,seed_x_direction,1_head,7922,0.21332602612782497,0.2128972738930182,0.000428752234806718,-0.00024621688306196627,0.0011310614820923925,0.007450695012263933,0.09820752335268872,0.17520828073718758,0.3087604140368594,0.10681758371807916,0.5607619620787107,0.4624652865438021,0.09829667553490856,0.3486288524322182,0.3536101994445847,-0.0049813470123665216,0.5567859495119906
db15k,db15k_native_adamf,X2,nested_selected,seed_x_direction,1_tail,7922,0.428589895991171,0.4265646903516273,0.0020252056395437005,0.0006435040456826478,0.003413289646661339,0.03519326159118276,0.03408230244887655,0.11108305983337541,0.2258268114112598,0.15634687643436143,0.4983190119142233,0.36815198182277203,0.13016703009145125,0.29424022634690605,0.257630648826054,0.03660957752085203,0.6037595278251603
db15k,db15k_native_adamf,X2,nested_selected,seed_x_direction,2_head,7922,0.2181577598959138,0.21778594069971022,0.00037181919620360654,-0.0003692196974031739,0.0011010144367887276,0.006461334089295315,0.0946730623579904,0.17369351173945974,0.30560464529159304,0.13103232481511526,0.5411592685627403,0.44875662711436504,0.09240264144837529,0.39213290166151243,0.38157662206513504,0.010556279596377394,0.5690026686111771
db15k,db15k_native_adamf,X2,nested_selected,seed_x_direction,2_tail,7922,0.43611723720219897,0.43368373388097253,0.002433503321226426,0.0009860623403758193,0.003907823766975812,0.04228850507557834,0.031178995203231506,0.10047967684928048,0.20108558444837163,0.16781636042265147,0.4841433892506374,0.366409997475385,0.11773339177525238,0.3374650751129067,0.2851363292097955,0.05232874590311121,0.6129161571708539
db15k,db15k_native_adamf,X2,nested_selected,seed_x_direction,3_head,7922,0.21129942937132376,0.21107350823246981,0.00022592113885399075,-0.00040113913501799197,0.0008651004387962311,0.0039259725449203465,0.09644029285533956,0.18404443322393335,0.332239333501641,0.08280645583463711,0.5534721549089188,0.45719515273920724,0.09627700216971152,0.3266315406407429,0.3473680888664479,-0.020736548225704976,0.5515629564479594
db15k,db15k_native_adamf,X2,nested_selected,seed_x_direction,3_tail,7922,0.42630428188990144,0.4241263626170139,0.0021779192728874825,0.0006947446251123607,0.003678051228626096,0.03784706165072566,0.043549608684675584,0.12547336531178996,0.2782125725826811,0.13879686345967518,0.4913564524251834,0.35481570310527644,0.13654074931990695,0.25339933305613993,0.2482012118151982,0.005198121240941739,0.5873081313587987
