dataset,pair_id,scope,relation_id,direction,n_queries,n_original_triples,positive_opportunities,toward_a,toward_b,direction_consistency,signed_direction_preference,supported,support_min
db15k,db15k_mhyper_adamf,direction,,head,23766,7922,12734,0,12734,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,direction,,tail,23766,7922,8938,0,8938,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,0,,1746,291,867,0,867,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,1,,1506,251,649,0,649,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,2,,420,70,194,0,194,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,3,,138,23,45,0,45,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,4,,144,24,7,0,7,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,5,,840,140,457,0,457,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,6,,132,22,66,0,66,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,7,,108,18,50,0,50,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,8,,60,10,28,0,28,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,9,,96,16,52,0,52,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,10,,42,7,20,0,20,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,11,,78,13,43,0,43,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,12,,3222,537,1889,0,1889,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,13,,78,13,28,0,28,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,14,,492,82,264,0,264,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,15,,30,5,18,0,18,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,16,,6,1,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,17,,516,86,361,0,361,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,18,,234,39,168,0,168,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,19,,408,68,227,0,227,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,20,,102,17,36,0,36,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,21,,648,108,224,0,224,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,22,,42,7,20,0,20,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,23,,66,11,29,0,29,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,24,,30,5,11,0,11,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,25,,90,15,63,0,63,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,26,,30,5,9,0,9,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,27,,306,51,148,0,148,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,28,,354,59,202,0,202,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,29,,24,4,13,0,13,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,30,,60,10,43,0,43,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,31,,18,3,14,0,14,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,32,,78,13,38,0,38,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,33,,1008,168,308,0,308,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,35,,1428,238,803,0,803,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,36,,234,39,129,0,129,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,37,,60,10,40,0,40,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,38,,12,2,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,39,,852,142,196,0,196,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,41,,24,4,10,0,10,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,42,,174,29,97,0,97,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,43,,180,30,107,0,107,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,44,,108,18,63,0,63,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,45,,12,2,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,46,,18,3,9,0,9,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,47,,2472,412,1427,0,1427,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,48,,54,9,27,0,27,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,49,,456,76,237,0,237,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,50,,162,27,82,0,82,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,51,,138,23,59,0,59,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,52,,18,3,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,54,,24,4,7,0,7,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,55,,6,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,56,,84,14,32,0,32,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,57,,6,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation,58,,24,4,12,0,12,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,59,,42,7,14,0,14,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,60,,6,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,61,,246,41,110,0,110,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,62,,54,9,23,0,23,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,63,,102,17,35,0,35,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,64,,192,32,113,0,113,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,65,,342,57,148,0,148,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,66,,462,77,146,0,146,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,67,,156,26,39,0,39,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,68,,258,43,82,0,82,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,69,,126,21,40,0,40,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,70,,30,5,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,71,,72,12,27,0,27,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,72,,96,16,40,0,40,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,73,,3558,593,2513,0,2513,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,74,,132,22,49,0,49,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,75,,102,17,28,0,28,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,76,,1104,184,574,0,574,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,77,,36,6,11,0,11,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,78,,96,16,5,0,5,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,79,,78,13,42,0,42,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,80,,378,63,208,0,208,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,81,,498,83,299,0,299,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,82,,114,19,17,0,17,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,83,,144,24,27,0,27,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,84,,96,16,39,0,39,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,85,,6,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,87,,1260,210,704,0,704,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,88,,24,4,15,0,15,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,89,,1284,214,845,0,845,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,90,,1110,185,179,0,179,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,91,,1056,176,144,0,144,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,92,,168,28,42,0,42,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,93,,12,2,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,94,,6,1,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,95,,726,121,333,0,333,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,96,,18,3,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,97,,234,39,109,0,109,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,98,,126,21,45,0,45,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,99,,150,25,65,0,65,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,100,,78,13,55,0,55,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,101,,12,2,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,102,,678,113,190,0,190,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,103,,528,88,220,0,220,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,104,,768,128,243,0,243,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,105,,576,96,153,0,153,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,106,,126,21,64,0,64,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,108,,138,23,77,0,77,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,109,,6,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,110,,204,34,23,0,23,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,111,,840,140,357,0,357,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,112,,54,9,29,0,29,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,113,,90,15,34,0,34,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,114,,54,9,14,0,14,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,115,,24,4,11,0,11,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,116,,6,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,117,,474,79,123,0,123,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,119,,18,3,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,120,,24,4,12,0,12,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,121,,54,9,30,0,30,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,122,,156,26,48,0,48,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,123,,6,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,125,,12,2,7,0,7,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,129,,12,2,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,130,,6,1,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,131,,12,2,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,132,,84,14,49,0,49,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,133,,12,2,10,0,10,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,134,,114,19,21,0,21,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,135,,48,8,11,0,11,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,136,,18,3,11,0,11,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,137,,12,2,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,139,,12,2,7,0,7,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,140,,30,5,15,0,15,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,142,,6,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,143,,18,3,8,0,8,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,144,,18,3,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,145,,90,15,38,0,38,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,146,,84,14,28,0,28,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,147,,36,6,12,0,12,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,148,,24,4,10,0,10,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,151,,24,4,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,152,,132,22,42,0,42,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,155,,12,2,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,156,,96,16,5,0,5,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,157,,18,3,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,159,,6,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,160,,6,1,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,161,,6,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,162,,42,7,33,0,33,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,164,,6,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation,167,,30,5,20,0,20,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,176,,6,1,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,177,,300,50,189,0,189,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,178,,6,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,179,,66,11,39,0,39,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,184,,42,7,29,0,29,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,186,,24,4,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation,190,,6,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,195,,12,2,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,197,,6,1,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,198,,6,1,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,200,,12,2,7,0,7,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,202,,6,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,203,,12,2,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,204,,6,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,206,,54,9,31,0,31,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,213,,6,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,216,,6,1,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,218,,6,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,219,,6,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,220,,24,4,13,0,13,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,222,,6,1,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,223,,6,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation,224,,6,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,225,,102,17,8,0,8,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,226,,90,15,13,0,13,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation,229,,6,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation,232,,6,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,233,,6,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation,234,,18,3,14,0,14,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,235,,6,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,239,,6,1,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,240,,6,1,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,241,,12,2,9,0,9,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,245,,6,1,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,246,,12,2,8,0,8,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,254,,6,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,255,,6,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation,258,,6,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,260,,18,3,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation,278,,6252,1042,2082,0,2082,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,0,head,873,291,489,0,489,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,0,tail,873,291,378,0,378,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,1,head,753,251,503,0,503,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,1,tail,753,251,146,0,146,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,2,head,210,70,133,0,133,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,2,tail,210,70,61,0,61,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,3,head,69,23,18,0,18,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,3,tail,69,23,27,0,27,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,4,head,72,24,2,0,2,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,4,tail,72,24,5,0,5,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,5,head,420,140,291,0,291,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,5,tail,420,140,166,0,166,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,6,head,66,22,37,0,37,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,6,tail,66,22,29,0,29,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,7,head,54,18,35,0,35,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,7,tail,54,18,15,0,15,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,8,head,30,10,16,0,16,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,8,tail,30,10,12,0,12,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,9,head,48,16,31,0,31,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,9,tail,48,16,21,0,21,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,10,head,21,7,10,0,10,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,10,tail,21,7,10,0,10,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,11,head,39,13,24,0,24,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,11,tail,39,13,19,0,19,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,12,head,1611,537,1121,0,1121,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,12,tail,1611,537,768,0,768,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,13,head,39,13,19,0,19,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,13,tail,39,13,9,0,9,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,14,head,246,82,132,0,132,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,14,tail,246,82,132,0,132,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,15,head,15,5,10,0,10,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,15,tail,15,5,8,0,8,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,16,head,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,16,tail,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,17,head,258,86,191,0,191,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,17,tail,258,86,170,0,170,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,18,head,117,39,91,0,91,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,18,tail,117,39,77,0,77,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,19,head,204,68,140,0,140,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,19,tail,204,68,87,0,87,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,20,head,51,17,28,0,28,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,20,tail,51,17,8,0,8,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,21,head,324,108,191,0,191,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,21,tail,324,108,33,0,33,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,22,head,21,7,15,0,15,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,22,tail,21,7,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,23,head,33,11,15,0,15,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,23,tail,33,11,14,0,14,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,24,head,15,5,9,0,9,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,24,tail,15,5,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,25,head,45,15,34,0,34,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,25,tail,45,15,29,0,29,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,26,head,15,5,7,0,7,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,26,tail,15,5,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,27,head,153,51,65,0,65,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,27,tail,153,51,83,0,83,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,28,head,177,59,129,0,129,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,28,tail,177,59,73,0,73,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,29,head,12,4,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,29,tail,12,4,7,0,7,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,30,head,30,10,19,0,19,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,30,tail,30,10,24,0,24,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,31,head,9,3,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,31,tail,9,3,8,0,8,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,32,head,39,13,19,0,19,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,32,tail,39,13,19,0,19,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,33,head,504,168,195,0,195,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,33,tail,504,168,113,0,113,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,35,head,714,238,525,0,525,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,35,tail,714,238,278,0,278,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,36,head,117,39,84,0,84,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,36,tail,117,39,45,0,45,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,37,head,30,10,22,0,22,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,37,tail,30,10,18,0,18,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,38,head,6,2,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,38,tail,6,2,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,39,head,426,142,119,0,119,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,39,tail,426,142,77,0,77,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,41,head,12,4,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,41,tail,12,4,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,42,head,87,29,50,0,50,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,42,tail,87,29,47,0,47,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,43,head,90,30,63,0,63,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,43,tail,90,30,44,0,44,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,44,head,54,18,34,0,34,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,44,tail,54,18,29,0,29,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,45,head,6,2,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,45,tail,6,2,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,46,head,9,3,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,46,tail,9,3,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,47,head,1236,412,855,0,855,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,47,tail,1236,412,572,0,572,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,48,head,27,9,13,0,13,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,48,tail,27,9,14,0,14,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,49,head,228,76,150,0,150,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,49,tail,228,76,87,0,87,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,50,head,81,27,46,0,46,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,50,tail,81,27,36,0,36,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,51,head,69,23,28,0,28,1.0,-1.0,True,60
