dataset,pair_id,scope,relation_id,direction,n_queries,n_original_triples,positive_opportunities,toward_a,toward_b,direction_consistency,signed_direction_preference,supported,support_min
db15k,db15k_mhyper_native,relation_x_direction,63,tail,51,17,18,0,18,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,64,head,96,32,61,0,61,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,64,tail,96,32,43,0,43,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,65,head,171,57,75,0,75,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,65,tail,171,57,73,0,73,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,66,head,231,77,116,0,116,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,66,tail,231,77,46,0,46,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,67,head,78,26,36,0,36,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,67,tail,78,26,5,0,5,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,68,head,129,43,56,0,56,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,68,tail,129,43,23,0,23,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,69,head,63,21,19,0,19,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,69,tail,63,21,28,0,28,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,70,head,15,5,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,70,tail,15,5,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,71,head,36,12,16,0,16,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,71,tail,36,12,9,0,9,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,72,head,48,16,17,0,17,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,72,tail,48,16,20,0,20,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,73,head,1779,593,1201,0,1201,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,73,tail,1779,593,1195,0,1195,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,74,head,66,22,25,0,25,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,74,tail,66,22,37,0,37,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,75,head,51,17,14,0,14,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,75,tail,51,17,15,0,15,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,76,head,552,184,339,0,339,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,76,tail,552,184,267,0,267,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,77,head,18,6,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,77,tail,18,6,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,78,head,48,16,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,78,tail,48,16,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,79,head,39,13,23,0,23,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,79,tail,39,13,21,0,21,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,80,head,189,63,90,0,90,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,80,tail,189,63,121,0,121,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,81,head,249,83,167,0,167,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,81,tail,249,83,125,0,125,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,82,head,57,19,15,0,15,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,82,tail,57,19,12,0,12,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,83,head,72,24,20,0,20,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,83,tail,72,24,3,0,3,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,84,head,48,16,17,0,17,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,84,tail,48,16,23,0,23,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,85,head,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,85,tail,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,87,head,630,210,426,0,426,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,87,tail,630,210,270,0,270,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,88,head,12,4,11,0,11,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,88,tail,12,4,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,89,head,642,214,455,0,455,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,89,tail,642,214,362,0,362,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,90,head,555,185,84,0,84,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,90,tail,555,185,97,0,97,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,91,head,528,176,73,0,73,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,91,tail,528,176,72,0,72,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,92,head,84,28,26,0,26,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,92,tail,84,28,15,0,15,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,93,head,6,2,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,93,tail,6,2,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,94,head,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,94,tail,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,95,head,363,121,205,0,205,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,95,tail,363,121,176,0,176,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,96,head,9,3,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,96,tail,9,3,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,97,head,117,39,57,0,57,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,97,tail,117,39,63,0,63,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,98,head,63,21,10,0,10,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,98,tail,63,21,39,0,39,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,99,head,75,25,27,0,27,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,99,tail,75,25,38,0,38,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,100,head,39,13,27,0,27,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,100,tail,39,13,25,0,25,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,101,head,6,2,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,101,tail,6,2,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,102,head,339,113,115,0,115,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,102,tail,339,113,99,0,99,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,103,head,264,88,136,0,136,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,103,tail,264,88,84,0,84,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,104,head,384,128,122,0,122,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,104,tail,384,128,107,0,107,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,105,head,288,96,96,0,96,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,105,tail,288,96,44,0,44,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,106,head,63,21,26,0,26,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,106,tail,63,21,26,0,26,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,108,head,69,23,51,0,51,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,108,tail,69,23,30,0,30,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,109,head,3,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,109,tail,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,110,head,102,34,25,0,25,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,110,tail,102,34,5,0,5,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,111,head,420,140,209,0,209,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,111,tail,420,140,159,0,159,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,112,head,27,9,16,0,16,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,112,tail,27,9,18,0,18,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,113,head,45,15,18,0,18,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,113,tail,45,15,13,0,13,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,114,head,27,9,9,0,9,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,114,tail,27,9,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,115,head,12,4,9,0,9,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,115,tail,12,4,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,116,head,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,116,tail,3,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,117,head,237,79,104,0,104,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,117,tail,237,79,44,0,44,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,119,head,9,3,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,119,tail,9,3,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,120,head,12,4,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,120,tail,12,4,7,0,7,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,121,head,27,9,16,0,16,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,121,tail,27,9,16,0,16,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,122,head,78,26,36,0,36,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,122,tail,78,26,20,0,20,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,123,head,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,123,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,125,head,6,2,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,125,tail,6,2,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,129,head,6,2,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,129,tail,6,2,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,130,head,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,130,tail,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,131,head,6,2,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,131,tail,6,2,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,132,head,42,14,30,0,30,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,132,tail,42,14,15,0,15,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,133,head,6,2,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,133,tail,6,2,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,134,head,57,19,18,0,18,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,134,tail,57,19,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,135,head,24,8,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,135,tail,24,8,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,136,head,9,3,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,136,tail,9,3,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,137,head,6,2,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,137,tail,6,2,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,139,head,6,2,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,139,tail,6,2,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,140,head,15,5,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,140,tail,15,5,9,0,9,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,142,head,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,142,tail,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,143,head,9,3,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,143,tail,9,3,7,0,7,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,144,head,9,3,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,144,tail,9,3,7,0,7,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,145,head,45,15,35,0,35,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,145,tail,45,15,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,146,head,42,14,20,0,20,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,146,tail,42,14,11,0,11,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,147,head,18,6,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,147,tail,18,6,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,148,head,12,4,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,148,tail,12,4,7,0,7,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,151,head,12,4,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,151,tail,12,4,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,152,head,66,22,23,0,23,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,152,tail,66,22,18,0,18,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,155,head,6,2,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,155,tail,6,2,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,156,head,48,16,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,156,tail,48,16,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,157,head,9,3,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,157,tail,9,3,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,159,head,3,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,159,tail,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,160,head,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,160,tail,3,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,161,head,3,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,161,tail,3,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,162,head,21,7,12,0,12,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,162,tail,21,7,15,0,15,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,164,head,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,164,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,167,head,15,5,12,0,12,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,167,tail,15,5,8,0,8,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,176,head,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,176,tail,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,177,head,150,50,89,0,89,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,177,tail,150,50,98,0,98,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,178,head,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,178,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,179,head,33,11,22,0,22,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,179,tail,33,11,25,0,25,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,184,head,21,7,11,0,11,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,184,tail,21,7,16,0,16,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,186,head,12,4,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,186,tail,12,4,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,190,head,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,190,tail,3,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,195,head,6,2,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,195,tail,6,2,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,197,head,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,197,tail,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,198,head,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,198,tail,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,200,head,6,2,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,200,tail,6,2,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,202,head,3,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,202,tail,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,203,head,6,2,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,203,tail,6,2,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,204,head,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,204,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,206,head,27,9,14,0,14,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,206,tail,27,9,18,0,18,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,213,head,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,213,tail,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,216,head,3,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,216,tail,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,218,head,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,218,tail,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,219,head,3,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,219,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,220,head,12,4,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,220,tail,12,4,7,0,7,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,222,head,3,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,222,tail,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,223,head,3,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,223,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,224,head,3,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,224,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,225,head,51,17,8,0,8,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,225,tail,51,17,7,0,7,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,226,head,45,15,11,0,11,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,226,tail,45,15,8,0,8,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,229,head,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,229,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,232,head,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,232,tail,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,233,head,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,233,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,234,head,9,3,7,0,7,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,234,tail,9,3,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,235,head,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,235,tail,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,239,head,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,239,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,240,head,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,240,tail,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,241,head,6,2,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,241,tail,6,2,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,245,head,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,245,tail,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,246,head,6,2,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,246,tail,6,2,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,254,head,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,254,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,255,head,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,255,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,258,head,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,258,tail,3,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,260,head,9,3,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,260,tail,9,3,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,278,head,3126,1042,1318,0,1318,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,278,tail,3126,1042,535,0,535,1.0,-1.0,True,60
db15k,db15k_native_adamf,direction,,head,23766,7922,13362,0,13362,1.0,-1.0,True,60
db15k,db15k_native_adamf,direction,,tail,23766,7922,11376,0,11376,1.0,-1.0,True,60
db15k,db15k_native_adamf,relation,0,,1746,291,924,0,924,1.0,-1.0,True,60
db15k,db15k_native_adamf,relation,1,,1506,251,781,0,781,1.0,-1.0,True,60
db15k,db15k_native_adamf,relation,2,,420,70,247,0,247,1.0,-1.0,True,60
db15k,db15k_native_adamf,relation,3,,138,23,65,0,65,1.0,-1.0,True,60
db15k,db15k_native_adamf,relation,4,,144,24,32,0,32,1.0,-1.0,True,60
