outer_fold,count,training_gain,positive_gain_rate,negative_transfer_rate
1,20538,0.01367176983768516,0.31322426721199725,0.2714480475216672
2,20496,0.016859136288443894,0.29961943793911006,0.22580015612802498
3,20514,0.017076341554699042,0.29638295797991615,0.24539338988008189
4,20502,0.01705684945614097,0.31172568529899525,0.26758365037557313
5,20574,0.01671878507277744,0.30650335374744825,0.24793428599202877
