split,dataset,pair,scope,seed,direction,n_observations,n_fallback,fallback_rate,n_changed_from_anchor,changed_from_anchor_rate,n_effective_adaptation,effective_adaptation_rate,mrr_final,global_mrr,delta_mrr_vs_global,n_avoided_harm,avoided_harm_rate_among_fallback,n_missed_benefit,missed_benefit_rate_among_fallback,n_neutral,neutral_rate_among_fallback,total_rr_loss_avoided,total_potential_gain_sacrificed,net_fallback_utility,net_fallback_utility_per_observation,net_fallback_utility_per_fallback
dev,MKG-W,M-Hyper + NativE,pair,pooled,pooled,25656,1220,0.047552229497973185,21436,0.8355160586217649,21436,0.8355160586217649,0.3600112326411856,0.3558022535070541,0.004208979134131579,115,0.0942622950819672,175,0.14344262295081966,930,0.7622950819672131,3.0385444795441314,2.6443898789189584,0.3941546006251734,1.5363057398860826e-05,0.00032307754149604376
dev,MKG-W,M-Hyper + AdaMF-MAT,pair,pooled,pooled,25656,4955,0.19313221078889928,9446,0.3681789834736514,9446,0.3681789834736514,0.35408248431064837,0.35282196536677,0.0012605189438783216,182,0.03673057517658931,611,0.12330978809283552,4162,0.8399596367305752,2.3857154872569395,1.7757373291762426,0.6099781580806971,2.377526341131498e-05,0.00012310356368934352
dev,DB15K,M-Hyper + NativE,pair,pooled,pooled,47532,0,0.0,18862,0.39682740048809223,18862,0.39682740048809223,0.3831932725079601,0.38258701302410913,0.0006062594838509204,0,,0,,0,,0.0,0.0,0.0,0.0,
dev,DB15K,M-Hyper + AdaMF-MAT,pair,pooled,pooled,47532,21764,0.45788100647984514,10076,0.2119835058486914,10076,0.2119835058486914,0.38285439622835166,0.38258701302410913,0.0002673832042425376,1522,0.06993199779452307,3885,0.17850578937695277,16357,0.7515622128285242,57.58442961541135,35.409869287293354,22.174560328117998,0.000466518562823319,0.0010188641944549714
test,MKG-W,M-Hyper + NativE,pair,pooled,pooled,25644,0,0.0,24171,0.9425596630790828,24171,0.9425596630790828,0.3701763045939824,0.36430474088661813,0.005871563707364281,0,,0,,0,,0.0,0.0,0.0,0.0,
test,MKG-W,M-Hyper + AdaMF-MAT,pair,pooled,pooled,25644,6211,0.24220090469505537,9136,0.3562626735298705,9136,0.3562626735298705,0.361705206590221,0.3597209394760817,0.0019842671141391895,405,0.06520689099983899,1365,0.21977137336982772,4441,0.7150217356303333,13.3057752139105,12.193140195122758,1.1126350187877425,4.338773275572229e-05,0.00017913943306838552
test,DB15K,M-Hyper + NativE,pair,pooled,pooled,59412,0,0.0,26389,0.4441695280414731,26389,0.4441695280414731,0.37583807026233057,0.3745666587877784,0.0012714114745521433,0,,0,,0,,0.0,0.0,0.0,0.0,
test,DB15K,M-Hyper + AdaMF-MAT,pair,pooled,pooled,59412,39897,0.6715310038376086,4144,0.0697502188110146,4144,0.0697502188110146,0.37528073591022154,0.3745666587877784,0.0007140771224431483,5244,0.13143845401909918,11555,0.28962077349174126,23098,0.5789407724891595,283.1189933913143,222.9423392771552,60.17665411415907,0.0010128703648111337,0.0015083002259357614
