outer_fold,count,training_gain,positive_gain_rate,negative_transfer_rate
1,20538,0.009383687772907177,0.2119972733469666,0.18516895510760542
2,20496,0.007310282712931197,0.13588017174082748,0.1053376268540203
3,20514,0.00864952530406485,0.14029443307009848,0.09851808521010041
4,20502,0.010381943532159077,0.22007609013754756,0.18832309043020193
5,20574,0.007718636879420655,0.23291533002819093,0.20326625838436863
