split,pool,aggregation,decile,quota_fraction,pairs,n,method,accepted,intervention,harm_all,harm_accepted,harm_active,utility,mean_loss,mean_movement,accepted_random_lo,accepted_random_hi,accepted_valid_draws,intervention_random_lo,intervention_random_hi,intervention_valid_draws,harm_all_random_lo,harm_all_random_hi,harm_all_valid_draws,harm_accepted_random_lo,harm_accepted_random_hi,harm_accepted_valid_draws,harm_active_random_lo,harm_active_random_hi,harm_active_valid_draws,utility_random_lo,utility_random_hi,utility_valid_draws,mean_loss_random_lo,mean_loss_random_hi,mean_loss_valid_draws,mean_movement_random_lo,mean_movement_random_hi,mean_movement_valid_draws
dev_oof,All,macro,5,0.5,4,146376,Confidence,0.463431252891558,0.2730925468988368,0.0527432747389637,0.11392433352334581,0.1891296133646807,0.00045057134683451676,0.0024158426370163395,0.04264366971781384,,,,,,,,,,,,,,,,,,,,,,,,
dev_oof,All,macro,5,0.5,4,146376,Random,0.4634312528915581,0.2363133269670333,0.047420761903583755,0.10251768727802286,0.18563066895249347,0.00017579533905863332,0.0018824120626879798,0.028101637852006665,0.463431252891558,0.463431252891558,512.0,0.23510072822438877,0.23746979116505984,512.0,0.04664903497733239,0.04818810367730603,512.0,0.10085055080822199,0.10417660615294021,512.0,0.18242429746173217,0.18865826786826448,512.0,1.5906713970825207e-05,0.00031438582037520416,512.0,0.0017747256211238834,0.0019823151991837005,512.0,0.02788898091533353,0.02829277756590075,512.0
dev_oof,All,macro,6,0.6,4,146376,Confidence,0.5548387735755704,0.3308409328613791,0.06442120829711137,0.11624944220671832,0.1886639956374689,0.00042211349442171413,0.0028919165134289933,0.04786549305230981,,,,,,,,,,,,,,,,,,,,,,,,
dev_oof,All,macro,6,0.6,4,146376,Random,0.5548387735755702,0.28293376866255104,0.05671651842712516,0.1024172858723441,0.18541664499825852,0.00021059706868050332,0.0022560073903459352,0.03366059861459794,0.5548387735755704,0.5548387735755704,512.0,0.28174057031550687,0.28407151396583635,512.0,0.05588032744835107,0.05748510479858303,512.0,0.10090713705928817,0.1038069365501896,512.0,0.1828583999115665,0.1879960634848068,512.0,6.420352529852712e-05,0.0003598170779377766,512.0,0.0021490096087466394,0.0023547002297891607,512.0,0.033465516202363224,0.033841882840515806,512.0
dev_oof,All,macro,7,0.7,4,146376,Confidence,0.6467920739842086,0.3872364441085114,0.07598615116421592,0.117689267511477,0.1868401737454321,0.0004425242620708517,0.003240885038081936,0.051784802603958666,,,,,,,,,,,,,,,,,,,,,,,,
dev_oof,All,macro,7,0.7,4,146376,Random,0.6467920739842086,0.3295726865358888,0.06602850961234479,0.10232626989657538,0.18539042289404606,0.00024358002584739906,0.002628728100455193,0.03921177422932222,0.6467920739842086,0.6467920739842086,512.0,0.32853572614356913,0.3307046820906906,512.0,0.06526396091625182,0.06677146620912644,512.0,0.10114275874273458,0.10347963129938573,512.0,0.18337842242763736,0.18766877579840208,512.0,0.00010377575191634352,0.0003934776025337364,512.0,0.0025249200300824486,0.0027237382852208724,512.0,0.03903745101485762,0.03938374414613262,512.0
dev_oof,All,macro,8,0.8,4,146376,Confidence,0.7406664375462442,0.43697485036322725,0.08629221586095867,0.11671362832354641,0.18565787316089377,0.0004421245790466703,0.0035153332510312156,0.05447194620971993,,,,,,,,,,,,,,,,,,,,,,,,
dev_oof,All,macro,8,0.8,4,146376,Random,0.740666437546244,0.3777671806475946,0.07573336365820638,0.10245929693522358,0.18553111633864902,0.0002783978354672401,0.0030101113150214276,0.044931651938550796,0.7406664375462442,0.7406664375462442,512.0,0.3768103525716947,0.37871090458128276,512.0,0.075056829483571,0.07640941083647493,512.0,0.10154317099514218,0.10337498288707617,512.0,0.18401646300003868,0.18742824466443264,512.0,0.00015618932943403674,0.0004154245875382346,512.0,0.0029260553365696423,0.0030872637055991657,512.0,0.04477598306120214,0.04508061891648573,512.0
dev_oof,All,macro,9,0.9,4,146376,Confidence,0.831853054418088,0.47025504190884504,0.09410016043940109,0.11333980867245778,0.18552146923195428,0.0003672006787511042,0.0037453617054913173,0.05613595578700102,,,,,,,,,,,,,,,,,,,,,,,,
dev_oof,All,macro,9,0.9,4,146376,Random,0.8318530544180883,0.4243021200398557,0.08500583054483046,0.10238833980807252,0.1853869946778614,0.0003116812338617861,0.003382300467065554,0.05048475775589863,0.831853054418088,0.831853054418088,512.0,0.4235690029107071,0.42507374586040286,512.0,0.08447401003032608,0.08552181947416529,512.0,0.10174631175404598,0.10301001652154322,512.0,0.18433876930840004,0.18653278185029232,512.0,0.00021084884553630796,0.0004171616458395211,512.0,0.0033167600178826925,0.0034444508391785937,512.0,0.05037053349065238,0.050619899265514724,512.0
