pair,label,split,pool,eligible_units,strata,random_seed,random_draws,decile,quota_fraction,n,method,accepted_n,active_n,harm_n,delta_sum,loss_sum,movement_sum,accepted,intervention,harm_all,harm_accepted,harm_active,utility,mean_loss,mean_movement,accepted_random_lo,accepted_random_hi,accepted_valid_draws,intervention_random_lo,intervention_random_hi,intervention_valid_draws,harm_all_random_lo,harm_all_random_hi,harm_all_valid_draws,harm_accepted_random_lo,harm_accepted_random_hi,harm_accepted_valid_draws,harm_active_random_lo,harm_active_random_hi,harm_active_valid_draws,utility_random_lo,utility_random_hi,utility_valid_draws,mean_loss_random_lo,mean_loss_random_hi,mean_loss_valid_draws,mean_movement_random_lo,mean_movement_random_hi,mean_movement_valid_draws,accepted_n_exact_expectation,active_n_exact_expectation,harm_n_exact_expectation,delta_sum_exact_expectation,loss_sum_exact_expectation,movement_sum_exact_expectation
mkgw_mhyper_native,W-N,dev_oof,All,22386,150,2026091200,512,10,1.0,25656,Confidence,25656.0,23061.0,5863.0,80.28384842312651,172.89908267575737,3800.900000000037,1.0,0.8988540692235735,0.22852354225132523,0.22852354225132523,0.25423875807640606,0.0031292426108172166,0.006739128573267749,0.14814858122856395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mkgw_mhyper_native,W-N,dev_oof,All,22386,150,2026091200,512,10,1.0,25656,Random,25656.0,23061.0,5863.0,80.28384842312579,172.89908267575615,3800.8999999999664,1.0,0.8988540692235731,0.22852354225132523,0.22852354225132523,0.25423875807640606,0.003129242610817217,0.00673912857326775,0.14814858122856273,1.0,1.0,512.0,0.8988540692235735,0.8988540692235735,512.0,0.22852354225132523,0.22852354225132523,512.0,0.22852354225132523,0.22852354225132523,512.0,0.25423875807640606,0.25423875807640606,512.0,0.0031292426108172158,0.0031292426108172184,512.0,0.006739128573267747,0.006739128573267751,512.0,0.14814858122856264,0.14814858122856278,512.0,25656.0,23061.0,5863.0,80.28384842312651,172.89908267575737,3800.900000000037
mkgw_mhyper_native,W-N,dev_oof,Active,20087,138,2026091201,512,0,0.0,25656,Confidence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mkgw_mhyper_native,W-N,dev_oof,Active,20087,138,2026091201,512,0,0.0,25656,Random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,512.0,0.0,0.0,512.0,0.0,0.0,512.0,,,0.0,,,0.0,0.0,0.0,512.0,0.0,0.0,512.0,0.0,0.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0
mkgw_mhyper_native,W-N,dev_oof,Active,20087,138,2026091201,512,1,0.1,25656,Confidence,2054.0,2054.0,367.0,14.015981822313085,11.822312138991277,682.8999999999995,0.080059245400686,0.080059245400686,0.014304646086685375,0.17867575462512172,0.17867575462512172,0.0005463042493885674,0.00046080106559835037,0.026617555347676937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mkgw_mhyper_native,W-N,dev_oof,Active,20087,138,2026091201,512,1,0.1,25656,Random,2054.0,2054.0,498.95703125,7.359330662260185,16.400808023386517,334.88515624999974,0.08005924540068601,0.08005924540068601,0.01944796660625195,0.24291968415287246,0.24291968415287246,0.000286846377543662,0.0006392581861313737,0.013052898201200501,0.080059245400686,0.080059245400686,512.0,0.080059245400686,0.080059245400686,512.0,0.018007483629560336,0.020861591830371062,512.0,0.2249269717624148,0.26057692307692304,512.0,0.2249269717624148,0.26057692307692304,512.0,-2.2411536857995636e-05,0.0005772330254538969,512.0,0.0004705934296669409,0.0008498580020893236,512.0,0.012733814702213913,0.013393455721858441,512.0,2054.0,2054.0,498.3258288635485,7.209106469032669,16.417572387101945,334.79330855779455
mkgw_mhyper_native,W-N,dev_oof,Active,20087,138,2026091201,512,2,0.2,25656,Confidence,4157.0,4157.0,814.0,29.919962995154666,26.42538684807998,1232.8999999999974,0.16202837542874962,0.16202837542874962,0.031727471156844406,0.19581428915082993,0.19581428915082993,0.001166197497472508,0.0010299885737480505,0.04805503585905821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mkgw_mhyper_native,W-N,dev_oof,Active,20087,138,2026091201,512,2,0.2,25656,Random,4157.0,4157.0,1010.59765625,14.705616889615227,32.96980928506797,676.1135742187499,0.16202837542874965,0.16202837542874965,0.039390304655830995,0.24310744677652155,0.24310744677652155,0.0005731843190526671,0.0012850720800229173,0.026353039219626985,0.16202837542874962,0.16202837542874962,512.0,0.16202837542874962,0.16202837542874962,512.0,0.03743081540380418,0.041129755222949795,512.0,0.23101395236949723,0.2538429155641087,512.0,0.23101395236949723,0.2538429155641087,512.0,0.00015737494377669005,0.000977804065507383,512.0,0.0010527021915315037,0.0015198800559777241,512.0,0.025914649594636727,0.026744231368880565,512.0,4157.0,4157.0,1009.5935052729878,14.650364485569108,33.01754895815527,675.7806757397428
mkgw_mhyper_native,W-N,dev_oof,Active,20087,138,2026091201,512,3,0.3,25656,Confidence,6256.0,6256.0,1297.0,36.90434814282175,45.72256103971391,1717.4499999999991,0.24384159650763954,0.24384159650763954,0.05055347676956657,0.20732097186700768,0.20732097186700768,0.001438429534721771,0.0017821391113078387,0.06694145618958525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mkgw_mhyper_native,W-N,dev_oof,Active,20087,138,2026091201,512,3,0.3,25656,Random,6256.0,6256.0,1522.623046875,21.894665739212293,49.658070962958575,1016.3615234374995,0.2438415965076395,0.2438415965076395,0.05934763980647802,0.2433860369045716,0.2433860369045716,0.0008533935819774042,0.0019355344154567584,0.03961496427492592,0.24384159650763954,0.24384159650763954,512.0,0.24384159650763954,0.24384159650763954,512.0,0.057162067352666046,0.061623012160898036,512.0,0.23442295396419435,0.25271739130434784,512.0,0.23442295396419435,0.25271739130434784,512.0,0.00040515041585329083,0.0012792486433677228,512.0,0.001667325576098863,0.002212674039215937,512.0,0.039131392266916094,0.04010996453071404,512.0,6256.0,6256.0,1521.7776774392598,21.961613787120008,49.7642912079113,1015.7378185012549
mkgw_mhyper_native,W-N,dev_oof,Active,20087,138,2026091201,512,4,0.4,25656,Confidence,8396.0,8396.0,1749.0,48.519467859376434,62.64234956275596,2139.9499999999994,0.3272528843155597,0.3272528843155597,0.06817118802619271,0.20831348261076704,0.20831348261076704,0.0018911548121054113,0.0024416257235249437,0.08340933894605548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mkgw_mhyper_native,W-N,dev_oof,Active,20087,138,2026091201,512,4,0.4,25656,Random,8396.0,8396.0,2047.609375,29.68487123764729,66.58165916912418,1361.3975585937508,0.3272528843155597,0.3272528843155597,0.07981015649360773,0.243879153763697,0.243879153763697,0.0011570342702544156,0.0025951691288246077,0.053063515691992066,0.3272528843155597,0.3272528843155597,512.0,0.3272528843155597,0.3272528843155597,512.0,0.07755593233551605,0.08232869504209542,512.0,0.23699082896617438,0.25157515483563603,512.0,0.23699082896617438,0.25157515483563603,512.0,0.000638048259252785,0.0016233140653349283,512.0,0.00229006500953503,0.0028947819075424526,512.0,0.05257595689117549,0.05358200810726528,512.0,8396.0,8396.0,2047.002558492177,29.6449068480194,66.78805691629549,1360.9041470144798
mkgw_mhyper_native,W-N,dev_oof,Active,20087,138,2026091201,512,5,0.5,25656,Confidence,10553.0,10553.0,2188.0,55.88037302753077,77.65000181479891,2494.750000000001,0.411326785157468,0.411326785157468,0.08528219519800437,0.2073344072775514,0.2073344072775514,0.0021780625595389292,0.0030265825465699606,0.09723846273776118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mkgw_mhyper_native,W-N,dev_oof,Active,20087,138,2026091201,512,5,0.5,25656,Random,10553.0,10553.0,2576.14453125,37.1344753561009,83.65262081020887,1707.4544921874992,0.41132678515746784,0.41132678515746784,0.10041099669667913,0.24411489919927984,0.24411489919927984,0.0014473992577214267,0.003260548051536051,0.06655185890970913,0.411326785157468,0.411326785157468,512.0,0.411326785157468,0.411326785157468,512.0,0.09805795915185532,0.10305581540380418,512.0,0.23839429546100635,0.2505448687576992,512.0,0.23839429546100635,0.2505448687576992,512.0,0.0009479676977675375,0.0019510673903568618,512.0,0.002943826757530356,0.003554674387769127,512.0,0.06605837815715612,0.06706101886498274,512.0,10553.0,10553.0,2575.5209808537156,36.95707405868487,83.92536098020764,1707.066295649342
mkgw_mhyper_native,W-N,dev_oof,Active,20087,138,2026091201,512,6,0.6,25656,Confidence,12636.0,12636.0,2722.0,67.88594631514715,97.38638331414312,2796.3000000000093,0.49251637043966323,0.49251637043966323,0.106096039912691,0.21541627097182653,0.21541627097182653,0.0026460066384139053,0.003795852171583377,0.1089920486435925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
