outer_fold,count,training_gain,positive_gain_rate,negative_transfer_rate
1,38052,0.01817833124415064,0.39285714285714285,0.1769683590875644
2,38046,0.030653722650375356,0.35501761026126266,0.10871050833201913
3,38016,0.019974143471385885,0.3370949074074074,0.12773569023569023
4,37992,0.03283109417888642,0.4006106548747105,0.15100547483680776
5,38022,0.020568101110631596,0.31797380463941927,0.11535426858134765
