pair,label,split,method,convention,changed_rows,endpoint_rows,seed,direction,n,mrr,global_mrr,delta_mrr,harm_rate,benefit_rate,rank_change_rate,conditional_loss,mean_loss,mean_gain,action_rate,mean_abs_alpha_deviation
mkgw_mhyper_adamf,W-A,dev,RRF,normalized_endpoint,0,0,2,tail,4276,0.4705982425208747,0.5175898494490816,-0.04699160692820692,0.3206267539756782,0.3075304022450889,0.6281571562207671,0.24076829713036604,0.07719675756916083,0.03020515064095393,,
mkgw_mhyper_adamf,W-A,dev,RRF,normalized_endpoint,0,0,3,head,4276,0.16656826451609857,0.19155014039319357,-0.024981875877094994,0.41510757717492985,0.46889616463985034,0.8840037418147801,0.10356904543137316,0.04299229551933755,0.018010419642242554,,
mkgw_mhyper_adamf,W-A,dev,RRF,normalized_endpoint,0,0,3,tail,4276,0.46844475427820137,0.5142409456504321,-0.04579619137223064,0.31103835360149673,0.32179607109448083,0.6328344246959775,0.24962628632500605,0.0776433491141857,0.03184715774195506,,
mkgw_mhyper_adamf,W-A,test,Global,raw_endpoint,1,4274,1,head,4274,0.18471850074188265,0.18471850074188265,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_adamf,W-A,test,Global,raw_endpoint,0,4274,1,tail,4274,0.5365019821247469,0.5365019821247469,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_adamf,W-A,test,Global,raw_endpoint,0,4274,2,head,4274,0.1837427902425047,0.1837427902425047,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_adamf,W-A,test,Global,raw_endpoint,0,4274,2,tail,4274,0.5339654534246362,0.5339654534246362,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_adamf,W-A,test,Global,raw_endpoint,0,4274,3,head,4274,0.1840206811709998,0.1840206811709998,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_adamf,W-A,test,Global,raw_endpoint,0,4274,3,tail,4274,0.5353762291517203,0.5353762291517203,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_adamf,W-A,test,Global,normalized_endpoint,1,4274,1,head,4274,0.1847185007598412,0.1847185007598412,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_adamf,W-A,test,Global,normalized_endpoint,0,4274,1,tail,4274,0.5365019821247469,0.5365019821247469,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_adamf,W-A,test,Global,normalized_endpoint,0,4274,2,head,4274,0.1837427902425047,0.1837427902425047,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_adamf,W-A,test,Global,normalized_endpoint,0,4274,2,tail,4274,0.5339654534246362,0.5339654534246362,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_adamf,W-A,test,Global,normalized_endpoint,0,4274,3,head,4274,0.1840206811709998,0.1840206811709998,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_adamf,W-A,test,Global,normalized_endpoint,0,4274,3,tail,4274,0.5353762291517203,0.5353762291517203,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_adamf,W-A,test,ADC,raw_endpoint,1,3074,1,head,4274,0.18513446447474652,0.18471850074188265,0.00041596373286390106,0.05334581188582124,0.19489939167056622,0.24824520355638746,0.03665554652958986,0.0019554198897394686,0.0023713836226033694,,
mkgw_mhyper_adamf,W-A,test,ADC,raw_endpoint,0,3901,1,tail,4274,0.5373090942937476,0.5365019821247469,0.0008071121690007738,0.012166588675713618,0.05474964904071128,0.0669162377164249,0.13591458755861474,0.0016536168818549293,0.0024607290508557034,,
mkgw_mhyper_adamf,W-A,test,ADC,raw_endpoint,0,2649,2,head,4274,0.184304150140651,0.1837427902425047,0.0005613598981463231,0.07323350491343004,0.26368741226017783,0.33692091717360784,0.02081128906286581,0.0015240836398401963,0.0020854435379865197,,
mkgw_mhyper_adamf,W-A,test,ADC,raw_endpoint,0,3900,2,tail,4274,0.5360452312385896,0.5339654534246362,0.0020797778139534247,0.011932615816565278,0.049836218998596166,0.06176883481516144,0.10391179427505216,0.0012399395198941648,0.0033197173338475896,,
mkgw_mhyper_adamf,W-A,test,ADC,raw_endpoint,0,2998,3,head,4274,0.18493459845523924,0.1840206811709998,0.0009139172842394419,0.053579784744969584,0.21314927468413664,0.26672905942910624,0.013828186209409688,0.0007409112405135282,0.0016548285247529697,,
mkgw_mhyper_adamf,W-A,test,ADC,raw_endpoint,0,3918,3,tail,4274,0.5366815679264376,0.5353762291517203,0.0013053387747172795,0.012868507253158634,0.05194197473093121,0.06481048198408984,0.11161687840561585,0.0014363426093375931,0.0027416813840548727,,
mkgw_mhyper_adamf,W-A,test,ADC,normalized_endpoint,1,3074,1,head,4274,0.18513446449270507,0.1847185007598412,0.00041596373286390106,0.05334581188582124,0.19489939167056622,0.24824520355638746,0.03665554652958986,0.0019554198897394686,0.0023713836226033694,,
mkgw_mhyper_adamf,W-A,test,ADC,normalized_endpoint,0,3901,1,tail,4274,0.5373090942937476,0.5365019821247469,0.0008071121690007738,0.012166588675713618,0.05474964904071128,0.0669162377164249,0.13591458755861474,0.0016536168818549293,0.0024607290508557034,,
mkgw_mhyper_adamf,W-A,test,ADC,normalized_endpoint,0,2649,2,head,4274,0.184304150140651,0.1837427902425047,0.0005613598981463231,0.07323350491343004,0.26368741226017783,0.33692091717360784,0.02081128906286581,0.0015240836398401963,0.0020854435379865197,,
mkgw_mhyper_adamf,W-A,test,ADC,normalized_endpoint,0,3900,2,tail,4274,0.5360452312385896,0.5339654534246362,0.0020797778139534247,0.011932615816565278,0.049836218998596166,0.06176883481516144,0.10391179427505216,0.0012399395198941648,0.0033197173338475896,,
mkgw_mhyper_adamf,W-A,test,ADC,normalized_endpoint,0,2998,3,head,4274,0.18493459845523924,0.1840206811709998,0.0009139172842394419,0.053579784744969584,0.21314927468413664,0.26672905942910624,0.013828186209409688,0.0007409112405135282,0.0016548285247529697,,
mkgw_mhyper_adamf,W-A,test,ADC,normalized_endpoint,0,3918,3,tail,4274,0.5366815679264376,0.5353762291517203,0.0013053387747172795,0.012868507253158634,0.05194197473093121,0.06481048198408984,0.11161687840561585,0.0014363426093375931,0.0027416813840548727,,
mkgw_mhyper_adamf,W-A,test,Query-soft,raw_endpoint,0,0,1,head,4274,0.16793278176803247,0.18471850074188265,-0.016785718973850186,0.3184370613008891,0.5439868975198877,0.8624239588207768,0.10014659615872805,0.03189038778007227,0.015104668806222086,,
mkgw_mhyper_adamf,W-A,test,Query-soft,raw_endpoint,0,0,1,tail,4274,0.5078875110680952,0.5365019821247469,-0.028614471056651807,0.2159569489939167,0.3184370613008891,0.5343940102948058,0.23398857876544546,0.05053145956960837,0.02191698851295656,,
mkgw_mhyper_adamf,W-A,test,Query-soft,raw_endpoint,0,0,2,head,4274,0.17333978764072674,0.1837427902425047,-0.010403002601777933,0.31094992980814223,0.5407112774918109,0.8516612072999532,0.08389031998992029,0.026085689112448306,0.015682686510670372,,
mkgw_mhyper_adamf,W-A,test,Query-soft,raw_endpoint,0,0,2,tail,4274,0.5099248010625674,0.5339654534246362,-0.024040652362068753,0.21455311183902667,0.3219466541881142,0.5364997660271409,0.21994599527561084,0.047190097722914166,0.023149445360845417,,
mkgw_mhyper_adamf,W-A,test,Query-soft,raw_endpoint,0,0,3,head,4274,0.17326351047745836,0.1840206811709998,-0.010757170693541433,0.30907814693495556,0.5463266261113711,0.8554047730463267,0.08758408311918095,0.027070326111473572,0.01631315541793214,,
mkgw_mhyper_adamf,W-A,test,Query-soft,raw_endpoint,0,0,3,tail,4274,0.511359065922624,0.5353762291517203,-0.02401716322909646,0.21268132896583997,0.32732802994852594,0.540009358914366,0.2306568612454934,0.04905640778478088,0.02503924455568442,,
mkgw_mhyper_adamf,W-A,test,Query-soft,normalized_endpoint,0,0,1,head,4274,0.16793278176803247,0.1847185007598412,-0.016785718991808737,0.3184370613008891,0.5439868975198877,0.8624239588207768,0.10014659615872805,0.03189038778007227,0.015104668788263532,,
mkgw_mhyper_adamf,W-A,test,Query-soft,normalized_endpoint,0,0,1,tail,4274,0.5078875110680952,0.5365019821247469,-0.028614471056651807,0.2159569489939167,0.3184370613008891,0.5343940102948058,0.23398857876544546,0.05053145956960837,0.02191698851295656,,
mkgw_mhyper_adamf,W-A,test,Query-soft,normalized_endpoint,0,0,2,head,4274,0.17333978764072674,0.1837427902425047,-0.010403002601777933,0.31094992980814223,0.5407112774918109,0.8516612072999532,0.08389031998992029,0.026085689112448306,0.015682686510670372,,
mkgw_mhyper_adamf,W-A,test,Query-soft,normalized_endpoint,0,0,2,tail,4274,0.5099248010625674,0.5339654534246362,-0.024040652362068753,0.21455311183902667,0.3219466541881142,0.5364997660271409,0.21994599527561084,0.047190097722914166,0.023149445360845417,,
mkgw_mhyper_adamf,W-A,test,Query-soft,normalized_endpoint,0,0,3,head,4274,0.17326351047745836,0.1840206811709998,-0.010757170693541433,0.30907814693495556,0.5463266261113711,0.8554047730463267,0.08758408311918095,0.027070326111473572,0.01631315541793214,,
mkgw_mhyper_adamf,W-A,test,Query-soft,normalized_endpoint,0,0,3,tail,4274,0.511359065922624,0.5353762291517203,-0.02401716322909646,0.21268132896583997,0.32732802994852594,0.540009358914366,0.2306568612454934,0.04905640778478088,0.02503924455568442,,
mkgw_mhyper_adamf,W-A,test,Relation,raw_endpoint,1,3394,1,head,4274,0.18505047173330738,0.18471850074188265,0.00033197099142475133,0.05217594759007955,0.12821712681328964,0.1803930744033692,0.03884970136211446,0.0020270199821599264,0.0023589909735846778,,
mkgw_mhyper_adamf,W-A,test,Relation,raw_endpoint,0,3394,1,tail,4274,0.5330074370902096,0.5365019821247469,-0.0034945450345373608,0.03673373888628919,0.051240056153486195,0.08797379503977538,0.21063175275270243,0.007737291806779195,0.004242746772241834,,
mkgw_mhyper_adamf,W-A,test,Relation,raw_endpoint,0,3394,2,head,4274,0.18292067823430705,0.1837427902425047,-0.0008221120081976272,0.05708937763219467,0.12353766963032288,0.18062704726251755,0.04631910586834576,0.0026443289265035952,0.0018222169183059681,,
mkgw_mhyper_adamf,W-A,test,Relation,raw_endpoint,0,3394,2,tail,4274,0.5324401748618607,0.5339654534246362,-0.001525278562775542,0.03532990173139916,0.05030416471689284,0.085634066448292,0.17359441317095456,0.006133073558449729,0.0046077949956741865,,
mkgw_mhyper_adamf,W-A,test,Relation,raw_endpoint,0,3394,3,head,4274,0.1845607706697453,0.1840206811709998,0.000540089498745522,0.05264389330837623,0.12634534394010294,0.17898923724847918,0.038891571053797314,0.002047403717151239,0.002587493215896761,,
mkgw_mhyper_adamf,W-A,test,Relation,raw_endpoint,0,3394,3,tail,4274,0.5340553367628568,0.5353762291517203,-0.0013208923888636814,0.036499766027140855,0.051240056153486195,0.08773982218062705,0.18162573319453465,0.006629296766108424,0.005308404377244742,,
mkgw_mhyper_adamf,W-A,test,Relation,normalized_endpoint,1,3394,1,head,4274,0.18505047175126596,0.1847185007598412,0.00033197099142475133,0.05217594759007955,0.12821712681328964,0.1803930744033692,0.03884970136211446,0.0020270199821599264,0.0023589909735846778,,
mkgw_mhyper_adamf,W-A,test,Relation,normalized_endpoint,0,3394,1,tail,4274,0.5330074370902096,0.5365019821247469,-0.0034945450345373608,0.03673373888628919,0.051240056153486195,0.08797379503977538,0.21063175275270243,0.007737291806779195,0.004242746772241834,,
mkgw_mhyper_adamf,W-A,test,Relation,normalized_endpoint,0,3394,2,head,4274,0.18292067823430705,0.1837427902425047,-0.0008221120081976272,0.05708937763219467,0.12353766963032288,0.18062704726251755,0.04631910586834576,0.0026443289265035952,0.0018222169183059681,,
mkgw_mhyper_adamf,W-A,test,Relation,normalized_endpoint,0,3394,2,tail,4274,0.5324401748618607,0.5339654534246362,-0.001525278562775542,0.03532990173139916,0.05030416471689284,0.085634066448292,0.17359441317095456,0.006133073558449729,0.0046077949956741865,,
mkgw_mhyper_adamf,W-A,test,Relation,normalized_endpoint,0,3394,3,head,4274,0.1845607706697453,0.1840206811709998,0.000540089498745522,0.05264389330837623,0.12634534394010294,0.17898923724847918,0.038891571053797314,0.002047403717151239,0.002587493215896761,,
mkgw_mhyper_adamf,W-A,test,Relation,normalized_endpoint,0,3394,3,tail,4274,0.5340553367628568,0.5353762291517203,-0.0013208923888636814,0.036499766027140855,0.051240056153486195,0.08773982218062705,0.18162573319453465,0.006629296766108424,0.005308404377244742,,
mkgw_mhyper_adamf,W-A,test,Equal,raw_endpoint,0,0,1,head,4274,0.16589448721238984,0.18471850074188265,-0.018824013529492804,0.31516144127281237,0.5481984089845577,0.8633598502573702,0.10444670063837108,0.032917572709379,0.014093559179886198,,
mkgw_mhyper_adamf,W-A,test,Equal,raw_endpoint,0,0,1,tail,4274,0.499665070197499,0.5365019821247469,-0.03683691192724787,0.23654656059897053,0.3203088441740758,0.5568554047730463,0.25026154174431364,0.05919850694981307,0.022361595022565205,,
mkgw_mhyper_adamf,W-A,test,Equal,raw_endpoint,0,0,2,head,4274,0.17192911602001967,0.1837427902425047,-0.011813674222485028,0.29831539541413193,0.5519419747309312,0.8502573701450632,0.08999227737791061,0.02684608181020965,0.015032407587724622,,
mkgw_mhyper_adamf,W-A,test,Equal,raw_endpoint,0,0,2,tail,4274,0.5051109909839163,0.5339654534246362,-0.028854462440719836,0.2262517547964436,0.3263921385119326,0.5526438933083763,0.2337119343908425,0.05287773527279942,0.02402327283207958,,
mkgw_mhyper_adamf,W-A,test,Equal,raw_endpoint,0,0,3,head,4274,0.17268550019480453,0.1840206811709998,-0.011335180976195307,0.30252690687880207,0.5528778661675245,0.8554047730463267,0.09119287319033834,0.027588297855663895,0.016253116879468586,,
mkgw_mhyper_adamf,W-A,test,Equal,raw_endpoint,0,0,3,tail,4274,0.5045820830943298,0.5353762291517203,-0.030794146057390583,0.22484791764155357,0.33341132428638276,0.5582592419279364,0.24617520214206312,0.05535198157663142,0.024557835519240824,,
mkgw_mhyper_adamf,W-A,test,Equal,normalized_endpoint,0,0,1,head,4274,0.16589448721238984,0.1847185007598412,-0.01882401354745136,0.31516144127281237,0.5481984089845577,0.8633598502573702,0.10444670063837108,0.032917572709379,0.014093559161927642,,
mkgw_mhyper_adamf,W-A,test,Equal,normalized_endpoint,0,0,1,tail,4274,0.499665070197499,0.5365019821247469,-0.03683691192724787,0.23654656059897053,0.3203088441740758,0.5568554047730463,0.25026154174431364,0.05919850694981307,0.022361595022565205,,
mkgw_mhyper_adamf,W-A,test,Equal,normalized_endpoint,0,0,2,head,4274,0.17192911602001967,0.1837427902425047,-0.011813674222485028,0.29831539541413193,0.5519419747309312,0.8502573701450632,0.08999227737791061,0.02684608181020965,0.015032407587724622,,
mkgw_mhyper_adamf,W-A,test,Equal,normalized_endpoint,0,0,2,tail,4274,0.5051109909839163,0.5339654534246362,-0.028854462440719836,0.2262517547964436,0.3263921385119326,0.5526438933083763,0.2337119343908425,0.05287773527279942,0.02402327283207958,,
mkgw_mhyper_adamf,W-A,test,Equal,normalized_endpoint,0,0,3,head,4274,0.17268550019480453,0.1840206811709998,-0.011335180976195307,0.30252690687880207,0.5528778661675245,0.8554047730463267,0.09119287319033834,0.027588297855663895,0.016253116879468586,,
mkgw_mhyper_adamf,W-A,test,Equal,normalized_endpoint,0,0,3,tail,4274,0.5045820830943298,0.5353762291517203,-0.030794146057390583,0.22484791764155357,0.33341132428638276,0.5582592419279364,0.24617520214206312,0.05535198157663142,0.024557835519240824,,
mkgw_mhyper_adamf,W-A,test,RRF,raw_endpoint,0,0,1,head,4274,0.1556336231566732,0.18471850074188265,-0.02908487758520943,0.4270004679457183,0.46841366401497425,0.8954141319606925,0.11153269750210382,0.04762451402464658,0.018539636439437145,,
mkgw_mhyper_adamf,W-A,test,RRF,raw_endpoint,0,0,1,tail,4274,0.48077064672387776,0.5365019821247469,-0.055731335400869095,0.3245203556387459,0.3093121197941039,0.6338324754328498,0.2754608866242031,0.08939266489185063,0.03366132949098155,,
mkgw_mhyper_adamf,W-A,test,RRF,raw_endpoint,0,0,2,head,4274,0.16266830176034197,0.1837427902425047,-0.02107448848216272,0.4138979878334113,0.4726251754796444,0.8865231633130557,0.09783948464725019,0.04049556582615479,0.019421077343992076,,
mkgw_mhyper_adamf,W-A,test,RRF,raw_endpoint,0,0,2,tail,4274,0.4890067111571321,0.5339654534246362,-0.044958742267504084,0.3158633598502574,0.3058025269068788,0.6216658867571362,0.2493023439767109,0.07874547598702848,0.03378673371952439,,
mkgw_mhyper_adamf,W-A,test,RRF,raw_endpoint,0,0,3,head,4274,0.15953514317908854,0.1840206811709998,-0.024485537991911274,0.4216190921853065,0.470987365465606,0.8926064576509125,0.10211206964702037,0.04305239810573952,0.01856686011382825,,
mkgw_mhyper_adamf,W-A,test,RRF,raw_endpoint,0,0,3,tail,4274,0.4872110761206357,0.5353762291517203,-0.04816515303108477,0.31796911558259244,0.31048198408984556,0.628451099672438,0.25705366839679467,0.0817351275973898,0.033569974566305026,,
mkgw_mhyper_adamf,W-A,test,RRF,normalized_endpoint,0,0,1,head,4274,0.1556336231566732,0.1847185007598412,-0.029084877603167983,0.4270004679457183,0.46841366401497425,0.8954141319606925,0.11153269750210382,0.04762451402464658,0.018539636421478593,,
mkgw_mhyper_adamf,W-A,test,RRF,normalized_endpoint,0,0,1,tail,4274,0.48077064672387776,0.5365019821247469,-0.055731335400869095,0.3245203556387459,0.3093121197941039,0.6338324754328498,0.2754608866242031,0.08939266489185063,0.03366132949098155,,
mkgw_mhyper_adamf,W-A,test,RRF,normalized_endpoint,0,0,2,head,4274,0.16266830176034197,0.1837427902425047,-0.02107448848216272,0.4138979878334113,0.4726251754796444,0.8865231633130557,0.09783948464725019,0.04049556582615479,0.019421077343992076,,
mkgw_mhyper_adamf,W-A,test,RRF,normalized_endpoint,0,0,2,tail,4274,0.4890067111571321,0.5339654534246362,-0.044958742267504084,0.3158633598502574,0.3058025269068788,0.6216658867571362,0.2493023439767109,0.07874547598702848,0.03378673371952439,,
mkgw_mhyper_adamf,W-A,test,RRF,normalized_endpoint,0,0,3,head,4274,0.15953514317908854,0.1840206811709998,-0.024485537991911274,0.4216190921853065,0.470987365465606,0.8926064576509125,0.10211206964702037,0.04305239810573952,0.01856686011382825,,
mkgw_mhyper_adamf,W-A,test,RRF,normalized_endpoint,0,0,3,tail,4274,0.4872110761206357,0.5353762291517203,-0.04816515303108477,0.31796911558259244,0.31048198408984556,0.628451099672438,0.25705366839679467,0.0817351275973898,0.033569974566305026,,
db15k_mhyper_native,D-N,dev,Global,raw_endpoint,0,7922,1,head,7922,0.2449198432926271,0.2449198432926271,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_native,D-N,dev,Global,raw_endpoint,0,7922,1,tail,7922,0.5233389126052985,0.5233389126052985,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_native,D-N,dev,Global,raw_endpoint,0,7922,2,head,7922,0.24360565349243948,0.24360565349243948,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_native,D-N,dev,Global,raw_endpoint,0,7922,2,tail,7922,0.52046899143685,0.52046899143685,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_native,D-N,dev,Global,raw_endpoint,0,7922,3,head,7922,0.24201739790637478,0.24201739790637478,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_native,D-N,dev,Global,raw_endpoint,1,7922,3,tail,7922,0.521171279411065,0.521171279411065,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_native,D-N,dev,Global,normalized_endpoint,0,7922,1,head,7922,0.2449198432926271,0.2449198432926271,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_native,D-N,dev,Global,normalized_endpoint,0,7922,1,tail,7922,0.5233389126052985,0.5233389126052985,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_native,D-N,dev,Global,normalized_endpoint,0,7922,2,head,7922,0.24360565349243948,0.24360565349243948,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_native,D-N,dev,Global,normalized_endpoint,0,7922,2,tail,7922,0.52046899143685,0.52046899143685,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_native,D-N,dev,Global,normalized_endpoint,0,7922,3,head,7922,0.24201739790637478,0.24201739790637478,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_native,D-N,dev,Global,normalized_endpoint,1,7922,3,tail,7922,0.5211712962823227,0.5211712962823227,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_native,D-N,dev,ADC,raw_endpoint,0,6906,1,head,7922,0.24500656621713218,0.2449198432926271,8.672292450511398e-05,0.021964150467053776,0.0520070689219894,0.07397121938904318,0.032374287925757715,0.0007110737312650645,0.0007977966557701784,,
db15k_mhyper_native,D-N,dev,ADC,raw_endpoint,0,7874,1,tail,7922,0.5233463869198907,0.5233389126052985,7.474314592139351e-06,0.0011360767482958849,0.002145922746781116,0.003281999495077001,0.0033227917715914993,3.7749464711339927e-06,1.1249261063273343e-05,,
db15k_mhyper_native,D-N,dev,ADC,raw_endpoint,0,7603,2,head,7922,0.24383833851460818,0.24360565349243948,0.0002326850221686891,0.006437768240343348,0.016788689724816966,0.023226457965160312,0.014114459676352942,9.08656202340318e-05,0.00032355064240272095,,
db15k_mhyper_native,D-N,dev,ADC,raw_endpoint,0,7895,2,tail,7922,0.5205601958209125,0.52046899143685,9.120438406238701e-05,0.0007573844988639232,0.0011360767482958849,0.0018934612471598082,0.00490263289051147,3.7131781548938167e-06,9.491756221728083e-05,,
db15k_mhyper_native,D-N,dev,ADC,raw_endpoint,0,5581,3,head,7922,0.24204352729001458,0.24201739790637478,2.6129383639782147e-05,0.0522595304216107,0.1253471345619793,0.17760666498359,0.03515989989629207,0.0018374398582510624,0.0018635692418908446,,
db15k_mhyper_native,D-N,dev,ADC,raw_endpoint,1,7840,3,tail,7922,0.5211957398829319,0.521171279411065,2.4460471866858107e-05,0.0012623074981065387,0.0041656147437515775,0.005427922241858117,0.00347625017460772,4.3880966607014895e-06,2.8848568527559597e-05,,
db15k_mhyper_native,D-N,dev,ADC,normalized_endpoint,0,6906,1,head,7922,0.24500656621713218,0.2449198432926271,8.672292450511398e-05,0.021964150467053776,0.0520070689219894,0.07397121938904318,0.032374287925757715,0.0007110737312650645,0.0007977966557701784,,
db15k_mhyper_native,D-N,dev,ADC,normalized_endpoint,0,7874,1,tail,7922,0.5233463869198907,0.5233389126052985,7.474314592139351e-06,0.0011360767482958849,0.002145922746781116,0.003281999495077001,0.0033227917715914993,3.7749464711339927e-06,1.1249261063273343e-05,,
db15k_mhyper_native,D-N,dev,ADC,normalized_endpoint,0,7603,2,head,7922,0.24383833851460818,0.24360565349243948,0.0002326850221686891,0.006437768240343348,0.016788689724816966,0.023226457965160312,0.014114459676352942,9.08656202340318e-05,0.00032355064240272095,,
db15k_mhyper_native,D-N,dev,ADC,normalized_endpoint,0,7895,2,tail,7922,0.5205601958209125,0.52046899143685,9.120438406238701e-05,0.0007573844988639232,0.0011360767482958849,0.0018934612471598082,0.00490263289051147,3.7131781548938167e-06,9.491756221728083e-05,,
db15k_mhyper_native,D-N,dev,ADC,normalized_endpoint,0,5581,3,head,7922,0.24204352729001458,0.24201739790637478,2.6129383639782147e-05,0.0522595304216107,0.1253471345619793,0.17760666498359,0.03515989989629207,0.0018374398582510624,0.0018635692418908446,,
db15k_mhyper_native,D-N,dev,ADC,normalized_endpoint,1,7840,3,tail,7922,0.5211957567541896,0.5211712962823227,2.4460471866858107e-05,0.0012623074981065387,0.0041656147437515775,0.005427922241858117,0.00347625017460772,4.3880966607014895e-06,2.8848568527559597e-05,,
db15k_mhyper_native,D-N,dev,Query-soft,raw_endpoint,0,0,1,head,7922,0.2365770062779566,0.2449198432926271,-0.008342837014670453,0.37174955819237565,0.4231254733653118,0.7948750315576875,0.0760223874749863,0.02826128895655575,0.0199184519418853,,
db15k_mhyper_native,D-N,dev,Query-soft,raw_endpoint,0,0,1,tail,7922,0.5011050856816409,0.5233389126052985,-0.022233826923657662,0.24589750063115376,0.2782125725826811,0.5241100732138348,0.1837337822855005,0.045179677845513126,0.02294585092185546,,
db15k_mhyper_native,D-N,dev,Query-soft,raw_endpoint,0,0,2,head,7922,0.23993834582248277,0.24360565349243948,-0.003667307669956698,0.3423377934864933,0.44673062357990406,0.7890684170663974,0.07264563910918222,0.024869347799053542,0.021202040129096846,,
db15k_mhyper_native,D-N,dev,Query-soft,raw_endpoint,0,0,2,tail,7922,0.5065798799174789,0.52046899143685,-0.013889111519371208,0.20752335268871497,0.2913405705629891,0.4988639232517041,0.1727002637979429,0.03583933775357462,0.021950226234203406,,
db15k_mhyper_native,D-N,dev,Query-soft,raw_endpoint,0,0,3,head,7922,0.23288477825975715,0.24201739790637478,-0.009132619646617615,0.3776824034334764,0.4295632416056551,0.8072456450391315,0.0866238063725802,0.03271628738535218,0.023583667738734566,,
db15k_mhyper_native,D-N,dev,Query-soft,raw_endpoint,0,0,3,tail,7922,0.4958398246310581,0.521171279411065,-0.02533145478000694,0.2479171926281242,0.2972734158040899,0.5451906084322141,0.20731242410738587,0.051396314181634165,0.026064859401627224,,
db15k_mhyper_native,D-N,dev,Query-soft,normalized_endpoint,0,0,1,head,7922,0.2365770062779566,0.2449198432926271,-0.008342837014670453,0.37174955819237565,0.4231254733653118,0.7948750315576875,0.0760223874749863,0.02826128895655575,0.0199184519418853,,
db15k_mhyper_native,D-N,dev,Query-soft,normalized_endpoint,0,0,1,tail,7922,0.5011050856816409,0.5233389126052985,-0.022233826923657662,0.24589750063115376,0.2782125725826811,0.5241100732138348,0.1837337822855005,0.045179677845513126,0.02294585092185546,,
db15k_mhyper_native,D-N,dev,Query-soft,normalized_endpoint,0,0,2,head,7922,0.23993834582248277,0.24360565349243948,-0.003667307669956698,0.3423377934864933,0.44673062357990406,0.7890684170663974,0.07264563910918222,0.024869347799053542,0.021202040129096846,,
db15k_mhyper_native,D-N,dev,Query-soft,normalized_endpoint,0,0,2,tail,7922,0.5065798799174789,0.52046899143685,-0.013889111519371208,0.20752335268871497,0.2913405705629891,0.4988639232517041,0.1727002637979429,0.03583933775357462,0.021950226234203406,,
db15k_mhyper_native,D-N,dev,Query-soft,normalized_endpoint,0,0,3,head,7922,0.23288477825975715,0.24201739790637478,-0.009132619646617615,0.3776824034334764,0.4295632416056551,0.8072456450391315,0.0866238063725802,0.03271628738535218,0.023583667738734566,,
db15k_mhyper_native,D-N,dev,Query-soft,normalized_endpoint,0,0,3,tail,7922,0.4958398246310581,0.5211712962823227,-0.0253314716512646,0.2479171926281242,0.2972734158040899,0.5451906084322141,0.20731242410738587,0.051396314181634165,0.026064842530369562,,
db15k_mhyper_native,D-N,dev,Relation,raw_endpoint,0,4333,1,head,7922,0.2487559855372661,0.2449198432926271,0.003836142244639007,0.11550113607674829,0.22241858116637211,0.3379197172431204,0.04329732638648672,0.005000890386724988,0.008837032631363994,,
db15k_mhyper_native,D-N,dev,Relation,raw_endpoint,0,4333,1,tail,7922,0.5261286944010339,0.5233389126052985,0.0027897817957353763,0.09391567785912648,0.15122443827316334,0.24514011613228984,0.09219884653513084,0.008658917170176389,0.011448698965911767,,
db15k_mhyper_native,D-N,dev,Relation,raw_endpoint,0,4333,2,head,7922,0.24730864474900335,0.24360565349243948,0.0037029912565638905,0.11019944458470084,0.2249431961625852,0.33514264074728606,0.042259888978238666,0.004657016293613022,0.008360007550176912,,
db15k_mhyper_native,D-N,dev,Relation,raw_endpoint,0,4333,2,tail,7922,0.5229908472109795,0.52046899143685,0.002521855774129415,0.08381721787427417,0.15766220651350668,0.24147942438778086,0.09921866453624793,0.008316232422629211,0.010838088196758626,,
