pair,label,split,method,convention,changed_rows,endpoint_rows,seed,direction,n,mrr,global_mrr,delta_mrr,harm_rate,benefit_rate,rank_change_rate,conditional_loss,mean_loss,mean_gain,action_rate,mean_abs_alpha_deviation
mkgw_mhyper_native,W-N,dev,Query-soft,normalized_endpoint,0,0,3,head,4276,0.19662109793807642,0.19591321613478416,0.000707881803292268,0.20603367633302153,0.46492048643592143,0.6709541627689429,0.022492166531410774,0.004634143759161106,0.005342025562453373,,
mkgw_mhyper_native,W-N,dev,Query-soft,normalized_endpoint,0,0,3,tail,4276,0.5191789073469355,0.5155132337957664,0.003665673551169012,0.1148269410664172,0.16019644527595883,0.27502338634237605,0.04848886549081241,0.005567828100090948,0.00923350165125996,,
mkgw_mhyper_native,W-N,dev,Relation,raw_endpoint,0,543,1,head,4276,0.2014638164827218,0.19429153782097075,0.007172278661751068,0.3409728718428438,0.4204864359214219,0.7614593077642656,0.018967925960340082,0.006467548187599588,0.013639826849350655,,
mkgw_mhyper_native,W-N,dev,Relation,raw_endpoint,0,543,1,tail,4276,0.5317569533034888,0.5213228763889308,0.01043407691455783,0.17984097287184284,0.2731524789522919,0.4529934518241347,0.08180073203599474,0.014711123230982216,0.025145200145540045,,
mkgw_mhyper_native,W-N,dev,Relation,raw_endpoint,0,543,2,head,4276,0.19929256274671,0.19144519484794112,0.007847367898768848,0.33886810102899906,0.42586529466791395,0.764733395696913,0.019769340776362367,0.0066991989674810735,0.014546566866249921,,
mkgw_mhyper_native,W-N,dev,Relation,raw_endpoint,0,543,2,tail,4276,0.5305460739098822,0.5195024163656786,0.011043657544203446,0.181244153414406,0.27338634237605236,0.4546304957904584,0.0752426013769134,0.013637281587256286,0.02468093913145973,,
mkgw_mhyper_native,W-N,dev,Relation,raw_endpoint,0,543,3,head,4276,0.20244664366965037,0.19591321613478416,0.006533427534866222,0.33419083255378856,0.42726847521047706,0.7614593077642656,0.022450180390896846,0.0075026444758165564,0.014036072010682781,,
mkgw_mhyper_native,W-N,dev,Relation,raw_endpoint,1,543,3,tail,4276,0.5257644848864509,0.5155132337957664,0.010251251090684395,0.18685687558465855,0.274555659494855,0.4614125350795136,0.09712729085185008,0.0181489021025791,0.02840015319326349,,
mkgw_mhyper_native,W-N,dev,Relation,normalized_endpoint,0,543,1,head,4276,0.2014638164827218,0.19429153782097075,0.007172278661751068,0.3409728718428438,0.4204864359214219,0.7614593077642656,0.018967925960340082,0.006467548187599588,0.013639826849350655,,
mkgw_mhyper_native,W-N,dev,Relation,normalized_endpoint,0,543,1,tail,4276,0.5317569533034888,0.5213228763889308,0.01043407691455783,0.17984097287184284,0.2731524789522919,0.4529934518241347,0.08180073203599474,0.014711123230982216,0.025145200145540045,,
