dataset,pair_id,representation,learner,scope,value,count,oof_mrr,fold_specific_global_mrr,delta_mrr,clustered_ci95_low,clustered_ci95_high,headroom_recovery,negative_transfer_rate,positive_gain_rate,changed_rate,spearman_pred_u_actual_u,positive_ap,positive_prevalence,positive_ap_lift,harmful_ap,harmful_prevalence,harmful_ap_lift,positive_vs_harmful_auroc
mkg_y,mkg_y_mhyper_native,X4,hist_gbdt,direction,head,7995,0.33575967261540746,0.3335641516641348,0.0021955209512727306,3.979805365987776e-05,0.004399105065291363,0.0595868628686531,0.15909943714821764,0.10318949343339587,0.48980612883051905,0.03758590166429573,0.20781783165987555,0.23762351469668544,-0.029805683036809888,0.43128402453834,0.41652908067542216,0.014754943862917869,0.49079782814864226
mkg_y,mkg_y_mhyper_native,X4,hist_gbdt,direction,tail,7995,0.3502956297712305,0.34508179541543604,0.0052138343557944795,0.0033326804991337246,0.007166834991661847,0.14150447191064192,0.19412132582864292,0.16873045653533458,0.632895559724828,0.05609481106515605,0.2084032337349197,0.24275171982489055,-0.03434848608997085,0.4229166612772565,0.4065853658536585,0.016331295423598013,0.5003738725271624
mkg_y,mkg_y_mhyper_native,X4,hist_gbdt,seed,1,5330,0.3456543667291283,0.3410742194726514,0.004580147256476913,0.0024140088156971063,0.006737340908616334,0.12430608158474615,0.17692307692307693,0.13771106941838648,0.5622889305816136,0.05460118606196304,0.20872658647317138,0.23873358348968104,-0.030006997016509662,0.42879108909689306,0.41304878048780486,0.015742308609088207,0.500091443456003
mkg_y,mkg_y_mhyper_native,X4,hist_gbdt,seed,2,5330,0.3437672325381423,0.3402508608734486,0.0035163716646936785,0.0013950505029617058,0.005678695872378999,0.09543500646525672,0.17579737335834897,0.12626641651031895,0.5534709193245778,0.050005563593428975,0.20561407520925484,0.23846153846153847,-0.03284746325228363,0.430666525815332,0.4118761726078799,0.018790353207452093,0.4961319813020184
mkg_y,mkg_y_mhyper_native,X4,hist_gbdt,seed,3,5330,0.33966135431268646,0.33664384027325617,0.003017514039430224,0.0005673588001926446,0.005476715816952231,0.08189591411893965,0.1771106941838649,0.14390243902439023,0.5682926829268292,0.04331036284157268,0.21147439108954041,0.24336772983114446,-0.03189333874160405,0.4219685119560357,0.4097467166979362,0.012221795258099466,0.4930665442594685
mkg_y,mkg_y_mhyper_native,X4,hist_gbdt,seed_x_direction,1_head,2665,0.34011141979787746,0.3366052262972359,0.003506193500641611,0.00022815297444690196,0.00684488772279675,0.09515876912610784,0.1553470919324578,0.11031894934333959,0.4926829268292683,0.0539259881739887,0.21201809602028646,0.2373921200750469,-0.02537402405476044,0.43907931301892067,0.4177861163227017,0.021293196696218986,0.5019788789349847
mkg_y,mkg_y_mhyper_native,X4,hist_gbdt,seed_x_direction,1_tail,2665,0.35119731366037915,0.3455432126480669,0.005654101012312216,0.0027891839567837735,0.008662805727394342,0.15345339404338448,0.19849906191369607,0.1651031894934334,0.6318949343339587,0.05167292125968485,0.20606533551667885,0.2400750469043152,-0.03400971138763634,0.4191888334963777,0.4083114446529081,0.010877388843469615,0.49785688057557503
mkg_y,mkg_y_mhyper_native,X4,hist_gbdt,seed_x_direction,2_head,2665,0.3366547941871749,0.33474436399409446,0.0019104301930804564,-0.0012626311077535363,0.005187923039133081,0.05184944460185144,0.15722326454033772,0.08705440900562852,0.4724202626641651,0.02956770467875892,0.20234895298600444,0.23296435272045027,-0.030615399734445825,0.42919984327466737,0.41908067542213884,0.010119167852528532,0.4865480862858196
mkg_y,mkg_y_mhyper_native,X4,hist_gbdt,seed_x_direction,2_tail,2665,0.3508796708891096,0.3457573577528027,0.0051223131363069005,0.002232356922623507,0.00805600127077504,0.139020568328662,0.19437148217636022,0.16547842401500937,0.6345215759849906,0.06347977001734634,0.20816258621572215,0.24395872420262665,-0.03579613798690451,0.43215563515240674,0.404671669793621,0.027483965358785722,0.5027417040573029
mkg_y,mkg_y_mhyper_native,X4,hist_gbdt,seed_x_direction,3_head,2665,0.33051280386116993,0.32934286470107377,0.0011699391600961248,-0.002395291103074719,0.004747123125888406,0.03175237487800003,0.1647279549718574,0.11219512195121951,0.5043151969981239,0.02897912940840283,0.2104329533909035,0.2425140712945591,-0.03208111790365559,0.42607596778045936,0.4127204502814259,0.013355517499033465,0.4839359754576313
mkg_y,mkg_y_mhyper_native,X4,hist_gbdt,seed_x_direction,3_tail,2665,0.3488099047642029,0.34394481584543857,0.004865088918764323,0.0017579463378683449,0.00798505745971107,0.1320394533598793,0.1894934333958724,0.17560975609756097,0.6322701688555347,0.05322521523245506,0.21160353560759926,0.24422138836772983,-0.03261785276013057,0.4181477085393234,0.40677298311444654,0.011374725424876886,0.5006028844491929
