representation,outer_fold,config_id,hidden_width,learning_rate,negative_weight,count,mae,smooth_l1,spearman,positive_prevalence,positive_auprc,positive_auprc_lift,positive_auroc,harmful_prevalence,harmful_auprc,harmful_auprc_lift,harmful_auroc
C3,1,w32_lr1e-4_neg1p0,32,0.0001,1.0,102690,0.03835828871407922,0.03211552224360039,0.002078902464552967,0.28888888888888886,0.2871433349348089,-0.001745553954079937,0.5037467456758425,0.3131074106534229,0.30431083845846096,-0.008796572194961938,0.49667512378230855
C3,1,w32_lr1e-4_neg1p5,32,0.0001,1.5,102690,0.03735266506404233,0.03133987471339161,0.016231264937730864,0.28888888888888886,0.29689266349429994,0.008003774605411074,0.514178105933468,0.3131074106534229,0.31337876724068187,0.00027135658725896405,0.5040357772085066
C3,1,w32_lr1e-4_neg2p0,32,0.0001,2.0,102690,0.03819785111816037,0.03196404507574087,0.015901450771636304,0.28888888888888886,0.29039446815469083,0.0015055792658019707,0.509520763296604,0.3131074106534229,0.31151167053931866,-0.0015957401141042382,0.5057038498562949
C3,1,w32_lr1e-4_neg3p0,32,0.0001,3.0,102690,0.037009221873758075,0.031072206634279363,0.015039374684306382,0.28888888888888886,0.29755527248675856,0.008666383597869698,0.5238979935570148,0.3131074106534229,0.2998353367093352,-0.013272073944087692,0.48864186738689447
C3,1,w32_lr3e-4_neg1p0,32,0.0003,1.0,102690,0.034288138259199234,0.029677294468981534,0.015183371583691221,0.28888888888888886,0.2940722231026506,0.0051833342137617144,0.5118579277809598,0.3131074106534229,0.3135481424514779,0.00044073179805498297,0.5032239534196762
C3,1,w32_lr3e-4_neg1p5,32,0.0003,1.5,102690,0.0342954069180079,0.029639088058756806,0.02065453273982976,0.28888888888888886,0.29416154876037004,0.005272659871481178,0.5123346559376247,0.3131074106534229,0.3135037483765024,0.00039633772307950954,0.5068946758651578
C3,1,w32_lr3e-4_neg2p0,32,0.0003,2.0,102690,0.03408486455029417,0.029536110546773547,0.016975465577492476,0.28888888888888886,0.29560842216430616,0.0067195332754173,0.5129549236299542,0.3131074106534229,0.3097487527947281,-0.0033586578586948246,0.4986108639260957
C3,1,w32_lr3e-4_neg3p0,32,0.0003,3.0,102690,0.03516992870645462,0.030125764473370144,0.022176796983535137,0.28888888888888886,0.3060928847585482,0.017203995869659316,0.5367418013820003,0.3131074106534229,0.29859625756774616,-0.014511153085676742,0.4833054995678149
C3,1,w32_lr1e-3_neg1p0,32,0.001,1.0,102690,0.032150540482141166,0.02898448689519305,0.03881428411449755,0.28888888888888886,0.30422890483004145,0.015340015941152585,0.5223903377409007,0.3131074106534229,0.3273917738101698,0.014284363156746915,0.51611495553987
C3,1,w32_lr1e-3_neg1p5,32,0.001,1.5,102690,0.03252412777591568,0.029043920463602987,0.03744280255152857,0.28888888888888886,0.30633674189260746,0.017447853003718594,0.5333643833274848,0.3131074106534229,0.31161275709873715,-0.0014946535546857542,0.5010552818151954
C3,1,w32_lr1e-3_neg2p0,32,0.001,2.0,102690,0.03281283962275304,0.02910987055546976,0.03886555203019765,0.28888888888888886,0.31308830936065546,0.024199420471766597,0.5407096380289956,0.3131074106534229,0.3082809876401027,-0.004826423013320202,0.4927049515402733
C3,1,w32_lr1e-3_neg3p0,32,0.001,3.0,102690,0.03398748809126222,0.029465819713426766,0.0343896873523245,0.28888888888888886,0.31608045560377285,0.027191566714883986,0.5487837856100135,0.3131074106534229,0.30182471363352337,-0.011282697019899535,0.4822728317469295
C3,1,w64_lr1e-4_neg1p0,64,0.0001,1.0,102690,0.036911554572713536,0.031082084526595118,0.014151278710619532,0.28888888888888886,0.2884821293280671,-0.0004067595608217567,0.506139799152593,0.3131074106534229,0.31393329081423527,0.0008258801608123645,0.5053777772049518
C3,1,w64_lr1e-4_neg1p5,64,0.0001,1.5,102690,0.03628092318693455,0.030664271013426336,0.01721435182035377,0.28888888888888886,0.29216304446504743,0.003274155576158566,0.5104947631099215,0.3131074106534229,0.3136071655127322,0.0004997548593093093,0.5064246341079597
C3,1,w64_lr1e-4_neg2p0,64,0.0001,2.0,102690,0.03676489063971636,0.030936025743409302,0.006706683060099315,0.28888888888888886,0.28882792363409504,-6.096525479382109e-05,0.5108715138847472,0.3131074106534229,0.30384150722364905,-0.009265903429773847,0.49303657275081914
C3,1,w64_lr1e-4_neg3p0,64,0.0001,3.0,102690,0.037565283991074505,0.03147362230036262,0.015004605585827658,0.28888888888888886,0.2934214441170658,0.0045325552281769155,0.5223546651976728,0.3131074106534229,0.3019806098195341,-0.011126800833888784,0.4901935252307972
C3,1,w64_lr3e-4_neg1p0,64,0.0003,1.0,102690,0.03418793273201735,0.029597160750467227,0.030140731214389673,0.28888888888888886,0.29977823079698873,0.01088934190809987,0.521370455028517,0.3131074106534229,0.3150342964280241,0.0019268857746012058,0.5087568845923156
C3,1,w64_lr3e-4_neg1p5,64,0.0003,1.5,102690,0.03428823678559008,0.029670505776707032,0.024905992758547595,0.28888888888888886,0.2998353670365346,0.01094647814764571,0.5254319357655163,0.3131074106534229,0.30823297119785964,-0.004874439455563262,0.498440286074947
C3,1,w64_lr3e-4_neg2p0,64,0.0003,2.0,102690,0.03432728012427278,0.029651017530565968,0.016572391588229797,0.28888888888888886,0.296075532838881,0.007186643949992133,0.5232676835349568,0.3131074106534229,0.3039108874180679,-0.009196523235355025,0.4907570917805604
C3,1,w64_lr3e-4_neg3p0,64,0.0003,3.0,102690,0.035362880973618005,0.030112800916006557,0.020215525356309598,0.28888888888888886,0.3024813535869538,0.013592464698064965,0.5320143027665355,0.3131074106534229,0.30049224566144517,-0.012615164991977734,0.4862728008189148
C3,1,w64_lr1e-3_neg1p0,64,0.001,1.0,102690,0.03294811329780381,0.029154634381673608,0.034238956656493194,0.28888888888888886,0.29431797888678773,0.005429089997898873,0.5134563527788018,0.3131074106534229,0.3221542170975635,0.009046806444140576,0.5198277046616628
C3,1,w64_lr1e-3_neg1p5,64,0.001,1.5,102690,0.03363961603722967,0.02937169232012561,0.03615169285542951,0.28888888888888886,0.2992598727385774,0.010370983849688542,0.5187971769309176,0.3131074106534229,0.3192127043293245,0.006105293675901624,0.5131311009842665
C3,1,w64_lr1e-3_neg2p0,64,0.001,2.0,102690,0.03368794614301521,0.029408213327556103,0.028252607468447512,0.28888888888888886,0.2975438876991854,0.008654998810296521,0.5221527416665254,0.3131074106534229,0.3136039601175561,0.0004965494641331891,0.504906539667989
C3,1,w64_lr1e-3_neg3p0,64,0.001,3.0,102690,0.03461416899125279,0.029782014466525855,0.027715308279286192,0.28888888888888886,0.3038766629192411,0.01498777403035223,0.5346791329367484,0.3131074106534229,0.30429952192985615,-0.008807888723566748,0.49064521119540994
C3,1,w128_lr1e-4_neg1p0,128,0.0001,1.0,102690,0.035240638720624225,0.030078364727097944,0.025730709819250526,0.28888888888888886,0.2951713529021361,0.006282464013247224,0.5175182445796771,0.3131074106534229,0.31341861878009913,0.0003112081266762323,0.5077664709633604
C3,1,w128_lr1e-4_neg1p5,128,0.0001,1.5,102690,0.03655211120973078,0.030810353263679504,0.017324174129080713,0.28888888888888886,0.2929103177634269,0.004021428874538047,0.5164483376323891,0.3131074106534229,0.307468809536432,-0.005638601116990882,0.49883339801118837
C3,1,w128_lr1e-4_neg2p0,128,0.0001,2.0,102690,0.036816711025727325,0.030994134212448184,0.021100666613801916,0.28888888888888886,0.2933790842072112,0.004490195318322343,0.5171614429817171,0.3131074106534229,0.30854684625965373,-0.004560564393769173,0.5004965279262474
C3,1,w128_lr1e-4_neg3p0,128,0.0001,3.0,102690,0.037566872854431436,0.03148941199471354,0.02272716312700309,0.28888888888888886,0.2975353513850756,0.008646462496186724,0.5251880795645212,0.3131074106534229,0.30463494152487747,-0.008472469128545435,0.49636887453156964
C3,1,w128_lr3e-4_neg1p0,128,0.0003,1.0,102690,0.03430953225053922,0.029637090546134708,0.023928190810447045,0.28888888888888886,0.2927939003154885,0.0039050114265996583,0.510429458192829,0.3131074106534229,0.3199729834496359,0.006865572796212971,0.5131295414440646
C3,1,w128_lr3e-4_neg1p5,128,0.0003,1.5,102690,0.034424101504022496,0.02965609704477253,0.031141079404839435,0.28888888888888886,0.2940763651956665,0.0051874763067776275,0.5138871269484308,0.3131074106534229,0.31797186294137697,0.004864452287954069,0.5137651790776473
C3,1,w128_lr3e-4_neg2p0,128,0.0003,2.0,102690,0.034647060315588875,0.029766799810975107,0.029008205382108788,0.28888888888888886,0.3108369035968959,0.021948014708007058,0.5324396400913223,0.3131074106534229,0.30541525777704337,-0.007692152876379532,0.495277483650764
C3,1,w128_lr3e-4_neg3p0,128,0.0003,3.0,102690,0.03586814677012529,0.030381133470941013,0.025054879317538678,0.28888888888888886,0.313078586704436,0.02418969781554714,0.5415485224618486,0.3131074106534229,0.29829774952513566,-0.014809661128287244,0.481269835975141
C3,1,w128_lr1e-3_neg1p0,128,0.001,1.0,102690,0.03435067403165517,0.02961151089141728,0.024786323242364076,0.28888888888888886,0.30051195873649905,0.01162306984761019,0.5252523250862229,0.3131074106534229,0.3081795251596623,-0.004927885493760609,0.49823204226351653
C3,1,w128_lr1e-3_neg1p5,128,0.001,1.5,102690,0.03455958961092083,0.029733666499016136,0.028272838350734047,0.28888888888888886,0.2952766373703493,0.0063877484814604535,0.5170031577700768,0.3131074106534229,0.31425692857541837,0.0011495179219954688,0.5087736270522466
C3,1,w128_lr1e-3_neg2p0,128,0.001,2.0,102690,0.03487532160598624,0.02991545155268765,0.030321533551767747,0.28888888888888886,0.29567856400378634,0.0067896751148974754,0.5188804160963872,0.3131074106534229,0.3158425946617732,0.002735184008350322,0.5081482767842902
C3,1,w128_lr1e-3_neg3p0,128,0.001,3.0,102690,0.03640483858620767,0.030837483736586672,0.031245053184052185,0.28888888888888886,0.3169189394424194,0.028030050553530528,0.5482003214058824,0.3131074106534229,0.29668031091621416,-0.01642709973720874,0.48033583034649896
C3,2,w32_lr1e-4_neg1p0,32,0.0001,1.0,102480,0.041693096555658324,0.034754533678071305,0.01196316171604554,0.292339968774395,0.2908412659184732,-0.0014987028559217963,0.509057997313859,0.3108801717408275,0.3091447339969493,-0.0017354377438781876,0.5020705202914607
C3,2,w32_lr1e-4_neg1p5,32,0.0001,1.5,102480,0.0395840092669282,0.03299923046130283,0.0036615041832380665,0.292339968774395,0.28987201473481383,-0.002467954039581166,0.5011496706176037,0.3108801717408275,0.30675156815488774,-0.00412860358593975,0.5023364781828488
C3,2,w32_lr1e-4_neg2p0,32,0.0001,2.0,102480,0.04121763141861916,0.034317422638603955,0.01254904191277823,0.292339968774395,0.29469900444464814,0.00235903567025314,0.510082021064351,0.3108801717408275,0.30848656506055583,-0.002393606680271665,0.5026573870527528
