outer_fold,count,training_gain,positive_gain_rate,negative_transfer_rate
1,20538,0.009648165958850752,0.26872139448826565,0.11792774369461487
2,20496,0.011652371821804678,0.319672131147541,0.1297326307572209
3,20514,0.006078311847362604,0.37398849566149944,0.15677098566832406
4,20502,0.009100203421947447,0.34869768803043605,0.15218027509511267
5,20574,0.009650624894453947,0.3504909108583649,0.1482453582191115
