pair,label,split,method,seed,direction,n,mrr,utility,harm_rate,mean_loss,action_rate,mean_movement,full_minus_method
mkgw_mhyper_native,W-N,test,Low-A-gap,2,head,4274,0.1940165964437699,0.002740092330376625,0.19045390734674777,0.0031665876148859553,0.673373888628919,0.08888628919045391,-0.0007123727704503829
mkgw_mhyper_native,W-N,test,Low-A-gap,2,tail,4274,0.5352722322494138,-0.00032487230517170684,0.1743097800655124,0.00914694649874333,0.6523163313055685,0.07945718296677581,0.003711996685376754
mkgw_mhyper_native,W-N,test,Low-A-gap,3,head,4274,0.19233204849594676,-0.0007853966990321265,0.19677117454375292,0.005009611441787278,0.6927936359382312,0.11254094525035098,0.0007013445664574607
mkgw_mhyper_native,W-N,test,Low-A-gap,3,tail,4274,0.5362460123075474,0.002237932021755204,0.114646700982686,0.005592394660981246,0.5418811417875526,0.05428170332241458,0.003437409561410714
mkgw_mhyper_native,W-N,test,Gap-agree,1,head,4274,0.195815421911679,0.0017901511349044375,0.16963032288254562,0.0036023040507378087,0.5671502105755732,0.10167290594291063,-0.00038403203993021205
mkgw_mhyper_native,W-N,test,Gap-agree,1,tail,4274,0.5418761284048829,0.00190979738651711,0.13593823116518483,0.006280920291730052,0.6722040243331774,0.10912494150678519,0.0003578421394420438
mkgw_mhyper_native,W-N,test,Gap-agree,2,head,4274,0.19390121731621465,0.00262471320282138,0.1780533458118858,0.0022467132289319975,0.5783809078146935,0.08750584932147872,-0.0005969936428951387
mkgw_mhyper_native,W-N,test,Gap-agree,2,tail,4274,0.5377994926972441,0.0022023881426585686,0.17711745437529247,0.007269958711309755,0.7473093121197941,0.12938699110903132,0.0011847362375464788
mkgw_mhyper_native,W-N,test,Gap-agree,3,head,4274,0.1932833822726222,0.0001659370776433119,0.17103416003743566,0.003676298178467314,0.5671502105755732,0.10005849321478708,-0.0002499892102179776
mkgw_mhyper_native,W-N,test,Gap-agree,3,tail,4274,0.53909491127129,0.005086830985497628,0.128451099672438,0.006392279520409257,0.6675245671502106,0.10813055685540474,0.000588510597668291
mkgw_mhyper_native,W-N,test,Random-shape,1,head,4274,0.19533153530321587,0.0013062645264413047,0.18231487109312303,0.004768521887500341,0.6731399157697707,0.13431211979410393,9.985456853292058e-05
mkgw_mhyper_native,W-N,test,Random-shape,1,tail,4274,0.5419015972809236,0.0019352662625577598,0.10151943863194085,0.006276083079434304,0.5662143191389799,0.10866869443144593,0.00033237326340139473
mkgw_mhyper_native,W-N,test,Random-shape,2,head,4274,0.1935053936049011,0.002228889491507813,0.18376348836505182,0.00320723152882554,0.6312587739822182,0.10760411792232102,-0.0002011699315815709
