outer_fold,count,training_gain,positive_gain_rate,negative_transfer_rate
1,38052,4.0993300736028344e-05,0.25982865552401974,0.12703668663933565
2,38046,0.00012324645274358368,0.26142038584870947,0.12395521211165432
3,38016,2.6736697630674467e-05,0.2619423400673401,0.12826178451178452
4,37992,7.975831663380098e-05,0.260949673615498,0.1277374184038745
5,38022,-2.3611929951336e-06,0.26292672663194994,0.12687391510178317
