outer_fold,selected_config_index,selected_config,inner_probe_delta_mrr,inner_spearman,fold_global_alpha
1,1,"{""alpha"": 0.0001, ""epsilon"": 0.1, ""max_iter"": 80}",9.491106621366646e-06,0.17140800020826039,1.0
2,1,"{""alpha"": 0.0001, ""epsilon"": 0.1, ""max_iter"": 80}",0.0001656686646953427,0.17661483309455825,1.0
3,0,"{""alpha"": 1e-05, ""epsilon"": 0.1, ""max_iter"": 80}",8.239603815886442e-05,0.17153038731586015,1.0
4,0,"{""alpha"": 1e-05, ""epsilon"": 0.1, ""max_iter"": 80}",5.821573151403716e-05,0.16885850383616827,1.0
5,1,"{""alpha"": 0.0001, ""epsilon"": 0.1, ""max_iter"": 80}",-2.686951458030229e-05,0.17184618346187264,1.0
