split,dataset,pair,scope,seed,direction,magnitude_bucket,bucket_order,n,observation_rate,delta_mrr_contribution,mean_delta_rr_within_bucket,harm_rate,mean_harm,mean_benefit,n_harmful,n_beneficial,n_unchanged
dev,MKG-W,M-Hyper + NativE,direction,pooled,head,"(0.10,0.20]",3,1405,0.109526036794512,0.0009654093821921686,0.008814428152854903,0.11886120996441281,0.02798442514433764,0.08361603212679178,167,204,1034
dev,MKG-W,M-Hyper + NativE,direction,pooled,head,>0.20,4,0,0.0,0.0,,,,,0,0,0
dev,MKG-W,M-Hyper + NativE,direction,pooled,tail,0,0,2236,0.17430620517617712,0.0,0.0,0.0,,,0,0,2236
dev,MKG-W,M-Hyper + NativE,direction,pooled,tail,"(0,0.05]",1,3296,0.25693794823822885,0.0005309931943617278,0.0020666203571821132,0.1941747572815534,0.02635587475504974,0.02133273922567935,640,1110,1546
dev,MKG-W,M-Hyper + NativE,direction,pooled,tail,"(0.05,0.10]",2,2079,0.16206735266604302,0.0008957239868360673,0.005526862579669586,0.2222222222222222,0.04516940496344335,0.05032443607502939,462,643,974
dev,MKG-W,M-Hyper + NativE,direction,pooled,tail,"(0.10,0.20]",3,5217,0.406688493919551,0.004979709955985237,0.01224453120862155,0.059421123250910486,0.09997574714449524,0.30118159025451474,310,315,4592
dev,MKG-W,M-Hyper + NativE,direction,pooled,tail,>0.20,4,0,0.0,0.0,,,,,0,0,0
dev,MKG-W,M-Hyper + AdaMF-MAT,pair,pooled,pooled,0,0,16210,0.6318210165263486,0.0,0.0,0.0,,,0,0,16210
dev,MKG-W,M-Hyper + AdaMF-MAT,pair,pooled,pooled,"(0,0.05]",1,4220,0.1644839413782351,-7.364034703577008e-06,-4.477053894667576e-05,0.16066350710900473,0.013045395816020888,0.003510075705152956,678,2466,1076
dev,MKG-W,M-Hyper + AdaMF-MAT,pair,pooled,pooled,"(0.05,0.10]",2,4012,0.15637667602120361,0.00038961139030713307,0.0024914929784944683,0.16874376869391824,0.013063557585579082,0.006514487660842615,677,2892,443
dev,MKG-W,M-Hyper + AdaMF-MAT,pair,pooled,pooled,"(0.10,0.20]",3,1214,0.04731836607421266,0.0008782715882747656,0.018560902692567865,0.13673805601317957,0.02190297455996788,0.02645988841833372,166,989,59
dev,MKG-W,M-Hyper + AdaMF-MAT,pair,pooled,pooled,>0.20,4,0,0.0,0.0,,,,,0,0,0
dev,MKG-W,M-Hyper + AdaMF-MAT,seed,1,pooled,0,0,5639,0.659377923292797,0.0,0.0,0.0,,,0,0,5639
dev,MKG-W,M-Hyper + AdaMF-MAT,seed,1,pooled,"(0,0.05]",1,1373,0.16054724041159962,-5.018154940578453e-05,-0.0003125656303847555,0.1638747268754552,0.008612067130196873,0.0017873963196398423,225,844,304
dev,MKG-W,M-Hyper + AdaMF-MAT,seed,1,pooled,"(0.05,0.10]",2,1270,0.14850327408793265,0.00038490242169507264,0.002591878354595481,0.16692913385826771,0.01203926122628835,0.006379922369333397,212,916,142
dev,MKG-W,M-Hyper + AdaMF-MAT,seed,1,pooled,"(0.10,0.20]",3,270,0.03157156220767072,0.0007693010886417265,0.02436689966690387,0.13333333333333333,0.027638361610085687,0.034117314991113194,36,222,12
dev,MKG-W,M-Hyper + AdaMF-MAT,seed,1,pooled,>0.20,4,0,0.0,0.0,,,,,0,0,0
dev,MKG-W,M-Hyper + AdaMF-MAT,seed,2,pooled,0,0,5174,0.6050046772684752,0.0,0.0,0.0,,,0,0,5174
dev,MKG-W,M-Hyper + AdaMF-MAT,seed,2,pooled,"(0,0.05]",1,1479,0.17294200187090739,-4.314237357588041e-05,-0.00024946151373964114,0.1534820824881677,0.011007402149922288,0.002487998492069427,227,856,396
dev,MKG-W,M-Hyper + AdaMF-MAT,seed,2,pooled,"(0.05,0.10]",2,1461,0.17083723105706267,0.00016656162016889038,0.0009749726048489737,0.17385352498288842,0.01394036500618697,0.004710899134018825,254,1054,153
dev,MKG-W,M-Hyper + AdaMF-MAT,seed,2,pooled,"(0.10,0.20]",3,438,0.05121608980355472,0.0012144599802261125,0.02371246975089889,0.11643835616438356,0.026292924457304606,0.03186685026689198,51,368,19
dev,MKG-W,M-Hyper + AdaMF-MAT,seed,2,pooled,>0.20,4,0,0.0,0.0,,,,,0,0,0
dev,MKG-W,M-Hyper + AdaMF-MAT,seed,3,pooled,0,0,5397,0.6310804490177736,0.0,0.0,0.0,,,0,0,5397
dev,MKG-W,M-Hyper + AdaMF-MAT,seed,3,pooled,"(0,0.05]",1,1368,0.1599625818521983,7.123181887093399e-05,0.00044530300802940605,0.1652046783625731,0.019506119340422592,0.006550336143498347,226,766,376
dev,MKG-W,M-Hyper + AdaMF-MAT,seed,3,pooled,"(0.05,0.10]",2,1281,0.14978952291861553,0.0006173701290574363,0.004121584187118809,0.1647150663544106,0.01303721513693089,0.008709980192615633,211,922,148
dev,MKG-W,M-Hyper + AdaMF-MAT,seed,3,pooled,"(0.10,0.20]",3,506,0.05916744621141253,0.0006510536959564575,0.01100357946209412,0.15612648221343872,0.016455362173025935,0.017212493281926495,79,399,28
dev,MKG-W,M-Hyper + AdaMF-MAT,seed,3,pooled,>0.20,4,0,0.0,0.0,,,,,0,0,0
dev,MKG-W,M-Hyper + AdaMF-MAT,direction,pooled,head,0,0,6634,0.5171499844091051,0.0,0.0,0.0,,,0,0,6634
dev,MKG-W,M-Hyper + AdaMF-MAT,direction,pooled,head,"(0,0.05]",1,2845,0.22178048019956345,0.00014034571681000867,0.000632813657377431,0.17715289982425309,0.008010374605844413,0.0032021852202876438,504,1823,518
dev,MKG-W,M-Hyper + AdaMF-MAT,direction,pooled,head,"(0.05,0.10]",2,2877,0.22427502338634236,0.00035247946892830634,0.0015716394255864837,0.1724018074383038,0.008728134372550189,0.004071187339557133,496,2174,207
dev,MKG-W,M-Hyper + AdaMF-MAT,direction,pooled,head,"(0.10,0.20]",3,472,0.03679451200498909,0.00013057945200099837,0.0035488839200610318,0.13347457627118645,0.0056590667511555335,0.005053717451720412,63,402,7
dev,MKG-W,M-Hyper + AdaMF-MAT,direction,pooled,head,>0.20,4,0,0.0,0.0,,,,,0,0,0
dev,MKG-W,M-Hyper + AdaMF-MAT,direction,pooled,tail,0,0,9576,0.7464920486435921,0.0,0.0,0.0,,,0,0,9576
dev,MKG-W,M-Hyper + AdaMF-MAT,direction,pooled,tail,"(0,0.05]",1,1375,0.10718740255690677,-0.00015507378621716265,-0.0014467538397045544,0.12654545454545454,0.027629595183428605,0.004382990719009043,174,643,558
dev,MKG-W,M-Hyper + AdaMF-MAT,direction,pooled,tail,"(0.05,0.10]",2,1135,0.08847832865606486,0.00042674331168595986,0.004823139385292946,0.15947136563876652,0.024944054346144447,0.013912447129470247,181,718,236
dev,MKG-W,M-Hyper + AdaMF-MAT,direction,pooled,tail,"(0.10,0.20]",3,742,0.057842220143436235,0.0016259637245485323,0.028110327033030423,0.13881401617250674,0.031838568656620096,0.04111965115867197,103,587,52
dev,MKG-W,M-Hyper + AdaMF-MAT,direction,pooled,tail,>0.20,4,0,0.0,0.0,,,,,0,0,0
dev,DB15K,M-Hyper + NativE,pair,pooled,pooled,0,0,28670,0.6031725995119077,0.0,0.0,0.0,,,0,0,28670
dev,DB15K,M-Hyper + NativE,pair,pooled,pooled,"(0,0.05]",1,10958,0.23053942607085753,3.62033550720126e-05,0.00015703758653795428,0.15258258806351524,0.020187789096696853,0.007848407354637177,1672,4520,4766
