split,dataset,pair,scope,seed,direction,n_observations,mrr_anchored,global_mrr,delta_mrr_vs_global,n_changed_alpha,changed_alpha_rate,n_exact_anchor,exact_anchor_rate,mean_abs_alpha_delta,median_abs_alpha_delta,p90_abs_alpha_delta,p95_abs_alpha_delta,max_abs_alpha_delta,positive_shift_rate,negative_shift_rate,boundary_alpha_rate,saturation_rate,fallback_rate
dev,MKG-W,M-Hyper + NativE,pair,pooled,pooled,25656,0.3600112326411856,0.3558022535070541,0.004208979134131579,21436,0.8355160586217649,4220,0.1644839413782351,0.08861864671032119,0.09999999999999998,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.4029466791393826,0.4325693794823823,0.0,0.0,0.047552229497973185
dev,MKG-W,M-Hyper + AdaMF-MAT,pair,pooled,pooled,25656,0.35408248431064837,0.35282196536677,0.0012605189438783216,9446,0.3681789834736514,16210,0.6318210165263486,0.030990801371998757,0.0,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.0,0.3681789834736514,0.6318210165263486,0.5047552229497974,0.19313221078889928
dev,DB15K,M-Hyper + NativE,pair,pooled,pooled,47532,0.3831932725079601,0.38258701302410913,0.0006062594838509204,18862,0.39682740048809223,28670,0.6031725995119077,0.028329336026256,0.0,0.09999999999999998,0.09999999999999998,0.15000000000000002,0.0,0.39682740048809223,0.6031725995119077,0.5139695363123791,0.0
dev,DB15K,M-Hyper + AdaMF-MAT,pair,pooled,pooled,47532,0.38285439622835166,0.38258701302410913,0.0002673832042425376,10076,0.2119835058486914,37456,0.7880164941513086,0.022698392661785742,0.0,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.0,0.2119835058486914,0.7880164941513086,0.5159471513927459,0.45788100647984514
test,MKG-W,M-Hyper + NativE,pair,pooled,pooled,25644,0.3701763045939824,0.36430474088661813,0.005871563707364281,24171,0.9425596630790828,1473,0.05744033692091717,0.20778544688816097,0.19999999999999996,0.4,0.4,0.4,0.4468101700202777,0.49574949305880517,0.20999064108563406,0.19361254094525035,0.0
test,MKG-W,M-Hyper + AdaMF-MAT,pair,pooled,pooled,25644,0.361705206590221,0.3597209394760817,0.0019842671141391895,9136,0.3562626735298705,16508,0.6437373264701295,0.07602363125877397,0.0,0.25,0.30000000000000004,0.44999999999999996,0.0,0.3562626735298705,0.6437373264701295,0.5036265793167992,0.24220090469505537
test,DB15K,M-Hyper + NativE,pair,pooled,pooled,59412,0.37583807026233057,0.3745666587877784,0.0012714114745521433,26389,0.4441695280414731,33023,0.5558304719585269,0.06926799299804753,0.0,0.19999999999999996,0.25,0.44999999999999996,0.0,0.4441695280414731,0.5558304719585269,0.521982091160035,0.0
test,DB15K,M-Hyper + AdaMF-MAT,pair,pooled,pooled,59412,0.37528073591022154,0.3745666587877784,0.0007140771224431483,4144,0.0697502188110146,55268,0.9302497811889854,0.02232124823268027,0.0,0.0,0.30000000000000004,0.44999999999999996,0.0,0.0697502188110146,0.9302497811889854,0.5211405103346125,0.6715310038376086
