dataset,pair_id,relation,n_query_instances,n_original_triples,n_nonreference_action_rows,opportunity_prevalence,actual_mean_u,spearman,positive_auprc_lift,harmful_auprc_lift,top_10pct_actual_mean_u,h1_style_pass
db15k,db15k_mhyper_native,23,66,11,264,0.3333333333333333,-0.013355988901038177,-0.013591709295603329,-0.03639951272386688,0.07931741487488778,0.0008250794380920809,False
db15k,db15k_mhyper_native,25,90,15,360,0.6222222222222222,0.0034761449582523265,0.012654536254033512,0.07260484282461566,0.038207922872657285,0.002164884752272207,True
db15k,db15k_mhyper_native,27,306,51,1224,0.4150326797385621,-0.0026025870372339065,-0.023229369330080765,0.009499901713881154,0.007270510578316208,-0.0006599180189596415,False
db15k,db15k_mhyper_native,28,354,59,1416,0.4915254237288136,-0.007487384148053651,0.11571566560996573,0.0689552088022165,0.0077934788400429444,-0.006880642374511809,False
db15k,db15k_mhyper_native,30,60,10,240,0.6666666666666666,0.012297485591956954,-0.12201711212836112,-0.01645274509483441,0.07234105227973993,0.030165852353560865,False
db15k,db15k_mhyper_native,32,78,13,312,0.4358974358974359,0.01233568815933675,0.06288371268875408,0.011302779398259188,0.022690964945745212,0.05534026904994646,True
db15k,db15k_mhyper_native,33,1008,168,4032,0.25992063492063494,-0.01353251380650782,0.012119169697945197,0.0012366817308978317,0.020978569117864276,-0.000592573355681086,False
db15k,db15k_mhyper_native,35,1428,238,5712,0.4887955182072829,-0.0004343892356656111,0.08979434822561855,0.047067297938968466,-0.004058530188603304,-0.001561535911981424,False
db15k,db15k_mhyper_native,36,234,39,936,0.42735042735042733,-0.007251385482803847,0.04780886845202217,0.02113566598843264,0.0026103351247062367,0.0012490660829555494,True
db15k,db15k_mhyper_native,37,60,10,240,0.48333333333333334,0.022421321443187515,0.07821138665209877,0.05629174569217821,-0.004796390305138648,0.022472222903620803,False
db15k,db15k_mhyper_native,39,852,142,3408,0.19953051643192488,-0.011503571153091956,0.08922291350414115,0.0403445898826173,0.02634444307141194,-0.003877102107187192,False
db15k,db15k_mhyper_native,42,174,29,696,0.47701149425287354,0.0011097198907989783,-0.0574069526753677,-0.033950863745700666,0.008209466970443169,0.005476201559763067,False
db15k,db15k_mhyper_native,43,180,30,720,0.4777777777777778,0.003843502229951321,-0.0066037050119685066,0.019551925139696724,0.024123429228023158,-0.01506180519196185,False
db15k,db15k_mhyper_native,44,108,18,432,0.48148148148148145,-0.005104487344309866,-0.005535833615298477,0.03472990927131503,0.026292761121686103,-0.02907066202753986,False
db15k,db15k_mhyper_native,47,2472,412,9888,0.5206310679611651,0.0021958898807786452,6.186295916855618e-05,0.013842866430739731,-0.006911248327799935,0.003213491775497144,False
db15k,db15k_mhyper_native,49,456,76,1824,0.4605263157894737,0.0004203423768049948,0.07295934232240467,0.057185289309109766,0.004197591303010673,0.018481987058273575,True
db15k,db15k_mhyper_native,50,162,27,648,0.49382716049382713,0.006166866257093894,-0.006033332702435371,0.03576148221630937,0.008618592071222939,0.0036489594095738685,False
db15k,db15k_mhyper_native,51,138,23,552,0.36231884057971014,-0.005469121993682594,0.029761042133227996,0.033318344270928835,0.009237842552291015,0.0077537887878333725,True
db15k,db15k_mhyper_native,56,84,14,336,0.2857142857142857,-0.018441113505040768,-0.07045556374350435,-0.011006241861832411,-0.0007519451806348443,-0.03794975592576212,False
db15k,db15k_mhyper_native,61,246,41,984,0.4349593495934959,-0.003248809064547486,-0.0033315515098508337,0.0058802162846079975,-0.003200886672074521,-0.009101980419160586,False
db15k,db15k_mhyper_native,63,102,17,408,0.3137254901960784,-0.01704433636009069,0.15667447115988242,0.11518046134057738,0.12338429291780081,0.00026333418830802217,True
db15k,db15k_mhyper_native,64,192,32,768,0.5104166666666666,-0.005696210571757134,0.1413823614749387,0.08233532623977646,0.08825634112657424,-0.0019251016405386339,False
db15k,db15k_mhyper_native,65,342,57,1368,0.3742690058479532,-0.00845867851960872,0.09595536052926584,0.012727727793586552,0.050397610548836624,-0.0012085191150488157,False
db15k,db15k_mhyper_native,66,462,77,1848,0.29004329004329005,-0.01037289021711229,-0.00310566550708762,-0.023561074557009287,0.03934411545056865,-0.008868063952788961,False
db15k,db15k_mhyper_native,67,156,26,624,0.21794871794871795,-0.007813898875735609,0.05287695923945835,0.01888143225742206,0.05716592870014893,-0.006994957616438619,False
db15k,db15k_mhyper_native,68,258,43,1032,0.26744186046511625,-0.01632124934280081,0.01904767836545067,-0.02068333369266187,0.028833900773706678,-0.0021613345045069796,False
db15k,db15k_mhyper_native,69,126,21,504,0.2619047619047619,-0.024521182048797892,0.12613318134537493,0.018510611014789624,0.12290976651536568,0.00044293780005372804,True
db15k,db15k_mhyper_native,71,72,12,288,0.3055555555555556,-0.0020430449286047594,0.08133235268121315,0.025397294459726744,0.04975862773340309,0.02467397863949587,True
db15k,db15k_mhyper_native,72,96,16,384,0.3333333333333333,-0.0053982783173213275,0.09145316598613382,0.13710780512643755,0.008756298908737192,0.00016905873907373448,True
db15k,db15k_mhyper_native,73,3558,593,14232,0.6531759415401911,-0.0007659807974891217,-0.036489809281829516,-0.005193046238608612,-0.008553679387090146,-0.003972974268509125,False
db15k,db15k_mhyper_native,74,132,22,528,0.4318181818181818,-0.007073309999713482,0.1894125687004688,0.14661775122256715,0.008276610491214503,0.044320318446208484,True
db15k,db15k_mhyper_native,75,102,17,408,0.20588235294117646,-0.010889547197135847,-0.0008464365783437866,0.024168334832617905,0.004876273056746275,-0.008139896405130782,False
db15k,db15k_mhyper_native,76,1104,184,4416,0.4746376811594203,0.006153042958862211,0.023884179275395673,0.015423313443404085,-0.0170199132665953,0.010735814302780158,False
db15k,db15k_mhyper_native,78,96,16,384,0.020833333333333332,-0.023463241041366042,0.040398535815791545,-0.000907104275825881,0.02805154059161473,-0.013157894736842105,False
db15k,db15k_mhyper_native,79,78,13,312,0.5256410256410257,0.0004299159496561622,0.0332108146697742,0.04932212604723296,0.053672381085135126,-4.164989402670751e-05,False
db15k,db15k_mhyper_native,80,378,63,1512,0.455026455026455,-0.0024130296423342345,0.0142753704819581,0.02964697407996275,0.0443041068314832,0.004799155921011904,True
db15k,db15k_mhyper_native,81,498,83,1992,0.5401606425702812,0.009427593180316688,0.033383310112579605,0.016351509742165315,0.006970055179393558,0.005537536916304355,True
db15k,db15k_mhyper_native,82,114,19,456,0.18421052631578946,-0.011258154822369894,0.0186586001844995,-0.024901490091370576,0.05870923606364978,0.001345755693581778,False
db15k,db15k_mhyper_native,83,144,24,576,0.13194444444444445,-0.005702419773707838,0.10916942600291296,-0.00663142198075832,0.05952296456469994,0.0006568144499178982,False
db15k,db15k_mhyper_native,84,96,16,384,0.3958333333333333,0.009626515573604182,-0.013554354968350701,0.009605714178735458,-0.016019762630193418,0.012475325612459672,False
db15k,db15k_mhyper_native,87,1260,210,5040,0.46904761904761905,0.0010703664978226667,0.026135006820330667,0.037613747552321,-0.01396210280896551,0.007144933061389907,False
db15k,db15k_mhyper_native,89,1284,214,5136,0.5887850467289719,0.005707674701758287,-0.008065220070644887,0.023654120393183875,-0.003107973874788228,0.007564683816905881,False
db15k,db15k_mhyper_native,90,1110,185,4440,0.14504504504504503,-0.014090611268295224,0.031245612871604378,0.0019740791586068535,0.025644022000146663,-0.005718339050238618,False
db15k,db15k_mhyper_native,91,1056,176,4224,0.11553030303030302,-0.011667513215691741,0.05969439191925621,0.01111739475780743,0.017813115258137592,-0.00759686056243872,False
db15k,db15k_mhyper_native,92,168,28,672,0.20833333333333334,-0.01170101345361577,0.14943027674128562,0.043845265429006186,0.07359512806877591,0.028844975074437857,True
db15k,db15k_mhyper_native,95,726,121,2904,0.418732782369146,-0.007439194699718581,0.03197320376392978,0.013128498992657334,0.03748925159743044,-0.007371411440905973,False
db15k,db15k_mhyper_native,97,234,39,936,0.405982905982906,-0.015248848827844897,0.07707578090260325,0.05178997397333618,0.06535780459694868,-0.004665169824044189,False
db15k,db15k_mhyper_native,98,126,21,504,0.31746031746031744,-0.003713346643096056,0.035724918130710374,0.1025992440810772,-0.011823485756711799,0.009316652382483373,False
db15k,db15k_mhyper_native,99,150,25,600,0.30666666666666664,-0.003138010397573468,0.01680386730681826,-0.019268243989548378,0.04814739728808168,-0.0070316737450861555,False
db15k,db15k_mhyper_native,100,78,13,312,0.6282051282051282,0.011452920331084528,-0.09895137813565176,-0.0062100784619775196,0.01960296111734655,-0.0003492450606668463,False
db15k,db15k_mhyper_native,102,678,113,2712,0.2890855457227139,-0.009387133727764929,0.02151320480416142,0.005642042606199882,0.028369024005636234,-0.0069159829307471,False
db15k,db15k_mhyper_native,103,528,88,2112,0.3731060606060606,-0.008331232072752357,0.0231592186082559,-0.031712842425630716,0.06263313991296343,-0.002628877208733015,False
db15k,db15k_mhyper_native,104,768,128,3072,0.26171875,-0.010114625211670093,0.030614550159676998,0.0013057632926577467,0.012653429039597985,-0.010048836290766071,False
db15k,db15k_mhyper_native,105,576,96,2304,0.1909722222222222,-0.010997086328761344,-0.0229040758034999,-0.01731359957184922,0.020158767653471243,-0.011459466187371939,False
db15k,db15k_mhyper_native,106,126,21,504,0.3968253968253968,-0.004953774243315024,0.017498545028693083,0.027038550993325083,0.028499387343231847,-0.0211351401554601,False
db15k,db15k_mhyper_native,108,138,23,552,0.4855072463768116,0.006948689584560865,0.2240044940167167,0.06596878018283547,0.0898079044871723,0.0052329145887703345,True
db15k,db15k_mhyper_native,110,204,34,816,0.08823529411764706,-0.01807724042788495,0.12724417844084288,-0.0032207409760610928,0.07916544677393392,-0.006035873811589615,False
db15k,db15k_mhyper_native,111,840,140,3360,0.3880952380952381,-0.00389606136127168,0.00854599688153814,-0.0037942926039209457,0.025763518045791245,-0.001168749289319847,False
db15k,db15k_mhyper_native,113,90,15,360,0.3111111111111111,-0.04166238615238241,-0.04709273738676383,-0.02189064764651419,0.05681111111325132,-0.024163121397146308,False
db15k,db15k_mhyper_native,117,474,79,1896,0.23417721518987342,-0.012747982933684156,0.029938597881989975,-0.007509906851677101,0.054010764322547075,-0.016009276812279327,False
db15k,db15k_mhyper_native,122,156,26,624,0.2692307692307692,-0.0013085879806122296,0.021468212321202714,0.028724908323649434,0.010692416396040377,0.00620695548449484,True
db15k,db15k_mhyper_native,132,84,14,336,0.4642857142857143,-0.004126073741425318,-0.0206478038854698,-0.021488015537130756,-0.01147547648110539,-0.02287749617588372,False
db15k,db15k_mhyper_native,134,114,19,456,0.14912280701754385,-0.0012222082994757955,-0.020602567805859357,-0.023301294368497733,0.030641884765894772,0.006706037304982688,False
db15k,db15k_mhyper_native,145,90,15,360,0.4,-0.0012357176044600101,0.054868545098830275,0.033604026667429454,0.019177374969458316,-0.011958190246173051,False
db15k,db15k_mhyper_native,146,84,14,336,0.30952380952380953,-0.0032562181087624864,-0.0509080267991477,-0.004018529222364342,-0.008834799569018892,0.0004090889949650872,False
db15k,db15k_mhyper_native,152,132,22,528,0.2803030303030303,-0.008530285252043955,-0.02443189941034363,0.00033728422465090224,-0.030004059287937757,-0.009454822523329761,False
db15k,db15k_mhyper_native,156,96,16,384,0.03125,-0.010447374947142334,0.022728342022640777,-0.004934189657192105,0.038086045868069976,0.0,False
db15k,db15k_mhyper_native,177,300,50,1200,0.5666666666666667,0.0022009912511974693,-0.059515683668738,-0.008903944908728645,0.0179232957778947,-0.0014219143225003839,False
db15k,db15k_mhyper_native,179,66,11,264,0.6212121212121212,-0.00023766380527619224,-0.023806970250095313,0.04575465670900125,-0.032335317841110406,0.00291502306718522,False
db15k,db15k_mhyper_native,225,102,17,408,0.12745098039215685,-0.00396585870248112,-0.04097387140472884,-0.002636744844618996,0.01649547865742234,0.00019158884533498294,False
db15k,db15k_mhyper_native,226,90,15,360,0.2,-0.007383935619059735,-0.08906326458265441,-0.022634937810198347,-0.0035334177770848657,-0.018722209600121793,False
db15k,db15k_mhyper_native,278,6252,1042,25008,0.23080614203454894,-0.004726014302616622,-0.03312990398113347,0.014407405720211042,-0.03940448689829179,-0.002571982045861007,False
db15k,db15k_mhyper_adamf,0,1746,291,6984,0.45303550973654066,-0.011487136757506481,0.16526009831863037,0.10785163268959469,0.04377020582382876,0.011719224749077422,True
db15k,db15k_mhyper_adamf,1,1506,251,6024,0.38247011952191234,-0.017012580391661578,0.0545399480080447,0.03500220906380164,-0.010524327767232916,-0.009800327717903906,False
db15k,db15k_mhyper_adamf,2,420,70,1680,0.4119047619047619,-0.011551916435594455,0.031406373923517625,0.01068098667116224,0.006623808405973736,-0.014489756552714022,False
db15k,db15k_mhyper_adamf,3,138,23,552,0.2898550724637681,-0.045872510701637365,0.07880749831368651,-0.005130483753479798,0.14200850315483857,-0.01776732082472763,False
db15k,db15k_mhyper_adamf,4,144,24,576,0.034722222222222224,-0.05476879409171076,0.23614145314034404,0.021708134168426096,0.1496598025401977,-0.015831964969896008,False
db15k,db15k_mhyper_adamf,5,840,140,3360,0.4928571428571429,-0.007438592721459301,0.08598250557185709,0.05584616479015836,-6.260652439749048e-05,-0.0013905104333860284,False
db15k,db15k_mhyper_adamf,6,132,22,528,0.48484848484848486,-0.023275798495987286,-0.013372653744621142,0.0021510736615475423,0.002479746577119968,-0.04507722125761694,False
db15k,db15k_mhyper_adamf,7,108,18,432,0.4351851851851852,-0.015386008989497059,0.14615305876677348,0.14006689232693215,-0.018256472030427212,0.027685893699360066,False
db15k,db15k_mhyper_adamf,8,60,10,240,0.43333333333333335,-0.031920799077153,0.10493825368486315,0.0402259168103517,0.0774739241259561,-0.08066125866642719,False
db15k,db15k_mhyper_adamf,9,96,16,384,0.4270833333333333,-0.007853492662392159,0.09756911521882264,0.10896704485633235,0.10702519201511795,0.0016488641755127954,True
db15k,db15k_mhyper_adamf,11,78,13,312,0.5128205128205128,0.0020758333515999714,-0.012027104064604862,0.02683442927905566,0.07502848390583108,-0.015793222343416482,False
db15k,db15k_mhyper_adamf,12,3222,537,12888,0.548106765983861,-0.007912450645293567,0.05264528471257215,0.03453194551250305,-0.013430371527819618,-0.006844113677126982,False
db15k,db15k_mhyper_adamf,13,78,13,312,0.2692307692307692,-0.024458617809757326,-0.09374309808240675,-0.022403308439529757,0.024377576585302485,-0.046360391663996955,False
db15k,db15k_mhyper_adamf,14,492,82,1968,0.4654471544715447,-0.01246899058076956,0.03699665596462408,0.03451691405114182,0.014823411179657742,-0.020014279184118047,False
db15k,db15k_mhyper_adamf,17,516,86,2064,0.6763565891472868,0.0032219926853875765,-0.06929992497659967,0.007065427499822863,7.310428997903129e-05,0.0011121691587948764,False
db15k,db15k_mhyper_adamf,18,234,39,936,0.6923076923076923,-0.0030618675942388138,0.026738141082156483,0.029805252430201934,0.028412777108761222,0.014589764547908947,True
db15k,db15k_mhyper_adamf,19,408,68,1632,0.48284313725490197,-0.01440542652934451,0.03804661144075951,0.02362993401872643,-0.0013604811834006525,-0.009585252092424822,False
db15k,db15k_mhyper_adamf,20,102,17,408,0.2549019607843137,-0.018534713886868545,-0.0579182643416019,-0.03586287396880389,0.03372886375613374,-0.024368646018509823,False
db15k,db15k_mhyper_adamf,21,648,108,2592,0.2777777777777778,-0.01510654823603528,0.09459032764735481,0.08146337946228988,0.013136236146526037,-0.005057406376784816,False
db15k,db15k_mhyper_adamf,23,66,11,264,0.3939393939393939,-0.015981173627637825,-0.08630039821563952,0.0014163415745678254,0.02540751808790004,-0.05898951304469668,False
db15k,db15k_mhyper_adamf,25,90,15,360,0.6888888888888889,-0.003233870793692918,-0.00030965617757947934,0.05577176575871101,0.04212829660853709,0.044378287604420155,False
db15k,db15k_mhyper_adamf,27,306,51,1224,0.4150326797385621,-0.015456495965670147,0.1283484362026717,0.08653394672036363,0.05399633205970836,-0.011554193531635568,False
db15k,db15k_mhyper_adamf,28,354,59,1416,0.5508474576271186,-0.012490194088451381,0.20937045573139812,0.13667925549536453,0.04581785618747625,-0.011019226307513397,False
db15k,db15k_mhyper_adamf,30,60,10,240,0.6833333333333333,0.012987180290665626,0.021440632401164544,0.059320941632070245,0.005020746331054579,-0.0030703666404356053,False
db15k,db15k_mhyper_adamf,32,78,13,312,0.41025641025641024,0.002271061272369924,-0.023940923261604873,0.016391645899238916,0.018270316332005654,0.0938913661324527,False
db15k,db15k_mhyper_adamf,33,1008,168,4032,0.2698412698412698,-0.027094445547257835,0.05428819720736779,0.036132836628266024,0.010456869395167212,-0.005677740472591664,False
db15k,db15k_mhyper_adamf,35,1428,238,5712,0.5007002801120448,-0.005641988981828736,0.12378011249013024,0.0988917910964418,0.0017903889099747938,0.006101432888797621,True
db15k,db15k_mhyper_adamf,36,234,39,936,0.47863247863247865,-0.012088318181642957,0.049223878256874375,0.05266892749809615,0.005249471152594859,-0.0010041609886836409,False
db15k,db15k_mhyper_adamf,37,60,10,240,0.5333333333333333,0.021145750507814986,-0.029005377691483772,0.06848067570165128,0.07259728642368082,-0.005277705264420544,False
db15k,db15k_mhyper_adamf,39,852,142,3408,0.19483568075117372,-0.03372975065155542,0.13618847696875955,0.0695246677651859,0.07592855654253766,-0.008597002847614525,False
db15k,db15k_mhyper_adamf,42,174,29,696,0.5229885057471264,0.0055737088932152675,-0.05315011634238233,-0.031153722676315,-0.026876017920649337,0.031435694205388304,False
db15k,db15k_mhyper_adamf,43,180,30,720,0.5333333333333333,-0.004348370970255111,-0.06192112967767853,0.025080355201762716,2.9127386845073655e-05,-0.014721480194574983,False
db15k,db15k_mhyper_adamf,44,108,18,432,0.5462962962962963,-0.0038235788486046226,-0.006716807295384736,0.027039759908778993,0.00916842857890704,-0.005710549461585836,False
db15k,db15k_mhyper_adamf,47,2472,412,9888,0.5206310679611651,-0.0038487947894255948,0.04553927495294492,0.049847117046938116,0.0013340311759177659,-0.0004031727413909434,False
db15k,db15k_mhyper_adamf,49,456,76,1824,0.48026315789473684,-0.007960673025387624,0.06183230918235941,0.03499675855427686,-0.0021393620260302393,0.00479243640144449,False
db15k,db15k_mhyper_adamf,50,162,27,648,0.4382716049382716,-0.013995077538084008,0.01353350220701283,0.0008528593360773162,0.06937121160029636,-0.03951031410165153,False
db15k,db15k_mhyper_adamf,51,138,23,552,0.36231884057971014,0.0005935441252510256,0.039856040936329586,0.04859896418599757,-0.007608121987566663,0.004853052090981268,False
db15k,db15k_mhyper_adamf,56,84,14,336,0.32142857142857145,-0.00862409099796853,-0.013697252865796306,0.01950509491524066,0.04004275347790942,-0.028956998834956983,False
db15k,db15k_mhyper_adamf,61,246,41,984,0.44308943089430897,-0.028110095933317942,0.17479643763112243,0.10693629483880723,0.11075759450480258,-0.0034943070770705707,False
db15k,db15k_mhyper_adamf,63,102,17,408,0.3431372549019608,-0.04568609956228181,0.32985848629256337,0.18298333402339778,0.2034372116488254,-0.0010727464848697345,False
db15k,db15k_mhyper_adamf,64,192,32,768,0.5520833333333334,-0.015583258581452819,0.2271750299577108,0.16661413155119048,0.08994749681073755,-0.017303876040072805,False
db15k,db15k_mhyper_adamf,65,342,57,1368,0.4093567251461988,-0.02408988361243499,0.038347557030991644,0.03127405085925611,0.031127288473808856,-0.0104751947864456,False
db15k,db15k_mhyper_adamf,66,462,77,1848,0.2683982683982684,-0.032702026570587586,0.018129077281294,-0.014039349760044867,0.0277191189255222,-0.03470442046939114,False
db15k,db15k_mhyper_adamf,67,156,26,624,0.21153846153846154,-0.019398404933502172,-0.05155584541234268,-0.02824612835756532,0.010260857687347677,-0.021746624052821132,False
db15k,db15k_mhyper_adamf,68,258,43,1032,0.26744186046511625,-0.038621886984962675,0.09796000659463297,0.02286837077691123,0.03800806634288409,-0.00978452837256259,False
db15k,db15k_mhyper_adamf,69,126,21,504,0.2777777777777778,-0.01565328928672275,0.18666683873630907,0.09351027193022504,0.11355720229664293,-0.00010022145000257603,False
db15k,db15k_mhyper_adamf,71,72,12,288,0.3611111111111111,-0.012613641973552305,0.014968905551289888,0.07887943243258444,0.016392346643009717,0.018575795079141488,True
db15k,db15k_mhyper_adamf,72,96,16,384,0.3854166666666667,-0.019416142562180227,0.08098164636483918,0.06697045400623453,0.016800482559171853,-0.017919841328304292,False
db15k,db15k_mhyper_adamf,73,3558,593,14232,0.6913996627318718,-0.004380279647321946,0.053728221586642526,0.036556929159003215,-0.005074150229369412,0.0006395064032965233,False
db15k,db15k_mhyper_adamf,74,132,22,528,0.36363636363636365,-0.013104790207065037,0.06884779943273535,0.0731290355621757,-0.029118590371092268,0.02413403383405764,False
db15k,db15k_mhyper_adamf,75,102,17,408,0.21568627450980393,-0.023438065853345843,0.21803254406159558,0.11757381072777931,0.023727124062123295,-0.012205686832896254,False
db15k,db15k_mhyper_adamf,76,1104,184,4416,0.453804347826087,-0.011204803955752345,0.06971691718696632,0.04974315939432011,-0.0077242925404577,-0.01062541276137378,False
db15k,db15k_mhyper_adamf,78,96,16,384,0.041666666666666664,-0.023944711249398745,0.12366123572955319,0.0003570495380956287,0.07564868641240756,-0.028362573099415204,False
db15k,db15k_mhyper_adamf,79,78,13,312,0.48717948717948717,-0.017033760488500162,0.04243558989971781,0.040046987071214346,0.07606767590988919,-0.0025536138119834867,False
db15k,db15k_mhyper_adamf,80,378,63,1512,0.46296296296296297,-0.013890350390371063,0.030252747548803523,0.028575089504362716,0.031233412155887763,-0.018296732798746416,False
db15k,db15k_mhyper_adamf,81,498,83,1992,0.5502008032128514,0.008961428544636616,0.06422529073210523,0.0398294718108001,-0.009077438843110963,0.009180638701865206,False
db15k,db15k_mhyper_adamf,82,114,19,456,0.14035087719298245,-0.03514841035748732,0.028192980045710556,0.03449597946843132,-0.010584021733029192,0.0025057226119142005,False
db15k,db15k_mhyper_adamf,83,144,24,576,0.1388888888888889,-0.04429132838665073,0.022589980737348667,0.008212111362852256,0.005515682458978932,-0.04008231738311458,False
db15k,db15k_mhyper_adamf,84,96,16,384,0.375,-0.02009921963508886,0.16997449629294223,0.10606117667483483,0.0514302004369625,0.011435261955466515,True
db15k,db15k_mhyper_adamf,87,1260,210,5040,0.49603174603174605,-0.007764572337161525,0.10137358121911565,0.061102358037746274,0.0009784806828914694,0.0019254432567884993,True
db15k,db15k_mhyper_adamf,89,1284,214,5136,0.5957943925233645,0.000990087417576878,0.005862308049540089,0.04986832153664411,-0.0038536816916646677,0.0018818990211344978,False
db15k,db15k_mhyper_adamf,90,1110,185,4440,0.14234234234234233,-0.03688333498857456,0.08838950335701758,0.03384661664067151,0.03027393939231636,-0.029714857137978785,False
db15k,db15k_mhyper_adamf,91,1056,176,4224,0.11458333333333333,-0.04501878106314388,0.14552405644911454,0.05825205068087071,0.050229846735451916,-0.020436647003914395,False
db15k,db15k_mhyper_adamf,92,168,28,672,0.21428571428571427,-0.019080151973351774,0.14804567041591984,0.046851295746267896,0.03456372601053857,-0.005193145488584975,False
db15k,db15k_mhyper_adamf,95,726,121,2904,0.3939393939393939,-0.01928029396217286,0.09461683115403532,0.041769948579527594,0.048178263882390965,-0.006624187672023077,False
db15k,db15k_mhyper_adamf,97,234,39,936,0.38461538461538464,-0.023098321054973326,0.03914819934795084,0.05350788162365544,0.10561433404713602,-0.0067495057169247264,False
db15k,db15k_mhyper_adamf,98,126,21,504,0.2857142857142857,-0.014679918715325849,0.04147554830456472,0.023600730583218238,0.04029781945677244,0.0024536934369079237,True
db15k,db15k_mhyper_adamf,99,150,25,600,0.38,-0.005649554249607849,-0.02132982488327212,0.012105614741824533,0.013016377568055126,-0.0010544393181126193,False
db15k,db15k_mhyper_adamf,100,78,13,312,0.6666666666666666,-0.012406448653060878,0.02540498653360966,0.02631980119276056,0.077741390196089,-0.008335738256464007,False
db15k,db15k_mhyper_adamf,102,678,113,2712,0.2669616519174041,-0.03132857033475786,0.12570765335350284,0.10690589376892592,0.027295539914732797,-0.0043808982194868794,False
db15k,db15k_mhyper_adamf,103,528,88,2112,0.375,-0.02228406447034382,0.057674396206673646,0.0038783860027787886,0.058348929857519743,-0.031808141397907656,False
db15k,db15k_mhyper_adamf,104,768,128,3072,0.2916666666666667,-0.022497736532792394,0.0908540792552248,0.028751029264080047,0.010467389863636017,-0.0028436036921138594,False
db15k,db15k_mhyper_adamf,105,576,96,2304,0.2048611111111111,-0.03565332502168889,0.0704067394925374,0.005616905724051852,0.0348575905739735,-0.04020589264139265,False
db15k,db15k_mhyper_adamf,106,126,21,504,0.4444444444444444,-0.020984272131264525,0.0705708429215137,0.08916316464599233,0.03226083934122023,0.005964306225849305,True
db15k,db15k_mhyper_adamf,108,138,23,552,0.463768115942029,7.635479436558328e-05,0.24118500972269272,0.1174198280756244,0.10294532281120089,0.004915283961916877,True
db15k,db15k_mhyper_adamf,110,204,34,816,0.07352941176470588,-0.026626905564422057,0.07124402214120491,-0.003480026788690707,0.07349576612093983,-0.008137679210043249,False
db15k,db15k_mhyper_adamf,111,840,140,3360,0.38571428571428573,-0.01670799272308874,0.07521823443424851,0.0604740394321569,0.010651285793473297,-0.018873774749977975,False
db15k,db15k_mhyper_adamf,113,90,15,360,0.3,-0.07261158757297081,0.11972960973193068,0.021587892049911017,0.1723773533256177,-7.934478745041632e-06,False
db15k,db15k_mhyper_adamf,117,474,79,1896,0.19831223628691982,-0.023806826714868785,0.016391264160493975,-0.015193025649413772,0.03778617967398212,-0.03165839833387272,False
db15k,db15k_mhyper_adamf,122,156,26,624,0.28846153846153844,-0.01860117943494452,0.08258234010239517,0.046141626086784654,0.013684484890986753,-0.010379657915717174,False
db15k,db15k_mhyper_adamf,132,84,14,336,0.5476190476190477,-0.0023597579838739572,0.12109145963924767,0.057946465533276814,0.018936972923271206,0.044012694002901316,True
db15k,db15k_mhyper_adamf,134,114,19,456,0.16666666666666666,-0.015786351343454384,-0.08914974041089223,-0.032214519171608905,0.03975595394203223,-0.024611864011862956,False
db15k,db15k_mhyper_adamf,145,90,15,360,0.3888888888888889,-0.010409316350310812,0.1998634936276551,0.09850926553140571,0.020010620209543584,0.006595113193356298,True
db15k,db15k_mhyper_adamf,146,84,14,336,0.32142857142857145,-0.03188062332092414,-0.06782978831486232,0.008163139624962734,-0.03701051750305834,-0.04607073101297774,False
db15k,db15k_mhyper_adamf,152,132,22,528,0.29545454545454547,-0.060362753776319694,0.10623428932646976,0.03342921473112337,0.07100159230536135,-0.0411229877889722,False
db15k,db15k_mhyper_adamf,156,96,16,384,0.052083333333333336,-0.053077497868410935,0.025401416563990316,-0.009660774083134913,0.04862742420324016,-0.06578947368421052,False
db15k,db15k_mhyper_adamf,177,300,50,1200,0.5633333333333334,0.0011624826923725315,-0.019323020018225886,0.012049961935029607,0.008656615794367828,-0.0012251780757727838,False
db15k,db15k_mhyper_adamf,179,66,11,264,0.5303030303030303,0.0006394944336629826,0.06412685144415547,0.10762303109015986,0.0031113975721183407,-0.00018395417581493174,False
db15k,db15k_mhyper_adamf,225,102,17,408,0.058823529411764705,-0.029275527944742124,-0.05039102064413855,-0.014677230790872922,0.017783666333595183,-0.027439024390243892,False
db15k,db15k_mhyper_adamf,226,90,15,360,0.12222222222222222,-0.03407078038850664,-0.03063663439370883,-0.005549948433021021,0.036578418566361376,-0.06028747201096561,False
db15k,db15k_mhyper_adamf,278,6252,1042,25008,0.2578374920025592,-0.007464728466238794,-0.03881134671495886,0.10008316764999861,-0.08306092829437237,-0.0008376658849258298,False
db15k,db15k_native_adamf,0,1746,291,6984,0.4679266895761741,-0.004533178711256205,0.051927822909842346,0.04626338043810946,0.004478717754889727,0.007607615346956212,True
db15k,db15k_native_adamf,1,1506,251,6024,0.43359893758300133,-0.006824935281303833,0.10397553849606538,0.028774633679758133,0.03833456831770257,0.015623273731913318,True
db15k,db15k_native_adamf,2,420,70,1680,0.5333333333333333,0.0010866978760555284,0.0536130916338176,0.0437701558145957,0.020500404324158755,0.010912068875442908,True
db15k,db15k_native_adamf,3,138,23,552,0.35507246376811596,-0.024918201652708118,0.14466781477734134,0.08768202233669092,0.05128541242437763,-0.01583680668516758,False
