dataset,pair_id,relation,n_query_instances,n_original_triples,n_nonreference_action_rows,opportunity_prevalence,actual_mean_u,spearman,positive_auprc_lift,harmful_auprc_lift,top_10pct_actual_mean_u,h1_style_pass
mkg_w,mkgw_mhyper_native,72,162,27,1296,0.7592592592592593,0.008579437420857703,0.2505669866058419,0.10659050547256521,0.06849602346950034,0.012986740405677039,True
mkg_w,mkgw_mhyper_native,77,72,12,576,0.6944444444444444,0.009834584029151475,0.18728970323655536,0.18761810206486584,0.01758832337236771,0.024031943380818193,True
mkg_w,mkgw_mhyper_adamf,0,4974,829,19896,0.7129071170084439,-0.0014196190047297964,0.03420070141148877,0.04340938075032286,0.008982802513025134,-0.00036826081266353534,False
mkg_w,mkgw_mhyper_adamf,1,804,134,3216,0.24875621890547264,-0.016568881474298525,0.14125917579958638,0.1050293714771626,0.009032918544181173,-0.0025650561018169403,False
mkg_w,mkgw_mhyper_adamf,2,816,136,3264,0.4522058823529412,-0.005735190936277675,0.1595230773265304,0.09289828002210487,-0.008875102810464774,-0.006122301149529893,False
mkg_w,mkgw_mhyper_adamf,3,852,142,3408,0.3333333333333333,-0.013886138258525435,0.2206401318967101,0.2357231680163583,0.013901961290398779,0.0027905222016787958,True
mkg_w,mkgw_mhyper_adamf,4,198,33,792,0.4444444444444444,-0.015558008340947628,-0.013222111834268626,0.023876961144977782,-0.015684967435548175,0.00032816974440905296,False
mkg_w,mkgw_mhyper_adamf,5,924,154,3696,0.3874458874458874,-0.009255457659425176,0.16973848861513044,0.12178232811936468,0.003012927741591065,0.013072427459876093,True
mkg_w,mkgw_mhyper_adamf,6,348,58,1392,0.5057471264367817,-0.015053166971403553,0.0625974306832796,0.055652857643650744,-0.009423866582698004,-0.009477210482815513,False
mkg_w,mkgw_mhyper_adamf,7,720,120,2880,0.5569444444444445,-0.004756029856943596,0.033829758455684956,0.040082695663932355,-0.012001819239071537,1.2605742401954943e-05,False
mkg_w,mkgw_mhyper_adamf,8,570,95,2280,0.10350877192982456,-0.03438381209980524,0.13091217263974536,0.10479210283740079,0.014770249819017922,-0.020480114524954726,False
mkg_w,mkgw_mhyper_adamf,9,426,71,1704,0.3427230046948357,0.004737143329513821,0.12244453022287072,0.07818172178085758,-0.0009400189387143432,0.07002790439660789,False
mkg_w,mkgw_mhyper_adamf,10,252,42,1008,0.4246031746031746,-0.020030016902696814,0.14530916160581586,0.08502925959247654,0.031905449799144975,-0.021204676677815646,False
mkg_w,mkgw_mhyper_adamf,11,1068,178,4272,0.5926966292134831,-0.0017142834076991345,0.008465477885017787,0.016896043893147805,0.004784614193632769,0.001326753623513033,True
mkg_w,mkgw_mhyper_adamf,12,108,18,432,0.4074074074074074,-0.02013543728412885,0.13231210221134565,0.09500685672958736,0.012458829336377791,-0.01540244561962578,False
mkg_w,mkgw_mhyper_adamf,13,2772,462,11088,0.4541847041847042,-0.0020295164673204877,0.2653899848997962,0.16147263469451334,-0.01989506356310243,0.0011181706592029957,False
mkg_w,mkgw_mhyper_adamf,14,456,76,1824,0.07894736842105263,-0.033274047360558515,0.05432316566440611,0.03210522960443181,0.017735199835790777,-0.03912306389517086,False
mkg_w,mkgw_mhyper_adamf,15,246,41,984,0.4186991869918699,-0.011112201140740447,0.11714244575362795,0.0702435965278046,0.0076524029053087195,0.002945460416009608,True
mkg_w,mkgw_mhyper_adamf,16,774,129,3096,0.4315245478036176,-0.01728156038922968,0.09534152526802442,0.09089448455110599,-0.015436118453893477,0.004418351680762912,False
mkg_w,mkgw_mhyper_adamf,18,1008,168,4032,0.5803571428571429,-0.0003177824377721476,-0.0238888493108776,0.013556404581156367,0.011392953817798313,0.0006656716486510534,False
mkg_w,mkgw_mhyper_adamf,19,138,23,552,0.4492753623188406,-0.006752177893264072,0.04466110845126819,0.04143350332368573,-0.015503657665505904,-0.01550489780175464,False
mkg_w,mkgw_mhyper_adamf,21,756,126,3024,0.373015873015873,-0.000636037945766169,0.16698292125285502,0.104942066545051,-0.023216873480636432,0.005091069770805648,False
mkg_w,mkgw_mhyper_adamf,22,1128,188,4512,0.3129432624113475,-0.01709221780090661,0.17611914717345115,0.10883184005618157,0.0011645568182048205,-0.005722159387226795,False
