dataset,pair_id,h1_status,feature,n_finite,n_positive,n_zero,n_harmful,positive_mean,positive_median,zero_mean,zero_median,harmful_mean,harmful_median,smd_positive_vs_rest,smd_harmful_vs_rest,smd_positive_vs_harmful,positive_auroc_increasing,positive_auroc_orientation_free,positive_auroc_lift_orientation_free,harmful_auroc_increasing,harmful_auroc_orientation_free,harmful_auroc_lift_orientation_free,positive_vs_harmful_auroc_increasing,positive_vs_harmful_auroc_orientation_free,positive_vs_harmful_auroc_lift_orientation_free,spearman_with_advantage
db15k,db15k_mhyper_native,FAIL,geometry_a_top1_top2_margin,190128,62797,91143,36188,0.5667480989187951,0.3533363342285156,1.3474608362502531,1.0242915153503418,0.697221567084068,0.4492158889770508,-0.6375215063448322,-0.3526332502416248,-0.1869288201836317,0.3256224420001152,0.6743775579998847,0.17437755799988475,0.4218700609705564,0.5781299390294437,0.07812993902944365,0.44078996517909114,0.5592100348209088,0.05921003482090881,-0.14961321229192942
db15k,db15k_mhyper_native,FAIL,geometry_a_score_std,190128,62797,91143,36188,1.3746247106591882,1.2113304138183594,1.1758842632878652,1.1581329107284546,1.6785097827901627,1.2526731491088867,0.0904925126003601,0.543378929933772,-0.3633883433162038,0.5481515846092212,0.5481515846092212,0.0481515846092212,0.6085303946409867,0.6085303946409867,0.10853039464098668,0.4396489317493018,0.5603510682506982,0.06035106825069825,-0.017549184030768585
db15k,db15k_mhyper_native,FAIL,geometry_b_top1,190128,62797,91143,36188,-0.3856049327825132,-0.48651123046875,-0.06622775051985455,-0.1952342987060547,-0.049613202620938796,-0.236302375793457,-0.2544484008217777,0.11105964982989032,-0.26556788082859534,0.42554320284064834,0.5744567971593517,0.07445679715935172,0.5308069408267788,0.5308069408267788,0.030806940826778817,0.42725704536160447,0.5727429546383955,0.07274295463839553,-0.09654310853355696
db15k,db15k_mhyper_native,FAIL,geometry_b_top5_mean,190128,62797,91143,36188,-0.9346171918603864,-0.9414567947387696,-1.072585564892123,-0.99663507938385,-0.6050861356494347,-0.7416118383407593,0.0048589781851093765,0.36309762778528626,-0.2898924339408796,0.4987481815929829,0.5012518184070172,0.0012518184070171579,0.5861231271009353,0.5861231271009353,0.08612312710093528,0.4295733859611913,0.5704266140388087,0.07042661403880868,-0.05088630575374743
db15k,db15k_mhyper_native,FAIL,geometry_b_top1_top2_margin,190128,62797,91143,36188,0.4884373067885024,0.2342262268066406,0.8407856497560497,0.5020980834960938,0.4931414041965063,0.3071727752685547,-0.3182444639271259,-0.26742107162617523,-0.006838494530972716,0.38683944746908155,0.6131605525309185,0.1131605525309185,0.4375935551094533,0.5624064448905467,0.0624064448905467,0.47063250206764995,0.52936749793235,0.02936749793235005,-0.08080589717570814
db15k,db15k_mhyper_native,FAIL,geometry_b_score_std,190128,62797,91143,36188,2.114173627981576,1.3138790130615234,1.269030272208599,1.156325340270996,3.3163521576549675,1.356092929840088,0.10660526684022847,0.5417589922041948,-0.35475112100650125,0.5917277745203336,0.5917277745203336,0.09172777452033365,0.6270776606694366,0.6270776606694366,0.1270776606694366,0.44926579921284465,0.5507342007871554,0.050734200787155403,0.012102817461544622
db15k,db15k_mhyper_native,FAIL,geometry_top1_delta_a_minus_b,190128,62797,91143,36188,6.4316563223976955,6.717807769775391,8.282285882875161,8.296117782592773,5.8666554628399386,6.564518451690674,-0.5322382351302031,-0.6676663560652595,0.2277593280353409,0.3152188997302087,0.6847811002697912,0.18478110026979122,0.3301962425833914,0.6698037574166086,0.16980375741660858,0.5315827440462302,0.5315827440462302,0.03158274404623018,-0.09423688873264836
db15k,db15k_mhyper_native,FAIL,geometry_top5_delta_a_minus_b,190128,62797,91143,36188,6.23149212135248,6.643137454986572,7.694873523361893,7.692183017730713,5.488095956384589,6.550230979919434,-0.39616771465304845,-0.6466666391040603,0.2873577386692257,0.3312669553651508,0.6687330446348492,0.16873304463484917,0.3434259803354816,0.6565740196645184,0.15657401966451845,0.5310024180810705,0.5310024180810705,0.031002418081070515,-0.08092296999215252
db15k,db15k_mhyper_native,FAIL,geometry_margin_delta_a_minus_b,190128,62797,91143,36188,0.07831079212269938,0.0619378089904785,0.5066751864889717,0.3798284530639648,0.20408016288756164,0.0839037895202636,-0.39038119839384045,-0.14468558248663566,-0.15698625451366344,0.39338755683917137,0.6066124431608286,0.10661244316082863,0.4564812710847466,0.5435187289152534,0.043518728915253435,0.46389402986432593,0.5361059701356741,0.03610597013567407,-0.0999521267918652
db15k,db15k_mhyper_native,FAIL,geometry_std_delta_a_minus_b,190128,62797,91143,36188,-0.7395489172872689,-0.1691881418228149,-0.09314600888607358,-0.0253336429595947,-1.637842375088808,-0.2373857498168945,-0.10590158303242796,-0.5129436808580493,0.3338344302179092,0.4167521175803615,0.5832478824196385,0.08324788241963854,0.3738627130884448,0.6261372869115551,0.12613728691155512,0.5543378887072349,0.5543378887072349,0.05433788870723488,-0.003214570205378005
db15k,db15k_mhyper_adamf,FAIL,geometry_direction_tail,190128,65945,84052,40131,0.36914095079232695,0.0,0.6655403797649074,1.0,0.3683187560738581,0.0,-0.40979332583722816,-0.34020251311998834,0.001704153507266874,0.39982538146221114,0.6001746185377889,0.10017461853778886,0.4165440257298829,0.5834559742701171,0.08345597427011708,0.5004110973592344,0.5004110973592344,0.0004110973592343914,-0.057179169969972445
db15k,db15k_mhyper_adamf,FAIL,geometry_a_top1,190128,65945,84052,40131,6.025716647614448,6.048881530761719,8.259050285357237,8.247495651245117,6.166345763041916,6.350305557250977,-0.8455389085683329,-0.5369356167932676,-0.07340634733589153,0.254929840941493,0.7450701590585069,0.24507015905850693,0.3594492378580305,0.6405507621419695,0.1405507621419695,0.46390947575267844,0.5360905242473215,0.03609052424732151,-0.1784120891907766
db15k,db15k_mhyper_adamf,FAIL,geometry_a_top5_mean,190128,65945,84052,40131,5.269524998937459,5.452714443206787,6.638954128456815,6.67009973526001,5.167905274221357,5.654067039489746,-0.5708802569173227,-0.4853774268222044,0.05558024725678488,0.29639849797758017,0.7036015020224198,0.20360150202241978,0.38465086986322716,0.6153491301367728,0.11534913013677284,0.4738013999677631,0.526198600032237,0.02619860003223695,-0.14291883603266578
db15k,db15k_mhyper_adamf,FAIL,geometry_a_top1_top2_margin,190128,65945,84052,40131,0.5723761513990795,0.361539363861084,1.3743541531269392,1.0553460121154783,0.7567764783623846,0.4752664566040039,-0.6412398433882821,-0.2721244923417239,-0.24703483317545666,0.32608871006175,0.67391128993825,0.17391128993825,0.4367436253561731,0.5632563746438268,0.06325637464382683,0.43252338752840874,0.5674766124715913,0.06747661247159131,-0.15698187306682995
db15k,db15k_mhyper_adamf,FAIL,geometry_a_score_std,190128,65945,84052,40131,1.3831675336091402,1.208471417427063,1.1757118251396828,1.1585197448730469,1.5998586143685927,1.2319918870925903,0.1129762459961568,0.44935481432741625,-0.26888417999372044,0.5454312365375954,0.5454312365375954,0.0454312365375954,0.5879890729973446,0.5879890729973446,0.0879890729973446,0.45781088109388907,0.542189118906111,0.04218911890611099,-0.004401963972045387
db15k,db15k_mhyper_adamf,FAIL,geometry_b_top1,190128,65945,84052,40131,0.041199026592976855,-0.0801668167114257,0.2698138230804464,0.208505630493164,0.3766767788496557,0.2304239273071289,-0.22720386898112307,0.17480577918386286,-0.2784750861617038,0.42724899688850365,0.5727510031114964,0.0727510031114964,0.5492782807571961,0.5492782807571961,0.04927828075719609,0.4181628241661262,0.5818371758338738,0.08183717583387384,-0.10618445106822041
db15k,db15k_mhyper_adamf,FAIL,geometry_b_top5_mean,190128,65945,84052,40131,-0.5026418745126086,-0.5406587719917297,-0.647459481019551,-0.6234152615070343,-0.1929907799433437,-0.3541763424873352,-0.0020725183632975684,0.370414816713143,-0.2797867497263499,0.49818806804754534,0.5018119319524547,0.0018119319524546595,0.5867099670700232,0.5867099670700232,0.08670996707002321,0.4313544744192733,0.5686455255807267,0.06864552558072667,-0.05080473807792735
