outer_fold,selected_config_index,selected_config,inner_probe_delta_mrr,inner_spearman,fold_global_alpha
1,0,"{""alpha"": 1e-05, ""epsilon"": 0.1, ""max_iter"": 80}",-0.0001576299502476838,0.02850320090452986,0.55
2,0,"{""alpha"": 1e-05, ""epsilon"": 0.1, ""max_iter"": 80}",-0.0004279819924092893,0.02687253894972204,0.6
3,1,"{""alpha"": 0.0001, ""epsilon"": 0.1, ""max_iter"": 80}",4.214787050703314e-05,0.023237150917231785,0.55
4,1,"{""alpha"": 0.0001, ""epsilon"": 0.1, ""max_iter"": 80}",-9.12803764334584e-05,0.033788811701346705,0.55
5,1,"{""alpha"": 0.0001, ""epsilon"": 0.1, ""max_iter"": 80}",-0.0001394658398551421,0.0379490889641407,0.6
