outer_fold,count,training_gain,positive_gain_rate,negative_transfer_rate
1,12798,0.0003707571472000252,0.24230348491951867,0.20300046882325362
2,12780,0.0004072546688602151,0.25610328638497654,0.207981220657277
3,12786,0.0004989119277967633,0.2403409979665259,0.1996715157203191
4,12780,0.0011265764337719318,0.26298904538341156,0.20970266040688576
5,12816,0.0003314984491406913,0.2748907615480649,0.21363920099875156
