pair,label,split,method,n,active_n,harm_n,benefit_n,mrr,utility,harm,harm_active,intervention,mean_loss,mean_gain,movement
mkgw_mhyper_adamf,W-A,dev_oof,Shrink-fixed,25656,13289.0,2180.0,5318.0,0.34788252425707605,-0.004939441109694069,0.084970377299657,0.16404545112499058,0.5179685063922669,0.009631194471651264,0.004691753361957191,0.12037924851886415
mkgw_mhyper_adamf,W-A,dev_oof,Radius-1,25656,4998.0,1187.0,3268.0,0.3549002065485515,0.002078241181781342,0.046265980667290305,0.23749499799919968,0.19480823199251637,0.002480671501071281,0.004558912682852623,0.0771242594324914
mkgw_mhyper_adamf,W-A,dev_oof,No-gate,25656,9966.0,1702.0,5832.0,0.35362738647641845,0.0008054211096483176,0.06633925787340193,0.17078065422436284,0.3884471468662301,0.002365889709061448,0.0031713108187097663,0.05058270969753663
mkgw_mhyper_adamf,W-A,dev_oof,Global,25656,0.0,0.0,0.0,0.35282196536677013,0.0,0.0,,0.0,0.0,0.0,0.0
mkgw_mhyper_adamf,W-A,test,ADC,25644,5204.0,928.0,3540.0,0.36073485108823533,0.001013911612153524,0.03618780221494307,0.17832436587240585,0.20293245983465918,0.0014250522968633132,0.0024389639090168377,0.04003860552175949
mkgw_mhyper_adamf,W-A,test,Center-0.5,25644,13384.0,3051.0,5000.0,0.35208747939102236,-0.007633460085059417,0.11897519887693028,0.2279587567244471,0.5219154578068944,0.01658004716200158,0.008946587076942165,0.2289521915457802
mkgw_mhyper_adamf,W-A,test,Linear-p,25644,5204.0,790.0,3464.0,0.36062965199023156,0.0009087125141497475,0.030806426454531275,0.15180630284396618,0.20293245983465918,0.0007918884774370348,0.0017006009915867823,0.020870379036031766
mkgw_mhyper_adamf,W-A,test,Clip-g,25644,5204.0,950.0,3535.0,0.36098328928582285,0.0012623498097410243,0.037045702698486976,0.18255188316679477,0.20293245983465918,0.0014609244843349846,0.0027232742940760083,0.04403174231789111
mkgw_mhyper_adamf,W-A,test,Shrink-fixed,25644,13387.0,2165.0,5347.0,0.3544322279785037,-0.005288711497578114,0.08442520667602559,0.16172406065586017,0.5220324442364686,0.010204581360355014,0.004915869862776894,0.12270901575417209
mkgw_mhyper_adamf,W-A,test,Radius-1,25644,5204.0,1217.0,3467.0,0.36190480984480694,0.0021838703687251165,0.047457494930588054,0.233858570330515,0.20293245983465918,0.00257483941351783,0.004758709782242946,0.08001676805490558
mkgw_mhyper_adamf,W-A,test,No-gate,25644,10156.0,1696.0,5920.0,0.36076743551465884,0.0010464960385770255,0.06613632818593043,0.16699487987396613,0.39603805958508814,0.0021773536203858333,0.0032238496589628582,0.05232218062704728
mkgw_mhyper_adamf,W-A,test,Global,25644,0.0,0.0,0.0,0.3597209394760818,0.0,0.0,,0.0,0.0,0.0,0.0
db15k_mhyper_native,D-N,dev_oof,ADC,47532,4807.0,783.0,1929.0,0.38257819381126984,-8.819212839298066e-06,0.01647311285029033,0.16288745579363428,0.10113186905663553,0.0005116635707827677,0.0005028443579434695,0.008514264074728684
db15k_mhyper_native,D-N,dev_oof,Center-0.5,47532,11058.0,3812.0,3876.0,0.3801973051583748,-0.0023897078657343605,0.08019860304636876,0.3447277988786399,0.2326432719010351,0.006602944021047019,0.004213236155312662,0.11098207523352788
db15k_mhyper_native,D-N,dev_oof,Linear-p,47532,4359.0,644.0,1624.0,0.3825344430773711,-5.2569946738010393e-05,0.013548767146343515,0.14774030740995642,0.09170663973744005,0.00031482197013893816,0.0002622520234009277,0.004675797357569681
db15k_mhyper_native,D-N,dev_oof,Clip-g,47532,4807.0,792.0,1937.0,0.38259731934796104,1.0306323851895912e-05,0.01666245897500631,0.16475972540045766,0.10113186905663553,0.0005144925734547434,0.0005247988973066392,0.008784608263906497
db15k_mhyper_native,D-N,dev_oof,Shrink-fixed,47532,11058.0,2586.0,3683.0,0.3823496329519443,-0.00023738007216481325,0.05440545316839182,0.23385784047748237,0.2326432719010351,0.0012454117698823069,0.0010080316977174935,0.02145712362198068
db15k_mhyper_native,D-N,dev_oof,Radius-1,47532,4807.0,1317.0,2203.0,0.38204203756154725,-0.0005449754625618784,0.027707649583438524,0.273975452465155,0.10113186905663553,0.002602351012743977,0.002057375550182099,0.04014243036270301
db15k_mhyper_native,D-N,dev_oof,No-gate,47532,16792.0,2519.0,6294.0,0.38264393723981377,5.692421570463249e-05,0.05299587646217285,0.15001191043353979,0.3532777918034166,0.0014176533498002218,0.0014745775655048545,0.023041319532104185
db15k_mhyper_native,D-N,dev_oof,Global,47532,0.0,0.0,0.0,0.38258701302410913,0.0,0.0,,0.0,0.0,0.0,0.0
db15k_mhyper_native,D-N,test,ADC,59412,4678.0,846.0,2019.0,0.3744854355331475,-8.122325463086767e-05,0.014239547566148253,0.18084651560495937,0.07873830202652662,0.0006174638032597516,0.0005362405486288841,0.007954621961893293
db15k_mhyper_native,D-N,test,Center-0.5,59412,11156.0,4112.0,3895.0,0.3728469583903501,-0.0017197003974282802,0.06921160708274422,0.3685908927931158,0.1877735137682623,0.004789440476925752,0.003069740079497475,0.08864454992257512
