pair,label,split,method,seed,direction,n,active_n,harm_n,benefit_n,mrr,utility,harm,harm_active,intervention,mean_loss,mean_gain,movement
mkgw_mhyper_native,W-N,dev_oof,Radius-1,2,tail,4276,2937.0,724.0,302.0,0.5249288025100867,0.005125296436510144,0.16931711880261927,0.24651004426285325,0.6868568755846586,0.008977069302562455,0.014102365739072599,0.25333255378858766
mkgw_mhyper_native,W-N,dev_oof,Radius-1,3,head,4276,2824.0,870.0,1433.0,0.19641609874294297,0.001198022422801157,0.20346117867165575,0.30807365439093487,0.6604303086997194,0.007189913017508674,0.008387935440309831,0.2712231057062676
mkgw_mhyper_native,W-N,dev_oof,Radius-1,3,tail,4276,2503.0,530.0,320.0,0.5249005920205785,0.010321008602976358,0.12394761459307764,0.21174590491410308,0.5853601496725912,0.004967741926325489,0.01528875052930185,0.21134237605238573
mkgw_mhyper_native,W-N,dev_oof,No-gate,1,head,4276,3908.0,1065.0,1902.0,0.19448330012284032,0.00046340031650134335,0.24906454630495792,0.272517911975435,0.9139382600561272,0.005627624711195024,0.00609102502769637,0.1577876520112253
mkgw_mhyper_native,W-N,dev_oof,No-gate,1,tail,4276,3727.0,840.0,498.0,0.5225947233154142,0.0023468311523318734,0.19644527595884004,0.22538234504963778,0.8716089803554724,0.00896051460169266,0.011307345754024537,0.13949953227315232
mkgw_mhyper_native,W-N,dev_oof,No-gate,2,head,4276,3796.0,1056.0,1758.0,0.1918139493127563,0.001181896699349362,0.2469597754911132,0.2781875658587987,0.8877455565949486,0.004437260522909391,0.005619157222258752,0.13306828811973812
mkgw_mhyper_native,W-N,dev_oof,No-gate,2,tail,4276,4000.0,1074.0,432.0,0.5228722087297909,0.003068702656214429,0.25116931711880264,0.2685,0.9354536950420954,0.01018807469660634,0.013256777352820766,0.16410196445275943
mkgw_mhyper_native,W-N,dev_oof,No-gate,3,head,4276,3882.0,1024.0,1914.0,0.1975774150018806,0.002359338681738805,0.23947614593077643,0.26378155589902114,0.9078578110383536,0.004649092742267298,0.007008431424006102,0.15498129092609897
mkgw_mhyper_native,W-N,dev_oof,No-gate,3,tail,4276,3748.0,804.0,568.0,0.5239348695763696,0.009355286158767493,0.1880261927034612,0.21451440768409819,0.8765201122544434,0.0065722041649358,0.0159274903237033,0.1394527595884002
mkgw_mhyper_native,W-N,dev_oof,Global,1,head,4276,0.0,0.0,0.0,0.19401989980633896,0.0,0.0,,0.0,0.0,0.0,0.0
mkgw_mhyper_native,W-N,dev_oof,Global,1,tail,4276,0.0,0.0,0.0,0.5202478921630823,0.0,0.0,,0.0,0.0,0.0,0.0
mkgw_mhyper_native,W-N,dev_oof,Global,2,head,4276,0.0,0.0,0.0,0.19063205261340693,0.0,0.0,,0.0,0.0,0.0,0.0
mkgw_mhyper_native,W-N,dev_oof,Global,2,tail,4276,0.0,0.0,0.0,0.5198035060735765,0.0,0.0,,0.0,0.0,0.0,0.0
mkgw_mhyper_native,W-N,dev_oof,Global,3,head,4276,0.0,0.0,0.0,0.19521807632014182,0.0,0.0,,0.0,0.0,0.0,0.0
mkgw_mhyper_native,W-N,dev_oof,Global,3,tail,4276,0.0,0.0,0.0,0.5145795834176021,0.0,0.0,,0.0,0.0,0.0,0.0
mkgw_mhyper_native,W-N,test,ADC,1,head,4274,2877.0,772.0,1473.0,0.1954313898717488,0.0014061190949742266,0.18062704726251755,0.2683350712547793,0.6731399157697707,0.004936683510867374,0.006342802605841601,0.13431211979410398
mkgw_mhyper_native,W-N,test,ADC,1,tail,4274,2420.0,426.0,221.0,0.542233970544325,0.0022676395259591535,0.09967243799719233,0.17603305785123968,0.5662143191389799,0.006259749489176187,0.008527389015135342,0.10866869443144596
mkgw_mhyper_native,W-N,test,ADC,2,head,4274,2698.0,783.0,1330.0,0.19330422367331954,0.002027719559926243,0.1832007487131493,0.29021497405485547,0.6312587739822181,0.0032327248537557794,0.005260444413682021,0.10760411792232087
mkgw_mhyper_native,W-N,test,ADC,2,tail,4274,2968.0,639.0,270.0,0.5389842289347906,0.0033871243802050476,0.1495086569957885,0.2152964959568733,0.6944314459522696,0.008267098849441004,0.011654223229646054,0.13449929808142264
mkgw_mhyper_native,W-N,test,ADC,3,head,4274,2870.0,829.0,1417.0,0.19303339306240422,-8.405213257466492e-05,0.19396350023397285,0.2888501742160279,0.6715021057557323,0.004672714729896812,0.004588662597322146,0.13281469349555455
mkgw_mhyper_native,W-N,test,ADC,3,tail,4274,2407.0,436.0,269.0,0.5396834218689582,0.005675341583165919,0.1020121665886757,0.1811383464894059,0.5631726719700515,0.005409868918238164,0.011085210501404083,0.1080018717828732
