outer_fold,count,training_gain,positive_gain_rate,negative_transfer_rate
1,12798,0.012508695722832894,0.35677449601500233,0.24542897327707455
2,12780,0.007184502111978106,0.3011737089201878,0.2161189358372457
3,12786,0.00531396807295909,0.3682152354137338,0.22806194274988267
4,12780,0.009284972116536325,0.3402190923317684,0.21752738654147105
5,12816,0.011897823916277401,0.3197565543071161,0.20739700374531836
