split,dataset,pair,beta,beta_role,is_dev_locked_beta,seed,direction,n_observations,mrr,global_mrr,delta_mrr_vs_global,harmful_query_rate,mean_harm,beneficial_query_rate,changed_alpha_rate,fallback_rate,mean_abs_alpha_deviation,p95_abs_alpha_deviation,saturation_rate,n_harmful,n_beneficial,n_unchanged
dev,MKG-W,M-Hyper + AdaMF-MAT,0.1,formal_dev_candidate,False,3,pooled,8552,0.3534691281668581,0.35289554302181275,0.0005735851450453398,0.0475912067352666,0.010990414346351321,0.20509822263797942,0.308465855940131,0.24462114125350795,0.01623596819457438,0.050000000000000044,0.49812909260991584,407,1754,6391
dev,MKG-W,M-Hyper + AdaMF-MAT,0.15,formal_dev_candidate,False,1,pooled,8552,0.35345438490085673,0.3527399793479298,0.0007144055529269673,0.05144995322731525,0.008723209169182131,0.2235734331150608,0.33056594948550044,0.254911131898971,0.02045135640785782,0.09999999999999998,0.5266604303086997,440,1912,6200
dev,MKG-W,M-Hyper + AdaMF-MAT,0.15,formal_dev_candidate,False,2,pooled,8552,0.35387261936195646,0.35283037373056747,0.0010422456313890181,0.057764265668849395,0.013379001043219192,0.2580682881197381,0.38528999064546304,0.2257951356407858,0.025865294667913947,0.09999999999999998,0.48947614593077643,494,2207,5851
dev,MKG-W,M-Hyper + AdaMF-MAT,0.15,formal_dev_candidate,False,3,pooled,8552,0.35385817011456533,0.35289554302181275,0.0009626270927525313,0.05636108512628625,0.01205739119758554,0.23199251637043966,0.35465388213283444,0.24462114125350795,0.023807296538821337,0.09999999999999998,0.49812909260991584,482,1984,6086
dev,MKG-W,M-Hyper + AdaMF-MAT,0.2,formal_dev_candidate,False,1,pooled,8552,0.3538568714118921,0.3527399793479298,0.0011168920639623029,0.054139382600561274,0.011486018578413075,0.22626286248830682,0.33056594948550044,0.254911131898971,0.02715154349859682,0.09999999999999998,0.5266604303086997,463,1935,6154
dev,MKG-W,M-Hyper + AdaMF-MAT,0.2,formal_dev_candidate,False,2,pooled,8552,0.3541736815286751,0.35283037373056747,0.0013433077981076435,0.05998596819457437,0.014264304254276338,0.2622778297474275,0.38528999064546304,0.2257951356407858,0.032968896164639855,0.15000000000000002,0.48947614593077643,513,2243,5796
dev,MKG-W,M-Hyper + AdaMF-MAT,0.2,formal_dev_candidate,False,3,pooled,8552,0.35433738306086576,0.35289554302181275,0.0014418400390530128,0.0583489242282507,0.0149079015090777,0.23666978484565013,0.35465388213283444,0.24462114125350795,0.03115060804490178,0.15000000000000002,0.49812909260991584,499,2024,6029
dev,MKG-W,M-Hyper + AdaMF-MAT,0.25,formal_dev_candidate,False,1,pooled,8552,0.35393158681301073,0.3527399793479298,0.0011916074650810086,0.05636108512628625,0.016670647421338187,0.22953695042095415,0.33056594948550044,0.254911131898971,0.03399204864359215,0.15000000000000002,0.5266604303086997,482,1963,6107
dev,MKG-W,M-Hyper + AdaMF-MAT,0.25,formal_dev_candidate,False,2,pooled,8552,0.3543975675467143,0.35283037373056747,0.001567193816146827,0.06361085126286249,0.018624978327735582,0.2637979420018709,0.38528999064546304,0.2257951356407858,0.04135289990645463,0.15000000000000002,0.48947614593077643,544,2256,5752
dev,MKG-W,M-Hyper + AdaMF-MAT,0.25,formal_dev_candidate,False,3,pooled,8552,0.35444480743561657,0.35289554302181275,0.0015492644138037717,0.06021983161833489,0.01757281629555418,0.24123012160898036,0.35465388213283444,0.24462114125350795,0.038517305893358285,0.15000000000000002,0.49812909260991584,515,2063,5974
dev,MKG-W,M-Hyper + AdaMF-MAT,0.3,formal_dev_candidate,False,1,pooled,8552,0.3545280496172037,0.3527399793479298,0.0017880702692739023,0.05706267539756782,0.01720700275933733,0.23164172123479887,0.33056594948550044,0.254911131898971,0.04074485500467727,0.15000000000000002,0.5266604303086997,488,1981,6083
dev,MKG-W,M-Hyper + AdaMF-MAT,0.3,formal_dev_candidate,False,2,pooled,8552,0.3544643900541297,0.35283037373056747,0.001634016323562184,0.06606641721234799,0.02299343985944783,0.2664873713751169,0.38528999064546304,0.2257951356407858,0.05076590271281572,0.19999999999999996,0.48947614593077643,565,2279,5708
