split,dataset,pair,beta,beta_role,is_dev_locked_beta,n_observations,mrr,global_mrr,delta_mrr_vs_global,harmful_query_rate,mean_harm,beneficial_query_rate,changed_alpha_rate,fallback_rate,mean_abs_alpha_deviation,p95_abs_alpha_deviation,saturation_rate,n_harmful,n_beneficial,n_unchanged
test,MKG-W,M-Hyper + AdaMF-MAT,0.5,formal_dev_candidate,True,25644,0.361705206590221,0.3597209394760817,0.0019842671141391895,0.07303852753080643,0.02429895742385057,0.24555451567618156,0.3562626735298705,0.24220090469505537,0.07602363125877397,0.30000000000000004,0.5036265793167992,1873,6297,17474
test,MKG-W,M-Hyper + AdaMF-MAT,1.0,no_local_bound_diagnostic,False,25644,0.36335173420614786,0.3597209394760817,0.0036307947300660633,0.0896895960068632,0.038983298450050975,0.24301980970207457,0.3562626735298705,0.24220090469505537,0.15236312587739823,0.6,0.5036265793167992,2300,6232,17112
test,DB15K,M-Hyper + NativE,0.05,formal_dev_candidate,False,59412,0.37466087470591203,0.3745666587877784,9.421591813364605e-05,0.008954419982495118,0.014979055087422666,0.02519692991314886,0.04504140577661078,0.0,0.002252070288830541,0.0,0.521982091160035,532,1497,57383
test,DB15K,M-Hyper + NativE,0.1,formal_dev_candidate,False,59412,0.37482472054932964,0.3745666587877784,0.00025806176155125947,0.052497811889853904,0.0149608150099052,0.13768262303911669,0.2822662088466976,0.0,0.014152864741129752,0.050000000000000044,0.521982091160035,3119,8180,48113
test,DB15K,M-Hyper + NativE,0.15,formal_dev_candidate,False,59412,0.37491198991154123,0.3745666587877784,0.000345331123762833,0.06497003972261496,0.016496286691369426,0.16760923719113985,0.3541540429542853,0.0,0.01999343566956172,0.050000000000000044,0.521982091160035,3860,9958,45594
test,DB15K,M-Hyper + NativE,0.2,formal_dev_candidate,False,59412,0.3750835034358367,0.3745666587877784,0.0005168446480582514,0.07247694068538342,0.019205746077091725,0.18502996027738505,0.38633609371844074,0.0,0.027419544873089615,0.09999999999999998,0.521982091160035,4306,10993,44113
test,DB15K,M-Hyper + NativE,0.25,formal_dev_candidate,False,59412,0.3751852860299211,0.3745666587877784,0.0006186272421427306,0.07830067999730694,0.022037658753303265,0.19701407123140105,0.40621423281491953,0.0,0.03440382414327072,0.09999999999999998,0.521982091160035,4652,11705,43055
test,DB15K,M-Hyper + NativE,0.3,formal_dev_candidate,False,59412,0.3753908431974372,0.3745666587877784,0.0008241844096587592,0.08331650171682488,0.024072660203319857,0.20487443614084697,0.4192755672254763,0.0,0.04144112300545345,0.15000000000000002,0.521982091160035,4950,12172,42290
test,DB15K,M-Hyper + NativE,0.35,formal_dev_candidate,False,59412,0.3754983637764888,0.3745666587877784,0.0009317049887104129,0.08762539554298795,0.026305100661302722,0.21074867030229583,0.4282468188244799,0.0,0.048315155187504205,0.15000000000000002,0.521982091160035,5206,12521,41685
test,DB15K,M-Hyper + NativE,0.4,formal_dev_candidate,False,59412,0.3755732484358095,0.3745666587877784,0.0010065896480310867,0.09089072914562715,0.029627361992152514,0.21594963980340673,0.4349458021948428,0.0,0.05537517673197334,0.19999999999999996,0.521982091160035,5400,12830,41182
test,DB15K,M-Hyper + NativE,0.45,formal_dev_candidate,False,59412,0.3757052140936193,0.3745666587877784,0.0011385553058409115,0.09392042011714805,0.032607920429515026,0.2199892277654346,0.4400794452299199,0.0,0.06230307008685114,0.19999999999999996,0.521982091160035,5580,13070,40762
test,DB15K,M-Hyper + NativE,0.5,formal_dev_candidate,True,59412,0.37583807026233057,0.3745666587877784,0.0012714114745521433,0.0973709015013802,0.034421176755794564,0.22337238268363294,0.4441695280414731,0.0,0.06926799299804753,0.25,0.521982091160035,5785,13271,40356
