split,dataset,pair,beta,beta_role,is_dev_locked_beta,seed,direction,n_observations,mrr,global_mrr,delta_mrr_vs_global,harmful_query_rate,mean_harm,beneficial_query_rate,changed_alpha_rate,fallback_rate,mean_abs_alpha_deviation,p95_abs_alpha_deviation,saturation_rate,n_harmful,n_beneficial,n_unchanged
dev,DB15K,M-Hyper + AdaMF-MAT,0.15,formal_dev_candidate,False,pooled,head,23766,0.24382651826675342,0.24351429823048043,0.000312220036272997,0.025246149962130773,0.01570162980552638,0.06610283598417908,0.1027097534292687,0.6659092821678028,0.010319363797020953,0.09999999999999998,0.42548178069511067,600,1571,21595
dev,DB15K,M-Hyper + AdaMF-MAT,0.15,formal_dev_candidate,False,pooled,tail,23766,0.5218457321994928,0.5216597278177378,0.00018600438175500394,0.006942691239585963,0.04356130929320779,0.02545653454514853,0.03828999410923167,0.6793738954809392,0.003908945552469914,0.0,0.6064125220903812,165,605,22996
dev,DB15K,M-Hyper + AdaMF-MAT,0.2,formal_dev_candidate,False,pooled,head,23766,0.2439409391235631,0.24351429823048043,0.0004266408930826972,0.02575107296137339,0.01702886022368299,0.066860220483043,0.1027097534292687,0.6659092821678028,0.012252798114954135,0.09999999999999998,0.42548178069511067,612,1589,21565
dev,DB15K,M-Hyper + AdaMF-MAT,0.2,formal_dev_candidate,False,pooled,tail,23766,0.521897544600801,0.5216597278177378,0.00023781678306307365,0.007447614238828578,0.049973270899282066,0.025919380627787595,0.03828999410923167,0.6793738954809392,0.004847260792729109,0.0,0.6064125220903812,177,616,22973
dev,DB15K,M-Hyper + AdaMF-MAT,0.25,formal_dev_candidate,False,pooled,head,23766,0.244056922371058,0.24351429823048043,0.0005426241405775777,0.02701338045947993,0.01911258066754098,0.06770175881511403,0.1027097534292687,0.6659092821678028,0.01606075906757553,0.15000000000000002,0.42548178069511067,642,1609,21515
dev,DB15K,M-Hyper + AdaMF-MAT,0.25,formal_dev_candidate,False,pooled,tail,23766,0.5217498299189318,0.5216597278177378,9.010210119398284e-05,0.007994614154674746,0.07459073801289741,0.02638222671042666,0.03828999410923167,0.6793738954809392,0.006197929815703105,0.0,0.6064125220903812,190,627,22949
dev,DB15K,M-Hyper + AdaMF-MAT,0.3,formal_dev_candidate,False,pooled,head,23766,0.24409822794359629,0.24351429823048043,0.0005839297131158732,0.027812841874947404,0.024727897675697833,0.06770175881511403,0.1027097534292687,0.6659092821678028,0.01921652781284187,0.19999999999999996,0.42548178069511067,661,1609,21496
dev,DB15K,M-Hyper + AdaMF-MAT,0.3,formal_dev_candidate,False,pooled,tail,23766,0.5217168734610584,0.5216597278177378,5.714564332068547e-05,0.008667844820331566,0.07719792433355704,0.026340149793823108,0.03828999410923167,0.6793738954809392,0.007464445005469998,0.0,0.6064125220903812,206,626,22934
dev,DB15K,M-Hyper + AdaMF-MAT,0.35,formal_dev_candidate,False,pooled,head,23766,0.2440834579322265,0.24351429823048043,0.0005691597017460776,0.028570226373811326,0.02705636357938665,0.06791214339813179,0.1027097534292687,0.6659092821678028,0.022203988891694015,0.19999999999999996,0.42548178069511067,679,1614,21473
dev,DB15K,M-Hyper + AdaMF-MAT,0.35,formal_dev_candidate,False,pooled,tail,23766,0.5218741283387156,0.5216597278177378,0.00021440052097779027,0.008667844820331566,0.0742584639599456,0.026424303627030212,0.03828999410923167,0.6793738954809392,0.008632079441218547,0.0,0.6064125220903812,206,628,22932
dev,DB15K,M-Hyper + AdaMF-MAT,0.4,formal_dev_candidate,False,pooled,head,23766,0.24416125467542912,0.24351429823048043,0.0006469564449487048,0.028948918623243287,0.028124662611607645,0.068080451064546,0.1027097534292687,0.6659092821678028,0.02589623832365564,0.25,0.42548178069511067,688,1618,21460
dev,DB15K,M-Hyper + AdaMF-MAT,0.4,formal_dev_candidate,False,pooled,tail,23766,0.5219622651560109,0.5216597278177378,0.0003025373382731134,0.008878229403349322,0.07821454609594536,0.026550534376840865,0.03828999410923167,0.6793738954809392,0.010014306151645207,0.0,0.6064125220903812,211,631,22924
