outer_fold,count,training_gain,positive_gain_rate,negative_transfer_rate
1,20538,0.020264175723784993,0.3779822767552829,0.21813224267211997
2,20496,0.018153514594042235,0.3677302888368462,0.2108704137392662
3,20514,0.01657729439801035,0.37696207468070586,0.24378473237788828
4,20502,0.01957926708228437,0.3761584235684323,0.22295385816017949
5,20574,0.020461081510439353,0.38475746087294643,0.20146787207154662
