regime,n_queries,mrr_residual,mrr_gate,mrr_xgb_routed,mrr_oracle,oracle_minus_xgb_gap,oracle_minus_residual_gap
head_has_img,7048,0.001591005892320352,0.012682782688167984,0.004143405220929341,0.013707945532128847,0.009564540311199507,0.012116939639808495
head_no_img,2952,0.005176488204476533,0.010350208961634936,0.007868023922488913,0.013836942868630181,0.005968918946141268,0.008660454664153648
tail_no_img,10000,0.5829275106566311,0.32824986278688756,0.582384247353246,0.6526215421939978,0.07023729484075181,0.06969403153736675
