regime,n_queries,mrr_oracle,mrr_xgb_routed,oracle_gap,false_negative_rate,false_positive_rate,lost_rr_mass_fn,lost_rr_mass_fp
head_has_img,7048,0.013707945532128847,0.004143405220929341,0.009564540311199507,0.9410876132930514,0.0273972602739726,66.05068522418858,1.3601948891455247
head_no_img,2952,0.013836942868630181,0.007868023922488913,0.005968918946141268,0.9412852519648636,0.060836501901140684,12.637063666634951,4.983185062374075
tail_no_img,10000,0.6526215421939978,0.582384247353246,0.07023729484075181,0.7285067873303167,0.1355117731859683,409.35806270307444,293.0148857044435
