regime,n_queries,mrr_residual,mrr_gate,mrr_xgb_routed,mrr_oracle,oracle_minus_xgb_gap,oracle_minus_residual_gap
head_has_img,7048,0.0018183417195942603,0.011888724445277329,0.00398015548792858,0.013065502463793227,0.009085346975864647,0.011247160744198967
head_no_img,2952,0.005848462039812068,0.011562072734038585,0.008045287592802272,0.015956910099194515,0.007911622506392242,0.010108448059382446
tail_no_img,10000,0.5848687530547897,0.3284053340511032,0.5805260338858409,0.6577340743555302,0.07720804046968932,0.07286532130074053
