regime,n_queries,mrr_oracle,mrr_xgb_routed,oracle_gap,false_negative_rate,false_positive_rate,lost_rr_mass_fn,lost_rr_mass_fp
head_has_img,7048,0.013619453523061873,0.00424634300223145,0.009373110520830424,0.9377802690582959,0.02240566037735849,64.71808202675652,1.3436009240563125
head_no_img,2952,0.013488995774692347,0.007378818619087573,0.0061101771556047735,0.9420491423273064,0.06289308176100629,12.283978726902639,5.753264236442654
tail_no_img,10000,0.6508224135508103,0.5774896031116395,0.07333281043917073,0.7423261053224444,0.1341293223755621,439.00716921065373,294.3209351810533
