regime,comparison,n_queries,win_rate,lose_rate,tie_rate,mean_rr_diff
head_has_img,gate_vs_residual,21144,0.7482500945894817,0.25151343170639423,0.0002364737041241014,0.010610555905151729
head_no_img,gate_vs_residual,8856,0.7313685636856369,0.2682926829268293,0.00033875338753387534,0.004914930675113116
tail_no_img,gate_vs_residual,30000,0.2253,0.6323,0.1424,-0.25736627833789466
head_has_img,full_vs_residual,21144,0.7345819144911085,0.2651816118047673,0.0002364737041241014,0.005180923929506748
head_no_img,full_vs_residual,8856,0.7270776874435411,0.2720189701897019,0.0009033423667570009,0.006709797788988448
tail_no_img,full_vs_residual,30000,0.29223333333333334,0.5337,0.17406666666666668,-0.17800707845652858
head_has_img,xgb_routed_vs_residual,21144,0.046538024971623154,0.006479379493000379,0.9469825955353764,0.0023885891894295085
head_no_img,xgb_routed_vs_residual,8856,0.046860885275519425,0.016034327009936768,0.9371047877145439,0.0022442175599350373
tail_no_img,xgb_routed_vs_residual,30000,0.0816,0.08606666666666667,0.8323333333333334,-0.003113488365649616
