regime,comparison,n_queries,win_rate,lose_rate,tie_rate,mean_rr_diff
head_has_img,gate_vs_residual,7048,0.7345346197502838,0.26532349602724176,0.00014188422247446084,0.010070382725683068
head_no_img,gate_vs_residual,2952,0.7313685636856369,0.2682926829268293,0.00033875338753387534,0.0057136106942265175
tail_no_img,gate_vs_residual,10000,0.2252,0.6277,0.1471,-0.2564634190036865
head_has_img,full_vs_residual,7048,0.7341089670828603,0.26532349602724176,0.0005675368898978433,0.005417491637167745
head_no_img,full_vs_residual,2952,0.7279810298102981,0.27100271002710025,0.0010162601626016261,0.007606855710750372
tail_no_img,full_vs_residual,10000,0.2906,0.5402,0.1692,-0.18030676290543382
head_has_img,xgb_routed_vs_residual,7048,0.04809875141884223,0.007236095346197503,0.9446651532349603,0.00216181376833432
head_no_img,xgb_routed_vs_residual,2952,0.05555555555555555,0.014905149051490514,0.9295392953929539,0.0021968255529902056
tail_no_img,xgb_routed_vs_residual,10000,0.0815,0.0871,0.8314,-0.004342719168948773
