regime,n_seeds,n_queries,mrr_oracle_mean,mrr_oracle_std,mrr_xgb_routed_mean,mrr_xgb_routed_std,oracle_gap_mean,oracle_gap_std,false_negative_rate_mean,false_negative_rate_std,false_positive_rate_mean,false_positive_rate_std,lost_rr_mass_fn_mean,lost_rr_mass_fn_std,lost_rr_mass_fp_mean,lost_rr_mass_fp_std
head_has_img,3,7048,0.013464300506327935,0.0002842975178275158,0.004123301237029733,0.0001095964592468348,0.009340999269298168,0.00019694316018176614,0.9377995297293212,0.002676880497855136,0.025691882641352734,0.002324266148469065,64.56559579667969,1.2793744164472307,1.2697670533339676,0.11634795828152114
head_no_img,3,2952,0.014427616247505633,0.0010906638830409574,0.0077640433781262,0.0002818441513029898,0.006663572869379367,0.0008843865643375293,0.9356485018010937,0.008517431658620933,0.05976171307256744,0.0030904369673168904,13.895813344363036,2.0349214383694707,5.775053766045036,0.655634691991232
tail_no_img,3,10000,0.6537260100334461,0.0029277580360128987,0.5801332947835754,0.002017435428922737,0.0735927152498706,0.002851723050929803,0.7373006410015427,0.006239335229740061,0.13613388332216694,0.0019411926391998335,434.8740782921039,19.368178020867187,301.0530742066017,10.457800047990766
