regime,n_queries,fusion_selection_rate,gain_precision_d001,gain_recall_d001,mean_prob_fusion,mean_rr_routed
head_has_img,7048,0.052639046538024974,0.41778975741239893,0.16774891774891776,0.37502655501542964,0.00424634300223145
head_no_img,2952,0.05928184281842819,0.46285714285714286,0.3188976377952756,0.2855922096133797,0.007378818619087573
tail_no_img,10000,0.178,0.3741573033707865,0.3328335832083958,0.48995392541119365,0.5774896031116395
