regime,comparison,n_queries,win_rate,lose_rate,tie_rate,mean_rr_diff
head_has_img,gate_vs_residual,7048,0.7589387060158911,0.24063564131668558,0.0004256526674233825,0.010669508193924487
head_no_img,gate_vs_residual,2952,0.7306910569105691,0.2693089430894309,0.0,0.00385746057395443
tail_no_img,gate_vs_residual,10000,0.2242,0.6449,0.1309,-0.260957768140254
head_has_img,full_vs_residual,7048,0.7616345062429057,0.23822360953461974,0.00014188422247446084,0.005887548012080169
head_no_img,full_vs_residual,2952,0.7127371273712737,0.2865853658536585,0.0006775067750677507,0.005435300053810357
tail_no_img,full_vs_residual,10000,0.295,0.4975,0.2075,-0.1452257466034439
head_has_img,xgb_routed_vs_residual,7048,0.04724744608399546,0.005391600454029512,0.947360953461975,0.0024515544713452175
head_no_img,xgb_routed_vs_residual,2952,0.04234417344173442,0.016937669376693765,0.9407181571815718,0.0018442914088025273
tail_no_img,xgb_routed_vs_residual,10000,0.0775,0.0865,0.836,-0.00445448262461508
