regime,n_queries,mrr_residual,mrr_gate,mrr_xgb_routed,mrr_oracle,oracle_minus_xgb_gap,oracle_minus_residual_gap
head_has_img,7048,0.0017947885308862315,0.012464296724810718,0.00424634300223145,0.013619453523061873,0.009373110520830424,0.011824664992175642
head_no_img,2952,0.005534527210285045,0.009391987784239473,0.007378818619087573,0.013488995774692347,0.0061101771556047735,0.007954468564407301
tail_no_img,10000,0.5819440857362546,0.32098631759600066,0.5774896031116395,0.6508224135508103,0.07333281043917073,0.06887832781455572
