regime,n_queries,mrr_oracle,mrr_xgb_routed,oracle_gap,false_negative_rate,false_positive_rate,lost_rr_mass_fn,lost_rr_mass_fp
head_has_img,7048,0.013065502463793227,0.00398015548792858,0.009085346975864647,0.9345307068366164,0.02727272727272727,62.92802013909396,1.1055053468000653
head_no_img,2952,0.015956910099194515,0.008045287592802272,0.007911622506392242,0.9236111111111112,0.05555555555555555,16.76639763955152,6.588711999318376
tail_no_img,10000,0.6577340743555302,0.5805260338858409,0.07720804046968932,0.7410690303518668,0.13876055440497054,456.25700296258367,315.8234017343083
