outer_fold,count,training_gain,positive_gain_rate,negative_transfer_rate
1,20538,0.018696119391396152,0.4052001168565586,0.19938650306748465
2,20496,0.015388937028420036,0.41203161592505855,0.1946233411397346
3,20514,0.017994580327170533,0.4080140391927464,0.20722433460076045
4,20502,0.016884274285630628,0.3860598965954541,0.18568920105355574
5,20574,0.016665520628511135,0.399970836978711,0.20365509866822204
