dataset,pair_id,pair_label,n_original_triples,raw_oracle_headroom,total_gain,top1_gain_share,top1_triple_count,top5_gain_share,top5_triple_count,top10_gain_share,top10_triple_count,top20_gain_share,top20_triple_count,q50,q50_triple_count,gini,effective_support
mkg_y,mkg_y_mhyper_native,MKG-Y / M-Hyper + NativE,2665,0.036845721448909075,98.19384766134269,0.09626211532291956,27,0.3494765186784728,134,0.5616275502127303,267,0.805213365531172,533,0.08367729831144466,223,0.7681335958180203,0.23268989202215154
mkg_y,mkg_y_mhyper_adamf,MKG-Y / M-Hyper + AdaMF-MAT,2665,0.044069718507975676,117.44579982375515,0.09131474584805387,27,0.32447998859907595,134,0.5184299936608825,267,0.7627627847429523,533,0.09568480300187618,255,0.7445540099334815,0.2573282407536066
mkg_y,mkg_y_native_adamf,MKG-Y / NativE + AdaMF-MAT,2665,0.03784422884744998,100.8548698784542,0.08341359794433854,27,0.3145017043085556,134,0.5293637010507294,267,0.7715881320632374,533,0.09268292682926829,247,0.7494076618157394,0.25838597536285496
