outer_fold,count,training_gain,positive_gain_rate,negative_transfer_rate
1,38052,0.009657380715611886,0.3080784190055713,0.1582045621780721
2,38046,0.010638607780374652,0.27719076906902174,0.1193029490616622
3,38016,0.01140647032314903,0.3165246212121212,0.1617739898989899
4,37992,0.011892922697358406,0.227179406190777,0.10262686881448727
5,38022,0.01169507179869537,0.2785492609541844,0.1243490610699069
