outer_fold,count,training_gain,positive_gain_rate,negative_transfer_rate
1,38052,0.0042413705537757,0.16209397666351308,0.06667192263218753
2,38046,0.003845153308229096,0.15933343846922146,0.06271355727277506
3,38016,0.003773393362038688,0.15038404882154882,0.058922558922558925
4,37992,0.005654301178868761,0.2010949673615498,0.07648978732364708
5,38022,0.003770799075334377,0.13994529482930934,0.05804534217032244
