pair,label,split,seed,direction,intervention,harm,harm_active,benefit,unchanged,conditional_loss,conditional_gain,mean_loss,mean_gain,utility,severe_10,severe_10_active,severe_50,severe_50_active,top1_retention,top1_loss,top1_outside10,top1_active_retention,top1_active_loss,top1_active_outside10,new_top1,hits1_delta,n,active_n,harm_n,benefit_n,unchanged_n,loss_sum,gain_sum,delta_sum,severe_10_n,severe_50_n,top1_n,top1_retained_n,top1_lost_n,top1_outside10_n,active_top1_n,active_top1_retained_n,active_top1_lost_n,active_top1_outside10_n,new_top1_n,hits1_delta_sum,active_unchanged_n,inactive_n,loss_q50,loss_q90,loss_q95,loss_q99,loss_max,worst_tenth_harm_n,worst_tenth_loss_share
db15k_mhyper_native,D-N,test,1,head,0.12472227832761058,0.023126641082609575,0.1854251012145749,0.04998990103009493,0.9268834578872955,0.040890063358300845,0.014583608990522778,0.0009456498191325887,0.0007290331700978363,-0.00021661664903475252,0.00222177337911533,0.017813765182186234,0.0015148454857604524,0.012145748987854251,0.9914383561643836,0.008561643835616438,0.0,0.9418604651162791,0.05813953488372093,0.0,0.0007069278933548778,-0.0008079175924055746,9902,1235,229,495,9178,9.363824509050893,7.2188864503087755,-2.1449380587421194,22,15,1752,1737,15,0,258,243,15,0,7,-8.0,511,8667,0.00040524502851188235,0.051428571428571546,0.5,0.5,0.5,23,0.9316502584363112
db15k_mhyper_native,D-N,test,1,tail,0.005049484952534842,0.0005049484952534841,0.1,0.0021207836800646333,0.9973742678246819,0.0010896403047097147,0.007711706434367273,5.502122322307184e-07,1.6354861151455537e-05,1.580464891922482e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9902,50,5,21,9876,0.005448201523548573,0.16194583512171273,0.15649763359816415,0,0,4183,4183,0,0,8,8,0,0,0,0.0,24,9852,7.927395987097473e-05,0.003068559347629113,0.003915232054766935,0.0045925702204771945,0.004761904761904759,1,0.8740324199320716
db15k_mhyper_native,D-N,test,2,head,0.042516663300343364,0.008180165623106443,0.19239904988123516,0.01878408402342961,0.9730357503534639,0.03764330167237254,0.013284465947300967,0.0003079284422805671,0.0002495365245604908,-5.839191772007632e-05,0.000605938194304181,0.014251781472684086,0.0005049484952534841,0.011876484560570071,0.9972051425377306,0.002794857462269424,0.0,0.9375,0.0625,0.0,0.00020197939810139365,-0.0003029690971520905,9902,421,81,186,9635,3.0491074354621754,2.47091066619798,-0.5781967692641957,6,5,1789,1784,5,0,80,75,5,0,2,-3.0,154,9481,0.0002718657759826007,0.020202020202020193,0.5,0.5333333333333338,0.6666666666666667,9,0.9546000829049232
db15k_mhyper_native,D-N,test,2,tail,0.003534639466774389,0.00010098969905069682,0.02857142857142857,0.0019188042819632397,0.9979802060189861,5.765343984522503e-06,0.04041551099105929,5.822403539206729e-10,7.754945554737695e-05,7.754887330702302e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.00010098969905069682,0.00010098969905069682,9902,35,1,19,9882,5.765343984522503e-06,0.7678947088301266,0.767888943486142,0,0,4147,4147,0,0,6,6,0,0,1,1.0,15,9867,5.765343984522503e-06,5.765343984522503e-06,5.765343984522503e-06,5.765343984522503e-06,5.765343984522503e-06,1,1.0
db15k_mhyper_native,D-N,test,3,head,0.2853968895172692,0.05140375681680469,0.18011323425336165,0.12684306200767523,0.8217531811755201,0.045982740616703294,0.016363844744879744,0.0023636856164312237,0.0020756401736587516,-0.0002880454427724768,0.005756412845889719,0.020169851380042462,0.0033326600686729956,0.01167728237791932,0.9813242784380306,0.01867572156196944,0.0,0.9406474820143885,0.05935251798561151,0.0,0.002524742476267421,-0.0008079175924055746,9902,2826,509,1256,8137,23.405214973901977,20.552988999568957,-2.852225974333065,57,33,1767,1734,33,0,556,523,33,0,25,-8.0,1061,7076,0.00043997800109994495,0.16666666666666669,0.5,0.5,0.8,51,0.8637676128678721
db15k_mhyper_native,D-N,test,3,tail,0.011209856594627348,0.0021207836800646333,0.1891891891891892,0.004241567360129267,0.9936376489598061,0.041007552094562,0.016345162264565855,8.696814724154736e-05,6.932910675739909e-05,-1.7639040484148238e-05,0.0003029690971520905,0.02702702702702703,0.00010098969905069682,0.009009009009009009,0.9997596153846153,0.0002403846153846154,0.0,0.9473684210526315,0.05263157894736842,0.0,0.00010098969905069682,0.0,9902,111,21,42,9839,0.861158593985802,0.6864968151117659,-0.17466177887403586,3,1,4160,4159,1,0,19,18,1,0,1,0.0,48,9791,0.00037060232933619095,0.16666666666666669,0.16666666666666669,0.43333333333333357,0.5,3,0.9676885757782644
db15k_mhyper_adamf,D-A,dev_oof,1,head,0.00555415299166877,0.0015147689977278464,0.2727272727272727,0.0031557687452663467,0.9953294622570058,0.19011066695913936,0.07137280941871814,0.00028797374444706797,0.00022523608122544225,-6.273766322162566e-05,0.0005049229992426155,0.09090909090909091,0.0005049229992426155,0.09090909090909091,0.9972356599861782,0.0027643400138217,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0003786922494319616,-0.00012623074981065388,7922,44,12,25,7885,2.2813280035096724,1.7843202354679535,-0.4970077680417184,4,4,1447,1443,4,0,6,2,4,0,3,-1.0,7,7878,0.027866581415174767,0.5,0.575,0.6483333333333335,0.6666666666666667,2,0.5113980387177237
db15k_mhyper_adamf,D-A,dev_oof,1,tail,0.0013885382479171926,0.0003786922494319616,0.2727272727272727,0.0007573844988639232,0.9988639232517041,0.17047447696155774,0.045333255510100395,6.455736315130942e-05,3.433470500638757e-05,-3.022265814492187e-05,0.00012623074981065388,0.09090909090909091,0.00012623074981065388,0.09090909090909091,0.9997063142437592,0.0002936857562408223,0.0,0.5,0.5,0.0,0.0,-0.00012623074981065388,7922,11,3,6,7913,0.5114234308846732,0.27199953306060237,-0.23942389782407103,1,1,3405,3404,1,0,2,1,1,0,0,-1.0,2,7911,0.009090909090909094,0.40181818181818185,0.45090909090909087,0.49018181818181816,0.5,1,0.977663458115494
db15k_mhyper_adamf,D-A,dev_oof,2,head,0.007573844988639233,0.002019691996970462,0.26666666666666666,0.004670537742994194,0.9933097702600353,0.08373669792801798,0.09673995531990777,0.00016912233865795098,0.00045182761257720117,0.00028270527391925025,0.0003786922494319616,0.05,0.00025246149962130775,0.03333333333333333,0.9986023759608665,0.001397624039133473,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0006311537490532694,0.0003786922494319616,7922,60,16,37,7869,1.3397871668482877,3.5793783468365876,2.2395911799883006,3,2,1431,1429,2,0,6,4,2,0,5,3.0,7,7862,0.014484126984126974,0.31666666666666665,0.5,0.5,0.5,2,0.7463872059264439
db15k_mhyper_adamf,D-A,dev_oof,2,tail,0.0015147689977278464,0.0003786922494319616,0.25,0.001009845998485231,0.9986114617520828,0.1722351496435963,0.027191320234974888,6.5224116249784e-05,2.745904593281988e-05,-3.776507031696411e-05,0.00012623074981065388,0.08333333333333333,0.00012623074981065388,0.08333333333333333,0.9997046662728883,0.00029533372711163615,0.0,0.0,1.0,0.0,0.0,-0.00012623074981065388,7922,12,3,8,7911,0.5167054489307888,0.2175305618797991,-0.2991748870509897,1,1,3386,3385,1,0,1,0,1,0,0,-1.0,1,7910,0.016666666666666677,0.4033333333333333,0.4516666666666666,0.49033333333333334,0.5,1,0.9676692998586386
db15k_mhyper_adamf,D-A,dev_oof,3,head,0.004796768492804847,0.0012623074981065387,0.2631578947368421,0.0023983842464024236,0.996339308255491,0.1271842878194755,0.08784502686341951,0.00016054568015586403,0.00021068612855402305,5.0140448398159014e-05,0.0003786922494319616,0.07894736842105263,0.00025246149962130775,0.05263157894736842,0.9986159169550173,0.001384083044982699,0.0,0.75,0.25,0.0,0.00025246149962130775,0.0,7922,38,10,19,7893,1.2718428781947548,1.6690555104049707,0.3972126322102157,3,2,1445,1443,2,0,8,6,2,0,2,0.0,9,7884,0.0023387800736595406,0.5,0.5,0.5,0.5,1,0.39313032181278285
db15k_mhyper_adamf,D-A,dev_oof,3,tail,0.001009845998485231,0.0,0.0,0.0005049229992426155,0.9994950770007573,,0.032756695529489135,0.0,1.653960895202683e-05,1.653960895202683e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7922,8,0,4,7918,0.0,0.13102678211795654,0.13102678211795654,0,0,3406,3406,0,0,2,2,0,0,0,0.0,4,7914,,,,,,0,
db15k_mhyper_adamf,D-A,test,1,head,0.007069278933548778,0.0016158351848111492,0.22857142857142856,0.004544536457281357,0.9938396283579075,0.017897719725395892,0.06988938588670307,2.8919765260183224e-05,0.00031761486213912726,0.00028869509687894394,0.00010098969905069682,0.014285714285714285,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0003029690971520905,0.0003029690971520905,9902,70,16,45,9841,0.2863635156063343,3.1450223649016382,2.8586588492953027,1,0,1752,1752,0,0,4,4,0,0,3,3.0,9,9832,0.002707965619074046,0.053205128205128197,0.09583333333333331,0.1258333333333333,0.1333333333333333,2,0.756614075671985
db15k_mhyper_adamf,D-A,test,1,tail,0.001211876388608362,0.0003029690971520905,0.25,0.0007069278933548778,0.998990103009493,0.005970401633855785,0.14043704979300445,1.808847192644653e-06,9.927886775914272e-05,9.747002056649808e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.00010098969905069682,0.00010098969905069682,9902,12,3,7,9892,0.017911204901567356,0.9830593485510312,0.9651481436494639,0,0,4183,4183,0,0,2,2,0,0,1,1.0,2,9890,5.192346955192506e-05,0.014296098979624665,0.016076620918383754,0.01750103846939103,0.01785714285714285,1,0.9969816634491309
db15k_mhyper_adamf,D-A,test,2,head,0.009493031710765503,0.0013128660876590588,0.13829787234042554,0.006463340739244597,0.9922237931730964,0.01120781807866365,0.08492740325254343,1.4714364272129615e-05,0.0005489147453204181,0.0005342003810482885,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0005049484952534841,0.0005049484952534841,9902,94,13,64,9825,0.14570163502262745,5.4353538081627795,5.289652173140152,0,0,1789,1789,0,0,9,9,0,0,5,5.0,17,9808,0.0026785714285714295,0.023111111111111114,0.04833333333333324,0.07633333333333325,0.08333333333333331,2,0.7435286043050179
db15k_mhyper_adamf,D-A,test,2,tail,0.0027267218743688144,0.0005049484952534841,0.18518518518518517,0.0017168248838618462,0.9977782266208847,0.10365343895556382,0.11275534980420189,5.233964802846083e-05,0.00019358119033240076,0.0001412415423039399,0.00010098969905069682,0.037037037037037035,0.00010098969905069682,0.037037037037037035,0.9997588618278274,0.00024113817217265494,0.0,0.75,0.25,0.0,0.00010098969905069682,0.0,9902,27,5,17,9880,0.5182671947778191,1.9168409466714322,1.398573751893613,1,1,4147,4146,1,0,4,3,1,0,1,0.0,5,9875,0.0018853695324283562,0.30654761904761907,0.4032738095238094,0.48065476190476186,0.5,1,0.9647533261570795
db15k_mhyper_adamf,D-A,test,3,head,0.005251464350636235,0.0013128660876590588,0.25,0.003635629165825086,0.9950515047465158,0.1455539144214849,0.10362281483265938,0.00019109279816999634,0.00037673412785050876,0.0001856413296805125,0.0004039587962027873,0.07692307692307693,0.0003029690971520905,0.057692307692307696,0.99830220713073,0.001697792869269949,0.0,0.0,1.0,0.0,0.0004039587962027873,0.00010098969905069682,9902,52,13,36,9853,1.8922008874793037,3.7304213339757375,1.8382204464964347,4,3,1767,1764,3,0,3,0,3,0,4,1.0,3,9850,0.000916265975429705,0.5,0.5999999999999996,0.7199999999999998,0.75,2,0.6606063913568861
db15k_mhyper_adamf,D-A,test,3,tail,0.001211876388608362,0.000605938194304181,0.5,0.0005049484952534841,0.9988891133104424,0.001839176586456357,0.04592070867737656,1.1144273398038923e-06,2.3187592747614904e-05,2.2073165407811014e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9902,12,6,5,9891,0.011035059518738143,0.2296035433868828,0.21856848386814465,0,0,4160,4160,0,0,1,1,0,0,0,0.0,1,9890,0.0004200567111013367,0.005089419794013062,0.007300144679615227,0.00906872458809696,0.009510869565217392,1,0.8618775049710795
mkgw_native_adamf,W-NA,dev_oof,1,head,0.010991580916744622,0.004443405051449953,0.40425531914893614,0.0025724976613657625,0.9929840972871843,0.10694384284003182,0.0909404681699867,0.00047519481149686733,0.00023394414169079834,-0.000241250669806069,0.0009354536950420954,0.0851063829787234,0.0009354536950420954,0.0851063829787234,0.9923518164435946,0.0076481835564053535,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0004677268475210477,-0.0004677268475210477,4276,47,19,11,4246,2.0319330139606047,1.0003451498698537,-1.031587864090751,4,4,523,519,4,0,12,8,4,0,2,-2.0,17,4229,0.0006519941479549646,0.5,0.5,0.5,0.5,2,0.4921422080006562
mkgw_native_adamf,W-NA,dev_oof,1,tail,0.08933582787652011,0.0205799812909261,0.23036649214659685,0.0362488306828812,0.9431711880261927,0.10112616844009503,0.08154164108416884,0.002081174654520197,0.0029557891412643053,0.0008746144867441104,0.004677268475210477,0.05235602094240838,0.003274087932647334,0.03664921465968586,0.99125,0.00875,0.0,0.8727272727272727,0.12727272727272726,0.0,0.003975678203928906,0.0007015902712815715,4276,382,88,155,4033,8.899102822728363,12.63895436804617,3.739851545317816,20,14,1600,1586,14,0,110,96,14,0,17,3.0,139,3894,0.0038849095037734576,0.5,0.5,0.5324999999999989,0.75,9,0.5337616717798195
mkgw_native_adamf,W-NA,dev_oof,2,head,0.007015902712815715,0.0018709073900841909,0.26666666666666666,0.00304022450888681,0.995088868101029,7.606838473000806e-05,0.08371950437813637,1.423169031431395e-07,0.00025452608908226677,0.0002543837721791237,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0004677268475210477,0.0004677268475210477,4276,30,8,13,4255,0.0006085470778400644,1.0883535569157727,1.0877450098379329,0,0,496,496,0,0,1,1,0,0,2,2.0,9,4246,9.773895801084403e-06,0.0002123341004715356,0.00033964100922879124,0.0004414865362345959,0.00046694791798604715,1,0.7673160138134261
mkgw_native_adamf,W-NA,dev_oof,2,tail,0.04420018709073901,0.011459307764265668,0.25925925925925924,0.01894293732460243,0.9695977549111319,0.11656170024857834,0.04280507888503148,0.0013357163966745413,0.0008108539264938143,-0.0005248624701807269,0.002806361085126286,0.06349206349206349,0.0023386342376052385,0.05291005291005291,0.9938461538461538,0.006153846153846154,0.0,0.7297297297297297,0.2702702702702703,0.0,0.0007015902712815715,-0.001637043966323667,4276,189,49,81,4146,5.711523312180339,3.46721138968755,-2.244311922492788,12,10,1625,1615,10,0,37,27,10,0,3,-7.0,59,4087,0.004387889425186486,0.5,0.5,0.5,0.5,5,0.4377115987023155
mkgw_native_adamf,W-NA,dev_oof,3,head,0.008185219831618335,0.0023386342376052385,0.2857142857142857,0.002806361085126286,0.9948550046772685,0.005559646596022572,0.007566484956550795,1.3001979878443808e-05,2.123428893325761e-05,8.232309054813805e-06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4276,35,10,12,4254,0.05559646596022572,0.09079781947860954,0.03520135351838383,0,0,534,534,0,0,5,5,0,0,0,0.0,13,4241,0.00021798437926648606,0.013333333333333317,0.023333333333333317,0.03133333333333335,0.033333333333333354,1,0.5995584927498874
mkgw_native_adamf,W-NA,dev_oof,3,tail,0.08091674462114125,0.018709073900841908,0.23121387283236994,0.03437792329279701,0.946913002806361,0.07121601602541103,0.05361074507082282,0.0013323857067429566,0.0018430260817144423,0.0005106403749714865,0.0037418147801683817,0.046242774566473986,0.001403180542563143,0.017341040462427744,0.9962616822429906,0.003738317757009346,0.0,0.9210526315789473,0.07894736842105263,0.0,0.0018709073900841909,0.0004677268475210477,4276,346,80,147,4049,5.697281282032883,7.880779525410955,2.1834982433780765,16,6,1605,1599,6,0,76,70,6,0,8,2.0,119,3930,0.0072843822843822875,0.17500000000000074,0.5,0.5,0.5,8,0.6143281026053085
mkgw_native_adamf,W-NA,test,1,head,0.008890968647636874,0.002339728591483388,0.2631578947368421,0.0039775386055217596,0.9936827328029949,0.019631548427803146,0.005386519571994573,4.593249515162178e-05,2.1425089547006955e-05,-2.4507405604614827e-05,0.0002339728591483388,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4274,38,10,17,4247,0.19631548427803147,0.09157083272390773,-0.10474465155412377,1,0,487,487,0,0,4,4,0,0,0,0.0,11,4236,5.305386486872146e-05,0.043040293040293,0.10485347985347973,0.15430402930402934,0.16666666666666669,1,0.8489736165213808
mkgw_native_adamf,W-NA,test,1,tail,0.08633598502573701,0.018951801591015442,0.21951219512195122,0.03509592887225082,0.9459522695367337,0.10372313980719976,0.09295198460013598,0.0019657403660232053,0.003262236240060926,0.0012964958740377193,0.005147402901263453,0.05962059620596206,0.0025737014506317267,0.02981029810298103,0.9933655006031363,0.0066344993968636915,0.0,0.8910891089108911,0.10891089108910891,0.0,0.0039775386055217596,0.0014038371548900327,4274,369,81,150,4043,8.40157432438318,13.942797690020397,5.5412233656372125,22,11,1658,1647,11,0,101,90,11,0,17,6.0,138,3905,0.009169884169884172,0.5,0.5,0.5333333333333338,0.6666666666666667,9,0.5554514530833816
mkgw_native_adamf,W-NA,test,2,head,0.008890968647636874,0.0018717828731867104,0.21052631578947367,0.003743565746373421,0.9943846513804399,0.00011792178887799922,0.011513613550150716,2.2072398479737803e-07,4.310196930332509e-05,4.288124531852771e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,4274,38,8,16,4250,0.0009433743110239937,0.18421781680241145,0.18327444249138744,0,0,495,495,0,0,0,0,0,0,0,0.0,14,4236,3.2260144944652424e-05,0.00036290321899497166,0.0003934153149916903,0.0004178249917890653,0.00042392741098840904,1,0.4493734947353542
mkgw_native_adamf,W-NA,test,2,tail,0.033224145999064106,0.008656995788488536,0.2605633802816901,0.01544220870379036,0.9759007955077211,0.06634949947168114,0.026729074004840668,0.000574387337494666,0.00041275593924180727,-0.00016163139825285848,0.0014038371548900327,0.04225352112676056,0.0007019185774450163,0.02112676056338028,0.9982121573301549,0.0017878426698450535,0.0,0.85,0.15,0.0,0.0,-0.0007019185774450163,4274,142,37,66,4171,2.454931480452202,1.7641188843194842,-0.6908125961327172,6,3,1678,1675,3,0,20,17,3,0,0,-3.0,39,4132,0.006243756243756244,0.16666666666666669,0.5,0.6066666666666668,0.6666666666666667,4,0.7467961317582805
mkgw_native_adamf,W-NA,test,3,head,0.010762751520823585,0.004211511464670099,0.391304347826087,0.003743565746373421,0.9920449227889565,0.09590518667871306,0.05864783805678371,0.00040390579321872603,0.00021955203764823102,-0.00018435375557049498,0.0007019185774450163,0.06521739130434782,0.0007019185774450163,0.06521739130434782,0.9942084942084942,0.005791505791505791,0.0,0.5,0.5,0.0,0.0002339728591483388,-0.0004679457182966776,4274,46,18,16,4240,1.726293360216835,0.9383654089085394,-0.7879279513082955,3,3,518,515,3,0,6,3,3,0,1,-2.0,12,4228,5.8574772709403555e-05,0.5,0.5249999999999998,0.6383333333333331,0.6666666666666667,2,0.675821788783411
mkgw_native_adamf,W-NA,test,3,tail,0.06855404773046327,0.018951801591015442,0.2764505119453925,0.03205428170332241,0.9489939167056621,0.111439794521683,0.06166470519303484,0.002111984875118466,0.001976617831409867,-0.0001353670437085987,0.004679457182966776,0.06825938566552901,0.003275620028076743,0.04778156996587031,0.9915509957754979,0.008449004224502113,0.0,0.7358490566037735,0.2641509433962264,0.0,0.0016378100140383716,-0.0016378100140383716,4274,293,81,137,4056,9.026623356256323,8.448064611445773,-0.5785587448105509,20,14,1657,1643,14,0,53,39,14,0,7,-7.0,75,3981,0.00784313725490196,0.5,0.5,0.6666666666666667,0.6666666666666667,9,0.5354530861181181
db15k_native_adamf,D-NA,dev_oof,1,head,0.02701338045947993,0.0035344609946983086,0.1308411214953271,0.01666245897500631,0.9798030800302954,0.07611275846246034,0.012694363153663596,0.00026901757598445965,0.0002115193052617514,-5.749827072270834e-05,0.0005049229992426155,0.018691588785046728,0.0005049229992426155,0.018691588785046728,0.996415770609319,0.0035842293906810036,0.0,0.8823529411764706,0.11764705882352941,0.0,0.00025246149962130775,-0.00025246149962130775,7922,214,28,132,7762,2.1311572369488894,1.6756559362835945,-0.4555013006652955,4,4,1116,1112,4,0,34,30,4,0,2,-2.0,54,7708,0.0001791598353455905,0.5,0.5,0.5,0.5,3,0.7038429516104137
db15k_native_adamf,D-NA,dev_oof,1,tail,0.019691996970462006,0.0025246149962130774,0.1282051282051282,0.008962383236556425,0.9885130017672304,0.036695609793183925,0.042275749342502375,9.26422867790556e-05,0.00037889146722010463,0.000286249180441049,0.00025246149962130775,0.01282051282051282,0.00012623074981065388,0.00641025641025641,0.9995619798510732,0.0004380201489268506,0.0,0.9761904761904762,0.023809523809523808,0.0,0.00025246149962130775,0.00012623074981065388,7922,156,20,71,7831,0.7339121958636785,3.001578203317669,2.2676660074539905,2,1,2283,2282,1,0,42,41,1,0,2,1.0,65,7766,0.00037978718044079124,0.03273809523809544,0.1833333333333336,0.43666666666666626,0.5,2,0.9083738769078823
db15k_native_adamf,D-NA,dev_oof,2,head,0.009972229235041655,0.002145922746781116,0.21518987341772153,0.00618530674072204,0.9916687705124968,0.029837904877265755,0.006344943569221991,6.402983879241578e-05,3.924542222820974e-05,-2.478441656420606e-05,0.00012623074981065388,0.012658227848101266,0.00012623074981065388,0.012658227848101266,0.9991119005328597,0.0008880994671403197,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0,-0.00012623074981065388,7922,79,17,49,7856,0.5072443829135178,0.31090223489187757,-0.1963421480216404,1,1,1126,1125,1,0,9,8,1,0,0,-1.0,13,7843,7.491127127978069e-05,0.00210436806301468,0.1022914428929463,0.42045828857858925,0.5,2,0.9913649525852287
db15k_native_adamf,D-NA,dev_oof,2,tail,0.0012623074981065387,0.00012623074981065388,0.1,0.0003786922494319616,0.9994950770007573,0.5,0.00010502354040427676,6.311537490532694e-05,3.9771600759004074e-08,-6.307560330456794e-05,0.00012623074981065388,0.1,0.00012623074981065388,0.1,0.9995739241585002,0.00042607584149978694,0.0,0.8,0.2,0.0,0.0,-0.00012623074981065388,7922,10,1,3,7918,0.5,0.0003150706212128303,-0.49968492937878717,1,1,2347,2346,1,0,5,4,1,0,0,-1.0,6,7912,0.5,0.5,0.5,0.5,0.5,1,1.0
db15k_native_adamf,D-NA,dev_oof,3,head,0.06917445089623832,0.012496844231254734,0.18065693430656934,0.03786922494319616,0.9496339308255491,0.06416246553460432,0.008839582882552417,0.0008018283372792006,0.0003347481525834038,-0.00046708018469579743,0.0017672304973491543,0.025547445255474453,0.0013885382479171926,0.020072992700729927,0.9897769516728625,0.010223048327137546,0.0,0.8674698795180723,0.13253012048192772,0.0,0.00012623074981065388,-0.0012623074981065387,7922,548,99,300,7523,6.352084087925827,2.651874864765725,-3.7002092231601074,14,11,1076,1065,11,0,83,72,11,0,1,-10.0,149,7374,7.1699679029522e-05,0.5,0.5,0.5,0.5,10,0.7871432321722726
db15k_native_adamf,D-NA,dev_oof,3,tail,0.10376167634435748,0.009214844736177733,0.08880778588807786,0.043802070184296896,0.9469830850795253,0.11560662963434032,0.03594723317951015,0.0010652971425532496,0.0015745632306601897,0.0005092660881069391,0.0026508457460237313,0.025547445255474453,0.0016409997475385005,0.015815085158150853,0.9942426926483614,0.005757307351638618,0.0,0.9395348837209302,0.06046511627906977,0.0,0.0016409997475385005,0.0,7922,822,73,347,7502,8.439283963306844,12.473689913290023,4.034405949983172,21,13,2258,2245,13,0,215,202,13,0,13,0.0,402,7100,0.007575757575757583,0.5,0.5,0.5,0.5,8,0.4739738605066017
db15k_native_adamf,D-NA,test,1,head,0.03221571399717229,0.005655423146839022,0.1755485893416928,0.02009695011108867,0.9742476267420723,0.06721434175002146,0.00918461396124307,0.0003801255441326198,0.00018458272856871046,-0.0001955428155639095,0.0008079175924055746,0.025078369905956112,0.0007069278933548778,0.0219435736677116,0.9947955390334573,0.0052044609665427505,0.0,0.851063829787234,0.14893617021276595,0.0,0.0,-0.0007069278933548778,9902,319,56,199,9647,3.7640031380012013,1.827738178287371,-1.936264959713832,8,7,1345,1338,7,0,47,40,7,0,0,-7.0,64,9583,0.00012732796980103266,0.5,0.5,0.5,0.5,6,0.7970237776138226
db15k_native_adamf,D-NA,test,1,tail,0.021510805897798423,0.002322763078166027,0.107981220657277,0.010704908099373864,0.9869723288224601,0.10004355439882025,0.032688197102811636,0.0002323774743660741,0.00034992414591981756,0.00011754667155374359,0.0005049484952534841,0.023474178403755867,0.0004039587962027873,0.018779342723004695,0.9985749910936943,0.0014250089063056644,0.0,0.92,0.08,0.0,0.00020197939810139365,-0.00020197939810139365,9902,213,23,106,9773,2.3010017511728655,3.4649488928980334,1.163947141725169,5,4,2807,2803,4,0,50,46,4,0,2,-2.0,84,9689,0.005887785730778111,0.5,0.5,0.5,0.5,3,0.6518899862789851
db15k_native_adamf,D-NA,test,2,head,0.007170268632599475,0.0019188042819632397,0.2676056338028169,0.004746515855382751,0.993334679862654,0.03991848547435819,0.001901052173273588,7.659576085768588e-05,9.023374282352923e-06,-6.757238657533294e-05,0.00020197939810139365,0.028169014084507043,0.00010098969905069682,0.014084507042253521,0.9992343032159265,0.0007656967840735069,0.0,0.75,0.25,0.0,0.0,-0.00010098969905069682,9902,71,19,47,9836,0.7584512240128055,0.08934945214385864,-0.6691017718689467,2,1,1306,1305,1,0,4,3,1,0,0,-1.0,5,9831,3.2243100854834896e-05,0.09999999999999992,0.1999999999999993,0.4400000000000001,0.5,2,0.8789842320241427
db15k_native_adamf,D-NA,test,2,tail,0.00222177337911533,0.0004039587962027873,0.18181818181818182,0.0013128660876590588,0.9982831751161382,0.2501119563793813,0.03505774933189531,0.00010103492481493891,4.602613020749738e-05,-5.5008794607441544e-05,0.00020197939810139365,0.09090909090909091,0.00020197939810139365,0.09090909090909091,0.9992857142857143,0.0007142857142857143,0.0,0.5,0.5,0.0,0.0,-0.00020197939810139365,9902,22,4,13,9885,1.000447825517525,0.45575074131463905,-0.5446970842028862,2,2,2800,2798,2,0,4,2,2,0,0,-2.0,5,9880,0.2501902159653976,0.5,0.5,0.5,0.5,1,0.4997761874701994
db15k_native_adamf,D-NA,test,3,head,0.07978186225005049,0.015249444556655221,0.1911392405063291,0.04483942637850939,0.9399111290648354,0.045123003775344506,0.010231113439842827,0.0006881007443018602,0.00045875725785601043,-0.0002293434864458498,0.0015148454857604524,0.0189873417721519,0.001211876388608362,0.015189873417721518,0.9908883826879271,0.009111617312072893,0.0,0.8974358974358975,0.10256410256410256,0.0,0.0003029690971520905,-0.0009089072914562715,9902,790,151,444,9307,6.81357357007702,4.5426143672902155,-2.2709592027868046,15,12,1317,1305,12,0,117,105,12,0,3,-9.0,195,9112,7.236706803586811e-05,0.04999999999999999,0.5,0.5,0.5,16,0.9613163977219608
db15k_native_adamf,D-NA,test,3,tail,0.10109068874974753,0.00989699050696829,0.0979020979020979,0.043728539688951726,0.94637446980408,0.1233017349337216,0.03569767963086247,0.0012203161001317628,0.0015610074005416531,0.0003406913004098908,0.002827711573419511,0.027972027972027972,0.0019188042819632397,0.01898101898101898,0.9929941002949852,0.007005899705014749,0.0,0.9208333333333333,0.07916666666666666,0.0,0.001110886689557665,-0.0008079175924055746,9902,1001,98,433,9371,12.083570023504716,15.457095280163449,3.373525256658739,28,19,2712,2693,19,0,240,221,19,0,11,-8.0,470,8901,0.008133971291866028,0.5,0.5,0.5,0.5,10,0.41378499816478925
