dataset,pair,method,seed,repetition,measurement_scope,n_queries,n_test_queries_available,entity_count,primary_query_batch_size,secondary_query_batch_size,outer_query_batch_size,primary_params,secondary_params,base_params,combiner_params,feature_computation_s,combiner_inference_s,score_combination_s,combiner_only_overhead_s,scoring_s,total_s,queries_per_second,peak_gpu_memory_mb,peak_cpu_memory_mb,result_checksum
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Global alpha,1,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,0,0.1173042000004898,0.00033159999975396204,0.06771729999991294,0.1853531000001567,2.1926934000002802,2.384900000000016,214.68405383873394,3024.87060546875,1239.97265625,309324.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Global alpha,1,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,0,0.15109849999907965,0.00035700000034921686,0.07054400000015448,0.22199949999958335,2.4287050000002637,2.6583396999999422,192.60141960036603,3024.87060546875,1239.921875,309324.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Global alpha,1,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,0,0.1336199000002125,0.0005319999995663238,0.07658490000085294,0.21073680000063177,2.3472425999993902,2.5656503999998677,199.55953468953774,3024.87060546875,1239.97265625,309324.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Global alpha,1,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,0,0.11745559999917532,0.0003495000005386828,0.07527160000063304,0.19307670000034705,2.2917463000007956,2.4935370000002877,205.33082123904356,3024.87060546875,1239.97265625,309324.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Global alpha,1,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,0,0.12765139999964958,0.00039190000052258256,0.0766539000001103,0.20469720000028246,2.369161300000542,2.581073099999685,198.36710552679136,3024.87060546875,1239.875,309324.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + DynaSemble,1,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,369,0.2025098999988586,0.015290299999378476,0.08106270000098448,0.29886289999922155,2.4871098999992682,2.795727100000022,183.1366158735579,3024.87890625,1272.5703125,373230.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + DynaSemble,1,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,369,0.2000875000017004,0.020504199999777484,0.07544849999976577,0.29604020000124365,2.38239749999957,2.6874516000002586,190.5150589502526,3024.87890625,1272.73046875,373230.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + DynaSemble,1,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,369,0.20083319999957894,0.015860399999382935,0.07793900000024223,0.2946325999992041,2.4861635000006572,2.7916134000001875,183.40648457983673,3024.87890625,1272.765625,373230.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + DynaSemble,1,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,369,0.24116710000043895,0.015793799998846225,0.08889249999901949,0.34585339999830467,2.693647299998702,3.0506046000000424,167.83558249403836,3024.87890625,1272.765625,373230.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + DynaSemble,1,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,369,0.1730308000005607,0.014107300000432588,0.063203600000179,0.2503417000011723,2.486500299999989,2.7441720000001624,186.57722620884175,3024.87890625,1272.765625,373230.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Anchored Dynamic,1,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,14,0.3759794999996302,0.0629345999996076,0.07234309999921607,0.5112571999984539,2.4112707999997838,2.9309683000001314,174.68629735776298,3024.87060546875,1244.6796875,301062.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Anchored Dynamic,1,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,14,0.3572245999994266,0.06055919999971593,0.06476170000041748,0.48254549999956,2.2859268000001975,2.7752055000000837,184.49084220969746,3024.87060546875,1245.48828125,301062.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Anchored Dynamic,1,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,14,0.3520718999989185,0.06529240000054415,0.07120470000063506,0.48856900000009773,2.5970321999993757,3.0929206999999224,165.5393233974647,3024.87060546875,1245.55859375,301062.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Anchored Dynamic,1,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,14,0.3530854000000545,0.0592213000004449,0.06861559999924793,0.48092229999974734,2.7197535000013886,3.2077189999999973,159.6149787434624,3024.87060546875,1245.18359375,301062.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Anchored Dynamic,1,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,14,0.4073702999994566,0.06658670000024358,0.0756587999999283,0.5496157999996285,2.6461948000014672,3.204559099999642,159.77236930973038,3024.87060546875,1246.24609375,301062.0
DB15K,M-Hyper + AdaMF-MAT,Primary only,2,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,,32,18375473,0,18375473,0,0.0,0.0,0.0,0.0,0.4837404999998398,0.4892981000002692,1046.3968693107909,1748.44970703125,1114.05859375,325473.0
DB15K,M-Hyper + AdaMF-MAT,Primary only,2,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,,32,18375473,0,18375473,0,0.0,0.0,0.0,0.0,0.4478230999989137,0.45311119999996663,1129.9654477753754,1748.44970703125,1114.05859375,325473.0
DB15K,M-Hyper + AdaMF-MAT,Primary only,2,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,,32,18375473,0,18375473,0,0.0,0.0,0.0,0.0,0.46210950000067896,0.46710120000034294,1096.122210774933,1748.44970703125,1114.05859375,325473.0
DB15K,M-Hyper + AdaMF-MAT,Primary only,2,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,,32,18375473,0,18375473,0,0.0,0.0,0.0,0.0,0.4319338999998763,0.43727369999987786,1170.8913662087223,1748.44970703125,1114.05859375,325473.0
DB15K,M-Hyper + AdaMF-MAT,Primary only,2,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,,32,18375473,0,18375473,0,0.0,0.0,0.0,0.0,0.48313490000055026,0.48826329999974405,1048.614548749145,1748.44970703125,1114.05859375,325473.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Global alpha,2,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,0,0.1158466000010776,0.0003501000005599053,0.06735140000000683,0.18354810000164434,2.260451899999225,2.452603000000181,208.75779732796633,3024.87060546875,1236.36328125,325473.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Global alpha,2,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,0,0.10962100000142527,0.0003592000002754503,0.06537219999927402,0.17535240000097474,2.182822899999337,2.365130700000009,216.4785227302652,3024.87060546875,1236.36328125,325473.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Global alpha,2,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,0,0.1285608999996839,0.0003338999995321501,0.07020730000067488,0.19910209999989092,2.2577069999993,2.463623699999971,207.8239464898824,3024.87060546875,1236.36328125,325473.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Global alpha,2,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,0,0.12926209999932325,0.00035849999949277844,0.07156979999990654,0.20119039999872257,2.39299709999932,2.6012175000000752,196.830907065628,3024.87060546875,1236.14453125,325473.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Global alpha,2,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,0,0.125387200001569,0.000322800000958523,0.07528229999979885,0.20099230000232637,2.3386782999996285,2.546867999999904,201.0312273741785,3024.87060546875,1236.26953125,325473.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + DynaSemble,2,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,369,0.19818940000050134,0.016531700000541605,0.0806136999995033,0.29533480000054624,2.4326842999998917,2.7372150999999576,187.0514304849509,3024.87890625,1261.09765625,321231.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + DynaSemble,2,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,369,0.20735419999982696,0.01603790000126537,0.10419619999993301,0.32758830000102535,2.409843300000375,2.748403099999905,186.28999508842705,3024.87890625,1260.92578125,321231.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + DynaSemble,2,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,369,0.1976263999999901,0.015867399999933696,0.08645749999914187,0.29995129999906567,2.3872085000007246,2.6958795999998983,189.91946079491802,3024.87890625,1261.11328125,321231.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + DynaSemble,2,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,369,0.18711509999911868,0.015873700000156532,0.07630499999913809,0.2792937999984133,2.4864259999999376,2.7742542999999387,184.55409801473905,3024.87890625,1260.96875,321231.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + DynaSemble,2,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,369,0.19466840000040975,0.015160000001287699,0.06790440000031595,0.2777328000020134,2.3508909000006497,2.6363455999999132,194.20822520386434,3024.87890625,1261.11328125,321231.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Anchored Dynamic,2,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,14,0.3983892000001106,0.07034909999902084,0.07426879999957237,0.5430070999987038,2.2836872000007133,2.835263799999666,180.58284382569985,3024.87060546875,1244.6171875,314403.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Anchored Dynamic,2,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,14,0.37607849999949394,0.0654185000016696,0.07299500000044645,0.51449200000161,2.575516100000641,3.098342999999659,165.24961890922225,3024.87060546875,1245.16015625,314403.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Anchored Dynamic,2,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,14,0.35997600000064267,0.059676599998965685,0.0729116000011345,0.49256420000074286,2.376460399998905,2.8760793000001286,178.0201262183477,3024.87060546875,1245.16015625,314403.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Anchored Dynamic,2,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,14,0.33221849999927144,0.059376000000611384,0.08024070000010397,0.4718351999999868,2.5276135999997678,3.0061887999995633,170.31531752100014,3024.87060546875,1245.41796875,314403.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Anchored Dynamic,2,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,14,0.3483435000011923,0.05868549999968309,0.06723980000015217,0.47426880000102756,2.4900914999989254,2.971263999999792,172.31723603154612,3024.87060546875,1246.14453125,314403.0
DB15K,M-Hyper + AdaMF-MAT,Primary only,3,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,,32,18375473,0,18375473,0,0.0,0.0,0.0,0.0,0.6029922999996415,0.6087890999997398,841.0137435118644,1748.44970703125,1146.80078125,294897.0
DB15K,M-Hyper + AdaMF-MAT,Primary only,3,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,,32,18375473,0,18375473,0,0.0,0.0,0.0,0.0,0.4999585000005027,0.5052071999998589,1013.4455724307631,1748.44970703125,1146.83203125,294897.0
DB15K,M-Hyper + AdaMF-MAT,Primary only,3,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,,32,18375473,0,18375473,0,0.0,0.0,0.0,0.0,0.4664947000005668,0.4715185999998539,1085.853240996556,1748.44970703125,1146.83203125,294897.0
DB15K,M-Hyper + AdaMF-MAT,Primary only,3,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,,32,18375473,0,18375473,0,0.0,0.0,0.0,0.0,0.5279660000001059,0.5330241999999998,960.5567627135881,1748.44970703125,1146.83203125,294897.0
DB15K,M-Hyper + AdaMF-MAT,Primary only,3,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,,32,18375473,0,18375473,0,0.0,0.0,0.0,0.0,0.43845260000034614,0.4431053999996948,1155.4812918108257,1748.44970703125,1146.83203125,294897.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Global alpha,3,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,0,0.1109425999989071,0.001323600001342129,0.07567669999934878,0.187942899999598,2.295165000000452,2.49391820000028,205.29943604403002,3024.87060546875,1236.73046875,294897.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Global alpha,3,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,0,0.12831670000014128,0.0003401000003577792,0.08621660000108022,0.21487340000157928,2.2991996999999174,2.521163500000057,203.080839461617,3024.87060546875,1236.73046875,294897.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Global alpha,3,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,0,0.12580949999892255,0.0003546999996615341,0.07145350000109829,0.19761769999968237,2.2523728999995,2.4566828000001806,208.41111436932857,3024.87060546875,1236.73046875,294897.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Global alpha,3,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,0,0.12252780000062558,0.0003377999992153491,0.06971229999953721,0.19257789999937813,2.4549512000016875,2.6545280000000275,192.87798056754147,3024.87060546875,1236.6796875,294897.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Global alpha,3,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,0,0.11623030000146173,0.0003311999994366488,0.07106490000023769,0.18762640000113606,2.4606481999999232,2.6551346000001104,192.83391508663203,3024.87060546875,1236.6796875,294897.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + DynaSemble,3,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,369,0.19527770000058808,0.015298500000881177,0.08075439999947776,0.291330600000947,2.2791485000007015,2.579932699999972,198.45478915012222,3024.87890625,1266.03125,406824.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + DynaSemble,3,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,369,0.29082800000014686,0.019300200000088807,0.1093352999992021,0.41946349999943777,2.521767400000954,2.9529097999998157,173.38829652027704,3024.87890625,1265.875,406824.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + DynaSemble,3,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,369,0.23188279999976658,0.018983799998750328,0.10800200000039695,0.35886859999891385,2.6893897999993897,3.0609276999998656,167.26955033927214,3024.87890625,1265.8359375,406824.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + DynaSemble,3,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,369,0.2084792000014204,0.017025399999511137,0.0953442000004543,0.3208488000013858,2.4254298999994717,2.757434000000103,185.67987484015242,3024.87890625,1266.046875,406824.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + DynaSemble,3,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,369,0.19110850000060964,0.014860800000406016,0.06830200000013065,0.2742713000011463,2.6930950999985726,2.979066800000055,171.8659010935876,3024.87890625,1266.81640625,406824.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Anchored Dynamic,3,1,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,14,0.4457847000003312,0.07699119999961113,0.0804775000005975,0.6032534000005398,2.2815717000003133,2.893534300000283,176.94623492106172,3024.87060546875,1242.18359375,292462.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Anchored Dynamic,3,2,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,14,0.43797019999965414,0.10269830000015645,0.10306920000039099,0.6437377000002016,2.651232500000333,3.3039275000001,154.96708084544366,3024.87060546875,1241.6328125,292462.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Anchored Dynamic,3,3,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,14,0.45748990000129197,0.09094639999921128,0.08564659999910873,0.634082899999612,2.3495350999992297,2.9942113999995854,170.9966103262017,3024.87060546875,1241.88671875,292462.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Anchored Dynamic,3,4,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,14,0.38667720000012196,0.06468100000074628,0.06968890000052852,0.5210471000013968,2.664186200000131,3.1928084999999555,160.36038490877456,3024.87060546875,1242.6328125,292462.0
DB15K,M-Hyper + AdaMF-MAT,Primary + Secondary + Anchored Dynamic,3,5,direct exact-filtered full-entity ranking on deterministic TEST query sample,512,19804,12842,32,32,32,18375473,6875750,25251223,14,0.3311274999982743,0.05982739999944897,0.06762780000053681,0.45858269999826007,2.3610613999990164,2.8264343000000736,181.14696669226902,3024.87060546875,1243.1640625,292462.0
