pair_id,best_group_level,best_group_delta_mrr,x4_query_delta_mrr,x4_minus_group,x4_minus_group_ci95_low,x4_minus_group_ci95_high,finer_overfit_transition_count,finer_overfit_pattern
mkg_y_mhyper_native,L2,0.0008216124435854492,0.0037046776535336052,0.0028830652099481563,0.000863749796071141,0.004918781991231466,1,False
mkg_y_mhyper_adamf,L2,0.004919630551395734,0.006773190046477292,0.0018535594950815583,-0.00037636428768846964,0.004059713917151912,2,True
mkg_y_native_adamf,L2,0.0007877202827468203,-0.0004411111877554295,-0.0012288314705022503,-0.002806971360164279,0.000319646490881597,1,False
