dataset,pair_id,representation,seed,count,mae,smooth_l1,spearman,positive_prevalence,positive_auprc,positive_auprc_lift,positive_auroc,harmful_prevalence,harmful_auprc,harmful_auprc_lift,harmful_auroc,positive_vs_harmful_auroc,positive_vs_harmful_auroc_lift,nonzero_activity_auprc,nonzero_activity_prevalence,nonzero_activity_auprc_lift,highest_10pct_actual_mean_advantage,highest_10pct_positive_rate,highest_10pct_harmful_rate,h1_style_pass,n_queries
mkg_w,mkgw_native_adamf,R0,2,42760,0.030375137781751053,0.026916727604884585,0.004780986778342948,0.27666043030869975,0.27169561215526983,-0.004964818153429917,0.5037933487090392,0.31934050514499535,0.312417137679177,-0.006923367465818342,0.49588428769406545,0.4997542352867255,-0.0002457647132744767,0.5626435944460987,0.596000935453695,-0.03335734100759635,-0.0062124304769385205,0.24275023386342376,0.27104770813844714,False,8552
mkg_w,mkgw_native_adamf,R0,3,42760,0.03379314928611522,0.030266114502041783,0.03167259819625874,0.2945977549111319,0.30379011066676626,0.009192355755634374,0.5265663991963687,0.31108512628624885,0.30878089251249424,-0.002304233773754605,0.5061324985635587,0.5234542691161334,0.023454269116133353,0.5654154862187752,0.6056828811973808,-0.04026739497860554,-0.000718902628904594,0.2916276894293732,0.26637043966323665,False,8552
mkg_w,mkgw_native_adamf,R1,1,42760,0.03315717793493768,0.029803755717187613,0.026953597477608608,0.30011693171188025,0.31532852653183263,0.015211594819952379,0.5280959154952054,0.30778765201122543,0.30795313235886695,0.0001654803476415223,0.5003381200752796,0.5200730911616134,0.020073091161613377,0.591485050133498,0.6079045837231057,-0.016419533589607793,-0.005836966031386508,0.3108044901777362,0.2909260991580917,False,8552
mkg_w,mkgw_native_adamf,R1,2,42760,0.030132566567004845,0.02688899119165865,0.022090614226110562,0.27666043030869975,0.2872647764530789,0.010604346144379162,0.518672336765674,0.31934050514499535,0.31948153490698405,0.0001410297619887091,0.5002744529507206,0.5137069890085129,0.01370698900851286,0.5930391433933018,0.596000935453695,-0.0029617920603932646,-0.0044116067065034245,0.2799345182413471,0.318755846585594,False,8552
mkg_w,mkgw_native_adamf,R1,3,42760,0.03351216083891746,0.030210705478593728,0.04326859059304711,0.2945977549111319,0.30999518470235177,0.015397429791219885,0.5280597025853373,0.31108512628624885,0.31645060581147444,0.005365479525225592,0.5100958869712893,0.5269642352073216,0.026964235207321607,0.5906813671496315,0.6056828811973808,-0.015001514047749298,-0.0011639543955767185,0.31197380729653884,0.2792329279700655,False,8552
mkg_w,mkgw_native_adamf,R2,1,42760,0.03334342212787167,0.029851965441701482,0.03908515244522576,0.30011693171188025,0.3228774736333386,0.02276054192145832,0.5287638607330306,0.30778765201122543,0.31358338625959636,0.005795734248370932,0.5097166802747191,0.5268522482352701,0.026852248235270104,0.6055088667988764,0.6079045837231057,-0.002395716924229352,-0.0026872133465682658,0.3571094480823199,0.29443405051449956,False,8552
mkg_w,mkgw_native_adamf,R2,2,42760,0.03026106765360886,0.02690656856159815,0.024808592562678224,0.27666043030869975,0.2854815939843374,0.008821163675637678,0.5128759252138346,0.31934050514499535,0.3253065371100449,0.0059660319650495786,0.5082568455190493,0.5149606642125584,0.014960664212558372,0.5937862689362428,0.596000935453695,-0.0022146665174522795,-0.003424847872934178,0.28086997193638913,0.3115060804490178,False,8552
mkg_w,mkgw_native_adamf,R2,3,42760,0.03370608998401939,0.030272151436983332,0.04205494808697367,0.2945977549111319,0.31174763901091895,0.01714988409978707,0.5250921831766014,0.31108512628624885,0.3216945962146256,0.010609469928376747,0.5165474767666131,0.5291965829153142,0.02919658291531424,0.6022896575738779,0.6056828811973808,-0.0033932236235029167,-0.00510826684029938,0.3194574368568756,0.28741814780168384,False,8552
mkg_w,mkgw_native_adamf,R3,1,42760,0.03307789493923921,0.02981486058000584,0.044103147838881696,0.30011693171188025,0.31828299828568857,0.018166066573808315,0.5218236866569871,0.30778765201122543,0.3263103843648636,0.01852273235363816,0.5193942400139869,0.5285900368236232,0.028590036823623155,0.6166009351958582,0.6079045837231057,0.008696351472752495,-0.0015846616554061152,0.32483629560336763,0.2876520112254443,False,8552
mkg_w,mkgw_native_adamf,R3,2,42760,0.030067180789365638,0.02690479237800665,0.032698800018457506,0.27666043030869975,0.28317496028912376,0.006514529980424011,0.509872801972332,0.31934050514499535,0.3373407720187097,0.018000266873714366,0.5202399989784333,0.5209060401334293,0.020906040133429338,0.6034540186986417,0.596000935453695,0.0074530832449466455,-0.005596431746710827,0.2768942937324602,0.30519176800748365,False,8552
mkg_w,mkgw_native_adamf,R3,3,42760,0.03348974464137548,0.03025710428127188,0.044151611748793236,0.2945977549111319,0.3147283221241276,0.02013056721299572,0.5227265955685916,0.31108512628624885,0.32865011315984805,0.017564986873599198,0.5207114251759337,0.5301565191655976,0.030156519165597584,0.6159115892688025,0.6056828811973808,0.010228708071421733,-0.0012560938967096805,0.3274087932647334,0.2963049579045837,False,8552
