dataset,pair_id,representation,relation,count,mae,smooth_l1,spearman,positive_prevalence,positive_auprc,positive_auprc_lift,positive_auroc,harmful_prevalence,harmful_auprc,harmful_auprc_lift,harmful_auroc,positive_vs_harmful_auroc,positive_vs_harmful_auroc_lift,nonzero_activity_auprc,nonzero_activity_prevalence,nonzero_activity_auprc_lift,highest_10pct_actual_mean_advantage,highest_10pct_positive_rate,highest_10pct_harmful_rate,h1_style_pass,n_queries
db15k,db15k_mhyper_adamf,R1,151,96,0.047445301183486416,0.041785231147132056,0.022583149532638912,0.09375,0.08717066663368633,-0.006579333366313667,0.4393358876117497,0.041666666666666664,0.09398947951273531,0.05232281284606865,0.6902173913043478,0.7222222222222222,0.2222222222222222,0.1678189081301137,0.13541666666666666,0.03240224146344703,0.0,0.0,0.0,False,24
db15k,db15k_mhyper_adamf,R1,152,528,0.06297892227522829,0.05879521859862151,0.16207269878402425,0.2765151515151515,0.35620911878620176,0.07969396727105027,0.6400882163092592,0.32386363636363635,0.33182364236319073,0.007960005999554376,0.4912935934607761,0.589041095890411,0.08904109589041098,0.5283421889240046,0.6003787878787878,-0.0720365989547832,-0.012633716494584434,0.33962264150943394,0.4528301886792453,False,132
db15k,db15k_mhyper_adamf,R1,155,48,0.06063344142121543,0.053137354852711226,0.10677677457845103,0.10416666666666667,0.13660222546925932,0.03243555880259265,0.4604651162790698,0.4583333333333333,0.5652115951089964,0.10687826177566312,0.5367132867132867,0.4818181818181818,-0.018181818181818188,0.6498384724029143,0.5625,0.08733847240291426,-0.02630434782608692,0.2,0.6,False,12
db15k,db15k_mhyper_adamf,R1,156,384,0.05818606726980324,0.05317988730068204,0.05895069018683172,0.046875,0.060642506878607394,0.013767506878607394,0.5661809350333941,0.12239583333333333,0.16629465230364376,0.043898818970310435,0.5435949239219647,0.5945626477541371,0.09456264775413714,0.19717177281396514,0.16927083333333334,0.027900939480631798,-0.06566374446165202,0.05263157894736842,0.13157894736842105,False,96
db15k,db15k_mhyper_adamf,R1,157,72,0.08570943515649528,0.07829237376735647,-0.13019179791043925,0.125,0.07788600039095178,-0.04711399960904822,0.12522045855379188,0.3472222222222222,0.3651626760006547,0.017940453778432508,0.5217021276595745,0.16444444444444445,-0.33555555555555555,0.6706436662123352,0.4722222222222222,0.19842144399011297,-0.10714285714285712,0.0,0.42857142857142855,False,18
db15k,db15k_mhyper_adamf,R1,159,24,0.0031976548217536364,0.000533826271042664,0.0608695652173913,0.25,0.39247076023391814,0.14247076023391814,0.5648148148148148,0.75,0.8186543760008671,0.0686543760008671,0.5648148148148148,0.5648148148148148,0.06481481481481477,1.0,1.0,0.0,5.122464141326152e-06,0.5,0.5,True,6
db15k,db15k_mhyper_adamf,R1,160,24,0.01768564298634699,0.01240163828659157,-0.2343672868470651,0.375,0.2841657135135396,-0.09083428648646041,0.23703703703703705,0.16666666666666666,0.26666666666666666,0.1,0.6625,0.4444444444444444,-0.05555555555555558,0.868156843156843,0.5416666666666666,0.3264901764901764,0.0,0.0,0.0,False,6
db15k,db15k_mhyper_adamf,R1,161,24,0.007047725134777058,0.0024102825584779385,-0.08455114759569306,0.4166666666666667,0.4375468747238164,0.02088020805714974,0.2785714285714286,0.2916666666666667,0.27981557915768446,-0.011851087508982228,0.44537815126050423,0.3142857142857143,-0.18571428571428572,0.8737919330411591,0.7083333333333334,0.16545859970782573,0.0032051282051282,0.5,0.0,False,6
db15k,db15k_mhyper_adamf,R1,162,168,0.04422242301085075,0.03971004295602934,-0.05932447256162389,0.7202380952380952,0.7596780087529662,0.03943991351487097,0.5517847722876736,0.08928571428571429,0.20536704610497986,0.11608133181926557,0.5673202614379085,0.5741046831955923,0.07410468319559227,0.7807383581742051,0.8095238095238095,-0.02878545134960442,0.0011651067464396078,0.7647058823529411,0.0,False,42
db15k,db15k_mhyper_adamf,R1,164,24,0.086308418540284,0.08203345309445965,0.11306019943221474,0.0,nan,nan,nan,0.16666666666666666,0.38690476190476186,0.2202380952380952,0.5875,nan,nan,0.38477443609022555,0.16666666666666666,0.2181077694235589,-0.25,0.0,0.5,False,6
db15k,db15k_mhyper_adamf,R1,167,120,0.01729551359845454,0.013090634901328384,0.028864543639075115,0.4583333333333333,0.528992876737608,0.07065954340427466,0.5709090909090909,0.10833333333333334,0.13975170752410673,0.031418374190773396,0.47735442127965494,0.5104895104895105,0.010489510489510523,0.5568126861251577,0.5666666666666667,-0.009853980541508989,0.020815622480784737,0.4166666666666667,0.3333333333333333,True,30
db15k,db15k_mhyper_adamf,R1,176,24,0.017294624389242508,0.01120786420139891,-0.08040442897660682,0.5416666666666666,0.5554940560438764,0.013827389377209731,0.48951048951048953,0.08333333333333333,0.11904761904761904,0.03571428571428571,0.4318181818181818,0.38461538461538464,-0.11538461538461536,0.6831987668284613,0.625,0.05819876682846126,0.0089285714285714,0.5,0.0,False,6
db15k,db15k_mhyper_adamf,R1,177,1200,0.014319489551601432,0.00932416108403285,-0.023500509932922367,0.46166666666666667,0.4383127499345406,-0.023353916732126057,0.47050161504845145,0.2925,0.31192863428343454,0.019428634283434554,0.5286997607374522,0.5044894936591687,0.004489493659168731,0.7923804542026088,0.7541666666666667,0.03821378753594218,0.00015646181188847398,0.4083333333333333,0.30833333333333335,False,300
db15k,db15k_mhyper_adamf,R1,178,24,0.0041815720208999005,0.000713922887037564,0.07821310754671013,0.375,0.3649034698054306,-0.010096530194569409,0.48148148148148145,0.08333333333333333,0.3611111111111111,0.2777777777777778,0.8181818181818182,0.8333333333333334,0.33333333333333337,0.49721867250471374,0.4583333333333333,0.03888533917138043,0.0,0.0,0.0,False,6
db15k,db15k_mhyper_adamf,R1,179,264,0.00834953651773852,0.004314315960930841,0.08075161614039032,0.45075757575757575,0.5349737303222208,0.0842161545646451,0.524717473196175,0.20454545454545456,0.2500443376313595,0.04549888308590497,0.5665784832451499,0.5634920634920635,0.06349206349206349,0.715186389568914,0.6553030303030303,0.05988335926588373,0.0012184994499401145,0.6538461538461539,0.11538461538461539,True,66
db15k,db15k_mhyper_adamf,R1,184,168,0.03823086392977487,0.033059438902414924,0.15019192460599473,0.6011904761904762,0.6720071703773691,0.07081669418689296,0.5135215014038718,0.23214285714285715,0.2699417057317558,0.03779884858889865,0.5752335519777381,0.5597867479055598,0.05978674790555982,0.9038594323078869,0.8333333333333334,0.07052609897455353,-0.0008788962924616,0.8823529411764706,0.058823529411764705,False,42
db15k,db15k_mhyper_adamf,R1,186,96,0.04519037902885773,0.04111953859181843,0.3830663967975715,0.0,nan,nan,nan,0.3125,0.44383737051263494,0.13133737051263494,0.6898989898989899,nan,nan,0.3222944211536939,0.3125,0.009794421153693889,0.0,0.0,0.0,False,24
db15k,db15k_mhyper_adamf,R1,190,24,0.07263464518926208,0.06578052927371862,0.2038370843960121,0.125,0.13357100415923945,0.008571004159239448,0.4126984126984127,0.3333333333333333,0.4931734931734931,0.1598401598401598,0.6875,0.625,0.125,0.5936238004419823,0.4583333333333333,0.13529046710864895,0.0,0.0,0.0,False,6
db15k,db15k_mhyper_adamf,R1,195,48,0.08246813127854169,0.0759268335515245,-0.24910108438098763,0.22916666666666666,0.19493163541272282,-0.03423503125394384,0.3931203931203931,0.08333333333333333,0.07230168918230535,-0.011031644151027975,0.3068181818181818,0.1590909090909091,-0.34090909090909094,0.36787070052463744,0.3125,0.05537070052463744,0.0,0.0,0.0,False,12
db15k,db15k_mhyper_adamf,R1,197,24,0.011033833131275497,0.005356354970160453,0.00608695652173913,1.0,0.9999999999999999,-1.1102230246251565e-16,nan,0.0,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0128908090781283,1.0,0.0,False,6
db15k,db15k_mhyper_adamf,R1,198,24,0.02496227128921907,0.017776957763864305,-0.36834095239090364,1.0,0.9999999999999999,-1.1102230246251565e-16,nan,0.0,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0054988747186796,1.0,0.0,False,6
db15k,db15k_mhyper_adamf,R1,200,48,0.012034796249532742,0.006527128538248794,0.0307170571037563,0.4375,0.6364022855034848,0.19890228550348477,0.6031746031746031,0.020833333333333332,1.0,0.9791666666666666,1.0,1.0,0.5,0.5517238390418545,0.4583333333333333,0.0933905057085212,0.0018821601104209399,0.8,0.0,True,12
db15k,db15k_mhyper_adamf,R1,202,24,0.03462462833660509,0.028589638411506624,0.132710750057365,0.125,0.13148148148148148,0.006481481481481477,0.3968253968253968,0.5416666666666666,0.542487033883795,0.0008203672171284149,0.4755244755244755,0.38461538461538464,-0.11538461538461536,0.6685709438587728,0.6666666666666666,0.001904277192106174,0.0,0.0,0.0,False,6
db15k,db15k_mhyper_adamf,R1,203,48,0.00841673962070375,0.0032415335726597057,-0.08551376391557605,0.3333333333333333,0.29317414079785653,-0.040159192535476784,0.392578125,0.22916666666666666,0.23764901426975726,0.008482347603090606,0.41277641277641275,0.3693181818181818,-0.13068181818181818,0.5733206344929601,0.5625,0.010820634492960113,-6.169370720359021e-09,0.0,0.2,False,12
db15k,db15k_mhyper_adamf,R1,204,24,0.06784310110379009,0.06338605485163726,-0.2457085078043766,0.125,0.11292270531400966,-0.012077294685990336,0.2857142857142857,0.0,nan,nan,nan,nan,nan,0.2995642701525055,0.125,0.17456427015250547,0.0,0.0,0.0,False,6
db15k,db15k_mhyper_adamf,R1,206,216,0.035275179789860465,0.030308798206977256,-0.043920283523263465,0.4537037037037037,0.4297496735733493,-0.02395403013035441,0.5,0.12962962962962962,0.1510603959519488,0.02143076632231919,0.5311550151975684,0.5262390670553936,0.026239067055393583,0.5727909076240438,0.5833333333333334,-0.010542425709289538,0.0004033347557713313,0.2727272727272727,0.13636363636363635,False,54
db15k,db15k_mhyper_adamf,R1,213,24,0.00878406715385567,0.003845437327886066,0.2158591081708352,0.3333333333333333,0.6346748737373737,0.30134154040404043,0.7109375,0.25,0.45412900939216727,0.20412900939216727,0.5185185185185185,0.625,0.125,0.5702221482171677,0.5833333333333334,-0.013111185116165713,0.00369674185463655,1.0,0.0,True,6
db15k,db15k_mhyper_adamf,R1,216,24,0.005383293855388246,0.0013762515177187724,0.15307528807945905,0.5833333333333334,0.7886400018019828,0.20530666846864942,0.6642857142857143,0.25,0.6277777777777778,0.37777777777777777,0.8333333333333334,0.7976190476190477,0.29761904761904767,0.9385942888380969,0.8333333333333334,0.10526095550476355,0.0004734148474723,1.0,0.0,True,6
db15k,db15k_mhyper_adamf,R1,218,24,0.1789740334368414,0.17139053395411993,-0.4066021317671622,0.2916666666666667,0.23105545248402393,-0.06061121418264276,0.2857142857142857,0.16666666666666666,0.3523809523809524,0.18571428571428575,0.3,0.25,-0.25,0.6008166076347895,0.4583333333333333,0.1424832743014562,-0.25,0.0,0.5,False,6
db15k,db15k_mhyper_adamf,R1,219,24,0.051444104665683325,0.04571916577841206,-0.18656064206460835,0.20833333333333334,0.17089314194577354,-0.0374401913875598,0.28421052631578947,0.16666666666666666,0.34232954545454547,0.1756628787878788,0.575,0.5,0.0,0.5889939309056955,0.375,0.21399393090569552,0.0,0.0,0.0,False,6
db15k,db15k_mhyper_adamf,R1,220,96,0.01815927128046781,0.011714623628973913,-0.00397212164384426,0.375,0.3243497809585391,-0.05065021904146089,0.41944444444444445,0.3229166666666667,0.4132601245731178,0.0903434579064511,0.5940446650124069,0.5188172043010753,0.018817204301075252,0.8490703841009574,0.6979166666666666,0.15115371743429074,-0.004761904761904761,0.0,0.2,False,24
db15k,db15k_mhyper_adamf,R1,222,24,0.007984166447182875,0.0020015870347100135,-0.1504674964902629,0.8333333333333334,0.7977026309155466,-0.035630702417786764,0.4625,0.08333333333333333,0.06798245614035087,-0.015350877192982462,0.09090909090909091,0.1,-0.4,0.8703674383860451,0.9166666666666666,-0.046299228280621496,-0.0004408017022772305,0.5,0.5,False,6
db15k,db15k_mhyper_adamf,R1,223,24,0.061972079017303026,0.05634972901712926,0.5233529609350667,0.0,nan,nan,nan,0.25,0.6472582972582972,0.3972582972582972,0.8518518518518519,nan,nan,0.6472582972582972,0.25,0.3972582972582972,0.0,0.0,0.0,False,6
db15k,db15k_mhyper_adamf,R1,224,24,0.060403009540297876,0.05521117328083694,-0.35998500718405113,0.125,0.10592105263157894,-0.019078947368421056,0.2222222222222222,0.08333333333333333,0.08496732026143791,0.0016339869281045832,0.2727272727272727,0.0,-0.5,0.2431159420289855,0.20833333333333334,0.03478260869565217,0.0,0.0,0.0,False,6
db15k,db15k_mhyper_adamf,R1,225,408,0.060746086659186245,0.05555940447365152,0.07520031226910837,0.051470588235294115,0.04351955209614703,-0.007951036139147084,0.4049464747139166,0.14460784313725492,0.1803222833616673,0.03571444022441239,0.6026904958477004,0.4923325262308313,-0.007667473769168709,0.24181107972859053,0.19607843137254902,0.045732648356041516,0.012195121951219513,0.024390243902439025,0.0,False,102
db15k,db15k_mhyper_adamf,R1,226,360,0.05865190683427605,0.05348298668023374,0.12006120272629642,0.075,0.08393626477280154,0.008936264772801544,0.49760871983094207,0.18333333333333332,0.23891577186598395,0.05558243853265063,0.607349000206143,0.5768799102132436,0.07687991021324359,0.31414408441989056,0.25833333333333336,0.0558107510865572,-2.920603467340372e-05,0.1111111111111111,0.05555555555555555,False,90
db15k,db15k_mhyper_adamf,R1,229,24,0.016734342190922635,0.011587235205597743,0.48429136729314726,0.0,nan,nan,nan,0.7083333333333334,0.9183280892805569,0.2099947559472235,0.8487394957983193,nan,nan,0.918328089280557,0.7083333333333334,0.2099947559472236,0.0,0.0,0.0,False,6
db15k,db15k_mhyper_adamf,R1,232,24,0.1698926318398056,0.16243479935320712,0.22355457612044605,0.041666666666666664,0.05555555555555555,0.013888888888888888,0.2608695652173913,0.2916666666666667,0.413011988011988,0.12134532134532133,0.6890756302521008,0.2857142857142857,-0.2142857142857143,0.47239427239427245,0.3333333333333333,0.13906093906093914,0.0,0.0,0.0,False,6
db15k,db15k_mhyper_adamf,R1,233,24,0.003321161842904933,0.0004544783634740285,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,0.0,0.0,False,6
db15k,db15k_mhyper_adamf,R1,234,72,0.019308457707163933,0.0154063327021784,0.16750193067243438,0.625,0.7238153771405955,0.09881537714059552,0.6691358024691358,0.19444444444444445,0.25400140559992523,0.059556961155480787,0.45566502463054187,0.5349206349206349,0.03492063492063491,0.7853173271295616,0.8194444444444444,-0.03412711731488283,2.28014384209854e-06,0.5714285714285714,0.42857142857142855,True,18
db15k,db15k_mhyper_adamf,R1,235,24,0.0030043763468574603,0.0003756231673725759,-0.11940966287430542,0.5,0.44830375944506384,-0.05169624055493616,0.4097222222222222,0.0,nan,nan,nan,nan,nan,0.4809770499108734,0.5,-0.019022950089126578,0.0,0.0,0.0,False,6
db15k,db15k_mhyper_adamf,R1,239,24,0.021467616753967387,0.015492067016055084,0.29513553512465956,0.3333333333333333,0.36301857864357867,0.029685245310245356,0.53125,0.3333333333333333,0.5130208333333333,0.17968749999999994,0.6875,0.65625,0.15625,0.7568285196163486,0.6666666666666666,0.09016185294968193,0.0,0.0,0.0,False,6
db15k,db15k_mhyper_adamf,R1,240,24,0.00351328219215674,0.0005994514507376698,0.024842084879291494,0.8333333333333334,0.814698751839686,-0.018634581493647384,0.2875,0.0,nan,nan,nan,nan,nan,0.9432266417792734,0.8333333333333334,0.10989330844594003,0.0044191919191919,1.0,0.0,False,6
db15k,db15k_mhyper_adamf,R1,241,48,0.005611164974431517,0.0016018180221749525,0.24252131845303113,0.5833333333333334,0.7930937669436546,0.20976043361032126,0.6410714285714286,0.3333333333333333,0.44031073267359067,0.10697739934025735,0.6171875,0.6383928571428571,0.1383928571428571,0.980393828292243,0.9166666666666666,0.06372716162557635,0.0027577801886058103,1.0,0.0,True,12
db15k,db15k_mhyper_adamf,R1,245,24,0.014088316871634116,0.007644723568411535,0.4931506965894743,1.0,0.9999999999999999,-1.1102230246251565e-16,nan,0.0,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.00289756154365595,1.0,0.0,False,6
db15k,db15k_mhyper_adamf,R1,246,48,0.006726943073284167,0.003657065741916116,-0.02245412187487658,0.4791666666666667,0.4477893434352476,-0.03137732323141906,0.4973913043478261,0.020833333333333332,0.125,0.10416666666666667,0.851063829787234,0.9565217391304348,0.4565217391304348,0.4019854785264698,0.5,-0.09801452147353018,2.339904657124e-05,0.2,0.0,False,12
db15k,db15k_mhyper_adamf,R1,254,24,0.009331339958903893,0.0032254677925635813,-0.03870406701628149,0.125,0.16933760683760685,0.04433760683760685,0.5396825396825397,0.875,0.9209828832042936,0.045982883204293556,0.5396825396825397,0.5396825396825397,0.03968253968253965,1.0,1.0,0.0,-0.0006761509792141,0.0,1.0,False,6
db15k,db15k_mhyper_adamf,R1,255,24,0.04716078954515975,0.0413450422046291,0.37023654440672016,0.0,nan,nan,nan,0.08333333333333333,0.6428571428571428,0.5595238095238094,0.8863636363636364,nan,nan,0.6428571428571428,0.08333333333333333,0.5595238095238094,0.0,0.0,0.0,False,6
db15k,db15k_mhyper_adamf,R1,258,24,0.11734295093143976,0.1117258132214737,-0.0052031136423368405,0.16666666666666666,0.19375,0.027083333333333348,0.5,0.16666666666666666,0.24423558897243106,0.0775689223057644,0.5125,0.4375,-0.0625,0.3521778945691989,0.3333333333333333,0.018844561235865587,0.0,0.0,0.0,False,6
db15k,db15k_mhyper_adamf,R1,260,72,0.08875865489244458,0.08296392493301341,-0.12248244721736848,0.05555555555555555,0.058673128342245986,0.003117572786690434,0.4117647058823529,0.1111111111111111,0.10016036958568739,-0.010950741525423718,0.40234375,0.3125,-0.1875,0.15139490242369172,0.16666666666666666,-0.015271764242974939,0.0,0.0,0.0,False,18
db15k,db15k_mhyper_adamf,R1,278,25008,0.015033166892175334,0.011786887125425468,-0.052384744800719335,0.21924984005118361,0.33324909311303086,0.11399925306184724,0.6889895925550817,0.325255918106206,0.23090397122070755,-0.09435194688549847,0.2998403110935565,0.5076460374806255,0.007646037480625534,0.4144847737767744,0.5445057581573897,-0.13002098438061527,0.0002796384304627221,0.3598560575769692,0.5521791283486606,False,6252
db15k,db15k_mhyper_adamf,R2,0,6984,0.04789679838832182,0.04282745979585333,0.1540848104210434,0.38917525773195877,0.49945514562214,0.11027988789018123,0.6077803616528107,0.17826460481099657,0.2338672147321963,0.055602609921199725,0.5480673696703524,0.5995190474923978,0.09951904749239782,0.5899091796481168,0.5674398625429553,0.022469317105161535,0.004900487320708409,0.6117478510028653,0.18481375358166188,True,1746
db15k,db15k_mhyper_adamf,R2,1,6024,0.031981601750826996,0.028426924839653023,0.08331576119464598,0.3336653386454183,0.41136057197094567,0.07769523332552736,0.5976251031836334,0.1699867197875166,0.16318486265443,-0.006801857133086592,0.47111318359375,0.5396202580845771,0.03962025808457714,0.4733091002147659,0.5036520584329349,-0.030342958218169014,-0.006601516908775029,0.4568106312292359,0.1893687707641196,False,1506
db15k,db15k_mhyper_adamf,R2,2,1680,0.03595510848475636,0.03191714321723708,0.09158828268737403,0.3470238095238095,0.41363309495384426,0.06660928543003475,0.5710193557667801,0.16488095238095238,0.19396697433293159,0.029086021951979207,0.5122082386634108,0.5563467933197516,0.056346793319751565,0.5080468178937363,0.5119047619047619,-0.0038579440110255714,0.012490138534791901,0.48214285714285715,0.16666666666666666,True,420
db15k,db15k_mhyper_adamf,R2,3,552,0.060702585826777386,0.0554329632636284,0.14772752714047033,0.25905797101449274,0.27127737807920593,0.012219407064713195,0.5335373672781986,0.15579710144927536,0.34244575831906043,0.18664865686978507,0.6514372691885417,0.6511627906976745,0.15116279069767447,0.4920254462074176,0.4148550724637681,0.07717037374364949,-0.00816604853808531,0.2545454545454545,0.10909090909090909,False,138
db15k,db15k_mhyper_adamf,R2,4,576,0.06632506608264493,0.06135080245841456,0.18393463423485876,0.027777777777777776,0.020161522786687574,-0.007616254991090202,0.3130580357142857,0.14756944444444445,0.3288741660055222,0.18130472156107777,0.6975200670899725,0.49411764705882355,-0.00588235294117645,0.39589304382560814,0.1753472222222222,0.22054582160338593,-0.044540229885057465,0.0,0.10344827586206896,False,144
db15k,db15k_mhyper_adamf,R2,5,3360,0.032490733997829035,0.02869397352968686,0.12070829797520696,0.43660714285714286,0.5168344643981004,0.08022732154095757,0.6040915639760593,0.1738095238095238,0.1847717209524209,0.01096219714289709,0.5121836879712605,0.5666139077980409,0.06661390779804088,0.5762361972130537,0.6104166666666667,-0.03418046945361297,-0.010491459543567607,0.5505952380952381,0.20535714285714285,False,840
db15k,db15k_mhyper_adamf,R2,6,528,0.04838213168200394,0.043903208851198076,0.06501946425284456,0.3996212121212121,0.4539825829112184,0.0543613707900063,0.5544575179033295,0.26325757575757575,0.2836722696969006,0.02041469393932488,0.5119934900408721,0.5388182345119166,0.03881823451191657,0.689781988892062,0.6628787878787878,0.026903201013274147,-0.04265226108558336,0.49056603773584906,0.3584905660377358,False,132
db15k,db15k_mhyper_adamf,R2,7,432,0.04578302274525722,0.041209338199385395,0.019300582388414783,0.3587962962962963,0.45310799412334696,0.09431169782705068,0.575195062303482,0.22685185185185186,0.2049498794317961,-0.02190197242005576,0.43074055969693265,0.4953258722843976,-0.004674127715602383,0.5463624797989685,0.5856481481481481,-0.03928566834917968,-0.017710299086685418,0.5348837209302325,0.27906976744186046,False,108
db15k,db15k_mhyper_adamf,R2,8,240,0.04582565342994108,0.039867506518733824,0.45679978437100277,0.3416666666666667,0.6670745499619184,0.3254078832952517,0.7591849336214881,0.25833333333333336,0.5503321540172981,0.2919988206839647,0.7285248278361726,0.8029110936270653,0.30291109362706525,0.6929924845991091,0.6,0.09299248459910914,0.02557245550420968,0.7916666666666666,0.125,True,60
db15k,db15k_mhyper_adamf,R2,9,384,0.04003565261464673,0.03498024213067192,0.008583614774517091,0.359375,0.3532395403402712,-0.006135459659728781,0.49298927771886414,0.1953125,0.26045272636436034,0.06514022636436034,0.6130744336569579,0.5851207729468599,0.08512077294685994,0.6223010701640099,0.5546875,0.06761357016400993,0.01236281810400884,0.3157894736842105,0.05263157894736842,False,96
db15k,db15k_mhyper_adamf,R2,10,168,0.10523109044506514,0.09872327131067082,0.20717593150686153,0.375,0.42916881022871384,0.05416881022871384,0.5363567649281935,0.27380952380952384,0.426903085132364,0.1530935613228402,0.6619743406985032,0.6318150448585231,0.13181504485852313,0.7894036229748499,0.6488095238095238,0.14059409916532606,-0.03691185302902572,0.5294117647058824,0.23529411764705882,False,42
db15k,db15k_mhyper_adamf,R2,11,312,0.03864791405391159,0.03406195898417975,-0.008106157826942774,0.47435897435897434,0.44381359490854266,-0.030545379450431676,0.47445616348055375,0.17307692307692307,0.23827290304206644,0.06519597996514337,0.4599483204134367,0.4552052052052052,-0.04479479479479481,0.693581517671524,0.6474358974358975,0.04614562023562652,-0.0288418756666956,0.3548387096774194,0.3548387096774194,False,78
db15k,db15k_mhyper_adamf,R2,12,12888,0.02287101262166408,0.019511839538974837,0.06606904827827999,0.48370577281191807,0.5384359662085899,0.054730193396671845,0.5762518925515746,0.21609248913718188,0.21436104105761208,-0.0017314480795697917,0.48064977411299165,0.5225843797464418,0.022584379746441785,0.6713908721442055,0.6997982619490999,-0.028407389804894434,-0.008391541866249942,0.5508145849495734,0.2746314972847168,False,3222
db15k,db15k_mhyper_adamf,R2,13,312,0.059058155625668074,0.0542293984300951,-0.02114367118250357,0.15384615384615385,0.1416723999907273,-0.012173753855426545,0.41295770202020204,0.27884615384615385,0.3423801852922298,0.06353403144607594,0.5443167305236271,0.4595306513409962,-0.04046934865900381,0.5346248945332133,0.4326923076923077,0.10193258684090556,-0.05846269753952266,0.12903225806451613,0.3225806451612903,False,78
db15k,db15k_mhyper_adamf,R2,14,1968,0.03172589999535412,0.027101677047672565,0.023563329373333348,0.3567073170731707,0.39016077618481804,0.03345345911164732,0.5184633837872384,0.17682926829268292,0.19815360303276447,0.021324334740081552,0.5218160210018448,0.5297999148573861,0.02979991485738609,0.5552530349868766,0.5335365853658537,0.021716449621022926,-0.003913413441377079,0.45685279187817257,0.18781725888324874,False,492
db15k,db15k_mhyper_adamf,R2,15,120,0.04045046987015125,0.03625688306930819,0.02727600022897454,0.525,0.5683332918135857,0.043333291813585695,0.5388471177944862,0.225,0.3437918775697786,0.11879187756977858,0.6451612903225806,0.6266901822457378,0.1266901822457378,0.7946044055460719,0.75,0.044604405546071924,-0.027619662482006088,0.5,0.08333333333333333,False,30
db15k,db15k_mhyper_adamf,R2,16,24,0.004790495062192202,0.0008055130244234988,-0.25478260869565217,0.8333333333333334,0.7915276296612109,-0.04180570367212244,0.325,0.16666666666666666,0.14991623079437724,-0.016750435872289415,0.325,0.325,-0.175,1.0,1.0,0.0,2.0316156440991543e-05,0.5,0.5,False,6
db15k,db15k_mhyper_adamf,R2,17,2064,0.007853399916899182,0.004847764488014823,-0.059389028312362625,0.6046511627906976,0.6076019304907339,0.0029507677000362165,0.5023429644293614,0.27810077519379844,0.2721896749782088,-0.00591110021558966,0.4851320066412553,0.4901221745733941,-0.009877825426605924,0.8731249531643948,0.8827519379844961,-0.00962698482010138,0.002339314811125251,0.6456310679611651,0.27184466019417475,False,516
db15k,db15k_mhyper_adamf,R2,18,936,0.037735609445603314,0.03348615041563295,0.09818632525160531,0.6356837606837606,0.6895422561563836,0.053858495472623,0.5599546563493433,0.13995726495726496,0.18107686737111842,0.04111960241385346,0.5763880328102035,0.585900314324203,0.08590031432420298,0.8024479743428253,0.7756410256410257,0.02680694870179967,0.03253414541395596,0.7446808510638298,0.10638297872340426,True,234
db15k,db15k_mhyper_adamf,R2,19,1632,0.02417309033979026,0.020584913780463503,0.02994095849270912,0.43014705882352944,0.4629120147040676,0.03276495588053818,0.5256218791165028,0.2549019607843137,0.26713372471159025,0.01223176392727654,0.5109556869939271,0.5222167433705895,0.022216743370589542,0.7111566802695816,0.6850490196078431,0.02610766066173842,-0.015328281015421028,0.5276073619631901,0.27607361963190186,False,408
db15k,db15k_mhyper_adamf,R2,20,408,0.050845330428812056,0.046567644599125,-0.14380467744410433,0.1568627450980392,0.13734937786674964,-0.019513367231289575,0.382312863372093,0.10294117647058823,0.12003549403691048,0.01709431756632225,0.4437288576632839,0.3697916666666667,-0.13020833333333331,0.33680749094346396,0.25980392156862747,0.07700356937483649,-0.03670397376155088,0.04878048780487805,0.24390243902439024,False,102
db15k,db15k_mhyper_adamf,R2,21,2592,0.038612889347667496,0.03444914318449467,0.0856430192217013,0.21373456790123457,0.31294315808137246,0.09920859018013789,0.5571426293917375,0.15779320987654322,0.1841622384212638,0.02636902854472059,0.5260117354933153,0.5661867900046781,0.06618679000467809,0.4249737885232227,0.3715277777777778,0.053446010745444916,0.01934246006025599,0.3938223938223938,0.0694980694980695,True,648
db15k,db15k_mhyper_adamf,R2,22,168,0.023911976860100614,0.01921915720462743,-0.060390673870826944,0.34523809523809523,0.3836713186102557,0.038433223372160485,0.5225705329153605,0.21428571428571427,0.18805724990608114,-0.026228464379633137,0.4391835016835017,0.46839080459770116,-0.03160919540229884,0.5354937476511252,0.5595238095238095,-0.024030061872684305,-0.011391214996079594,0.47058823529411764,0.35294117647058826,False,42
db15k,db15k_mhyper_adamf,R2,23,264,0.032424707913108725,0.027476713448498613,-0.17295765565349872,0.29924242424242425,0.32702243577125767,0.027780011528833415,0.44187478617858367,0.25,0.2184366535392398,-0.0315633464607602,0.4075604530149985,0.3998849252013809,-0.10011507479861909,0.5781513289947112,0.5492424242424242,0.028908904752287023,-0.06722460206297344,0.38461538461538464,0.4230769230769231,False,66
