relation_id,relation_name,n_queries,mean_rr_gate,mean_rr_residual,mean_delta_rr,mean_delta_rr_raw,mean_delta_rr_shrunk,fusion_win_rate,struct_win_rate,head_has_img_ratio,tail_no_img_ratio,is_visual_prior
104,rel_0104,96,0.08420387280899116,0.31043339186947777,-0.18722442956729932,-0.2262295190604867,-0.18722442956729932,0.3645833333333333,0.625,0.125,0.5,0
105,rel_0105,60,0.1284140376812696,0.30626383427572673,-0.13338734744584285,-0.17784979659445713,-0.13338734744584285,0.38333333333333336,0.55,0.35,0.5,0
106,rel_0106,702,0.24701935084644025,0.37794870039335304,-0.12730249775890928,-0.1309293495469124,-0.12730249775890928,0.48005698005698005,0.405982905982906,0.36752136752136755,0.5,0
107,rel_0107,390,0.24545022365594418,0.3665416863008563,-0.11518456202808709,-0.12109146264491208,-0.11518456202808709,0.4461538461538462,0.3923076923076923,0.36153846153846153,0.5,0
108,rel_0108,18,0.09815591651152142,0.11242151011068896,-0.006757386441710927,-0.014265593599167514,-0.006757386441710927,0.8333333333333334,0.1111111111111111,0.0,0.5,0
109,rel_0109,402,0.11307851988358722,0.3242076489120193,-0.20112300916926457,-0.21112912902843198,-0.20112300916926457,0.38308457711442784,0.5771144278606966,0.39552238805970147,0.5,0
110,rel_0110,18,0.030070341949482684,0.3343330276707539,-0.14412443007849687,-0.3042626857212712,-0.14412443007849687,0.2222222222222222,0.7777777777777778,0.0,0.5,0
112,rel_0112,138,0.07358379564401138,0.4359113673752343,-0.31646332214499184,-0.36232757173122254,-0.31646332214499184,0.42028985507246375,0.572463768115942,0.391304347826087,0.5,0
113,rel_0113,360,0.2672864286810206,0.3974044520929278,-0.12326970639022782,-0.13011802341190715,-0.12326970639022782,0.45,0.38333333333333336,0.35833333333333334,0.5,0
114,rel_0114,6,0.0016066844134417669,0.00028554841625623336,0.00030487753781204615,0.0013211359971855333,0.00030487753781204615,1.0,0.0,0.0,0.5,1
115,rel_0115,354,0.20708481975119822,0.4487109422350488,-0.22870493946332376,-0.24162612248385054,-0.22870493946332376,0.480225988700565,0.4152542372881356,0.3050847457627119,0.5,0
116,rel_0116,570,0.23148945543669677,0.35562248494859144,-0.11992513020640665,-0.1241330295118946,-0.11992513020640665,0.5263157894736842,0.3824561403508772,0.3684210526315789,0.5,0
117,rel_0117,330,0.1925720903411655,0.33527015949691497,-0.13454389377542111,-0.14269806915574967,-0.13454389377542111,0.4575757575757576,0.45454545454545453,0.37272727272727274,0.5,0
118,rel_0118,6,0.01774233792554405,0.5000517920054192,-0.11130218171074042,-0.48230945407987513,-0.11130218171074042,0.3333333333333333,0.6666666666666666,0.5,0.5,0
119,rel_0119,96,0.18870612477358795,0.3476974053389406,-0.13157899081270563,-0.15899128056535264,-0.13157899081270563,0.4895833333333333,0.46875,0.34375,0.5,0
120,rel_0120,6,0.009477355117237967,0.01852504653621695,-0.0020879287889951498,-0.009047691418978982,-0.0020879287889951498,0.16666666666666666,0.8333333333333334,0.5,0.5,0
