dataset,pair_id,representation,learner,scope,value,count,oof_mrr,fold_specific_global_mrr,delta_mrr,clustered_ci95_low,clustered_ci95_high,headroom_recovery,negative_transfer_rate,positive_gain_rate,changed_rate,spearman_pred_u_actual_u,positive_ap,positive_prevalence,positive_ap_lift,harmful_ap,harmful_prevalence,harmful_ap_lift,positive_vs_harmful_auroc
mkg_w,mkgw_mhyper_adamf,X3,nested_selected,direction,head,12828,0.19023583957279297,0.1891354783297105,0.0011003612430824795,8.38118330981746e-05,0.002160634496000222,0.026942707911061462,0.0917524165887122,0.3125194886186467,0.47388525101340817,0.2646946538792719,0.6619878635409281,0.5257678515746804,0.13622001196624767,0.3690691587301731,0.3117321484253196,0.0573370103048535,0.6381479854324849
mkg_w,mkgw_mhyper_adamf,X3,nested_selected,direction,tail,12828,0.5262507981909271,0.5165084524038296,0.00974234578709759,0.007496730196774442,0.012042342839323547,0.2385445494018145,0.050826317430620514,0.1595728094792641,0.2906142812597443,0.34353208370825966,0.6022442850567336,0.3179685063922669,0.2842757786644666,0.31288008091329755,0.233933582787652,0.07894649812564555,0.7075278045432383
mkg_w,mkgw_mhyper_adamf,X3,nested_selected,seed,1,8552,0.3574107132293953,0.3527399793479297,0.004670733881465572,0.00296723039278728,0.006444124896434466,0.11436445938980837,0.06992516370439664,0.23643592142188963,0.3774555659494855,0.33339506726726487,0.6456693787636034,0.4206676800748363,0.22500169868876713,0.34243331497050106,0.28021515434985966,0.062218160620641394,0.6800809950964398
mkg_w,mkgw_mhyper_adamf,X3,nested_selected,seed,2,8552,0.3578966141857868,0.3528303737305676,0.005066240455219258,0.003373391354820486,0.006833695292728328,0.12404856827726715,0.07261459307764266,0.23830682881197382,0.39055191768007486,0.30381882690998546,0.636748661083218,0.42091908325537886,0.21582957782783918,0.3083999941583947,0.2675865294667914,0.040813464691603296,0.6576775725224184
mkg_w,mkgw_mhyper_adamf,X3,nested_selected,seed,3,8552,0.3594226292303981,0.3528955430218128,0.006527086208585273,0.004684179494768122,0.008424789034803128,0.15981785830223838,0.07132834424695977,0.2333956969130028,0.3787418147801684,0.3162501189212275,0.6410443452392667,0.4240177736202058,0.21702657161906086,0.32364897114385704,0.27069691300280635,0.052952058141050695,0.666755000027994
mkg_w,mkgw_mhyper_adamf,X3,nested_selected,seed_x_direction,1_head,4276,0.18871372109634782,0.18778539658388446,0.0009283245124633789,-0.0005536656987722054,0.002402948659441858,0.02273033182804001,0.09237605238540693,0.3101028999064546,0.47029934518241345,0.2770973173659119,0.658126875503287,0.5197614593077643,0.13836541619552267,0.38744814409996414,0.3217492984097287,0.06569884569023543,0.6469461845779962
mkg_w,mkgw_mhyper_adamf,X3,nested_selected,seed_x_direction,1_tail,4276,0.5261077053624429,0.5176945621119751,0.008413143250467766,0.005386851163175499,0.011451033499544388,0.20599858695157675,0.047474275023386345,0.1627689429373246,0.2846117867165575,0.3677288708444746,0.6154662472254606,0.32157390084190834,0.29389234638355227,0.3327348611506073,0.23868101028999064,0.09405385086061666,0.7250125149992764
mkg_w,mkgw_mhyper_adamf,X3,nested_selected,seed_x_direction,2_head,4276,0.18969260131673443,0.18807089801205343,0.001621703304680991,0.00024551930888065394,0.003097559055618606,0.03970794021609135,0.09260991580916744,0.32039289055191766,0.4885406922357343,0.2536376868926796,0.6587506301509357,0.5296538821328344,0.12909674801810134,0.3498169347572254,0.30280636108512626,0.047010573672099154,0.6273528058686121
mkg_w,mkgw_mhyper_adamf,X3,nested_selected,seed_x_direction,2_tail,4276,0.5261006270548391,0.5175898494490816,0.008510777605757526,0.005401019242480808,0.011747056883850918,0.208389196338443,0.052619270346117866,0.15622076707202995,0.29256314312441534,0.3192343359768849,0.5952825849685102,0.3121842843779233,0.2830983005905869,0.2955129053195876,0.2323666978484565,0.06314620747113112,0.6934966035982599
mkg_w,mkgw_mhyper_adamf,X3,nested_selected,seed_x_direction,3_head,4276,0.19230119630529663,0.19155014039319354,0.0007510559121030701,-0.0008523146442549485,0.002340701477611967,0.018389851689053067,0.09027128157156221,0.3070626753975678,0.4628157156220767,0.26322949258796435,0.670206433580311,0.5278882132834425,0.14231822029686847,0.3697466926975309,0.3106407857811038,0.05910590691642709,0.6398454253410012
mkg_w,mkgw_mhyper_adamf,X3,nested_selected,seed_x_direction,3_tail,4276,0.5265440621554995,0.5142409456504321,0.012303116505067475,0.008941397249570776,0.015782475829280097,0.30124586491542366,0.052385406922357346,0.1597287184284378,0.29466791393826003,0.342873194472418,0.597241716080728,0.32014733395696915,0.2770943821237588,0.3099420173266516,0.23075304022450888,0.07918897710214273,0.7037190149274626
