split,scope,dataset,pair,direction,requested_coverage,requested_coverage_percent,mrr,delta_mrr_vs_global,harmful_query_rate,beneficial_query_rate,mean_harm,adaptation_coverage,changed_alpha_rate,n_observations,n_requested_for_adaptation,n_adapted,n_changed_alpha,n_harmful,n_beneficial,n_unchanged,n_nonfinite_fallback
dev,pooled,Pooled,Pooled,tail,1.0,100,0.5224705321376694,0.0021125065513412948,0.07639230474941247,0.16693993550855332,0.057462721674149835,1.0,0.4335820079794502,73188,73188,73188,31733,5591,12218,55379,0
test,pair,MKG-W,M-Hyper + NativE,head,0.0,0,0.1919699406596849,0.0,0.0,0.0,,0.0,0.0,12822,0,0,0,0,0,12822,0
test,pair,MKG-W,M-Hyper + NativE,tail,0.0,0,0.5366395411135514,0.0,0.0,0.0,,0.0,0.0,12822,0,0,0,0,0,12822,0
test,pair,MKG-W,M-Hyper + AdaMF-MAT,head,0.0,0,0.184160657385129,0.0,0.0,0.0,,0.0,0.0,12822,0,0,0,0,0,12822,0
test,pair,MKG-W,M-Hyper + AdaMF-MAT,tail,0.0,0,0.5352812215670345,0.0,0.0,0.0,,0.0,0.0,12822,0,0,0,0,0,12822,0
test,pair,DB15K,M-Hyper + NativE,head,0.0,0,0.23722596474809204,0.0,0.0,0.0,,0.0,0.0,29706,0,0,0,0,0,29706,0
test,pair,DB15K,M-Hyper + NativE,tail,0.0,0,0.5119073528274647,0.0,0.0,0.0,,0.0,0.0,29706,0,0,0,0,0,29706,0
test,pair,DB15K,M-Hyper + AdaMF-MAT,head,0.0,0,0.23722596474809204,0.0,0.0,0.0,,0.0,0.0,29706,0,0,0,0,0,29706,0
test,pair,DB15K,M-Hyper + AdaMF-MAT,tail,0.0,0,0.5119073528274647,0.0,0.0,0.0,,0.0,0.0,29706,0,0,0,0,0,29706,0
test,pooled,Pooled,Pooled,head,0.0,0,0.22240424597611277,0.0,0.0,0.0,,0.0,0.0,85056,0,0,0,0,0,85056,0
test,pooled,Pooled,Pooled,tail,0.0,0,0.5191592323325316,0.0,0.0,0.0,,0.0,0.0,85056,0,0,0,0,0,85056,0
test,pair,MKG-W,M-Hyper + NativE,head,0.1,10,0.19239660814381232,0.00042666748412748196,0.0004679457182966776,0.0010918733426922478,0.006194574895160883,0.03735766651068476,0.03735766651068476,12822,1282,479,479,6,14,12802,0
test,pair,MKG-W,M-Hyper + NativE,tail,0.1,10,0.5389678798851608,0.002328338771609449,0.0014038371548900327,0.005303384807362346,0.09425677183828689,0.16261113710809547,0.16261113710809547,12822,1282,2085,2085,18,68,12736,0
test,pair,MKG-W,M-Hyper + AdaMF-MAT,head,0.1,10,0.184160657385129,0.0,0.0,0.0,,0.04195913274060209,0.0,12822,1282,538,0,0,0,12822,0
test,pair,MKG-W,M-Hyper + AdaMF-MAT,tail,0.1,10,0.5352812215670345,0.0,0.0,0.0,,0.15800967087817813,0.0,12822,1282,2026,0,0,0,12822,0
test,pair,DB15K,M-Hyper + NativE,head,0.1,10,0.23727382599390434,4.786124581229021e-05,0.00013465293206759576,0.0007069278933548778,3.1171926852180715e-05,0.0955699185349761,0.0008415808254224736,29706,2971,2839,25,4,21,29681,0
test,pair,DB15K,M-Hyper + NativE,tail,0.1,10,0.5119078715271038,5.186996390628585e-07,0.00013465293206759576,0.000572274961287282,0.0007014011450048721,0.10442334881842052,0.0007069278933548778,29706,2971,3102,21,4,17,29685,0
test,pair,DB15K,M-Hyper + AdaMF-MAT,head,0.1,10,0.23734348636828548,0.00011752162019344047,0.000572274961287282,0.0016158351848111492,0.005529982599619032,0.08860162930047802,0.00222177337911533,29706,2971,2632,66,17,48,29641,0
test,pair,DB15K,M-Hyper + AdaMF-MAT,tail,0.1,10,0.5119865078937349,7.915506627017294e-05,0.0008415808254224736,0.0020197939810139365,0.04331939685854641,0.1113916380529186,0.002895038039453309,29706,2971,3309,86,25,60,29621,0
test,pooled,Pooled,Pooled,head,0.1,10,0.22252632547549023,0.00012207949937745498,0.00031743792325056433,0.0009758276899924756,0.004863031158218427,0.07627915726109857,0.006701467268623025,85056,8506,6488,570,27,83,84946,0
test,pooled,Pooled,Pooled,tail,0.1,10,0.5195380503891023,0.0003788180565706842,0.0005525771256583898,0.0017047592174567344,0.05920026423686903,0.12370673438675696,0.02577125658389767,85056,8506,10522,2192,47,145,84864,0
test,pair,MKG-W,M-Hyper + NativE,head,0.2,20,0.19303651359584,0.0010665729361551291,0.0034316019341756356,0.004055529558571205,0.022800533348492944,0.06644829199812821,0.06644829199812821,12822,2564,852,852,44,52,12726,0
test,pair,MKG-W,M-Hyper + NativE,tail,0.2,20,0.5411787026480034,0.004539161534452003,0.014116362501949774,0.014272344408048667,0.09159703044446674,0.33356730619248165,0.33356730619248165,12822,2564,4277,4277,181,183,12458,0
test,pair,MKG-W,M-Hyper + AdaMF-MAT,head,0.2,20,0.18416668194414637,6.024559017369971e-06,0.00015598190609889253,0.0008579004835439089,0.0004494101598164,0.07128373108719388,0.0010138823896428013,12822,2564,914,13,2,11,12809,0
test,pair,MKG-W,M-Hyper + AdaMF-MAT,tail,0.2,20,0.5359488779005996,0.0006676563335651013,0.0007019185774450163,0.009280923412884105,0.05265070221060705,0.328731867103416,0.010060832943378568,12822,2564,4215,129,9,119,12694,0
test,pair,DB15K,M-Hyper + NativE,head,0.2,20,0.2375546526520628,0.000328687903970729,0.003938598262977176,0.008550461186292331,0.03155340735372093,0.18006463340739245,0.013061334410556789,29706,5941,5349,388,117,254,29335,0
test,pair,DB15K,M-Hyper + NativE,tail,0.2,20,0.5120535097393903,0.00014615691192562834,0.0007069278933548778,0.0019861307479970376,0.035569821313380254,0.21992190129940078,0.0027603851073857134,29706,5941,6533,82,21,59,29626,0
test,pair,DB15K,M-Hyper + AdaMF-MAT,head,0.2,20,0.23765814394028487,0.0004321791921928308,0.004847505554433448,0.011209856594627348,0.023126850894017545,0.19763684104221368,0.016427657712246684,29706,5941,5871,488,144,333,29229,0
test,pair,DB15K,M-Hyper + AdaMF-MAT,tail,0.2,20,0.5122504993943815,0.0003431465669167441,0.0026593954083350166,0.0065643304382952935,0.06325794587131404,0.20234969366457956,0.009526694943782402,29706,5941,6011,283,79,195,29432,0
test,pooled,Pooled,Pooled,head,0.2,20,0.22283167217816477,0.0004274262020520185,0.0036093867569601205,0.0076420240782543265,0.026143770282661887,0.15267588412340105,0.020468867569601205,85056,17011,12986,1741,307,650,84099,0
test,pooled,Pooled,Pooled,tail,0.2,20,0.5201150387171042,0.0009558063845725972,0.003409518434913469,0.006536869826937547,0.07861125104054736,0.2473194130925508,0.05609245673438676,85056,17011,21036,4771,290,556,84210,0
test,pair,MKG-W,M-Hyper + NativE,head,0.3,30,0.1936699025785232,0.0016999619188383273,0.029168616440492904,0.037903603182030884,0.020000206346075803,0.14896272032444235,0.14896272032444235,12822,3847,1910,1910,374,486,11962,0
test,pair,MKG-W,M-Hyper + NativE,tail,0.3,30,0.5423746489055403,0.005735107791988966,0.033926064576509124,0.03564186554359694,0.08687417426368992,0.45102168148494776,0.45102168148494776,12822,3847,5783,5783,435,457,11930,0
test,pair,MKG-W,M-Hyper + AdaMF-MAT,head,0.3,30,0.18444225837652253,0.0002816009913935344,0.005693339572609577,0.027686788332553423,0.0027480181806173658,0.14030572453595383,0.034316019341756356,12822,3847,1799,440,73,355,12394,0
test,pair,MKG-W,M-Hyper + AdaMF-MAT,tail,0.3,30,0.5372485605395553,0.001967338972520753,0.008267041023241304,0.04250506941194821,0.05978929547305893,0.4596786772734363,0.052487911402277335,12822,3847,5894,673,106,545,12171,0
test,pair,DB15K,M-Hyper + NativE,head,0.3,30,0.23811545912359475,0.0008894943755026741,0.025281087995691107,0.05854036221638726,0.036707287005460255,0.29613546084966,0.09210260553423551,29706,8912,8797,2736,751,1739,27216,0
test,pair,DB15K,M-Hyper + NativE,tail,0.3,30,0.5120526932397372,0.0001453404122724847,0.0018514778159294419,0.005083148185551741,0.06570954904073939,0.30387800444354673,0.007237595098633273,29706,8912,9027,215,55,151,29500,0
test,pair,DB15K,M-Hyper + AdaMF-MAT,head,0.3,30,0.23794624034459477,0.0007202755965027232,0.023766242509930653,0.04961960546690904,0.028927501102292346,0.306806705716017,0.07611256985120851,29706,8912,9114,2261,706,1474,27526,0
test,pair,DB15K,M-Hyper + AdaMF-MAT,tail,0.3,30,0.5126454435363627,0.0007380907088979081,0.008415808254224735,0.01976031778091968,0.06923295827034846,0.2932067595771898,0.029993940618056956,29706,8912,8710,891,250,587,28869,0
test,pooled,Pooled,Pooled,head,0.3,30,0.2232651779082914,0.0008609319321786265,0.02238525206922498,0.047662716328066214,0.029238797699546463,0.25418547780285927,0.08637838600451467,85056,25517,21620,7347,1904,4054,79098,0
test,pooled,Pooled,Pooled,tail,0.3,30,0.5206288991085384,0.001469666776006764,0.009946388261851015,0.020457110609480814,0.07689148450316446,0.3458192249811889,0.0889061324303988,85056,25517,29414,7562,846,1740,82470,0
test,pair,MKG-W,M-Hyper + NativE,head,0.4,40,0.19454776558386136,0.0025778249241765016,0.07471533302136953,0.11909218530650445,0.01589962270750788,0.2899703634378412,0.2899703634378412,12822,5129,3718,3718,958,1527,10337,0
test,pair,MKG-W,M-Hyper + NativE,tail,0.4,40,0.5432352455374232,0.006595704423871906,0.051240056153486195,0.05404773046326626,0.0749372644785421,0.5100608329433786,0.5100608329433786,12822,5129,6540,6540,657,693,11472,0
test,pair,MKG-W,M-Hyper + AdaMF-MAT,head,0.4,40,0.18507825247129062,0.0009175950861616415,0.025191077834971144,0.10053033848073624,0.004581487812364086,0.2629075027296834,0.12923100920293246,12822,5129,3371,1657,323,1289,11210,0
test,pair,MKG-W,M-Hyper + AdaMF-MAT,tail,0.4,40,0.5376439967219975,0.0023627751549629883,0.014896272032444237,0.06527842770238652,0.045881453137611966,0.5371236936515364,0.08454219310559975,12822,5129,6887,1084,191,837,11794,0
test,pair,DB15K,M-Hyper + NativE,head,0.4,40,0.23850863654087023,0.0012826717927781892,0.05503938598262977,0.12340941223995153,0.03627961959189474,0.4276240490136673,0.2004308893826163,29706,11882,12703,5954,1635,3666,24405,0
test,pair,DB15K,M-Hyper + NativE,tail,0.4,40,0.5122601161079536,0.00035276328048888616,0.004982158486501044,0.012287080051168114,0.056443473195225385,0.3723826836329361,0.018986063421531005,29706,11882,11062,564,148,365,29193,0
test,pair,DB15K,M-Hyper + AdaMF-MAT,head,0.4,40,0.2381216297747036,0.000895665026611546,0.052480980273345454,0.11088668955766512,0.03041666732348168,0.4273210799165152,0.1717834780852353,29706,11882,12694,5103,1559,3294,24853,0
test,pair,DB15K,M-Hyper + AdaMF-MAT,tail,0.4,40,0.512870959635272,0.0009636068078072481,0.015148454857604524,0.03881370766848448,0.06813206829754101,0.3726856527300882,0.05877600484750555,29706,11882,11071,1746,450,1153,28103,0
test,pooled,Pooled,Pooled,head,0.4,40,0.22369196170374334,0.001287715727630586,0.05261239653875094,0.11493604213694507,0.02758623944295911,0.38193660647103084,0.1931903686982694,85056,34022,32486,16432,4475,9776,70805,0
test,pooled,Pooled,Pooled,tail,0.4,40,0.5209694481315669,0.0018102157990352937,0.01700056433408578,0.0358352144469526,0.06708866187999504,0.41807750188111364,0.1167936418359669,85056,34022,35560,9934,1446,3048,80562,0
test,pair,MKG-W,M-Hyper + NativE,head,0.5,50,0.19504516192539115,0.003075221265706291,0.11456871002963656,0.20737794415847763,0.01756192790837259,0.4349555451567618,0.4349555451567618,12822,6411,5577,5577,1469,2659,8694,0
test,pair,MKG-W,M-Hyper + NativE,tail,0.5,50,0.5436334045763792,0.006993863462827937,0.06605833723288099,0.07221962252378725,0.0711674437933119,0.5650444548432382,0.5650444548432382,12822,6411,7245,7245,847,926,11049,0
test,pair,MKG-W,M-Hyper + AdaMF-MAT,head,0.5,50,0.18554638488790526,0.0013857275027762523,0.048510372796755574,0.17524567150210577,0.010907482232860767,0.38979878334113244,0.23186710341600375,12822,6411,4998,2973,622,2247,9953,0
test,pair,MKG-W,M-Hyper + AdaMF-MAT,tail,0.5,50,0.5377017456027726,0.002420524035738064,0.021759475900795508,0.090001559819061,0.05217048505633841,0.6102012166588676,0.12189985961628451,12822,6411,7824,1563,279,1154,11389,0
test,pair,DB15K,M-Hyper + NativE,head,0.5,50,0.23873314668647758,0.00150718193838551,0.08375412374604457,0.18322897731098095,0.034420773648834155,0.5558136403420184,0.3067730424830001,29706,14853,16511,9113,2488,5443,21775,0
test,pair,DB15K,M-Hyper + NativE,tail,0.5,50,0.5124519934688899,0.0005446406414251429,0.010401939002221774,0.0254830673937925,0.06059133154141931,0.44418635965798153,0.041574092775870194,29706,14853,13195,1235,309,757,28640,0
test,pair,DB15K,M-Hyper + AdaMF-MAT,head,0.5,50,0.2380485129231125,0.0008225481750204162,0.07931057698781391,0.16414192419039925,0.03160921231963581,0.5395542987948563,0.25988015889045984,29706,14853,16028,7720,2356,4876,22474,0
test,pair,DB15K,M-Hyper + AdaMF-MAT,tail,0.5,50,0.5125592449484736,0.00065189212100889,0.02615633205413048,0.06247896047936444,0.07941798089343484,0.4604457012051437,0.09971049619605467,29706,14853,13678,2962,777,1856,27073,0
test,pooled,Pooled,Pooled,head,0.5,50,0.22389038743419123,0.0014861414580784377,0.08153451843491347,0.17899971783295712,0.02778559698768566,0.5068895786305493,0.29842691873589167,85056,42528,43114,25383,6935,15225,62896,0
test,pooled,Pooled,Pooled,tail,0.5,50,0.5209963217647583,0.0018370894322267525,0.026006395786305495,0.05517541384499624,0.07019208084274459,0.4931104213694507,0.15289926636568849,85056,42528,41942,13005,2212,4693,78151,0
test,pair,MKG-W,M-Hyper + NativE,head,0.6,60,0.19526057778549125,0.0032906371258063474,0.1496646389018874,0.2865387615036656,0.019499316032321773,0.5713617220402434,0.5713617220402434,12822,7693,7326,7326,1919,3674,7229,0
test,pair,MKG-W,M-Hyper + NativE,tail,0.6,60,0.5439307469725647,0.007291205859013379,0.08235844642021525,0.09561690843862113,0.06718441078567913,0.6286070815785368,0.6286070815785368,12822,7693,8060,8060,1056,1226,10540,0
test,pair,MKG-W,M-Hyper + AdaMF-MAT,head,0.6,60,0.18576078230852053,0.0016001249233915085,0.07143971299329278,0.24348775542037124,0.012175936335042195,0.5155201996568398,0.3304476680705038,12822,7693,6610,4237,916,3122,8784,0
test,pair,MKG-W,M-Hyper + AdaMF-MAT,tail,0.6,60,0.5378133742159871,0.002532152648952492,0.030572453595382937,0.11519263765403213,0.049393426584574344,0.6844486039619404,0.16541881141787554,12822,7693,8776,2121,392,1477,10953,0
test,pair,DB15K,M-Hyper + NativE,head,0.6,60,0.2388178610534273,0.0015918963053352458,0.10630848986736686,0.23426243856459975,0.03342530562393366,0.6688211135797482,0.40042415673601295,29706,17824,19868,11895,3158,6959,19589,0
test,pair,DB15K,M-Hyper + NativE,tail,0.6,60,0.5126783801479599,0.0007710273204951602,0.018986063421531005,0.04665724096142194,0.05556764955701278,0.5311721537736485,0.08065710630848986,29706,17824,15779,2396,564,1386,27756,0
test,pair,DB15K,M-Hyper + AdaMF-MAT,head,0.6,60,0.2377305580297735,0.0005045932816814224,0.1018986063421531,0.21147242981215916,0.03520251836872502,0.6480845620413385,0.3396956843735272,29706,17824,19252,10091,3027,6282,20397,0
test,pair,DB15K,M-Hyper + AdaMF-MAT,tail,0.6,60,0.5125437389308555,0.0006363861033907519,0.03753450481384232,0.09025112771830607,0.07723203034819012,0.5519087053120582,0.14858951053659195,29706,17824,16395,4414,1115,2681,25910,0
test,pooled,Pooled,Pooled,head,0.6,60,0.22387372103568218,0.0014694750595693668,0.10604778028592927,0.2355742099322799,0.028901051375990826,0.6237772761474794,0.39443425507900676,85056,51034,53056,33549,9020,20037,55999,0
test,pooled,Pooled,Pooled,tail,0.6,60,0.5211316237682808,0.00197239143574931,0.036764014296463504,0.07959462001504891,0.06644158273080189,0.5762086155003763,0.19976250940556808,85056,51034,49010,16991,3127,6770,75159,0
test,pair,MKG-W,M-Hyper + NativE,head,0.7,70,0.19557866337276242,0.0036087227130775666,0.18195289346435814,0.35634066448291996,0.019775016337196766,0.6955233192949618,0.6955233192949618,12822,8975,8918,8918,2333,4569,5920,0
test,pair,MKG-W,M-Hyper + NativE,tail,0.7,70,0.5446142623612354,0.007974721247684056,0.09850257370145063,0.1272812353766963,0.06171999065326699,0.7044922788956481,0.7044922788956481,12822,8975,9033,9033,1263,1632,9927,0
test,pair,MKG-W,M-Hyper + AdaMF-MAT,head,0.7,70,0.18566707100960597,0.001506413624476955,0.09351115270628607,0.3066604273904227,0.01362946996961181,0.6415535797847449,0.42676649508656994,12822,8975,8226,5472,1199,3932,7691,0
test,pair,MKG-W,M-Hyper + AdaMF-MAT,tail,0.7,70,0.5377272904898435,0.0024460689228089413,0.03798159413508033,0.1375760411792232,0.05212800011465548,0.7584620184058649,0.20690999844018093,12822,8975,9725,2653,487,1764,10571,0
test,pair,DB15K,M-Hyper + NativE,head,0.7,70,0.2388127005835181,0.0015867358354260683,0.12263515788056285,0.26964249646536054,0.03321096684897247,0.7664108260957382,0.47269911802329495,29706,20794,22767,14042,3643,8010,18053,0
test,pair,DB15K,M-Hyper + NativE,tail,0.7,70,0.512832808486188,0.0009254556587232649,0.029993940618056956,0.06985120851006531,0.04984042659253734,0.633575708611055,0.13334006597993672,29706,20794,18821,3961,891,2075,26740,0
test,pair,DB15K,M-Hyper + AdaMF-MAT,head,0.7,70,0.23760946302714736,0.0003834982790553101,0.11903319194775466,0.24998316838349155,0.03599432432032726,0.7492762404901366,0.40981619874772773,29706,20794,22258,12174,3536,7426,18744,0
test,pair,DB15K,M-Hyper + AdaMF-MAT,tail,0.7,70,0.5122708161848994,0.0003634633574346931,0.04948495253484145,0.11839359052043358,0.07961200296379466,0.6507102942166566,0.20524473170403285,29706,20794,19330,6097,1470,3517,24719,0
test,pooled,Pooled,Pooled,head,0.7,70,0.22386344994437965,0.0014592039682668819,0.12592879984951091,0.28142635440180586,0.029011327666485717,0.730918453724605,0.47740312264860796,85056,59539,62169,40606,10711,23937,50408,0
test,pooled,Pooled,Pooled,tail,0.7,70,0.5211803008034219,0.002021068470890349,0.04833286305492852,0.10567155756207675,0.0644067498666121,0.6690768434913469,0.25564334085778784,85056,59539,56909,21744,4111,8988,71957,0
test,pair,MKG-W,M-Hyper + NativE,head,0.8,80,0.19538397533277357,0.0034140346730887183,0.21135548276399937,0.4104663858992357,0.020788134990795456,0.8081422554983622,0.8081422554983622,12822,10258,10362,10362,2710,5263,4849,0
test,pair,MKG-W,M-Hyper + NativE,tail,0.8,80,0.5448526944329434,0.008213153319392003,0.12026204960224614,0.1586335985025737,0.05812824084757384,0.7918421463110279,0.7918421463110279,12822,10258,10153,10153,1542,2034,9246,0
test,pair,MKG-W,M-Hyper + AdaMF-MAT,head,0.8,80,0.18576502271761328,0.001604365332484262,0.1109031352363126,0.3607861488067384,0.013801411040582513,0.76197161129309,0.5135704258306036,12822,10258,9770,6585,1422,4626,6774,0
test,pair,MKG-W,M-Hyper + AdaMF-MAT,tail,0.8,80,0.5377109522759513,0.0024297307089168373,0.04414287942598658,0.1596474808922165,0.05176632758239838,0.8380127905163001,0.2512088597722664,12822,10258,10745,3221,566,2047,10209,0
test,pair,DB15K,M-Hyper + NativE,head,0.8,80,0.23871033491149166,0.0014843701633995947,0.13414798357234228,0.295462196189322,0.032827146255265706,0.8518144482596108,0.5316097758028681,29706,23765,25304,15792,3985,8777,16944,0
test,pair,DB15K,M-Hyper + NativE,tail,0.8,80,0.5128753773636185,0.0009680245361538359,0.04069884871743082,0.09785901838012523,0.04815660132015849,0.7481990170335959,0.19820911600350097,29706,23765,22226,5888,1209,2907,25590,0
test,pair,DB15K,M-Hyper + AdaMF-MAT,head,0.8,80,0.23737486967420085,0.00014890492610880843,0.13276779101864944,0.2793038443412105,0.03653882403467648,0.8391570726452569,0.46983774321685856,29706,23765,24928,13957,3944,8297,17465,0
test,pair,DB15K,M-Hyper + AdaMF-MAT,tail,0.8,80,0.5119415798269633,3.422699949856402e-05,0.059819565071029424,0.1433043829529388,0.08015026867811362,0.7608563926479499,0.2656365717363496,29706,23765,22602,7891,1777,4257,23672,0
test,pooled,Pooled,Pooled,head,0.8,80,0.22373118346059825,0.0013269374844854375,0.14180069601203912,0.31700291572610984,0.029092674914581042,0.8272667419112114,0.5490030097817908,85056,68045,70364,46696,12061,26963,46032,0
test,pooled,Pooled,Pooled,tail,0.8,80,0.5211136616864757,0.001954429353944062,0.059889954853273135,0.13220701655379985,0.06273691543692106,0.7727379608728367,0.3192367381489842,85056,68045,65726,27153,5094,11245,68717,0
test,pair,MKG-W,M-Hyper + NativE,head,0.9,90,0.19537509348475166,0.003405152825066794,0.23740446108251442,0.44938387147090936,0.02021944911778984,0.9040711277491811,0.9040711277491811,12822,11540,11592,11592,3044,5762,4016,0
test,pair,MKG-W,M-Hyper + NativE,tail,0.9,90,0.5450835063739198,0.0084439652603684,0.1426454531274372,0.18920605209795663,0.05422554856503705,0.8959600686320387,0.8959600686320387,12822,11540,11488,11488,1829,2426,8567,0
test,pair,MKG-W,M-Hyper + AdaMF-MAT,head,0.9,90,0.18573220454279274,0.001571547157663739,0.12283575105287786,0.4046170644205272,0.01415366051350412,0.8798939323038527,0.5893776321946654,12822,11540,11282,7557,1575,5188,6059,0
test,pair,MKG-W,M-Hyper + AdaMF-MAT,tail,0.9,90,0.5376153500901408,0.0023341285231063,0.049836218998596166,0.17594759007955077,0.052778084210926265,0.9201372640773671,0.29714553111839026,12822,11540,11798,3810,639,2256,9927,0
test,pair,DB15K,M-Hyper + NativE,head,0.9,90,0.2387072568114973,0.0014812920634052428,0.14104894634080656,0.3134383626203461,0.031950523475848716,0.9281289975089208,0.5800511681141857,29706,26735,27571,17231,4190,9311,16205,0
test,pair,DB15K,M-Hyper + NativE,tail,0.9,90,0.5129641899057624,0.0010568370782977642,0.04874436140846967,0.12064902713256581,0.04378075790757158,0.8718777351376826,0.2677573554164142,29706,26735,25900,7954,1448,3584,24674,0
test,pair,DB15K,M-Hyper + AdaMF-MAT,head,0.9,90,0.2369743679852125,-0.0002515967628795564,0.14162122130209384,0.2997374267824682,0.03853270260419226,0.9216993200026931,0.5192553692856662,29706,26735,27380,15425,4207,8904,16595,0
test,pair,DB15K,M-Hyper + AdaMF-MAT,tail,0.9,90,0.5116930127956973,-0.00021434003176732115,0.06837002625732175,0.16431024035548375,0.07904288295682277,0.8783074126439103,0.33097690702215044,29706,26735,26091,9832,2031,4881,22794,0
test,pooled,Pooled,Pooled,head,0.9,90,0.22358394612396815,0.001179700147855377,0.1530285929270128,0.3428917419112114,0.02918099198240352,0.9149854213694507,0.6090693190368698,85056,76550,77825,51805,13016,29165,42875,0
test,pooled,Pooled,Pooled,tail,0.9,90,0.5210782496359075,0.001919017303375963,0.0699186418359669,0.15456875470278406,0.06000241413682619,0.8850286869826938,0.38896726862302483,85056,76550,75277,33084,5947,13147,65962,0
test,pair,MKG-W,M-Hyper + NativE,head,1.0,100,0.1951008998736798,0.003130959213994883,0.24879114022773358,0.4640461706442053,0.020711201879038764,1.0,0.9439245047574482,12822,12822,12822,12103,3190,5950,3682,0
test,pair,MKG-W,M-Hyper + NativE,tail,1.0,100,0.545251709314285,0.00861216820073368,0.15099048510372798,0.20004679457182967,0.0528793429042594,1.0,0.9411948214007175,12822,12822,12822,12068,1936,2565,8321,0
test,pair,MKG-W,M-Hyper + AdaMF-MAT,head,1.0,100,0.1857032404389927,0.0015425830538636832,0.1261113710809546,0.41662767119014193,0.014769284208636765,1.0,0.6130088909686476,12822,12822,12822,7860,1617,5342,5863,0
test,pair,MKG-W,M-Hyper + AdaMF-MAT,tail,1.0,100,0.5376203972759378,0.002339175708903251,0.05155201996568398,0.18093901107471533,0.052852934800933386,1.0,0.3125097488691312,12822,12822,12822,4007,661,2320,9841,0
test,pair,DB15K,M-Hyper + NativE,head,1.0,100,0.23870554386081466,0.001479579112722615,0.1434053726519895,0.3185888372719316,0.03163225089447293,1.0,0.5955025920689423,29706,29706,29706,17690,4260,9464,15982,0
test,pair,DB15K,M-Hyper + NativE,tail,1.0,100,0.5129705966638464,0.0010632438363816713,0.05133643035077089,0.12815592809533427,0.04221188112906024,1.0,0.2928364640140039,29706,29706,29706,8699,1525,3807,24374,0
test,pair,DB15K,M-Hyper + AdaMF-MAT,head,1.0,100,0.23692039332689943,-0.00030557142119263587,0.14579546219618933,0.30808590857065915,0.03833403067177735,1.0,0.5424493368343095,29706,29706,29706,16114,4331,9152,16223,0
test,pair,DB15K,M-Hyper + AdaMF-MAT,tail,1.0,100,0.5116153377639214,-0.00029201506354333483,0.07183733925806235,0.17323099710496195,0.07797186323151362,1.0,0.36039857267892006,29706,29706,29706,10706,2134,5146,22426,0
test,pooled,Pooled,Pooled,head,1.0,100,0.22351879675963268,0.0011145507835199412,0.15751975169300225,0.3516271632806621,0.029163214077431086,1.0,0.6321364747930776,85056,85056,85056,53767,13398,29908,41750,0
test,pooled,Pooled,Pooled,tail,1.0,100,0.5210794760958792,0.001920243763347681,0.0735515425131678,0.16269281414597442,0.058835561480807236,1.0,0.4171369450714823,85056,85056,85056,35480,6256,13838,64962,0
