dataset,pair_id,coverage_target,metric,observed,random_mean,random_ci95_low,random_ci95_high,observed_minus_random_mean,random_samples,matching_strata
db15k,db15k_mhyper_native,0.05,selective_population_gain,0.0015976251564955373,0.00042872359781867943,0.0002352034283776632,0.000631502011243037,0.0011689015586768578,2000,seed|direction|relation_id
db15k,db15k_mhyper_native,0.05,positive_transfer_rate,0.47160286074884306,0.23143689524610855,0.21749053428691628,0.2461085401766933,0.2401659655027345,2000,seed|direction|relation_id
db15k,db15k_mhyper_native,0.05,negative_transfer_rate,0.2902818679007152,0.12448569625578461,0.11358855700462768,0.13546487168700042,0.1657961716449306,2000,seed|direction|relation_id
db15k,db15k_mhyper_native,0.05,changed_rate,1.0,0.513800588977703,0.4981068573832562,0.5305006310475389,0.486199411022297,2000,seed|direction|relation_id
db15k,db15k_mhyper_native,0.05,stable2_opportunity_rate,0.629785443836769,0.506376735380732,0.48885149347917545,0.5229280605805637,0.12340870845603702,2000,seed|direction|relation_id
db15k,db15k_mhyper_native,0.05,stable2_opportunity_enrichment,1.3765099423575347,1.1067778997616662,1.0684733153102575,1.1429538131933303,0.26973204259586847,2000,seed|direction|relation_id
db15k,db15k_mhyper_native,0.05,stable2_gain_capture,0.1287055530744157,0.08039498478187408,0.0732484859665063,0.08768426468833375,0.048310568292541614,2000,seed|direction|relation_id
db15k,db15k_mhyper_native,0.05,stable3_opportunity_rate,0.36853176272612537,0.27708266722759783,0.2612536811106437,0.2919646613378208,0.09144909549852753,2000,seed|direction|relation_id
db15k,db15k_mhyper_native,0.05,stable3_opportunity_enrichment,1.5134829571365294,1.137920627152426,1.0729142881070601,1.1990378678684377,0.3755623299841033,2000,seed|direction|relation_id
db15k,db15k_mhyper_native,0.05,stable3_gain_capture,0.1560920344218799,0.09033146458798226,0.0796898698135613,0.10042228110809488,0.06576056983389765,2000,seed|direction|relation_id
db15k,db15k_mhyper_native,0.05,consensus_gain_capture,0.119253041911865,0.07822037256899321,0.07223986682916267,0.08408229466172205,0.041032669342871794,2000,seed|direction|relation_id
db15k,db15k_mhyper_native,0.05,high_gain_precision,0.18636937315944468,0.14116743794699205,0.12915439629785444,0.15313420277660916,0.04520193521245264,2000,seed|direction|relation_id
db15k,db15k_mhyper_native,0.05,high_gain_recall,0.09310634720470785,0.07052437999159311,0.06452290878520386,0.07650273224043716,0.022581967213114743,2000,seed|direction|relation_id
db15k,db15k_mhyper_native,0.05,high_gain_enrichment,1.8618135865940995,1.4102502439042506,1.290241018249184,1.5297971682172733,0.4515633426898489,2000,seed|direction|relation_id
db15k,db15k_mhyper_native,0.05,raw_oracle_gain_capture,0.1118642502745215,0.07660559586991407,0.07142197613473873,0.08169612139076288,0.03525865440460743,2000,seed|direction|relation_id
db15k,db15k_mhyper_native,0.1,selected_mean_realized_utility,0.020117452633436454,0.0070419151321103185,0.0045833880950963265,0.009669219348622997,0.013075537501326135,2000,seed|direction|relation_id
db15k,db15k_mhyper_native,0.1,selective_population_gain,0.0020120838554943386,0.0007043100340413291,0.00045841595144508824,0.000967084675236761,0.0013077738214530095,2000,seed|direction|relation_id
db15k,db15k_mhyper_native,0.1,positive_transfer_rate,0.46550273453933527,0.2511554480437526,0.24148085822465293,0.2610433319310055,0.21434728649558266,2000,seed|direction|relation_id
db15k,db15k_mhyper_native,0.1,negative_transfer_rate,0.26987799747580987,0.13797559949516197,0.13041649137568365,0.1459823306689104,0.1319023979806479,2000,seed|direction|relation_id
db15k,db15k_mhyper_native,0.1,changed_rate,1.0,0.5466143247791333,0.5357593605384939,0.5574253260412284,0.4533856752208667,2000,seed|direction|relation_id
db15k,db15k_mhyper_native,0.1,stable2_opportunity_rate,0.6482961716449306,0.5324663441312579,0.5204038704249053,0.5441733277240218,0.11582982751367266,2000,seed|direction|relation_id
db15k,db15k_mhyper_native,0.1,stable2_opportunity_enrichment,1.4169684844174755,1.1638014562581944,1.1374367392760656,1.1893891853303078,0.25316702815928105,2000,seed|direction|relation_id
db15k,db15k_mhyper_native,0.1,stable2_gain_capture,0.21003054151312317,0.14864465140970504,0.1390629426168281,0.15811942841048734,0.061385890103418134,2000,seed|direction|relation_id
db15k,db15k_mhyper_native,0.1,stable3_opportunity_rate,0.36874211190576356,0.28911695414387883,0.2787126630206142,0.2997528397139251,0.07962515776188472,2000,seed|direction|relation_id
db15k,db15k_mhyper_native,0.1,stable3_opportunity_enrichment,1.5143468172718813,1.1873429293560434,1.144614679341268,1.2310222893798415,0.3270038879158379,2000,seed|direction|relation_id
db15k,db15k_mhyper_native,0.1,stable3_gain_capture,0.24253552004720463,0.16327932257251812,0.14965327271308018,0.17650354452187153,0.07925619747468651,2000,seed|direction|relation_id
