representation,outer_fold,selected_config_id,hidden_width,learning_rate,negative_weight,outer_train_rows,outer_holdout_rows,outer_train_groups,outer_holdout_groups,inner_group_audit,selected_inner_count,selected_inner_mae,selected_inner_smooth_l1,selected_inner_spearman,selected_inner_positive_prevalence,selected_inner_positive_auprc,selected_inner_positive_auprc_lift,selected_inner_positive_auroc,selected_inner_harmful_prevalence,selected_inner_harmful_auprc,selected_inner_harmful_auprc_lift,selected_inner_harmful_auroc
R0,1,w128_lr1e-3_neg2p0,128,0.001,2.0,190260,47400,6342,1580,"{""assignment"": ""relation-stratified SHA256 ordering, then round-robin by original triple with a deterministic per-relation fold offset"", ""fold_seed"": 20260904, ""n_folds"": 3, ""n_unique_triples"": 6342, ""observations_per_fold"": {""0"": 2118, ""1"": 2108, ""2"": 2116}, ""query_instances_per_fold"": {""0"": 12708, ""1"": 12648, ""2"": 12696}, ""triple_groups_per_fold"": {""0"": 2118, ""1"": 2108, ""2"": 2116}, ""utility_rows_per_fold"": {""0"": 63540, ""1"": 63240, ""2"": 63480}}",152208,0.020694942623618578,0.017799556586413724,0.05827550678143177,0.32841243561442235,0.34552403360394746,0.017111597989525107,0.5397720881333726,0.1911134762955955,0.20422883121081517,0.013115354915219674,0.5261862468682508
R0,2,w64_lr1e-3_neg1p0,64,0.001,1.0,190230,47430,6341,1581,"{""assignment"": ""relation-stratified SHA256 ordering, then round-robin by original triple with a deterministic per-relation fold offset"", ""fold_seed"": 20260905, ""n_folds"": 3, ""n_unique_triples"": 6341, ""observations_per_fold"": {""0"": 2112, ""1"": 2115, ""2"": 2114}, ""query_instances_per_fold"": {""0"": 12672, ""1"": 12690, ""2"": 12684}, ""triple_groups_per_fold"": {""0"": 2112, ""1"": 2115, ""2"": 2114}, ""utility_rows_per_fold"": {""0"": 63360, ""1"": 63450, ""2"": 63420}}",152184,0.02046792823737605,0.01779631740793028,0.09500694837338546,0.33228197445197916,0.40581915352879777,0.07353717907681862,0.5904055876860654,0.188350943594596,0.19309989636958924,0.004748952774993237,0.47342994431122826
R0,3,w128_lr1e-3_neg2p0,128,0.001,2.0,190080,47580,6336,1586,"{""assignment"": ""relation-stratified SHA256 ordering, then round-robin by original triple with a deterministic per-relation fold offset"", ""fold_seed"": 20260906, ""n_folds"": 3, ""n_unique_triples"": 6336, ""observations_per_fold"": {""0"": 2115, ""1"": 2108, ""2"": 2113}, ""query_instances_per_fold"": {""0"": 12690, ""1"": 12648, ""2"": 12678}, ""triple_groups_per_fold"": {""0"": 2115, ""1"": 2108, ""2"": 2113}, ""utility_rows_per_fold"": {""0"": 63450, ""1"": 63240, ""2"": 63390}}",152064,0.020684814219996264,0.01766373989574175,0.06315088312642907,0.33051872895622897,0.36463443214472263,0.03411570318849366,0.5603423147141836,0.19088015572390574,0.19030831335102763,-0.0005718423728781064,0.49409321656984906
R0,4,w64_lr1e-3_neg3p0,64,0.001,3.0,189960,47700,6332,1590,"{""assignment"": ""relation-stratified SHA256 ordering, then round-robin by original triple with a deterministic per-relation fold offset"", ""fold_seed"": 20260907, ""n_folds"": 3, ""n_unique_triples"": 6332, ""observations_per_fold"": {""0"": 2118, ""1"": 2106, ""2"": 2108}, ""query_instances_per_fold"": {""0"": 12708, ""1"": 12636, ""2"": 12648}, ""triple_groups_per_fold"": {""0"": 2118, ""1"": 2106, ""2"": 2108}, ""utility_rows_per_fold"": {""0"": 63540, ""1"": 63180, ""2"": 63240}}",151968,0.02111866404888689,0.017638080732390878,0.03409513461260556,0.32974705201094967,0.34438903308174607,0.014641981070796395,0.5341861647955817,0.19150084228258582,0.2083131206884618,0.016812278405875986,0.5145950451063794
R0,5,w128_lr3e-4_neg2p0,128,0.0003,2.0,190110,47550,6337,1585,"{""assignment"": ""relation-stratified SHA256 ordering, then round-robin by original triple with a deterministic per-relation fold offset"", ""fold_seed"": 20260908, ""n_folds"": 3, ""n_unique_triples"": 6337, ""observations_per_fold"": {""0"": 2112, ""1"": 2112, ""2"": 2113}, ""query_instances_per_fold"": {""0"": 12672, ""1"": 12672, ""2"": 12678}, ""triple_groups_per_fold"": {""0"": 2112, ""1"": 2112, ""2"": 2113}, ""utility_rows_per_fold"": {""0"": 63360, ""1"": 63360, ""2"": 63390}}",152088,0.021114378372078885,0.01789358802424527,0.05470957508458783,0.3304797222660565,0.3458461650762685,0.015366442810211989,0.5348454309775623,0.18983088738098997,0.21165658585753763,0.021825698476547667,0.5300805832772818
